date,precipitationMm,siteId,cropId,latitude,longitude,source
1981-01-01,15.48,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-02,20.24,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-03,19.89,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-04,6.57,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-05,4.19,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-06,4.08,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-07,0.43,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-08,6.11,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-09,2.98,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-10,5.25,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-11,18.25,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-12,11.78,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-13,8.19,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-14,13.16,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-15,7.06,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-16,5.87,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-17,6.85,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-18,5.3,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-19,0.62,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-20,1.64,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-21,5.23,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-22,18.25,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-23,15.87,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-24,9.92,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-25,3.5,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-26,1.99,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-27,10.49,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-28,4.66,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-29,3.09,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-30,4.33,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-01-31,13.31,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-01,6.83,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-02,9.76,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-03,1.62,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-04,0.84,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-05,0.02,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-06,0,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-07,6.32,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-08,1.84,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-09,4.66,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-10,4.52,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-11,13.35,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-12,11.29,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-13,3.86,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
1981-02-14,0.05,hf-sugar-goias,sugar,-16,-49,NASA POWER MERRA-2 PRECTOTCORR
