strategyId,signalDate,entryTradeDate,exitTradeDate,direction,volatilityLookbackSessions,previousReturnPct,volatilityPct,reversalZ,entryOpen,exitClose,grossOpenToCloseReturnPct,grossReturnPct,netFullNotionalReturnPct,positionFraction,netReturnPct
volatility-mean-reversion,2019-12-09,2019-12-10,2019-12-10,long,40,-4.0488,2.613,-1.5495,69.12,69.48,0.5208,0.5208,0.4568,0.35,0.1599
volatility-mean-reversion,2019-12-12,2019-12-13,2019-12-13,short,40,4.065,2.6062,1.5597,70.44,70.72,0.3975,-0.3975,-0.4615,0.35,-0.1615
volatility-mean-reversion,2019-12-23,2019-12-24,2019-12-24,long,40,-3.7556,2.6645,-1.4095,67.88,68.08,0.2946,0.2946,0.2306,0.35,0.0807
volatility-mean-reversion,2019-12-26,2019-12-27,2019-12-27,short,40,2.7615,2.6345,1.0482,68.2,69.36,1.7009,-1.7009,-1.7649,0.35,-0.6177
volatility-mean-reversion,2019-12-30,2019-12-31,2019-12-31,long,40,-2.5375,2.6059,-0.9737,66.96,67.44,0.7169,0.7169,0.6529,0.35,0.2285
volatility-mean-reversion,2020-01-02,2020-01-03,2020-01-03,long,40,-2.3132,2.5666,-0.9013,65.96,65.56,-0.6064,-0.6064,-0.6704,0.35,-0.2347
volatility-mean-reversion,2020-03-10,2020-03-11,2020-03-11,short,40,6.1702,2.5234,2.4452,61.08,58.16,-4.7806,4.7806,4.7166,0.35,1.6508
volatility-mean-reversion,2020-03-11,2020-03-12,2020-03-12,long,40,-2.8724,2.6992,-1.0642,55.72,56.8,1.9383,1.9383,1.8743,0.35,0.656
volatility-mean-reversion,2020-03-12,2020-03-13,2020-03-13,long,40,-2.3384,2.7297,-0.8566,59.68,59,-1.1394,-1.1394,-1.2034,0.35,-0.4212
volatility-mean-reversion,2020-03-13,2020-03-16,2020-03-16,short,40,3.8732,2.7478,1.4096,56.12,55.68,-0.784,0.784,0.72,0.35,0.252
volatility-mean-reversion,2020-03-16,2020-03-17,2020-03-17,long,40,-5.6271,2.8066,-2.0049,56.24,53.48,-4.9075,-4.9075,-4.9715,0.35,-1.74
volatility-mean-reversion,2020-03-17,2020-03-18,2020-03-18,long,40,-3.9512,2.9195,-1.3534,51.12,50.96,-0.313,-0.313,-0.377,0.35,-0.1319
volatility-mean-reversion,2020-03-18,2020-03-19,2020-03-19,long,40,-4.712,2.9368,-1.6045,50.68,52.28,3.1571,3.1571,3.0931,0.35,1.0826
volatility-mean-reversion,2020-03-19,2020-03-20,2020-03-20,short,40,2.5903,2.9513,0.8777,52.8,50.12,-5.0758,5.0758,5.0118,0.35,1.7541
volatility-mean-reversion,2020-03-20,2020-03-23,2020-03-23,long,40,-4.1316,2.9863,-1.3835,50.36,50.6,0.4766,0.4766,0.4126,0.35,0.1444
volatility-mean-reversion,2020-03-24,2020-03-25,2020-03-25,short,40,4.4269,3.0389,1.4567,52.44,52.16,-0.5339,0.5339,0.4699,0.35,0.1645
volatility-mean-reversion,2020-11-02,2020-11-03,2020-11-03,long,40,-3.8462,3.7872,-1.0156,47.08,46.44,-1.3594,-1.3594,-1.4234,0.35,-0.4982
volatility-mean-reversion,2020-11-03,2020-11-04,2020-11-04,long,40,-5.2245,3.7742,-1.3843,45.92,46.32,0.8711,0.8711,0.8071,0.35,0.2825
volatility-mean-reversion,2020-11-05,2020-11-06,2020-11-06,long,40,-3.886,3.6553,-1.0631,44.52,43.92,-1.3477,-1.3477,-1.4117,0.35,-0.4941
volatility-mean-reversion,2020-11-10,2020-11-11,2020-11-11,short,40,3.6044,3.6355,0.9915,45.28,46.08,1.7668,-1.7668,-1.8308,0.35,-0.6408
volatility-mean-reversion,2020-11-16,2020-11-17,2020-11-17,long,40,-8.9223,3.5589,-2.507,41.4,41.2,-0.4831,-0.4831,-0.5471,0.35,-0.1915
volatility-mean-reversion,2020-11-19,2020-11-20,2020-11-20,long,40,-3.6965,3.5041,-1.0549,40.16,40.2,0.0996,0.0996,0.0356,0.35,0.0125
volatility-mean-reversion,2020-11-27,2020-11-30,2020-11-30,long,40,-3.9289,3.2552,-1.207,43.12,42.4,-1.6698,-1.6698,-1.7338,0.35,-0.6068
volatility-mean-reversion,2020-11-30,2020-12-01,2020-12-01,short,40,3.2132,3.3032,0.9728,41.96,41.72,-0.572,0.572,0.508,0.35,0.1778
volatility-mean-reversion,2020-12-02,2020-12-03,2020-12-03,long,40,-4.5062,3.131,-1.4392,37.44,36.36,-2.8846,-2.8846,-2.9486,0.35,-1.032
volatility-mean-reversion,2020-12-03,2020-12-04,2020-12-04,long,40,-8.7349,3.1324,-2.7886,36.64,37.12,1.31,1.31,1.246,0.35,0.4361
volatility-mean-reversion,2020-12-07,2020-12-08,2020-12-08,long,40,-5.3879,3.3669,-1.6003,35.24,35.36,0.3405,0.3405,0.2765,0.35,0.0968
volatility-mean-reversion,2020-12-10,2020-12-11,2020-12-11,short,40,5.9158,3.3042,1.7904,37.2,37.52,0.8602,-0.8602,-0.9242,0.35,-0.3235
volatility-mean-reversion,2020-12-23,2020-12-24,2020-12-24,long,40,-5.2525,3.212,-1.6353,37.48,36.88,-1.6008,-1.6008,-1.6648,0.35,-0.5827
volatility-mean-reversion,2020-12-28,2020-12-29,2020-12-29,long,40,-8.026,3.2787,-2.4479,34.72,35.4,1.9585,1.9585,1.8945,0.35,0.6631
volatility-mean-reversion,2020-12-29,2020-12-30,2020-12-30,short,40,4.3632,3.468,1.2581,35.4,35.16,-0.678,0.678,0.614,0.35,0.2149
volatility-mean-reversion,2020-12-31,2021-01-04,2021-01-04,short,40,4.6644,3.514,1.3274,38,37.8,-0.5263,0.5263,0.4623,0.35,0.1618
volatility-mean-reversion,2021-01-05,2021-01-06,2021-01-06,short,40,3.4921,3.5766,0.9764,38.56,39.32,1.9709,-1.9709,-2.0349,0.35,-0.7122
volatility-mean-reversion,2021-01-11,2021-01-12,2021-01-12,short,40,3.5897,3.5297,1.017,41.32,39.68,-3.969,3.969,3.905,0.35,1.3668
volatility-mean-reversion,2021-01-15,2021-01-19,2021-01-19,short,40,2.8926,3.2693,0.8848,37.6,37.04,-1.4894,1.4894,1.4254,0.35,0.4989
volatility-mean-reversion,2021-01-19,2021-01-20,2021-01-20,long,40,-7.0281,3.3035,-2.1275,36.44,37.12,1.8661,1.8661,1.8021,0.35,0.6307
volatility-mean-reversion,2021-01-25,2021-01-26,2021-01-26,short,40,5.8823,3.4297,1.7151,38.36,38.68,0.8342,-0.8342,-0.8982,0.35,-0.3144
volatility-mean-reversion,2021-01-29,2021-02-01,2021-02-01,long,40,-4.2726,3.4451,-1.2402,41.12,41.28,0.3891,0.3891,0.3251,0.35,0.1138
volatility-mean-reversion,2021-02-01,2021-02-02,2021-02-02,short,40,9.6706,3.4998,2.7632,43.64,41.56,-4.7663,4.7663,4.7023,0.35,1.6458
volatility-mean-reversion,2021-02-04,2021-02-05,2021-02-05,short,40,6.9034,3.4894,1.9784,44.6,42.12,-5.5605,5.5605,5.4965,0.35,1.9238
volatility-mean-reversion,2021-02-05,2021-02-08,2021-02-08,long,40,-2.8598,3.5185,-0.8128,42.32,42.36,0.0945,0.0945,0.0305,0.35,0.0107
volatility-mean-reversion,2021-02-10,2021-02-11,2021-02-11,short,40,5.2376,3.4804,1.5049,43.96,41.76,-5.0046,5.0046,4.9406,0.35,1.7292
volatility-mean-reversion,2021-02-11,2021-02-12,2021-02-12,long,40,-3.7788,3.5661,-1.0597,42.32,42.68,0.8507,0.8507,0.7867,0.35,0.2753
volatility-mean-reversion,2021-02-16,2021-02-17,2021-02-17,short,40,4.03,3.6223,1.1125,44.32,45.2,1.9856,-1.9856,-2.0496,0.35,-0.7173
volatility-mean-reversion,2021-03-12,2021-03-15,2021-03-15,long,40,-2.8084,3.2053,-0.8762,37.68,37.4,-0.7431,-0.7431,-0.8071,0.35,-0.2825
volatility-mean-reversion,2021-03-15,2021-03-16,2021-03-16,long,40,-3.5088,3.2371,-1.0839,37.56,38.2,1.7039,1.7039,1.6399,0.35,0.574
volatility-mean-reversion,2021-11-01,2021-11-02,2021-11-02,long,40,-5.7963,4.8231,-1.2018,72.4,73.68,1.768,1.768,1.704,0.35,0.5964
volatility-mean-reversion,2021-11-02,2021-11-03,2021-11-03,short,40,5.9229,4.9195,1.204,74.28,77.76,4.685,-4.685,-4.749,0.35,-1.6621
volatility-mean-reversion,2021-11-03,2021-11-04,2021-11-04,short,40,5.5375,4.9744,1.1132,77.36,76.12,-1.6029,1.6029,1.5389,0.35,0.5386
volatility-mean-reversion,2021-11-09,2021-11-10,2021-11-10,long,40,-8.3564,4.9206,-1.6982,63.68,65.52,2.8894,2.8894,2.8254,0.35,0.9889
volatility-mean-reversion,2021-11-11,2021-11-12,2021-11-12,short,40,4.5177,5.0598,0.8929,67,64.28,-4.0597,4.0597,3.9957,0.35,1.3985
volatility-mean-reversion,2021-11-12,2021-11-15,2021-11-15,long,40,-6.1332,5.0925,-1.2044,65.28,67.16,2.8799,2.8799,2.8159,0.35,0.9856
volatility-mean-reversion,2021-11-15,2021-11-16,2021-11-16,short,40,4.4804,5.1367,0.8722,70.12,68.72,-1.9966,1.9966,1.9326,0.35,0.6764
volatility-mean-reversion,2021-11-17,2021-11-18,2021-11-18,long,40,-5.1222,5.1733,-0.9901,67,65.48,-2.2687,-2.2687,-2.3327,0.35,-0.8164
volatility-mean-reversion,2021-11-22,2021-11-23,2021-11-23,long,40,-4.7221,5.147,-0.9174,66.08,66.92,1.2712,1.2712,1.2072,0.35,0.4225
volatility-mean-reversion,2021-11-23,2021-11-24,2021-11-24,short,40,4.9561,4.7874,1.0352,66.92,66.8,-0.1793,0.1793,0.1153,0.35,0.0404
volatility-mean-reversion,2021-11-26,2021-11-29,2021-11-29,short,40,4.4311,4.7618,0.9306,63.48,63.52,0.063,-0.063,-0.127,0.35,-0.0445
volatility-mean-reversion,2021-11-29,2021-11-30,2021-11-30,long,40,-8.945,4.6787,-1.9119,59.16,60.32,1.9608,1.9608,1.8968,0.35,0.6639
volatility-mean-reversion,2021-11-30,2021-12-01,2021-12-01,long,40,-5.0378,4.8353,-1.0419,57.6,55.64,-3.4028,-3.4028,-3.4668,0.35,-1.2134
volatility-mean-reversion,2021-12-01,2021-12-02,2021-12-02,long,40,-7.7586,4.7855,-1.6213,56,53.84,-3.8571,-3.8571,-3.9211,0.35,-1.3724
volatility-mean-reversion,2021-12-06,2021-12-07,2021-12-07,long,40,-9.6024,4.5718,-2.1003,49,48.88,-0.2449,-0.2449,-0.3089,0.35,-0.1081
volatility-mean-reversion,2021-12-20,2021-12-21,2021-12-21,short,40,3.9037,4.5738,0.8535,49.92,50.04,0.2404,-0.2404,-0.3044,0.35,-0.1065
volatility-mean-reversion,2021-12-23,2021-12-27,2021-12-27,long,40,-4.8742,4.2308,-1.1521,49.92,52.16,4.4872,4.4872,4.4232,0.35,1.5481
volatility-mean-reversion,2021-12-27,2021-12-28,2021-12-28,short,40,7.7686,4.2325,1.8355,50.8,51.76,1.8898,-1.8898,-1.9538,0.35,-0.6838
volatility-mean-reversion,2021-12-30,2021-12-31,2021-12-31,long,40,-6.4364,4.2902,-1.5003,49.2,49.96,1.5447,1.5447,1.4807,0.35,0.5182
volatility-mean-reversion,2021-12-31,2022-01-03,2022-01-03,short,40,4.7819,4.247,1.1259,49.8,51.08,2.5703,-2.5703,-2.6343,0.35,-0.922
volatility-mean-reversion,2022-01-10,2022-01-11,2022-01-11,short,40,5.5299,4.1062,1.3467,53.92,56.28,4.3769,-4.3769,-4.4409,0.35,-1.5543
volatility-mean-reversion,2022-01-12,2022-01-13,2022-01-13,short,40,13.5039,4.0603,3.3259,59.64,56.8,-4.7619,4.7619,4.6979,0.35,1.6443
volatility-mean-reversion,2022-01-13,2022-01-14,2022-01-14,long,40,-11.0833,4.5509,-2.4354,55.84,56.68,1.5043,1.5043,1.4403,0.35,0.5041
volatility-mean-reversion,2022-01-19,2022-01-20,2022-01-20,long,40,-6.141,4.7989,-1.2797,52.16,51.32,-1.6104,-1.6104,-1.6744,0.35,-0.5861
volatility-mean-reversion,2022-01-20,2022-01-21,2022-01-21,long,40,-4.6097,4.8717,-0.9462,52.12,52.4,0.5372,0.5372,0.4732,0.35,0.1656
volatility-mean-reversion,2022-01-27,2022-01-28,2022-01-28,short,40,8.7268,4.6013,1.8966,66.88,65.08,-2.6914,2.6914,2.6274,0.35,0.9196
volatility-mean-reversion,2022-01-28,2022-01-31,2022-01-31,short,40,7.0395,4.7438,1.4839,67.76,68.04,0.4132,-0.4132,-0.4772,0.35,-0.167
volatility-mean-reversion,2022-01-31,2022-02-01,2022-02-01,short,40,4.5482,4.6896,0.9699,66.6,68.4,2.7027,-2.7027,-2.7667,0.35,-0.9683
volatility-mean-reversion,2022-02-02,2022-02-03,2022-02-03,short,40,10.9941,4.6845,2.3469,67.88,68.96,1.591,-1.591,-1.655,0.35,-0.5793
volatility-mean-reversion,2022-02-03,2022-02-04,2022-02-04,long,40,-9.1675,4.6514,-1.9709,67.24,63.36,-5.7704,-5.7704,-5.8344,0.35,-2.042
volatility-mean-reversion,2022-02-04,2022-02-07,2022-02-07,long,40,-8.1206,4.9339,-1.6459,60.24,59.96,-0.4648,-0.4648,-0.5288,0.35,-0.1851
volatility-mean-reversion,2022-02-07,2022-02-08,2022-02-08,long,40,-5.3662,5.1337,-1.0453,60.36,58.88,-2.452,-2.452,-2.516,0.35,-0.8806
volatility-mean-reversion,2022-02-09,2022-02-10,2022-02-10,long,40,-4.5516,5.22,-0.872,54.96,55.56,1.0917,1.0917,1.0277,0.35,0.3597
volatility-mean-reversion,2022-02-14,2022-02-15,2022-02-15,short,40,4.3011,5.276,0.8152,60.08,60.48,0.6658,-0.6658,-0.7298,0.35,-0.2554
volatility-mean-reversion,2022-02-16,2022-02-17,2022-02-17,short,40,4.6296,5.3103,0.8718,63.28,62.68,-0.9482,0.9482,0.8842,0.35,0.3095
volatility-mean-reversion,2022-03-01,2022-03-02,2022-03-02,short,40,4.2044,5.0635,0.8303,67.32,68.08,1.1289,-1.1289,-1.1929,0.35,-0.4175
volatility-mean-reversion,2022-03-02,2022-03-03,2022-03-03,short,40,5.6487,5.0526,1.118,65.92,66.56,0.9709,-0.9709,-1.0349,0.35,-0.3622
volatility-mean-reversion,2022-03-04,2022-03-07,2022-03-07,short,40,4.2067,5.1008,0.8247,69.88,67.8,-2.9765,2.9765,2.9125,0.35,1.0194
volatility-mean-reversion,2022-03-08,2022-03-09,2022-03-09,long,40,-5.1917,5.1408,-1.0099,64.04,63.64,-0.6246,-0.6246,-0.6886,0.35,-0.241
volatility-mean-reversion,2022-03-17,2022-03-18,2022-03-18,short,40,4.0743,4.4182,0.9222,69.44,68.88,-0.8065,0.8065,0.7425,0.35,0.2599
volatility-mean-reversion,2022-03-22,2022-03-23,2022-03-23,short,40,3.7271,4.2367,0.8797,73.96,72.12,-2.4878,2.4878,2.4238,0.35,0.8483
volatility-mean-reversion,2022-03-24,2022-03-25,2022-03-25,short,40,5.2135,4.2606,1.2237,78.16,77.96,-0.2559,0.2559,0.1919,0.35,0.0672
volatility-mean-reversion,2022-03-29,2022-03-30,2022-03-30,long,40,-3.2258,4.005,-0.8054,75.96,77.52,2.0537,2.0537,1.9897,0.35,0.6964
volatility-mean-reversion,2022-03-30,2022-03-31,2022-03-31,short,40,4.1935,3.9919,1.0505,78.68,78.88,0.2542,-0.2542,-0.3182,0.35,-0.1114
volatility-mean-reversion,2022-11-01,2022-11-02,2022-11-02,long,40,-7.5564,4.3815,-1.7246,79.28,79.64,0.4541,0.4541,0.3901,0.35,0.1365
volatility-mean-reversion,2022-11-02,2022-11-03,2022-11-03,short,40,5.6794,4.2951,1.3223,78.52,76.4,-2.6999,2.6999,2.6359,0.35,0.9226
volatility-mean-reversion,2022-11-03,2022-11-04,2022-11-04,long,40,-4.0683,4.4051,-0.9235,78.8,83.28,5.6853,5.6853,5.6213,0.35,1.9674
volatility-mean-reversion,2022-11-04,2022-11-07,2022-11-07,short,40,9.0052,4.4167,2.0389,90.12,86.8,-3.684,3.684,3.62,0.35,1.267
volatility-mean-reversion,2022-11-07,2022-11-08,2022-11-08,short,40,4.2267,4.6719,0.9047,82.48,80.8,-2.0369,2.0369,1.9729,0.35,0.6905
volatility-mean-reversion,2022-11-08,2022-11-09,2022-11-09,long,40,-6.9124,4.6773,-1.4779,75.64,76.64,1.3221,1.3221,1.2581,0.35,0.4403
volatility-mean-reversion,2022-11-09,2022-11-10,2022-11-10,long,40,-5.1485,4.7783,-1.0775,78.44,79.52,1.3768,1.3768,1.3128,0.35,0.4595
volatility-mean-reversion,2022-11-10,2022-11-11,2022-11-11,short,40,3.7578,4.6083,0.8154,81.68,76.64,-6.1704,6.1704,6.1064,0.35,2.1372
volatility-mean-reversion,2022-11-11,2022-11-14,2022-11-14,long,40,-3.6217,4.4955,-0.8056,82.28,78.08,-5.1045,-5.1045,-5.1685,0.35,-1.809
volatility-mean-reversion,2022-11-21,2022-11-22,2022-11-22,short,40,5.9825,4.3236,1.3837,86.48,91.4,5.6892,-5.6892,-5.7532,0.35,-2.0136
volatility-mean-reversion,2022-11-22,2022-11-23,2022-11-23,short,40,4.8646,4.4349,1.0969,98.48,94.04,-4.5085,4.5085,4.4445,0.35,1.5556
volatility-mean-reversion,2022-11-30,2022-12-01,2022-12-01,long,40,-4.1554,4.4602,-0.9317,86.6,83.48,-3.6028,-3.6028,-3.6668,0.35,-1.2834
volatility-mean-reversion,2022-12-02,2022-12-05,2022-12-05,long,40,-8.5769,4.44,-1.9317,70.96,68.4,-3.6077,-3.6077,-3.6717,0.35,-1.2851
volatility-mean-reversion,2022-12-05,2022-12-06,2022-12-06,long,40,-10.3774,4.6313,-2.2407,67.4,65.56,-2.73,-2.73,-2.794,0.35,-0.9779
volatility-mean-reversion,2022-12-06,2022-12-07,2022-12-07,long,40,-4.1521,4.8646,-0.8535,68.48,70.96,3.6215,3.6215,3.5575,0.35,1.2451
volatility-mean-reversion,2022-12-07,2022-12-08,2022-12-08,short,40,8.2367,4.8911,1.684,71.44,73,2.1836,-2.1836,-2.2476,0.35,-0.7867
volatility-mean-reversion,2022-12-09,2022-12-12,2022-12-12,short,40,5.5342,5.1048,1.0841,83.68,79.64,-4.8279,4.8279,4.7639,0.35,1.6674
volatility-mean-reversion,2022-12-13,2022-12-14,2022-12-14,short,40,6.8307,5.1536,1.3254,80.4,77.88,-3.1343,3.1343,3.0703,0.35,1.0746
volatility-mean-reversion,2022-12-14,2022-12-15,2022-12-15,long,40,-8.4626,5.154,-1.642,80.68,83.68,3.7184,3.7184,3.6544,0.35,1.279
volatility-mean-reversion,2022-12-15,2022-12-16,2022-12-16,short,40,7.4474,5.2963,1.4061,78.84,80.4,1.9787,-1.9787,-2.0427,0.35,-0.7149
volatility-mean-reversion,2022-12-19,2022-12-20,2022-12-20,long,40,-10.4478,5.3976,-1.9356,67.32,66.44,-1.3072,-1.3072,-1.3712,0.35,-0.4799
volatility-mean-reversion,2022-12-20,2022-12-21,2022-12-21,long,40,-7.7222,5.591,-1.3812,68.44,67.4,-1.5196,-1.5196,-1.5836,0.35,-0.5543
volatility-mean-reversion,2022-12-22,2022-12-23,2022-12-23,long,40,-6.1721,5.5527,-1.1116,61.4,63.64,3.6482,3.6482,3.5842,0.35,1.2545
volatility-mean-reversion,2022-12-28,2022-12-29,2022-12-29,long,40,-6.6377,5.5937,-1.1866,57.68,58.16,0.8322,0.8322,0.7682,0.35,0.2689
volatility-mean-reversion,2023-01-03,2023-01-04,2023-01-04,long,40,-9.3617,5.2986,-1.7668,51.92,52.92,1.926,1.926,1.862,0.35,0.6517
volatility-mean-reversion,2023-01-05,2023-01-06,2023-01-06,long,40,-9.5994,5.2597,-1.8251,47.44,47.56,0.253,0.253,0.189,0.35,0.0661
volatility-mean-reversion,2023-01-09,2023-01-10,2023-01-10,short,40,4.5416,5.2854,0.8593,46.76,45.72,-2.2241,2.2241,2.1601,0.35,0.756
volatility-mean-reversion,2023-01-10,2023-01-11,2023-01-11,long,40,-8.0451,5.3207,-1.512,46.36,46.88,1.1217,1.1217,1.0577,0.35,0.3702
volatility-mean-reversion,2023-01-13,2023-01-17,2023-01-17,long,40,-6.2075,5.3825,-1.1533,46.48,46.2,-0.6024,-0.6024,-0.6664,0.35,-0.2332
volatility-mean-reversion,2023-01-17,2023-01-18,2023-01-18,short,40,4.7144,5.4271,0.8687,43.32,42.48,-1.9391,1.9391,1.8751,0.35,0.6563
volatility-mean-reversion,2023-01-18,2023-01-19,2023-01-19,long,40,-8.052,5.4915,-1.4663,42.84,42.04,-1.8674,-1.8674,-1.9314,0.35,-0.676
volatility-mean-reversion,2023-01-23,2023-01-24,2023-01-24,short,40,7.3099,5.4234,1.3479,43.08,41.96,-2.5998,2.5998,2.5358,0.35,0.8875
volatility-mean-reversion,2023-01-24,2023-01-25,2023-01-25,long,40,-4.723,5.5126,-0.8568,40.6,39.24,-3.3497,-3.3497,-3.4137,0.35,-1.1948
volatility-mean-reversion,2023-01-25,2023-01-26,2023-01-26,long,40,-6.4824,5.4829,-1.1823,37.24,38.48,3.3297,3.3297,3.2657,0.35,1.143
volatility-mean-reversion,2023-01-30,2023-01-31,2023-01-31,long,40,-7.0336,5.5588,-1.2653,36.12,37.28,3.2115,3.2115,3.1475,0.35,1.1016
volatility-mean-reversion,2023-02-01,2023-02-02,2023-02-02,long,40,-8.7983,5.6454,-1.5585,34.48,33.52,-2.7842,-2.7842,-2.8482,0.35,-0.9969
volatility-mean-reversion,2023-02-07,2023-02-08,2023-02-08,short,40,4.3529,5.3042,0.8207,34.6,32.92,-4.8555,4.8555,4.7915,0.35,1.677
volatility-mean-reversion,2023-02-08,2023-02-09,2023-02-09,long,40,-7.2153,5.3417,-1.3507,33.12,33.4,0.8454,0.8454,0.7814,0.35,0.2735
volatility-mean-reversion,2023-02-10,2023-02-13,2023-02-13,short,40,5.2695,5.2412,1.0054,33.56,33.32,-0.7151,0.7151,0.6511,0.35,0.2279
volatility-mean-reversion,2023-02-13,2023-02-14,2023-02-14,long,40,-5.2332,5.1791,-1.0104,34.36,35.4,3.0268,3.0268,2.9628,0.35,1.037
volatility-mean-reversion,2023-02-14,2023-02-15,2023-02-15,short,40,6.2425,5.1012,1.2237,34.36,33.68,-1.979,1.979,1.915,0.35,0.6703
volatility-mean-reversion,2023-02-15,2023-02-16,2023-02-16,long,40,-4.8588,5.0474,-0.9626,34.12,33.04,-3.1653,-3.1653,-3.2293,0.35,-1.1303
volatility-mean-reversion,2023-02-17,2023-02-21,2023-02-21,long,40,-6.0533,4.8709,-1.2427,29.6,28.84,-2.5676,-2.5676,-2.6316,0.35,-0.921
volatility-mean-reversion,2023-02-21,2023-02-22,2023-02-22,long,40,-7.0876,4.8259,-1.4687,29.92,30.32,1.3369,1.3369,1.2729,0.35,0.4455
volatility-mean-reversion,2023-02-22,2023-02-23,2023-02-23,short,40,5.1318,4.8686,1.0541,31.64,32.28,2.0228,-2.0228,-2.0868,0.35,-0.7304
volatility-mean-reversion,2023-02-23,2023-02-24,2023-02-24,short,40,6.4644,4.9466,1.3068,33.28,33.96,2.0433,-2.0433,-2.1073,0.35,-0.7375
volatility-mean-reversion,2023-02-24,2023-02-27,2023-02-27,short,40,5.2045,5.1006,1.0204,35.6,35.84,0.6742,-0.6742,-0.7382,0.35,-0.2584
volatility-mean-reversion,2023-02-27,2023-02-28,2023-02-28,short,40,5.5359,5.1929,1.0661,35.64,36.48,2.3569,-2.3569,-2.4209,0.35,-0.8473
volatility-mean-reversion,2023-03-03,2023-03-06,2023-03-06,short,40,7.7426,5.0748,1.5257,34.8,34.6,-0.5747,0.5747,0.5107,0.35,0.1788
volatility-mean-reversion,2023-03-06,2023-03-07,2023-03-07,long,40,-12.4494,5.207,-2.3909,34.76,35.08,0.9206,0.9206,0.8566,0.35,0.2998
volatility-mean-reversion,2023-03-13,2023-03-14,2023-03-14,short,40,7.5871,5.175,1.4661,34.36,34.28,-0.2328,0.2328,0.1688,0.35,0.0591
volatility-mean-reversion,2023-03-15,2023-03-16,2023-03-16,long,40,-5.4842,5.2635,-1.0419,32.64,33.36,2.2059,2.2059,2.1419,0.35,0.7497
volatility-mean-reversion,2023-03-17,2023-03-20,2023-03-20,long,40,-6.4748,5.1467,-1.258,30.76,29.84,-2.9909,-2.9909,-3.0549,0.35,-1.0692
volatility-mean-reversion,2023-03-20,2023-03-21,2023-03-21,long,40,-4.359,5.2332,-0.833,28.72,30.92,7.6602,7.6602,7.5962,0.35,2.6587
volatility-mean-reversion,2023-03-22,2023-03-23,2023-03-23,long,40,-4.5278,5.1475,-0.8796,29.36,28.72,-2.1798,-2.1798,-2.2438,0.35,-0.7853
volatility-mean-reversion,2023-03-31,2023-04-03,2023-04-03,short,40,3.8922,4.8311,0.8057,26.84,26.84,0,0,-0.064,0.35,-0.0224
volatility-mean-reversion,2023-11-01,2023-11-02,2023-11-02,long,40,-3.0667,2.7771,-1.1043,28.56,29.16,2.1008,2.1008,2.0368,0.35,0.7129
volatility-mean-reversion,2023-11-06,2023-11-07,2023-11-07,long,40,-6.0606,2.767,-2.1903,25.96,26.44,1.849,1.849,1.785,0.35,0.6248
volatility-mean-reversion,2023-11-07,2023-11-08,2023-11-08,long,40,-3.0792,2.9406,-1.0471,25.84,26.16,1.2384,1.2384,1.1744,0.35,0.411
volatility-mean-reversion,2023-11-09,2023-11-10,2023-11-10,long,40,-3.0581,2.8641,-1.0677,25.4,25.32,-0.315,-0.315,-0.379,0.35,-0.1326
volatility-mean-reversion,2023-11-13,2023-11-14,2023-11-14,short,40,6.1611,2.8908,2.1313,26.24,25.84,-1.5244,1.5244,1.4604,0.35,0.5111
volatility-mean-reversion,2023-11-14,2023-11-15,2023-11-15,long,40,-3.869,3.0399,-1.2728,26.52,26.24,-1.0558,-1.0558,-1.1198,0.35,-0.3919
volatility-mean-reversion,2023-11-16,2023-11-17,2023-11-17,long,40,-2.8963,3.0583,-0.947,24.56,24.64,0.3257,0.3257,0.2617,0.35,0.0916
volatility-mean-reversion,2023-11-17,2023-11-20,2023-11-20,long,40,-3.2967,3.067,-1.0749,24,23.96,-0.1667,-0.1667,-0.2307,0.35,-0.0807
volatility-mean-reversion,2023-11-20,2023-11-21,2023-11-21,long,40,-2.7597,3.1021,-0.8896,23.8,23.56,-1.0084,-1.0084,-1.0724,0.35,-0.3753
volatility-mean-reversion,2023-11-28,2023-11-29,2023-11-29,long,40,-4.8276,3.116,-1.5493,22.52,22.04,-2.1314,-2.1314,-2.1954,0.35,-0.7684
volatility-mean-reversion,2023-12-06,2023-12-07,2023-12-07,long,40,-5.2434,2.7433,-1.9114,20.2,20.28,0.396,0.396,0.332,0.35,0.1162
volatility-mean-reversion,2023-12-11,2023-12-12,2023-12-12,long,40,-4.1833,2.8209,-1.4829,18.6,18.08,-2.7957,-2.7957,-2.8597,0.35,-1.0009
volatility-mean-reversion,2023-12-12,2023-12-13,2023-12-13,long,40,-6.0291,2.83,-2.1305,18.08,18.4,1.7699,1.7699,1.7059,0.35,0.5971
volatility-mean-reversion,2023-12-14,2023-12-15,2023-12-15,short,40,3.4783,2.9588,1.1756,19.4,19.32,-0.4124,0.4124,0.3484,0.35,0.1219
volatility-mean-reversion,2023-12-20,2023-12-21,2023-12-21,long,40,-4.0816,3.0413,-1.3421,19.36,19.96,3.0992,3.0992,3.0352,0.35,1.0623
volatility-mean-reversion,2023-12-21,2023-12-22,2023-12-22,short,40,6.1702,3.0458,2.0258,19.6,20.16,2.8571,-2.8571,-2.9211,0.35,-1.0224
volatility-mean-reversion,2023-12-28,2023-12-29,2023-12-29,short,40,3.8384,3.1493,1.2188,20.4,20.28,-0.5882,0.5882,0.5242,0.35,0.1835
