candidateId,eligible,trainRank,volatilityLookbackSessions,reversalZThreshold,minVolatilityPct,maxVolatilityPct,trainTrades,trainReturnPct,trainSharpe,trainSortino,trainMaxDrawdownPct,trainProfitFactor,profitableTrainYears,trainYearCount,holdoutTrades,holdoutReturnPct,holdoutSharpe,holdoutSortino,holdoutMaxDrawdownPct,holdoutProfitFactor,allTrades,allReturnPct,allSharpe,allSortino,allMaxDrawdownPct
lb30-z1.5-vol3-6,false,99.5875,30,1.5,3,6,92,15.27,0.41,0.72,-5.06,1.55,11,16,10,4.26,2.52,10.6,-0.59,4.74,102,20.18,0.49,0.87,-5.06
lb40-z0.35-vol1.5-5,false,99.4402,40,0.35,1.5,5,1119,22.83,0.23,0.35,-21.2,1.08,11,18,46,7.14,2.87,4.34,-2.41,1.71,1165,31.6,0.29,0.43,-21.2
lb30-z0.5-vol0-5,false,99.353,30,0.5,0,5,964,24.18,0.25,0.38,-15.75,1.1,10,18,42,4.85,1.5,2.26,-2.08,1.5,1006,30.2,0.29,0.43,-15.75
lb30-z0.5-vol1-5,false,99.353,30,0.5,1,5,964,24.18,0.25,0.38,-15.75,1.1,10,18,42,4.85,1.5,2.26,-2.08,1.5,1006,30.2,0.29,0.43,-15.75
lb30-z1.5-vol3-8,false,99.2995,30,1.5,3,8,93,15.11,0.41,0.71,-5.06,1.55,11,16,12,7.06,3.74,15.79,-0.59,7.1,105,23.24,0.54,0.97,-5.06
lb30-z1.5-vol3-99,false,99.2995,30,1.5,3,99,93,15.11,0.41,0.71,-5.06,1.55,11,16,12,7.06,3.74,15.79,-0.59,7.1,105,23.24,0.54,0.97,-5.06
lb60-z1.25-vol2.5-4,false,99.2064,60,1.25,2.5,4,145,18.35,0.43,0.64,-8.18,1.46,11,13,16,3.32,2.32,3.8,-1.34,2.22,161,22.27,0.47,0.72,-8.18
lb60-z1-vol2.5-6,false,98.6042,60,1,2.5,6,321,24.41,0.37,0.61,-7.27,1.24,9,16,29,5.74,2.17,3.63,-2.08,1.78,350,31.55,0.43,0.7,-7.27
lb60-z1-vol2.5-8,false,98.6042,60,1,2.5,8,321,24.41,0.37,0.61,-7.27,1.24,9,16,30,5.2,1.89,3.27,-2.08,1.66,351,30.88,0.42,0.69,-7.27
lb60-z1-vol2.5-99,false,98.6042,60,1,2.5,99,321,24.41,0.37,0.61,-7.27,1.24,9,16,30,5.2,1.89,3.27,-2.08,1.66,351,30.88,0.42,0.69,-7.27
lb40-z0.5-vol3-5,false,98.41,40,0.5,3,5,441,26.74,0.35,0.57,-14.72,1.19,10,16,20,5.68,4.09,5.14,-2.08,2.6,461,33.93,0.41,0.66,-14.72
lb20-z0.35-vol0-4,false,97.9453,20,0.35,0,4,949,21.39,0.25,0.36,-12.25,1.09,9,18,42,2.56,0.93,1.8,-2.03,1.28,991,24.5,0.26,0.39,-12.25
lb20-z0.35-vol1-4,false,97.9453,20,0.35,1,4,949,21.39,0.25,0.36,-12.25,1.09,9,18,42,2.56,0.93,1.8,-2.03,1.28,991,24.5,0.26,0.39,-12.25
lb30-z0.5-vol1.5-8,false,97.7982,30,0.5,1.5,8,1037,23.45,0.24,0.36,-19.49,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1094,33.45,0.29,0.45,-19.49
lb30-z0.5-vol1.5-99,false,97.7982,30,0.5,1.5,99,1037,23.45,0.24,0.36,-19.49,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1094,33.45,0.29,0.45,-19.49
lb60-z1-vol0-5,false,97.4651,60,1,0,5,521,23.94,0.32,0.48,-7.66,1.17,9,18,28,4.95,1.91,3.23,-2.08,1.68,549,30.07,0.36,0.55,-7.66
lb60-z1-vol1-5,false,97.4651,60,1,1,5,521,23.94,0.32,0.48,-7.66,1.17,9,18,28,4.95,1.91,3.23,-2.08,1.68,549,30.07,0.36,0.55,-7.66
lb60-z1-vol0-6,false,97.4464,60,1,0,6,553,24.74,0.32,0.48,-9.87,1.16,9,18,29,5.74,2.17,3.63,-2.08,1.78,582,31.89,0.37,0.56,-9.87
lb60-z1-vol0-8,false,97.4464,60,1,0,8,553,24.74,0.32,0.48,-9.87,1.16,9,18,30,5.2,1.89,3.27,-2.08,1.66,583,31.22,0.36,0.55,-9.87
lb60-z1-vol0-99,false,97.4464,60,1,0,99,553,24.74,0.32,0.48,-9.87,1.16,9,18,30,5.2,1.89,3.27,-2.08,1.66,583,31.22,0.36,0.55,-9.87
lb60-z1-vol1-6,false,97.4464,60,1,1,6,553,24.74,0.32,0.48,-9.87,1.16,9,18,29,5.74,2.17,3.63,-2.08,1.78,582,31.89,0.37,0.56,-9.87
lb60-z1-vol1-8,false,97.4464,60,1,1,8,553,24.74,0.32,0.48,-9.87,1.16,9,18,30,5.2,1.89,3.27,-2.08,1.66,583,31.22,0.36,0.55,-9.87
lb60-z1-vol1-99,false,97.4464,60,1,1,99,553,24.74,0.32,0.48,-9.87,1.16,9,18,30,5.2,1.89,3.27,-2.08,1.66,583,31.22,0.36,0.55,-9.87
lb40-z0.5-vol3-8,false,97.3671,40,0.5,3,8,549,26.1,0.31,0.5,-13.42,1.15,10,16,39,9.81,2.6,3.84,-4.43,1.93,588,38.47,0.39,0.63,-13.42
lb40-z0.5-vol3-99,false,97.3671,40,0.5,3,99,549,26.1,0.31,0.5,-13.42,1.15,10,16,39,9.81,2.6,3.84,-4.43,1.93,588,38.47,0.39,0.63,-13.42
lb30-z0.5-vol0-8,false,97.3568,30,0.5,0,8,1057,23.23,0.23,0.36,-20.23,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1114,33.21,0.29,0.45,-20.23
lb30-z0.5-vol0-99,false,97.3568,30,0.5,0,99,1057,23.23,0.23,0.36,-20.23,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1114,33.21,0.29,0.45,-20.23
lb30-z0.5-vol1-8,false,97.3568,30,0.5,1,8,1057,23.23,0.23,0.36,-20.23,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1114,33.21,0.29,0.45,-20.23
lb30-z0.5-vol1-99,false,97.3568,30,0.5,1,99,1057,23.23,0.23,0.36,-20.23,1.08,10,18,57,8.1,1.74,2.76,-4.43,1.5,1114,33.21,0.29,0.45,-20.23
lb40-z2-vol2.5-8,false,97.0367,40,2,2.5,8,52,12.12,0.42,0.68,-4.96,1.81,10,14,8,2.55,2.09,3.57,-1.34,2.81,60,14.98,0.46,0.75,-4.96
lb40-z2-vol2.5-99,false,97.0367,40,2,2.5,99,52,12.12,0.42,0.68,-4.96,1.81,10,14,8,2.55,2.09,3.57,-1.34,2.81,60,14.98,0.46,0.75,-4.96
lb30-z1.5-vol2.5-6,false,96.7872,30,1.5,2.5,6,129,18.64,0.38,0.57,-5.83,1.44,13,16,13,2.98,1.43,3.28,-1.34,1.92,142,22.17,0.42,0.64,-5.83
lb30-z1.5-vol2.5-8,false,96.6971,30,1.5,2.5,8,130,18.48,0.38,0.57,-5.83,1.43,13,16,15,5.75,2.47,5.77,-1.34,2.73,145,25.28,0.46,0.71,-5.83
lb30-z1.5-vol2.5-99,false,96.6971,30,1.5,2.5,99,130,18.48,0.38,0.57,-5.83,1.43,13,16,15,5.75,2.47,5.77,-1.34,2.73,145,25.28,0.46,0.71,-5.83
lb20-z0.5-vol2-4,false,96.5496,20,0.5,2,4,631,21.44,0.28,0.42,-9.32,1.13,10,18,35,1.95,0.73,1.52,-1.66,1.23,666,23.82,0.29,0.44,-9.32
lb60-z2-vol0-6,false,96.4395,60,2,0,6,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol0-8,false,96.4395,60,2,0,8,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol0-99,false,96.4395,60,2,0,99,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol1-6,false,96.4395,60,2,1,6,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol1-8,false,96.4395,60,2,1,8,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol1-99,false,96.4395,60,2,1,99,108,15.6,0.4,0.55,-7.02,1.55,13,17,10,6.21,4.27,7.59,-1.34,5.31,118,22.77,0.5,0.73,-7.02
lb60-z2-vol2-6,false,96.4392,60,2,2,6,83,14.97,0.39,0.54,-6.43,1.63,14,17,10,6.21,4.27,7.59,-1.34,5.31,93,22.11,0.5,0.71,-6.43
lb60-z2-vol2-8,false,96.4392,60,2,2,8,83,14.97,0.39,0.54,-6.43,1.63,14,17,10,6.21,4.27,7.59,-1.34,5.31,93,22.11,0.5,0.71,-6.43
lb60-z2-vol2-99,false,96.4392,60,2,2,99,83,14.97,0.39,0.54,-6.43,1.63,14,17,10,6.21,4.27,7.59,-1.34,5.31,93,22.11,0.5,0.71,-6.43
lb40-z2-vol2-8,false,96.3576,40,2,2,8,78,15.23,0.4,0.55,-5.34,1.66,13,17,8,2.55,2.09,3.57,-1.34,2.81,86,18.17,0.43,0.61,-5.34
lb40-z2-vol2-99,false,96.3576,40,2,2,99,78,15.23,0.4,0.55,-5.34,1.66,13,17,8,2.55,2.09,3.57,-1.34,2.81,86,18.17,0.43,0.61,-5.34
lb20-z1.25-vol3-5,false,95.7494,20,1.25,3,5,136,18.77,0.39,0.65,-5.69,1.41,10,16,10,0.61,0.52,1.02,-1.61,1.31,146,19.49,0.39,0.64,-5.69
lb30-z2-vol2-4,false,95.6463,30,2,2,4,68,11.89,0.38,0.54,-4.96,1.68,14,16,4,-1.11,-4.22,-3.51,-1.34,0.18,72,10.65,0.33,0.46,-4.96
lb60-z2-vol1.5-6,false,95.5774,60,2,1.5,6,106,15.33,0.39,0.55,-7.02,1.54,13,17,10,6.21,4.27,7.59,-1.34,5.31,116,22.49,0.5,0.72,-7.02
lb60-z2-vol1.5-8,false,95.5774,60,2,1.5,8,106,15.33,0.39,0.55,-7.02,1.54,13,17,10,6.21,4.27,7.59,-1.34,5.31,116,22.49,0.5,0.72,-7.02
lb60-z2-vol1.5-99,false,95.5774,60,2,1.5,99,106,15.33,0.39,0.55,-7.02,1.54,13,17,10,6.21,4.27,7.59,-1.34,5.31,116,22.49,0.5,0.72,-7.02
lb20-z1.25-vol2.5-4,false,95.5469,20,1.25,2.5,4,161,17.9,0.37,0.52,-5.88,1.38,13,17,13,1.41,0.78,1.43,-1.34,1.47,174,19.56,0.38,0.54,-5.88
lb20-z2-vol1.5-4,false,95.4106,20,2,1.5,4,91,10.97,0.35,0.55,-5.99,1.55,15,18,4,0.7,0.53,0.94,-1.34,1.54,95,11.74,0.35,0.55,-5.99
lb30-z1.25-vol2.5-5,false,95.3112,30,1.25,2.5,5,200,21.6,0.39,0.57,-7.16,1.34,10,17,20,2.2,0.98,1.95,-1.77,1.46,220,24.28,0.4,0.6,-7.16
lb20-z2-vol0-4,false,95.1654,20,2,0,4,96,10.94,0.35,0.54,-5.99,1.53,15,18,4,0.7,0.53,0.94,-1.34,1.54,100,11.72,0.35,0.55,-5.99
lb20-z2-vol1-4,false,95.1654,20,2,1,4,96,10.94,0.35,0.54,-5.99,1.53,15,18,4,0.7,0.53,0.94,-1.34,1.54,100,11.72,0.35,0.55,-5.99
lb20-z1-vol2.5-6,false,95.1286,20,1,2.5,6,325,22.17,0.32,0.49,-8.8,1.22,12,17,32,2.2,0.76,1.14,-2.08,1.27,357,24.86,0.33,0.5,-8.8
lb20-z1-vol2.5-8,false,94.896,20,1,2.5,8,334,22.43,0.32,0.49,-9.89,1.21,12,17,35,7.76,2.1,3.65,-2.08,1.91,369,31.92,0.4,0.61,-9.89
lb20-z1-vol2.5-99,false,94.896,20,1,2.5,99,334,22.43,0.32,0.49,-9.89,1.21,12,17,35,7.76,2.1,3.65,-2.08,1.91,369,31.92,0.4,0.61,-9.89
lb20-z0.5-vol1.5-4,false,94.8416,20,0.5,1.5,4,766,20.47,0.25,0.38,-10.69,1.11,9,18,35,1.95,0.73,1.52,-1.66,1.23,801,22.82,0.26,0.4,-10.69
lb60-z1.25-vol0-4,false,94.7815,60,1.25,0,4,322,19.36,0.33,0.46,-8.18,1.24,12,16,16,3.32,2.32,3.8,-1.34,2.22,338,23.31,0.37,0.52,-8.18
lb60-z1.25-vol1-4,false,94.7815,60,1.25,1,4,322,19.36,0.33,0.46,-8.18,1.24,12,16,16,3.32,2.32,3.8,-1.34,2.22,338,23.31,0.37,0.52,-8.18
lb20-z0.35-vol2-4,false,94.7602,20,0.35,2,4,756,20.61,0.25,0.37,-9.52,1.11,9,18,42,2.56,0.93,1.8,-2.03,1.28,798,23.7,0.27,0.4,-9.52
lb20-z1.25-vol3-4,false,94.6601,20,1.25,3,4,87,14.81,0.41,0.61,-3.76,1.57,10,16,4,-1.38,-3.06,-3.04,-1.38,0,91,13.22,0.35,0.53,-3.76
lb60-z1-vol1.5-6,false,94.4276,60,1,1.5,6,548,22.55,0.3,0.44,-9.87,1.15,9,18,29,5.74,2.17,3.63,-2.08,1.78,577,29.58,0.35,0.53,-9.87
lb60-z1-vol1.5-8,false,94.4276,60,1,1.5,8,548,22.55,0.3,0.44,-9.87,1.15,9,18,30,5.2,1.89,3.27,-2.08,1.66,578,28.93,0.34,0.52,-9.87
lb60-z1-vol1.5-99,false,94.4276,60,1,1.5,99,548,22.55,0.3,0.44,-9.87,1.15,9,18,30,5.2,1.89,3.27,-2.08,1.66,578,28.93,0.34,0.52,-9.87
lb30-z2-vol1.5-4,false,94.4257,30,2,1.5,4,84,12.1,0.38,0.54,-4.96,1.6,13,16,4,-1.11,-4.22,-3.51,-1.34,0.18,88,10.86,0.33,0.47,-4.96
lb30-z1.25-vol3-5,false,94.3828,30,1.25,3,5,131,17.76,0.41,0.66,-5.27,1.44,8,16,14,4.19,2.36,6.36,-0.78,3.25,145,22.69,0.48,0.77,-5.27
lb60-z1-vol1.5-5,false,94.3035,60,1,1.5,5,516,21.77,0.3,0.44,-7.66,1.15,9,18,28,4.95,1.91,3.23,-2.08,1.68,544,27.8,0.34,0.52,-7.66
lb20-z1-vol3-5,false,93.6961,20,1,3,5,194,19.73,0.36,0.55,-7.11,1.32,11,16,20,1.11,0.5,0.62,-2.08,1.24,214,21.06,0.36,0.54,-7.11
lb40-z0.35-vol2.5-5,false,93.6209,40,0.35,2.5,5,711,26.34,0.29,0.44,-21.2,1.12,9,17,46,7.14,2.87,4.34,-2.41,1.71,757,35.36,0.35,0.54,-21.2
lb40-z2-vol0-8,false,93.5303,40,2,0,8,102,14.87,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,110,17.8,0.42,0.6,-5.48
lb40-z2-vol0-99,false,93.5303,40,2,0,99,102,14.87,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,110,17.8,0.42,0.6,-5.48
lb40-z2-vol1-8,false,93.5303,40,2,1,8,102,14.87,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,110,17.8,0.42,0.6,-5.48
lb40-z2-vol1-99,false,93.5303,40,2,1,99,102,14.87,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,110,17.8,0.42,0.6,-5.48
lb40-z2-vol1.5-8,false,93.355,40,2,1.5,8,100,14.61,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,108,17.53,0.41,0.6,-5.48
lb40-z2-vol1.5-99,false,93.355,40,2,1.5,99,100,14.61,0.38,0.54,-5.48,1.54,12,17,8,2.55,2.09,3.57,-1.34,2.81,108,17.53,0.41,0.6,-5.48
lb20-z1.25-vol2.5-6,false,92.8875,20,1.25,2.5,6,231,19.91,0.34,0.51,-6.07,1.27,11,17,19,3.45,1.65,3.1,-1.34,1.92,250,24.05,0.38,0.57,-6.07
lb20-z0.35-vol1.5-4,false,92.7688,20,0.35,1.5,4,906,17.29,0.21,0.31,-11.4,1.08,9,18,42,2.56,0.93,1.8,-2.03,1.28,948,20.29,0.23,0.34,-11.4
lb20-z2-vol2-4,false,92.4838,20,2,2,4,68,10.4,0.34,0.55,-5.99,1.63,14,18,4,0.7,0.53,0.94,-1.34,1.54,72,11.18,0.34,0.55,-5.99
lb40-z1.25-vol3-4,false,92.2727,40,1.25,3,4,95,14.42,0.38,0.65,-4.31,1.5,9,14,8,3.78,5.21,13.13,-0.59,6.29,103,18.75,0.46,0.78,-4.31
lb60-z2-vol2.5-4,false,92.2358,60,2,2.5,4,40,9.03,0.41,0.59,-3.32,2.01,8,11,7,0.74,1,1.28,-1.34,1.53,47,9.83,0.4,0.58,-3.32
lb60-z1.25-vol0-6,false,92.1925,60,1.25,0,6,392,16.85,0.26,0.37,-8.18,1.16,14,18,20,8.16,3.63,8.35,-1.34,3.33,412,26.39,0.36,0.52,-8.18
lb60-z1.25-vol0-8,false,92.1925,60,1.25,0,8,392,16.85,0.26,0.37,-8.18,1.16,14,18,21,7.62,3.21,8.04,-1.34,2.9,413,25.75,0.36,0.51,-8.18
lb60-z1.25-vol0-99,false,92.1925,60,1.25,0,99,392,16.85,0.26,0.37,-8.18,1.16,14,18,21,7.62,3.21,8.04,-1.34,2.9,413,25.75,0.36,0.51,-8.18
lb60-z1.25-vol1-6,false,92.1925,60,1.25,1,6,392,16.85,0.26,0.37,-8.18,1.16,14,18,20,8.16,3.63,8.35,-1.34,3.33,412,26.39,0.36,0.52,-8.18
lb60-z1.25-vol1-8,false,92.1925,60,1.25,1,8,392,16.85,0.26,0.37,-8.18,1.16,14,18,21,7.62,3.21,8.04,-1.34,2.9,413,25.75,0.36,0.51,-8.18
lb60-z1.25-vol1-99,false,92.1925,60,1.25,1,99,392,16.85,0.26,0.37,-8.18,1.16,14,18,21,7.62,3.21,8.04,-1.34,2.9,413,25.75,0.36,0.51,-8.18
lb30-z2-vol0-4,false,91.976,30,2,0,4,89,11.77,0.37,0.53,-4.96,1.57,12,16,4,-1.11,-4.22,-3.51,-1.34,0.18,93,10.53,0.32,0.45,-4.96
lb30-z2-vol1-4,false,91.976,30,2,1,4,89,11.77,0.37,0.53,-4.96,1.57,12,16,4,-1.11,-4.22,-3.51,-1.34,0.18,93,10.53,0.32,0.45,-4.96
lb30-z1.5-vol2.5-4,false,91.826,30,1.5,2.5,4,93,16.34,0.38,0.55,-5.83,1.55,11,15,7,-1.46,-1.37,-1.94,-2.36,0.44,100,14.65,0.33,0.48,-5.83
lb40-z2-vol2-6,false,91.8134,40,2,2,6,77,14.14,0.38,0.52,-5.34,1.61,12,17,7,1.79,1.5,2.72,-1.34,2.28,84,16.18,0.39,0.56,-5.34
lb60-z0.35-vol3-5,false,91.7616,60,0.35,3,5,592,22.22,0.27,0.43,-17.06,1.13,10,16,28,9.37,3.85,5.42,-4.43,2.12,620,33.67,0.35,0.56,-17.06
lb60-z1.25-vol2.5-6,false,91.4093,60,1.25,2.5,6,215,15.86,0.31,0.46,-8.18,1.24,14,16,20,8.16,3.63,8.35,-1.34,3.33,235,25.32,0.42,0.66,-8.18
lb60-z1.25-vol2.5-8,false,91.4093,60,1.25,2.5,8,215,15.86,0.31,0.46,-8.18,1.24,14,16,21,7.62,3.21,8.04,-1.34,2.9,236,24.69,0.41,0.65,-8.18
lb60-z1.25-vol2.5-99,false,91.4093,60,1.25,2.5,99,215,15.86,0.31,0.46,-8.18,1.24,14,16,21,7.62,3.21,8.04,-1.34,2.9,236,24.69,0.41,0.65,-8.18
lb20-z1-vol3-4,false,91.3653,20,1,3,4,124,14.83,0.36,0.49,-3.98,1.43,12,16,11,0.3,0.22,0.42,-1.26,1.15,135,15.17,0.35,0.48,-3.98
lb20-z2-vol1.5-5,false,91.1228,20,2,1.5,5,99,11.13,0.33,0.53,-7.1,1.47,14,18,7,1.18,0.94,1.41,-1.34,1.85,106,12.45,0.34,0.55,-7.1
lb40-z2-vol2.5-6,false,91.0861,40,2,2.5,6,51,11.06,0.39,0.63,-4.96,1.75,9,13,7,1.79,1.5,2.72,-1.34,2.28,58,13.04,0.41,0.67,-4.96
lb20-z2-vol0-5,false,91.0031,20,2,0,5,104,11.11,0.33,0.52,-7.1,1.46,14,18,7,1.18,0.94,1.41,-1.34,1.85,111,12.42,0.34,0.54,-7.1
lb20-z2-vol1-5,false,91.0031,20,2,1,5,104,11.11,0.33,0.52,-7.1,1.46,14,18,7,1.18,0.94,1.41,-1.34,1.85,111,12.42,0.34,0.54,-7.1
lb60-z2-vol0-5,false,90.8994,60,2,0,5,106,14.15,0.37,0.51,-7.02,1.5,12,17,9,5.42,3.76,7.08,-1.34,4.78,115,20.34,0.46,0.67,-7.02
lb60-z2-vol1-5,false,90.8994,60,2,1,5,106,14.15,0.37,0.51,-7.02,1.5,12,17,9,5.42,3.76,7.08,-1.34,4.78,115,20.34,0.46,0.67,-7.02
lb60-z1.25-vol1.5-4,false,90.8927,60,1.25,1.5,4,317,17.27,0.3,0.42,-8.18,1.21,12,16,16,3.32,2.32,3.8,-1.34,2.22,333,21.16,0.34,0.48,-8.18
lb60-z2-vol2-5,false,90.8795,60,2,2,5,81,13.53,0.36,0.5,-6.43,1.58,13,17,9,5.42,3.76,7.08,-1.34,4.78,90,19.69,0.46,0.65,-6.43
lb20-z1.25-vol2.5-8,false,90.7124,20,1.25,2.5,8,236,19.07,0.32,0.49,-6.64,1.25,11,17,22,9.07,3.2,7.33,-1.34,3.34,258,29.88,0.44,0.69,-6.64
lb20-z1.25-vol2.5-99,false,90.7124,20,1.25,2.5,99,236,19.07,0.32,0.49,-6.64,1.25,11,17,22,9.07,3.2,7.33,-1.34,3.34,258,29.88,0.44,0.69,-6.64
lb40-z2-vol2-5,false,90.6537,40,2,2,5,76,13.8,0.37,0.51,-5.34,1.6,12,17,6,-0.86,-1.84,-1.57,-1.34,0.39,82,12.81,0.33,0.45,-5.34
lb60-z1-vol2-6,false,90.2808,60,1,2,6,474,20.77,0.28,0.42,-9.23,1.15,9,18,29,5.74,2.17,3.63,-2.08,1.78,503,27.7,0.34,0.51,-9.23
lb60-z1-vol2-8,false,90.2808,60,1,2,8,474,20.77,0.28,0.42,-9.23,1.15,9,18,30,5.2,1.89,3.27,-2.08,1.66,504,27.05,0.33,0.5,-9.23
lb60-z1-vol2-99,false,90.2808,60,1,2,99,474,20.77,0.28,0.42,-9.23,1.15,9,18,30,5.2,1.89,3.27,-2.08,1.66,504,27.05,0.33,0.5,-9.23
lb60-z1-vol2-5,false,90.2302,60,1,2,5,442,20,0.28,0.42,-6.99,1.16,9,18,28,4.95,1.91,3.23,-2.08,1.68,470,25.94,0.33,0.5,-6.99
lb30-z1.5-vol1.5-5,false,90.1925,30,1.5,1.5,5,219,15.96,0.31,0.45,-7.87,1.26,13,18,12,0.3,0.22,0.38,-1.61,1.1,231,16.31,0.3,0.44,-7.87
lb60-z2-vol1.5-5,false,90.1771,60,2,1.5,5,104,13.89,0.36,0.51,-7.02,1.5,12,17,9,5.42,3.76,7.08,-1.34,4.78,113,20.07,0.45,0.66,-7.02
lb20-z2-vol0-6,false,89.9384,20,2,0,6,106,10.8,0.32,0.51,-7.1,1.44,14,18,7,1.18,0.94,1.41,-1.34,1.85,113,12.11,0.33,0.53,-7.1
lb20-z2-vol0-8,false,89.9384,20,2,0,8,106,10.8,0.32,0.51,-7.1,1.44,14,18,8,1.94,1.5,2.14,-1.34,2.38,114,12.95,0.35,0.56,-7.1
lb20-z2-vol0-99,false,89.9384,20,2,0,99,106,10.8,0.32,0.51,-7.1,1.44,14,18,8,1.94,1.5,2.14,-1.34,2.38,114,12.95,0.35,0.56,-7.1
lb20-z2-vol1-6,false,89.9384,20,2,1,6,106,10.8,0.32,0.51,-7.1,1.44,14,18,7,1.18,0.94,1.41,-1.34,1.85,113,12.11,0.33,0.53,-7.1
lb20-z2-vol1-8,false,89.9384,20,2,1,8,106,10.8,0.32,0.51,-7.1,1.44,14,18,8,1.94,1.5,2.14,-1.34,2.38,114,12.95,0.35,0.56,-7.1
lb20-z2-vol1-99,false,89.9384,20,2,1,99,106,10.8,0.32,0.51,-7.1,1.44,14,18,8,1.94,1.5,2.14,-1.34,2.38,114,12.95,0.35,0.56,-7.1
lb30-z1.5-vol2-5,false,89.7681,30,1.5,2,5,180,16.45,0.32,0.46,-7.87,1.31,13,18,12,0.3,0.22,0.38,-1.61,1.1,192,16.8,0.31,0.45,-7.87
lb40-z2-vol2.5-5,false,89.7666,40,2,2.5,5,50,10.72,0.38,0.62,-4.96,1.73,9,13,6,-0.86,-1.84,-1.57,-1.34,0.39,56,9.77,0.33,0.52,-4.96
lb20-z2-vol1.5-6,false,89.7118,20,2,1.5,6,101,10.82,0.32,0.51,-7.1,1.45,14,18,7,1.18,0.94,1.41,-1.34,1.85,108,12.13,0.33,0.54,-7.1
lb20-z2-vol1.5-8,false,89.7118,20,2,1.5,8,101,10.82,0.32,0.51,-7.1,1.45,14,18,8,1.94,1.5,2.14,-1.34,2.38,109,12.97,0.35,0.57,-7.1
lb20-z2-vol1.5-99,false,89.7118,20,2,1.5,99,101,10.82,0.32,0.51,-7.1,1.45,14,18,8,1.94,1.5,2.14,-1.34,2.38,109,12.97,0.35,0.57,-7.1
lb30-z1.25-vol2.5-8,false,89.3199,30,1.25,2.5,8,226,18.81,0.33,0.49,-6.78,1.26,10,17,23,7.75,2.52,6.16,-1.77,2.56,249,28.02,0.43,0.66,-7.09
lb30-z1.25-vol2.5-99,false,89.3199,30,1.25,2.5,99,226,18.81,0.33,0.49,-6.78,1.26,10,17,23,7.75,2.52,6.16,-1.77,2.56,249,28.02,0.43,0.66,-7.09
lb40-z2-vol0-6,false,89.2758,40,2,0,6,101,13.77,0.36,0.51,-5.48,1.51,11,17,7,1.79,1.5,2.72,-1.34,2.28,108,15.81,0.38,0.54,-5.48
lb40-z2-vol1-6,false,89.2758,40,2,1,6,101,13.77,0.36,0.51,-5.48,1.51,11,17,7,1.79,1.5,2.72,-1.34,2.28,108,15.81,0.38,0.54,-5.48
lb30-z1.25-vol2.5-6,false,89.1929,30,1.25,2.5,6,224,18.54,0.33,0.49,-6.78,1.26,10,17,21,4.93,1.75,4.18,-1.77,2.01,245,24.38,0.38,0.59,-7.09
lb20-z1-vol2-5,false,89.1824,20,1,2,5,402,18.79,0.28,0.41,-8.67,1.17,10,18,34,2.26,0.75,1.17,-2.08,1.25,436,21.47,0.29,0.43,-8.67
lb60-z1.25-vol1.5-6,false,89.0185,60,1.25,1.5,6,387,14.81,0.24,0.33,-8.18,1.14,14,18,20,8.16,3.63,8.35,-1.34,3.33,407,24.18,0.34,0.48,-8.18
lb60-z1.25-vol1.5-8,false,89.0185,60,1.25,1.5,8,387,14.81,0.24,0.33,-8.18,1.14,14,18,21,7.62,3.21,8.04,-1.34,2.9,408,23.55,0.33,0.47,-8.18
lb60-z1.25-vol1.5-99,false,89.0185,60,1.25,1.5,99,387,14.81,0.24,0.33,-8.18,1.14,14,18,21,7.62,3.21,8.04,-1.34,2.9,408,23.55,0.33,0.47,-8.18
lb40-z1.5-vol2.5-8,false,88.8215,40,1.5,2.5,8,138,14.9,0.34,0.51,-8.31,1.35,12,16,13,7.1,4.61,9.15,-1.34,4.47,151,23.07,0.46,0.72,-8.31
lb40-z1.5-vol2.5-99,false,88.8215,40,1.5,2.5,99,138,14.9,0.34,0.51,-8.31,1.35,12,16,13,7.1,4.61,9.15,-1.34,4.47,151,23.07,0.46,0.72,-8.31
