candidateId,eligible,trainRank,volatilityLookbackSessions,reversalZThreshold,minVolatilityPct,maxVolatilityPct,trainTrades,trainReturnPct,trainSharpe,trainSortino,trainMaxDrawdownPct,trainProfitFactor,profitableTrainYears,trainYearCount,holdoutTrades,holdoutReturnPct,holdoutSharpe,holdoutSortino,holdoutMaxDrawdownPct,holdoutProfitFactor,allTrades,allReturnPct,allSharpe,allSortino,allMaxDrawdownPct
lb40-z0.35-vol3-5,false,88.724,40,0.35,3,5,543,21.81,0.27,0.43,-20.29,1.13,10,16,23,8.07,5.37,7.23,-2.08,3.05,566,31.65,0.36,0.56,-20.29
lb30-z1.5-vol0-5,false,88.6375,30,1.5,0,5,225,15.89,0.31,0.44,-7.87,1.26,12,18,12,0.3,0.22,0.38,-1.61,1.1,237,16.23,0.3,0.43,-7.87
lb30-z1.5-vol1-5,false,88.6375,30,1.5,1,5,225,15.89,0.31,0.44,-7.87,1.26,12,18,12,0.3,0.22,0.38,-1.61,1.1,237,16.23,0.3,0.43,-7.87
lb20-z1-vol0-5,false,88.3648,20,1,0,5,513,16.84,0.24,0.36,-12.03,1.13,11,18,34,2.26,0.75,1.17,-2.08,1.25,547,19.47,0.26,0.38,-12.03
lb20-z1-vol1-5,false,88.3648,20,1,1,5,513,16.84,0.24,0.36,-12.03,1.13,11,18,34,2.26,0.75,1.17,-2.08,1.25,547,19.47,0.26,0.38,-12.03
lb20-z1.25-vol3-6,false,88.2754,20,1.25,3,6,157,16.76,0.34,0.56,-5.19,1.31,9,16,10,0.61,0.52,1.02,-1.61,1.31,167,17.47,0.34,0.55,-5.19
lb40-z2-vol0-5,false,88.127,40,2,0,5,100,13.43,0.35,0.5,-5.48,1.5,11,17,6,-0.86,-1.84,-1.57,-1.34,0.39,106,12.45,0.31,0.44,-5.48
lb40-z2-vol1-5,false,88.127,40,2,1,5,100,13.43,0.35,0.5,-5.48,1.5,11,17,6,-0.86,-1.84,-1.57,-1.34,0.39,106,12.45,0.31,0.44,-5.48
lb40-z2-vol1.5-6,false,88.0608,40,2,1.5,6,99,13.52,0.35,0.5,-5.48,1.5,11,17,7,1.79,1.5,2.72,-1.34,2.28,106,15.54,0.37,0.54,-5.48
lb20-z2-vol2-5,false,87.8687,20,2,2,5,76,10.57,0.32,0.53,-7.1,1.52,13,18,7,1.18,0.94,1.41,-1.34,1.85,83,11.87,0.34,0.55,-7.1
lb30-z1.25-vol1.5-4,false,87.6409,30,1.25,1.5,4,293,15.56,0.29,0.42,-8.18,1.21,11,18,15,0.41,0.23,0.46,-1.77,1.11,308,16.04,0.28,0.41,-8.18
lb30-z1.25-vol2-4,false,87.6229,30,1.25,2,4,240,16.16,0.31,0.44,-8.18,1.25,11,18,15,0.41,0.23,0.46,-1.77,1.11,255,16.64,0.3,0.43,-8.18
lb20-z0.5-vol3-4,false,87.3765,20,0.5,3,4,251,17.01,0.31,0.45,-7.22,1.24,10,16,15,1.6,1,1.98,-1.26,1.64,266,18.88,0.32,0.47,-7.22
lb20-z0.35-vol3-4,false,87.2123,20,0.35,3,4,311,16.43,0.28,0.41,-8.43,1.19,11,16,20,1.88,1.11,2.2,-1.77,1.57,331,18.62,0.29,0.44,-8.43
lb40-z2-vol1.5-5,false,86.9112,40,2,1.5,5,98,13.18,0.34,0.49,-5.48,1.49,11,17,6,-0.86,-1.84,-1.57,-1.34,0.39,104,12.2,0.31,0.44,-5.48
lb20-z1-vol1.5-5,false,86.561,20,1,1.5,5,489,15.7,0.23,0.34,-11.22,1.13,11,18,34,2.26,0.75,1.17,-2.08,1.25,523,18.31,0.25,0.37,-11.22
lb20-z2-vol2-6,false,86.4786,20,2,2,6,78,10.26,0.31,0.51,-7.1,1.5,13,18,7,1.18,0.94,1.41,-1.34,1.85,85,11.56,0.33,0.54,-7.1
lb20-z2-vol2-8,false,86.4786,20,2,2,8,78,10.26,0.31,0.51,-7.1,1.5,13,18,8,1.94,1.5,2.14,-1.34,2.38,86,12.4,0.35,0.57,-7.1
lb20-z2-vol2-99,false,86.4786,20,2,2,99,78,10.26,0.31,0.51,-7.1,1.5,13,18,8,1.94,1.5,2.14,-1.34,2.38,86,12.4,0.35,0.57,-7.1
lb30-z1.25-vol3-8,false,86.3824,30,1.25,3,8,157,15.06,0.33,0.54,-5.93,1.3,9,16,17,9.85,3.87,13.22,-0.78,6.15,174,26.38,0.49,0.83,-5.93
lb30-z1.25-vol3-99,false,86.3824,30,1.25,3,99,157,15.06,0.33,0.54,-5.93,1.3,9,16,17,9.85,3.87,13.22,-0.78,6.15,174,26.38,0.49,0.83,-5.93
lb40-z1.5-vol2-8,false,86.2327,40,1.5,2,8,207,15.51,0.3,0.42,-8.31,1.26,12,18,13,7.1,4.61,9.15,-1.34,4.47,220,23.72,0.4,0.59,-8.31
lb40-z1.5-vol2-99,false,86.2327,40,1.5,2,99,207,15.51,0.3,0.42,-8.31,1.26,12,18,13,7.1,4.61,9.15,-1.34,4.47,220,23.72,0.4,0.59,-8.31
lb20-z1.25-vol3-8,false,86.0614,20,1.25,3,8,162,15.95,0.32,0.53,-5.19,1.29,9,16,13,6.07,2.88,8.53,-1.27,3.91,175,22.99,0.41,0.7,-5.19
lb20-z1.25-vol3-99,false,86.0614,20,1.25,3,99,162,15.95,0.32,0.53,-5.19,1.29,9,16,13,6.07,2.88,8.53,-1.27,3.91,175,22.99,0.41,0.7,-5.19
lb30-z1.25-vol0-4,false,86.0513,30,1.25,0,4,303,15.4,0.29,0.41,-8.22,1.2,10,18,15,0.41,0.23,0.46,-1.77,1.11,318,15.87,0.28,0.4,-8.22
lb30-z1.25-vol1-4,false,86.0513,30,1.25,1,4,303,15.4,0.29,0.41,-8.22,1.2,10,18,15,0.41,0.23,0.46,-1.77,1.11,318,15.87,0.28,0.4,-8.22
lb30-z1.25-vol3-6,false,85.3353,30,1.25,3,6,155,14.79,0.32,0.53,-5.93,1.3,9,16,15,6.97,2.98,10.11,-0.78,4.7,170,22.79,0.44,0.74,-5.93
lb60-z1.25-vol3-4,false,85.317,60,1.25,3,4,93,11.34,0.36,0.57,-9.45,1.48,9,13,9,4.16,5.34,11.39,-0.59,7.21,102,15.97,0.46,0.73,-9.45
lb60-z1.25-vol2-4,false,84.2708,60,1.25,2,4,260,15.95,0.29,0.4,-8.18,1.23,10,16,16,3.32,2.32,3.8,-1.34,2.22,276,19.79,0.33,0.46,-8.18
lb20-z1-vol3-8,false,84.1684,20,1,3,8,236,15.6,0.27,0.42,-7.3,1.2,11,16,23,6.6,2.11,3.2,-2.08,2.32,259,23.23,0.36,0.55,-7.3
lb20-z1-vol3-99,false,84.1684,20,1,3,99,236,15.6,0.27,0.42,-7.3,1.2,11,16,23,6.6,2.11,3.2,-2.08,2.32,259,23.23,0.36,0.55,-7.3
lb60-z1.5-vol2.5-4,false,84.1547,60,1.5,2.5,4,98,12.25,0.33,0.49,-8.31,1.43,11,13,11,1.77,1.85,2.57,-1.34,1.89,109,14.23,0.36,0.53,-8.31
lb40-z1.5-vol2.5-5,false,83.9738,40,1.5,2.5,5,124,13.5,0.32,0.48,-8.31,1.34,11,16,10,1.59,1.87,2.74,-1.34,1.8,134,15.3,0.34,0.51,-8.31
lb20-z0.35-vol2.5-4,false,83.957,20,0.35,2.5,4,529,15.91,0.22,0.33,-10.72,1.11,9,17,40,2.51,0.94,1.81,-2.03,1.3,569,18.81,0.24,0.36,-10.72
lb20-z1-vol3-6,false,83.8398,20,1,3,6,227,15.35,0.27,0.42,-7.3,1.21,11,16,20,1.11,0.5,0.62,-2.08,1.24,247,16.63,0.28,0.42,-7.3
lb60-z1.25-vol0-5,false,83.6474,60,1.25,0,5,375,13.71,0.22,0.31,-8.18,1.14,12,18,19,7.36,3.31,7.8,-1.34,3.11,394,22.08,0.32,0.45,-8.18
lb60-z1.25-vol1-5,false,83.6474,60,1.25,1,5,375,13.71,0.22,0.31,-8.18,1.14,12,18,19,7.36,3.31,7.8,-1.34,3.11,394,22.08,0.32,0.45,-8.18
lb40-z1.5-vol2.5-6,false,83.5724,40,1.5,2.5,6,136,13.39,0.31,0.47,-8.31,1.32,11,16,12,6.31,4.14,8.57,-1.34,4.1,148,20.55,0.41,0.65,-8.31
lb20-z1-vol2-4,false,83.4813,20,1,2,4,332,13.93,0.24,0.35,-7.94,1.17,11,18,25,1.44,0.59,1.24,-1.55,1.23,357,15.56,0.25,0.37,-7.94
lb30-z1.5-vol1.5-6,false,83.0856,30,1.5,1.5,6,229,12.78,0.25,0.36,-7.87,1.2,13,18,13,2.98,1.43,3.28,-1.34,1.92,242,16.14,0.28,0.42,-7.87
lb40-z1.5-vol2.5-4,false,82.9853,40,1.5,2.5,4,99,12.7,0.33,0.5,-8.31,1.42,10,14,8,1.34,1.74,2.77,-1.34,1.7,107,14.2,0.35,0.53,-8.31
lb30-z1.5-vol2-6,false,82.7796,30,1.5,2,6,190,13.25,0.26,0.38,-7.87,1.23,13,18,13,2.98,1.43,3.28,-1.34,1.92,203,16.62,0.3,0.44,-7.87
lb20-z1-vol0-4,false,82.5618,20,1,0,4,443,12.05,0.2,0.29,-11.21,1.12,12,18,25,1.44,0.59,1.24,-1.55,1.23,468,13.66,0.21,0.31,-11.21
lb20-z1-vol1-4,false,82.5618,20,1,1,4,443,12.05,0.2,0.29,-11.21,1.12,12,18,25,1.44,0.59,1.24,-1.55,1.23,468,13.66,0.21,0.31,-11.21
lb30-z1.5-vol2-8,false,82.4679,30,1.5,2,8,191,13.09,0.26,0.37,-7.87,1.23,13,18,15,5.75,2.47,5.77,-1.34,2.73,206,19.59,0.34,0.51,-7.87
lb30-z1.5-vol2-99,false,82.4679,30,1.5,2,99,191,13.09,0.26,0.37,-7.87,1.23,13,18,15,5.75,2.47,5.77,-1.34,2.73,206,19.59,0.34,0.51,-7.87
lb40-z1.5-vol3-8,false,82.404,40,1.5,3,8,100,12.12,0.31,0.51,-7.04,1.39,10,16,11,7.43,5.62,19.79,-0.59,10.26,111,20.46,0.46,0.77,-7.04
lb40-z1.5-vol3-99,false,82.404,40,1.5,3,99,100,12.12,0.31,0.51,-7.04,1.39,10,16,11,7.43,5.62,19.79,-0.59,10.26,111,20.46,0.46,0.77,-7.04
lb20-z1.25-vol2-5,false,82.3211,20,1.25,2,5,290,14.33,0.25,0.37,-6.08,1.17,10,18,21,3.5,1.57,3.04,-1.34,1.76,311,18.34,0.29,0.43,-6.08
lb60-z2-vol2-4,false,82.2317,60,2,2,4,71,11.56,0.33,0.42,-6.43,1.57,11,15,7,0.74,1,1.28,-1.34,1.53,78,12.38,0.33,0.43,-6.43
lb30-z1.5-vol1.5-8,false,82.2191,30,1.5,1.5,8,230,12.62,0.24,0.35,-7.87,1.2,13,18,15,5.75,2.47,5.77,-1.34,2.73,245,19.1,0.32,0.49,-7.87
lb30-z1.5-vol1.5-99,false,82.2191,30,1.5,1.5,99,230,12.62,0.24,0.35,-7.87,1.2,13,18,15,5.75,2.47,5.77,-1.34,2.73,245,19.1,0.32,0.49,-7.87
lb60-z2-vol0-4,false,82.1649,60,2,0,4,96,12.17,0.33,0.44,-7.02,1.49,10,15,7,0.74,1,1.28,-1.34,1.53,103,13,0.33,0.44,-7.02
lb60-z2-vol1-4,false,82.1649,60,2,1,4,96,12.17,0.33,0.44,-7.02,1.49,10,15,7,0.74,1,1.28,-1.34,1.53,103,13,0.33,0.44,-7.02
lb20-z1-vol2-8,false,82.1285,20,1,2,8,444,14.69,0.22,0.32,-10.95,1.12,10,18,37,7.81,2.06,3.68,-2.08,1.83,481,23.65,0.3,0.45,-10.95
lb20-z1-vol2-99,false,82.1285,20,1,2,99,444,14.69,0.22,0.32,-10.95,1.12,10,18,37,7.81,2.06,3.68,-2.08,1.83,481,23.65,0.3,0.45,-10.95
lb60-z1.25-vol2-6,false,81.9689,60,1.25,2,6,330,13.51,0.22,0.31,-8.18,1.15,12,18,20,8.16,3.63,8.35,-1.34,3.33,350,22.78,0.33,0.47,-8.18
lb60-z1.25-vol2-8,false,81.9689,60,1.25,2,8,330,13.51,0.22,0.31,-8.18,1.15,12,18,21,7.62,3.21,8.04,-1.34,2.9,351,22.16,0.32,0.46,-8.18
lb60-z1.25-vol2-99,false,81.9689,60,1.25,2,99,330,13.51,0.22,0.31,-8.18,1.15,12,18,21,7.62,3.21,8.04,-1.34,2.9,351,22.16,0.32,0.46,-8.18
lb20-z1-vol0-8,false,81.8742,20,1,0,8,555,12.8,0.19,0.27,-14.23,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,592,21.61,0.27,0.4,-14.23
lb20-z1-vol0-99,false,81.8742,20,1,0,99,555,12.8,0.19,0.27,-14.23,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,592,21.61,0.27,0.4,-14.23
lb20-z1-vol1-8,false,81.8742,20,1,1,8,555,12.8,0.19,0.27,-14.23,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,592,21.61,0.27,0.4,-14.23
lb20-z1-vol1-99,false,81.8742,20,1,1,99,555,12.8,0.19,0.27,-14.23,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,592,21.61,0.27,0.4,-14.23
lb60-z2-vol1.5-4,false,81.845,60,2,1.5,4,94,11.91,0.33,0.44,-7.02,1.48,10,15,7,0.74,1,1.28,-1.34,1.53,101,12.74,0.33,0.44,-7.02
lb20-z1-vol2-6,false,81.723,20,1,2,6,435,14.45,0.21,0.32,-9.86,1.12,10,18,34,2.26,0.75,1.17,-2.08,1.25,469,17.03,0.23,0.34,-9.86
lb60-z1.25-vol2.5-5,false,81.5909,60,1.25,2.5,5,198,12.75,0.26,0.39,-8.18,1.21,12,15,19,7.36,3.31,7.8,-1.34,3.11,217,21.05,0.37,0.58,-8.18
lb40-z1.5-vol2-5,false,81.5592,40,1.5,2,5,193,14.1,0.28,0.39,-8.31,1.25,11,18,10,1.59,1.87,2.74,-1.34,1.8,203,15.91,0.3,0.42,-8.31
lb40-z1.5-vol2-6,false,81.4972,40,1.5,2,6,205,14,0.27,0.39,-8.31,1.24,11,18,12,6.31,4.14,8.57,-1.34,4.1,217,21.19,0.37,0.53,-8.31
lb20-z1-vol0-6,false,81.485,20,1,0,6,546,12.56,0.18,0.27,-13.18,1.09,11,18,34,2.26,0.75,1.17,-2.08,1.25,580,15.1,0.2,0.3,-13.18
lb20-z1-vol1-6,false,81.485,20,1,1,6,546,12.56,0.18,0.27,-13.18,1.09,11,18,34,2.26,0.75,1.17,-2.08,1.25,580,15.1,0.2,0.3,-13.18
lb40-z1.5-vol0-8,false,81.3236,40,1.5,0,8,250,13.46,0.25,0.37,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,263,21.52,0.36,0.53,-8.31
lb40-z1.5-vol0-99,false,81.3236,40,1.5,0,99,250,13.46,0.25,0.37,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,263,21.52,0.36,0.53,-8.31
lb40-z1.5-vol1-8,false,81.3236,40,1.5,1,8,250,13.46,0.25,0.37,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,263,21.52,0.36,0.53,-8.31
lb40-z1.5-vol1-99,false,81.3236,40,1.5,1,99,250,13.46,0.25,0.37,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,263,21.52,0.36,0.53,-8.31
lb40-z1.25-vol2.5-4,false,81.31,40,1.25,2.5,4,156,14.26,0.31,0.44,-6.98,1.31,9,15,13,2.96,2.19,4.15,-1.34,2.12,169,17.64,0.36,0.51,-6.98
lb30-z1.5-vol0-6,false,80.9731,30,1.5,0,6,235,12.7,0.24,0.35,-7.87,1.2,12,18,13,2.98,1.43,3.28,-1.34,1.92,248,16.06,0.28,0.42,-7.87
lb30-z1.5-vol1-6,false,80.9731,30,1.5,1,6,235,12.7,0.24,0.35,-7.87,1.2,12,18,13,2.98,1.43,3.28,-1.34,1.92,248,16.06,0.28,0.42,-7.87
lb40-z1.25-vol0-4,false,80.9243,40,1.25,0,4,306,13.46,0.24,0.34,-6.98,1.17,10,17,13,2.96,2.19,4.15,-1.34,2.12,319,16.82,0.28,0.4,-6.98
lb40-z1.25-vol1-4,false,80.9243,40,1.25,1,4,306,13.46,0.24,0.34,-6.98,1.17,10,17,13,2.96,2.19,4.15,-1.34,2.12,319,16.82,0.28,0.4,-6.98
lb30-z1.5-vol0-8,false,80.8669,30,1.5,0,8,236,12.55,0.24,0.35,-7.87,1.19,12,18,15,5.75,2.47,5.77,-1.34,2.73,251,19.02,0.32,0.48,-7.87
lb30-z1.5-vol0-99,false,80.8669,30,1.5,0,99,236,12.55,0.24,0.35,-7.87,1.19,12,18,15,5.75,2.47,5.77,-1.34,2.73,251,19.02,0.32,0.48,-7.87
lb30-z1.5-vol1-8,false,80.8669,30,1.5,1,8,236,12.55,0.24,0.35,-7.87,1.19,12,18,15,5.75,2.47,5.77,-1.34,2.73,251,19.02,0.32,0.48,-7.87
lb30-z1.5-vol1-99,false,80.8669,30,1.5,1,99,236,12.55,0.24,0.35,-7.87,1.19,12,18,15,5.75,2.47,5.77,-1.34,2.73,251,19.02,0.32,0.48,-7.87
lb40-z1.5-vol1.5-8,false,80.8525,40,1.5,1.5,8,248,13.2,0.25,0.36,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,261,21.24,0.36,0.53,-8.31
lb40-z1.5-vol1.5-99,false,80.8525,40,1.5,1.5,99,248,13.2,0.25,0.36,-8.31,1.2,11,18,13,7.1,4.61,9.15,-1.34,4.47,261,21.24,0.36,0.53,-8.31
lb60-z1.25-vol1.5-5,false,80.4741,60,1.25,1.5,5,370,11.72,0.2,0.27,-8.18,1.12,12,18,19,7.36,3.31,7.8,-1.34,3.11,389,19.94,0.29,0.42,-8.18
lb20-z1.25-vol1.5-5,false,80.1495,20,1.25,1.5,5,352,12.84,0.22,0.32,-7.86,1.14,10,18,21,3.5,1.57,3.04,-1.34,1.76,373,16.8,0.26,0.39,-7.86
lb20-z1-vol1.5-8,false,79.8982,20,1,1.5,8,531,11.71,0.17,0.26,-13.44,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,568,20.43,0.26,0.39,-13.44
lb20-z1-vol1.5-99,false,79.8982,20,1,1.5,99,531,11.71,0.17,0.26,-13.44,1.09,11,18,37,7.81,2.06,3.68,-2.08,1.83,568,20.43,0.26,0.39,-13.44
lb20-z1-vol1.5-6,false,79.7025,20,1,1.5,6,522,11.47,0.17,0.25,-12.39,1.09,11,18,34,2.26,0.75,1.17,-2.08,1.25,556,13.98,0.19,0.28,-12.39
lb40-z1.25-vol1.5-4,false,79.6883,40,1.25,1.5,4,303,12.79,0.23,0.33,-6.98,1.16,10,17,13,2.96,2.19,4.15,-1.34,2.12,316,16.13,0.27,0.39,-6.98
lb20-z1-vol1.5-4,false,79.0602,20,1,1.5,4,419,10.96,0.19,0.27,-10.4,1.11,11,18,25,1.44,0.59,1.24,-1.55,1.23,444,12.56,0.2,0.29,-10.4
lb40-z1.5-vol2-4,false,79.0017,40,1.5,2,4,168,13.29,0.28,0.39,-8.31,1.28,10,16,8,1.34,1.74,2.77,-1.34,1.7,176,14.81,0.3,0.42,-8.31
lb40-z1.5-vol3-4,false,78.5789,40,1.5,3,4,61,9.97,0.31,0.51,-4.83,1.51,8,13,6,1.65,2.94,6.68,-0.59,3.33,67,11.78,0.34,0.57,-4.83
lb20-z1.25-vol0-5,false,78.339,20,1.25,0,5,371,13.2,0.22,0.33,-7.74,1.14,8,18,21,3.5,1.57,3.04,-1.34,1.76,392,17.17,0.27,0.39,-7.74
lb20-z1.25-vol1-5,false,78.339,20,1.25,1,5,371,13.2,0.22,0.33,-7.74,1.14,8,18,21,3.5,1.57,3.04,-1.34,1.76,392,17.17,0.27,0.39,-7.74
lb30-z1.25-vol1.5-5,false,77.9291,30,1.25,1.5,5,340,11.76,0.21,0.3,-8.39,1.13,10,18,20,2.2,0.98,1.95,-1.77,1.46,360,14.22,0.23,0.34,-8.39
lb40-z2-vol2-4,false,77.6141,40,2,2,4,66,10.51,0.3,0.4,-5.34,1.52,10,15,4,-1.11,-4.22,-3.51,-1.34,0.18,70,9.28,0.26,0.34,-5.34
lb30-z1.25-vol2-5,false,77.2701,30,1.25,2,5,287,12.34,0.22,0.32,-8.39,1.15,10,18,20,2.2,0.98,1.95,-1.77,1.46,307,14.82,0.24,0.35,-8.39
lb30-z1.5-vol1.5-4,false,76.8002,30,1.5,1.5,4,193,10.6,0.23,0.32,-8.33,1.2,12,18,7,-1.46,-1.37,-1.94,-2.36,0.44,200,8.99,0.19,0.27,-8.33
lb40-z1.5-vol0-6,false,76.7995,40,1.5,0,6,248,11.97,0.23,0.33,-8.31,1.18,10,18,12,6.31,4.14,8.57,-1.34,4.1,260,19.03,0.32,0.48,-8.31
lb40-z1.5-vol1-6,false,76.7995,40,1.5,1,6,248,11.97,0.23,0.33,-8.31,1.18,10,18,12,6.31,4.14,8.57,-1.34,4.1,260,19.03,0.32,0.48,-8.31
lb40-z1.5-vol0-5,false,76.7209,40,1.5,0,5,236,12.07,0.23,0.34,-8.31,1.19,10,18,10,1.59,1.87,2.74,-1.34,1.8,246,13.85,0.25,0.37,-8.31
lb40-z1.5-vol1-5,false,76.7209,40,1.5,1,5,236,12.07,0.23,0.34,-8.31,1.19,10,18,10,1.59,1.87,2.74,-1.34,1.8,246,13.85,0.25,0.37,-8.31
lb40-z1.5-vol1.5-6,false,76.6781,40,1.5,1.5,6,246,11.71,0.23,0.33,-8.31,1.18,10,18,12,6.31,4.14,8.57,-1.34,4.1,258,18.76,0.32,0.48,-8.31
lb30-z1.5-vol2-4,false,76.671,30,1.5,2,4,154,11.06,0.24,0.34,-8.11,1.25,12,18,7,-1.46,-1.37,-1.94,-2.36,0.44,161,9.44,0.2,0.28,-8.11
lb40-z1.5-vol3-6,false,76.5062,40,1.5,3,6,98,10.65,0.28,0.46,-7.04,1.34,9,15,10,6.63,5.06,18.78,-0.59,9.3,108,17.99,0.41,0.69,-7.04
lb40-z1.5-vol3-5,false,76.4794,40,1.5,3,5,86,10.75,0.29,0.47,-8.28,1.38,9,15,8,1.9,3.05,6.96,-0.59,3.43,94,12.85,0.33,0.53,-8.28
lb40-z1.25-vol2-4,false,76.1858,40,1.25,2,4,252,11.85,0.22,0.31,-6.98,1.17,10,17,13,2.96,2.19,4.15,-1.34,2.12,265,15.16,0.27,0.37,-6.98
lb40-z1.5-vol1.5-5,false,76.1071,40,1.5,1.5,5,234,11.81,0.23,0.33,-8.31,1.18,10,18,10,1.59,1.87,2.74,-1.34,1.8,244,13.59,0.25,0.36,-8.31
lb30-z1.25-vol0-5,false,75.9169,30,1.25,0,5,350,11.6,0.2,0.29,-8.39,1.13,9,18,20,2.2,0.98,1.95,-1.77,1.46,370,14.06,0.23,0.33,-8.39
lb30-z1.25-vol1-5,false,75.9169,30,1.25,1,5,350,11.6,0.2,0.29,-8.39,1.13,9,18,20,2.2,0.98,1.95,-1.77,1.46,370,14.06,0.23,0.33,-8.39
lb60-z1-vol3-6,false,75.8791,60,1,3,6,254,12.22,0.23,0.39,-8.42,1.16,8,16,16,7.3,4.06,5.79,-2.08,3,270,20.41,0.33,0.56,-8.42
lb60-z1-vol3-8,false,75.8791,60,1,3,8,254,12.22,0.23,0.39,-8.42,1.16,8,16,17,6.76,3.48,5.45,-2.08,2.63,271,19.8,0.32,0.55,-8.42
lb60-z1-vol3-99,false,75.8791,60,1,3,99,254,12.22,0.23,0.39,-8.42,1.16,8,16,17,6.76,3.48,5.45,-2.08,2.63,271,19.8,0.32,0.55,-8.42
lb60-z1.5-vol2.5-6,false,75.5039,60,1.5,2.5,6,143,9.76,0.23,0.36,-8.31,1.22,12,16,14,7.29,4.29,8.21,-1.34,4.56,157,17.77,0.36,0.57,-8.31
lb60-z1.5-vol2.5-8,false,75.5039,60,1.5,2.5,8,143,9.76,0.23,0.36,-8.31,1.22,12,16,14,7.29,4.29,8.21,-1.34,4.56,157,17.77,0.36,0.57,-8.31
lb60-z1.5-vol2.5-99,false,75.5039,60,1.5,2.5,99,143,9.76,0.23,0.36,-8.31,1.22,12,16,14,7.29,4.29,8.21,-1.34,4.56,157,17.77,0.36,0.57,-8.31
lb40-z2-vol0-4,false,75.2102,40,2,0,4,90,10.16,0.28,0.39,-5.48,1.42,9,15,4,-1.11,-4.22,-3.51,-1.34,0.18,94,8.94,0.24,0.33,-5.48
lb40-z2-vol1-4,false,75.2102,40,2,1,4,90,10.16,0.28,0.39,-5.48,1.42,9,15,4,-1.11,-4.22,-3.51,-1.34,0.18,94,8.94,0.24,0.33,-5.48
lb30-z1.5-vol0-4,false,74.9511,30,1.5,0,4,199,10.52,0.22,0.32,-8.58,1.2,11,18,7,-1.46,-1.37,-1.94,-2.36,0.44,206,8.91,0.19,0.26,-8.58
lb30-z1.5-vol1-4,false,74.9511,30,1.5,1,4,199,10.52,0.22,0.32,-8.58,1.2,11,18,7,-1.46,-1.37,-1.94,-2.36,0.44,206,8.91,0.19,0.26,-8.58
lb60-z1-vol3-5,false,74.881,60,1,3,5,222,11.5,0.23,0.39,-7.33,1.17,8,15,15,6.5,3.67,5.41,-2.08,2.79,237,18.75,0.32,0.56,-7.33
lb20-z1.25-vol2-4,false,74.7848,20,1.25,2,4,241,10.52,0.21,0.3,-6.63,1.17,10,18,15,1.46,0.75,1.45,-1.34,1.38,256,12.13,0.23,0.33,-6.63
lb20-z1.25-vol2-6,false,74.7768,20,1.25,2,6,311,12.4,0.21,0.31,-7.28,1.14,8,18,21,3.5,1.57,3.04,-1.34,1.76,332,16.34,0.25,0.38,-7.28
lb40-z1.5-vol0-4,false,74.5773,40,1.5,0,4,211,11.28,0.24,0.34,-8.31,1.2,9,16,8,1.34,1.74,2.77,-1.34,1.7,219,12.77,0.25,0.36,-8.31
lb40-z1.5-vol1-4,false,74.5773,40,1.5,1,4,211,11.28,0.24,0.34,-8.31,1.2,9,16,8,1.34,1.74,2.77,-1.34,1.7,219,12.77,0.25,0.36,-8.31
lb40-z2-vol1.5-4,false,74.5362,40,2,1.5,4,88,9.91,0.28,0.38,-5.48,1.41,9,15,4,-1.11,-4.22,-3.51,-1.34,0.18,92,8.69,0.24,0.32,-5.48
lb60-z1.5-vol2-4,false,74.106,60,1.5,2,4,178,11.03,0.23,0.3,-8.31,1.22,11,16,11,1.77,1.85,2.57,-1.34,1.89,189,13,0.25,0.34,-8.31
lb20-z1.25-vol1.5-6,false,73.8758,20,1.25,1.5,6,373,10.94,0.19,0.28,-8.84,1.11,8,18,21,3.5,1.57,3.04,-1.34,1.76,394,14.82,0.23,0.34,-8.84
lb20-z1.25-vol2-8,false,73.6186,20,1.25,2,8,316,11.62,0.2,0.3,-7.84,1.13,8,18,24,9.13,3.09,7.17,-1.34,2.91,340,21.8,0.32,0.49,-7.84
lb20-z1.25-vol2-99,false,73.6186,20,1.25,2,99,316,11.62,0.2,0.3,-7.84,1.13,8,18,24,9.13,3.09,7.17,-1.34,2.91,340,21.8,0.32,0.49,-7.84
lb60-z1.25-vol2-5,false,73.5827,60,1.25,2,5,313,10.46,0.18,0.26,-8.18,1.12,10,18,19,7.36,3.31,7.8,-1.34,3.11,332,18.59,0.28,0.4,-8.18
lb40-z1.5-vol1.5-4,false,73.5477,40,1.5,1.5,4,209,11.02,0.23,0.33,-8.31,1.2,9,16,8,1.34,1.74,2.77,-1.34,1.7,217,12.51,0.25,0.36,-8.31
lb40-z2-vol2.5-4,false,73.4378,40,2,2.5,4,40,7.53,0.3,0.45,-4.96,1.62,7,11,4,-1.11,-4.22,-3.51,-1.34,0.18,44,6.33,0.24,0.36,-4.96
