candidateId,eligible,trainValidationRank,architectureId,sourceSetId,sourceWeightMode,sizingMode,rowSelectionPolicy,selectionUsedHoldout,componentStrategyIds,gasOverlayRows,materialRows,indexFallbackRows,summerGasRows,winterGasRows,trainReturnPct,trainIndexReturnPct,trainEdgePct,trainSharpe,trainMaxDrawdownPct,validationReturnPct,validationIndexReturnPct,validationEdgePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutIndexReturnPct,holdoutEdgePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allIndexReturnPct,allEdgePct,allSharpe,allMaxDrawdownPct
ngas-all-year-beta,false,33.35,summer-winter-composite-artifact,ngas-summer-alpha+ngas-winter-alpha,component-selected,component-selected,material-summer-else-material-winter-else-shared-fallback,false,ngas-summer-alpha|ngas-winter-alpha,397,397,990,197,200,66.05,33.44,32.61,0.91,-28.34,25.91,25.17,0.74,1.3,-11.46,17.77,11.97,5.8,1.44,-9.38,293.02,122.02,171,1.31,-28.34
