chartIndex,date,equityPct,benchmarkPct,drawdownPct,activeReturnPct,position,signal,netReturnPct,priorCloseReturnContributionPct,currentSessionReturnContributionPct,indexReturnPct,split,thesisKind,priorCloseThesisKind,equityUsd,component,researchInstrument,signalInstrument,direction,sourceId,confidence
0,2021-01-04,-1.3408,-1.3686,-1.3408,0.0279,0,0,-1.3408,0.40828133,-1.74906179,-1.3686,train,index-fallback,index-fallback,98659.2,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
1,2021-01-05,-0.678,-0.6921,-0.678,-0.0141,0,0,0.6718,-0.19492026,0.86674881,0.6859,train,index-fallback,index-fallback,99321.99,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
2,2021-01-06,-0.4738,-0.4838,-0.4738,-0.0041,0,0,0.2056,-0.60134857,0.80690948,0.2097,train,index-fallback,index-fallback,99526.2,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
3,2021-01-07,1.1738,1.1989,0,-0.0355,0,0,1.6554,0.74309661,0.91228642,1.6909,train,index-fallback,index-fallback,101173.76,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
4,2021-01-08,1.8773,1.9169,0,-0.0141,0,0,0.6954,0.48049994,0.21488679,0.7095,train,index-fallback,index-fallback,101877.32,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
5,2021-01-11,1.0574,1.0794,-0.8048,0.0169,0,0,-0.8048,-0.85523769,0.05046879,-0.8217,train,index-fallback,index-fallback,101057.41,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
6,2021-01-12,1.0581,1.0801,-0.8041,0,0,0,0.0007,0.05485614,-0.05415279,0.0007,train,index-fallback,index-fallback,101058.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
7,2021-01-13,1.3732,1.3918,-0.4948,0.0035,-0.5625,-1,0.3118,-0.03240729,0.34418168,0.3083,train,warm-short,index-fallback,101373.22,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
8,2021-01-14,1.906,1.0082,0,0.9039,-0.3125,-1,0.5256,0.21909386,0.30649392,-0.3783,train,reversion-short,warm-short,101906.03,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
9,2021-01-15,0.0424,0.2694,-1.8288,-1.0974,0,0,-1.8288,-1.50576272,-0.3230231,-0.7314,train,index-fallback,reversion-short,100042.38,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
10,2021-01-19,0.9575,1.2056,-0.9308,-0.019,0,0,0.9147,0.71990039,0.19480266,0.9337,train,index-fallback,index-fallback,100957.46,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
11,2021-01-20,2.4961,2.779,0,-0.0306,0,0,1.524,0.75054012,0.77343291,1.5546,train,index-fallback,index-fallback,102496.05,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
12,2021-01-21,2.7347,3.0227,0,-0.0043,0,0,0.2328,0.23345406,-0.00062549,0.2371,train,index-fallback,index-fallback,102734.67,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
13,2021-01-22,2.3918,2.6718,-0.3337,0.0069,0,0,-0.3337,-0.47396531,0.14025945,-0.3406,train,index-fallback,index-fallback,102391.84,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
14,2021-01-25,2.8469,3.1361,0,-0.0078,0,0,0.4444,0.40530866,0.03906054,0.4522,train,index-fallback,index-fallback,102846.87,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
15,2021-01-26,2.7871,3.0751,-0.0581,0.001,0,0,-0.0581,0.2906458,-0.34870105,-0.0591,train,index-fallback,index-fallback,102787.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
16,2021-01-27,0.2982,0.5264,-2.4781,0.0513,0,0,-2.4214,-0.83862144,-1.58276858,-2.4727,train,index-fallback,index-fallback,100298.23,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
17,2021-01-28,0.5248,1.2979,-2.2578,-0.5416,-0.5625,-1,0.2259,0.46257516,-0.23671793,0.7675,train,warm-short,index-fallback,100524.8,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
18,2021-01-29,1.5867,-0.7403,-1.2252,3.0684,-0.4612,-1,1.0564,0.46066466,0.5957148,-2.0121,train,warm-short,warm-short,101586.75,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
19,2021-02-01,-1.3448,1.051,-4.0757,-4.6905,0.25,1,-2.8858,-3.4832697,0.59743522,1.8047,train,reversion-long,warm-short,98655.16,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
20,2021-02-02,-1.709,2.5447,-4.4297,-1.8472,0.5625,1,-0.3691,2.09812184,-2.46721421,1.4781,train,cold-long,reversion-long,98291.02,winter-alpha,UNG,UNG,long,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
21,2021-02-03,-2.7031,2.5511,-5.3963,-1.0178,0.3906,0.9259,-1.0114,0.05779182,-1.06921674,0.0063,train,cold-long,cold-long,97296.9,winter-alpha,UNG,UNG,long,ncep-complex,0.9259
22,2021-02-04,0.4848,3.688,-2.2966,2.1679,0.3906,0.9259,3.2765,0.64701587,2.62947828,1.1086,train,cold-long,cold-long,100484.84,winter-alpha,UNG,UNG,long,ncep-complex,0.9259
23,2021-02-05,-0.3261,4.1024,-3.0851,-1.2066,0.3906,0.9218,-0.807,1.42110337,-2.22806136,0.3996,train,cold-long,cold-long,99673.92,winter-alpha,UNG,UNG,long,ncep-complex,0.9218
24,2021-02-08,0.316,4.8468,-2.4608,-0.0709,0.3906,0.93,0.6442,0.45068438,0.19349737,0.7151,train,cold-long,cold-long,100316.02,winter-alpha,UNG,UNG,long,ncep-complex,0.93
25,2021-02-09,-0.7413,4.7744,-3.4889,-0.985,0.3906,0.93,-1.054,-1.1056376,0.05161251,-0.069,train,cold-long,cold-long,99258.69,winter-alpha,UNG,UNG,long,ncep-complex,0.93
26,2021-02-10,1.1884,4.6898,-1.6126,2.025,0.3906,0.93,1.9441,1.03057083,0.91355691,-0.0808,train,cold-long,cold-long,101188.38,winter-alpha,UNG,UNG,long,ncep-complex,0.93
27,2021-02-11,3.3696,4.943,0,1.9137,-0.3125,-1,2.1556,0.72225159,1.43336633,0.2419,train,reversion-short,cold-long,103369.6,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
28,2021-02-12,3.0729,5.5007,-0.287,-0.8184,-0.3125,-1,-0.287,-0.53792358,0.25091459,0.5314,train,reversion-short,reversion-short,103072.93,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
29,2021-02-16,1.4187,5.3632,-1.8873,-1.4746,-0.1976,-1,-1.6049,-1.58157289,-0.02334063,-0.1303,train,reversion-short,reversion-short,101418.71,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
30,2021-02-17,1.0023,5.2781,-2.2901,-0.3298,-0.1976,-1,-0.4106,-0.38682165,-0.023785,-0.0808,train,reversion-short,reversion-short,101002.28,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
31,2021-02-18,1.6216,4.8296,-1.691,1.0392,-0.4988,-1,0.6132,-0.41399975,1.02719475,-0.426,train,warm-short,reversion-short,101621.63,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
32,2021-02-19,0.8011,4.5696,-2.4847,-0.5594,-0.5425,-1,-0.8074,-0.8126332,0.00528167,-0.248,train,warm-short,warm-short,100801.14,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
33,2021-02-22,1.4131,3.3873,-1.8927,1.7378,-0.4562,-1,0.6071,1.1335619,-0.52648612,-1.1307,train,warm-short,warm-short,101413.1,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
34,2021-02-23,2.4807,3.431,-0.8599,1.0104,0,0,1.0527,0.23809459,0.81461057,0.0423,train,index-fallback,warm-short,102480.68,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
35,2021-02-24,3.5332,4.5153,0,-0.0213,0,0,1.027,-0.42170073,1.44868167,1.0483,train,index-fallback,index-fallback,103533.15,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
36,2021-02-25,0.8679,1.7706,-2.5743,0.0519,0,0,-2.5743,-0.40227942,-2.17198338,-2.6261,train,index-fallback,index-fallback,100867.9,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
37,2021-02-26,0.6151,1.512,-2.8184,0.0035,0,0,-0.2506,0.63024861,-0.88084319,-0.2541,train,index-fallback,index-fallback,100615.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
38,2021-03-01,3.0309,4.0006,-0.4851,-0.0506,0,0,2.401,1.33930964,1.06165945,2.4515,train,index-fallback,index-fallback,103030.89,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
39,2021-03-02,2.0771,3.0191,-1.4063,0.018,0,0,-0.9257,0.11762858,-1.04331317,-0.9437,train,index-fallback,index-fallback,102077.14,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
40,2021-03-03,2.0076,1.3406,-1.4735,1.5611,-0.5625,-1,-0.0681,-0.21524386,0.14710119,-1.6293,train,warm-short,index-fallback,102007.62,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
41,2021-03-04,2.7093,0.0005,-0.7957,2.0103,-0.5625,-1,0.6879,0.70520362,-0.01732801,-1.3224,train,warm-short,warm-short,102709.33,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
42,2021-03-05,3.8458,1.7987,0,-0.6917,0,0,1.1065,0.38378838,0.722693,1.7982,train,index-fallback,warm-short,103845.81,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
43,2021-03-08,2.851,0.8012,-0.958,0.0219,0,0,-0.958,0.17531591,-1.13333695,-0.9799,train,index-fallback,index-fallback,102850.97,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
44,2021-03-09,4.7811,2.7455,0,-0.0523,0,0,1.8766,1.33169445,0.54491214,1.9289,train,index-fallback,index-fallback,104781.07,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
45,2021-03-10,5.2022,3.1672,0,-0.0085,0,0,0.4019,0.80491157,-0.40305366,0.4104,train,index-fallback,index-fallback,105202.19,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
46,2021-03-11,6.5663,4.5361,0,-0.0302,0,0,1.2967,0.90969438,0.38700497,1.3269,train,index-fallback,index-fallback,106566.34,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
47,2021-03-12,6.4986,4.4686,-0.0636,0.001,0,0,-0.0636,-0.56818488,0.50454517,-0.0646,train,index-fallback,index-fallback,106498.57,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
48,2021-03-15,7.2099,5.1818,0,-0.0148,0,0,0.6679,0.10167635,0.56626033,0.6827,train,index-fallback,index-fallback,107209.87,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
49,2021-03-16,7.2256,5.1979,0,-0.0006,0,0,0.0147,0.27468125,-0.26000274,0.0153,train,index-fallback,index-fallback,107225.63,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
50,2021-03-17,7.5848,5.5577,0,-0.007,0,0,0.335,-0.44280767,0.77778157,0.342,train,index-fallback,index-fallback,107584.84,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
51,2021-03-18,5.7084,3.6792,-1.7441,0.0355,0,0,-1.7441,-0.82039339,-0.92366279,-1.7796,train,index-fallback,index-fallback,105708.45,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
52,2021-03-19,5.6424,3.6142,-1.8055,0.0002,0,0,-0.0625,-0.04798468,-0.01450364,-0.0627,train,index-fallback,index-fallback,105642.38,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
53,2021-03-22,6.6746,4.6493,-0.8461,-0.0218,0,0,0.9771,0.28693777,0.69016789,0.999,train,index-fallback,index-fallback,106674.61,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
54,2021-03-23,7.0464,3.9255,-0.5005,1.0401,-0.5625,-1,0.3485,-0.04473126,0.3932745,-0.6916,train,warm-short,index-fallback,107046.37,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
55,2021-03-24,5.919,3.1302,-1.5484,-0.2879,-0.2362,-1,-1.0532,-0.28432179,-0.76889086,-0.7653,train,reversion-short,warm-short,105918.96,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
56,2021-03-25,6.3151,3.5588,-1.1802,-0.0416,0,0,0.374,-0.4378594,0.81186164,0.4156,train,index-fallback,reversion-short,106315.1,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
57,2021-03-26,7.9922,5.2275,0,-0.0338,0,0,1.5775,0.25447802,1.32305541,1.6114,train,index-fallback,index-fallback,107992.22,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
58,2021-03-29,7.8957,5.1313,-0.0894,0.002,0,0,-0.0894,-0.37463507,0.28522267,-0.0914,train,index-fallback,index-fallback,107895.67,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
59,2021-03-30,7.6064,4.8434,-0.3573,0.0058,0,0,-0.2681,-0.3643252,0.09622604,-0.2739,train,index-fallback,index-fallback,107606.4,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
60,2021-03-31,8.2673,5.5024,0,-0.0144,0,0,0.6142,0.23362992,0.38056193,0.6286,train,index-fallback,index-fallback,108267.32,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
61,2021-04-01,9.5169,6.7457,0,-0.0242,0,0,1.1542,0.62234046,0.53183045,1.1784,train,index-fallback,index-fallback,109516.94,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
62,2021-04-05,11.1913,8.4111,0,-0.0313,0,0,1.5289,0.75147105,0.77738378,1.5602,train,index-fallback,index-fallback,111191.35,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
63,2021-04-06,11.1097,8.3297,-0.0734,0.0017,0,0,-0.0734,-0.10158412,0.02813846,-0.0751,train,index-fallback,index-fallback,111109.73,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
64,2021-04-07,11.2794,8.4986,0,-0.0032,0,0,0.1527,-0.02736927,0.18010915,0.1559,train,index-fallback,index-fallback,111279.4,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
65,2021-04-08,11.9298,9.1458,0,-0.012,0,0,0.5845,0.44416812,0.14033833,0.5965,train,index-fallback,index-fallback,111929.83,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
66,2021-04-09,12.6912,9.9036,0,-0.014,0,0,0.6802,-0.098605,0.77884806,0.6943,train,index-fallback,index-fallback,112691.17,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
67,2021-04-12,12.7131,9.9257,0,-0.0006,0,0,0.0195,-0.15367226,0.17317765,0.0201,train,index-fallback,index-fallback,112713.15,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
68,2021-04-13,13.2056,10.4161,0,-0.0092,0,0,0.4369,0.0788068,0.35811059,0.4461,train,index-fallback,index-fallback,113205.59,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
69,2021-04-14,12.6481,9.8623,-0.4925,0.009,0,0,-0.4925,0.02886095,-0.52136587,-0.5015,train,index-fallback,index-fallback,112648.06,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
70,2021-04-15,13.9275,11.1363,0,-0.0238,0,0,1.1358,0.6078668,0.52789219,1.1596,train,index-fallback,index-fallback,113927.51,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
71,2021-04-16,14.2801,11.4875,0,-0.0065,0,0,0.3095,0.29798071,0.01153984,0.316,train,index-fallback,index-fallback,114280.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
72,2021-04-19,13.6364,10.8466,-0.5633,0.0115,0,0,-0.5633,-0.2984267,-0.26488189,-0.5748,train,index-fallback,index-fallback,113636.38,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
73,2021-04-20,12.8122,10.0259,-1.2845,0.0151,0,0,-0.7253,-0.28760187,-0.43768474,-0.7404,train,index-fallback,index-fallback,112812.17,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
74,2021-04-21,13.8265,11.0359,-0.397,-0.0188,0,0,0.8991,-0.21149618,1.1106457,0.9179,train,index-fallback,index-fallback,113826.47,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
75,2021-04-22,12.7583,9.9721,-1.3316,0.0196,0,0,-0.9384,-0.04253018,-0.8958419,-0.958,train,index-fallback,index-fallback,112758.32,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
76,2021-04-23,13.9661,11.1749,-0.2748,-0.0226,0,0,1.0711,0.16816752,0.9029303,1.0937,train,index-fallback,index-fallback,113966.07,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
77,2021-04-26,14.3034,11.5111,0,-0.0064,0,0,0.296,0.16996906,0.12601655,0.3024,train,index-fallback,index-fallback,114303.41,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
78,2021-04-27,14.1621,11.3704,-0.1236,0.0025,0,0,-0.1236,0.09594553,-0.21955646,-0.1262,train,index-fallback,index-fallback,114162.13,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
79,2021-04-28,14.0499,11.2584,-0.2218,0.0022,0,0,-0.0983,0.07081677,-0.16909576,-0.1005,train,index-fallback,index-fallback,114049.91,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
80,2021-04-29,14.7335,11.9388,0,-0.0121,0,0,0.5994,0.79659089,-0.19719595,0.6115,train,index-fallback,index-fallback,114733.53,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
81,2021-04-30,13.9852,11.1936,-0.6522,0.0135,0,0,-0.6522,-0.5886068,-0.06359713,-0.6657,train,index-fallback,index-fallback,113985.24,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
82,2021-05-03,14.0781,11.2848,-0.5712,-0.0005,0,0,0.0815,0.49003035,-0.4084923,0.082,train,index-fallback,index-fallback,114078.13,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
83,2021-05-04,13.1572,10.3675,-1.3739,0.017,0,0,-0.8073,-0.54246212,-0.26486665,-0.8243,train,index-fallback,index-fallback,113157.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
84,2021-05-05,13.0798,10.2894,-1.4414,0.0024,0,0,-0.0684,0.45766712,-0.52603838,-0.0707,train,index-fallback,index-fallback,113079.78,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
85,2021-05-06,13.9676,11.1737,-0.6676,-0.0168,0,0,0.7851,0.00411469,0.78096742,0.8018,train,index-fallback,index-fallback,113967.57,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
86,2021-05-07,14.7977,12.0011,0,-0.0158,0,0,0.7284,0.33587539,0.39253823,0.7442,train,index-fallback,index-fallback,114797.71,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
87,2021-05-10,13.3448,10.5548,-1.2656,0.0258,0,0,-1.2656,-0.0093321,-1.25622535,-1.2913,train,index-fallback,index-fallback,113344.83,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
88,2021-05-11,12.5376,9.7478,-1.9688,0.0178,0,0,-0.7122,-1.27846354,0.56623472,-0.73,train,index-fallback,index-fallback,112537.59,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
89,2021-05-12,10.0772,7.3008,-4.112,0.0433,0,0,-2.1863,-0.89171363,-1.29461489,-2.2296,train,index-fallback,index-fallback,110077.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
90,2021-05-13,11.2607,8.4792,-3.0811,-0.023,0,0,1.0752,0.48945223,0.58574886,1.0982,train,index-fallback,index-fallback,111260.73,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
91,2021-05-14,13.092,10.3025,-1.4859,-0.0349,0,0,1.6459,0.7811726,0.86471395,1.6808,train,index-fallback,index-fallback,113091.97,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
92,2021-05-17,12.711,9.9442,-1.8178,-0.012,0.4375,0.6654,-0.3369,-0.31988717,-0.01696905,-0.3249,train,summer-heat-long,index-fallback,112710.96,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6654
93,2021-05-18,10.675,9.0293,-3.5913,-0.9743,0.4375,0.6654,-1.8064,-0.58155392,-1.22487267,-0.8321,train,summer-heat-long,summer-heat-long,110674.95,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6654
94,2021-05-19,9.9604,8.8468,-4.2137,-0.4782,0.4375,0.6654,-0.6456,-1.1584424,0.51282827,-0.1674,train,summer-heat-long,summer-heat-long,109960.44,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6654
95,2021-05-20,10.8734,10.1812,-3.4184,-0.3956,0,0,0.8303,-0.0927673,0.92306853,1.2259,train,index-fallback,summer-heat-long,110873.44,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
96,2021-05-21,10.6815,9.9854,-3.5856,0.0046,0,0,-0.1731,0.41971759,-0.59284006,-0.1777,train,index-fallback,index-fallback,110681.51,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
97,2021-05-24,11.9267,11.25,-2.5009,-0.0248,0,0,1.125,0.60717343,0.51781782,1.1498,train,index-fallback,index-fallback,111926.68,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
98,2021-05-25,11.7841,11.1052,-2.6252,0.0028,0,0,-0.1274,0.31706527,-0.44441611,-0.1301,train,index-fallback,index-fallback,111784.09,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
99,2021-05-26,12.0156,11.3401,-2.4235,-0.0043,0,0,0.2071,0.15250361,0.05458074,0.2114,train,index-fallback,index-fallback,112015.59,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
100,2021-05-27,11.9821,11.3065,-2.4527,0.0003,0,0,-0.0299,0.19871695,-0.22865865,-0.0302,train,index-fallback,index-fallback,111982.1,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
101,2021-05-28,12.2073,11.535,-2.2565,-0.0042,0,0,0.2011,0.41835582,-0.21725774,0.2053,train,index-fallback,index-fallback,112207.3,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
102,2021-06-01,12.3899,11.3974,-2.0975,0.2861,0.4375,0.899,0.1627,0.56924172,-0.40656315,-0.1234,train,summer-heat-long,index-fallback,112389.86,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.899
103,2021-06-02,11.918,11.5834,-2.5085,-0.5868,0.4375,0.899,-0.4198,0.00227053,-0.42207607,0.167,train,summer-heat-long,summer-heat-long,111918.04,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.899
104,2021-06-03,11.4671,11.0093,-2.9013,0.1116,0.4375,0.899,-0.4029,-0.59334031,0.19045638,-0.5145,train,summer-heat-long,summer-heat-long,111467.13,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.899
105,2021-06-04,12.2034,12.2008,-2.2599,-0.4127,0,0,0.6605,0.11540629,0.5451385,1.0733,train,index-fallback,summer-heat-long,112203.37,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
106,2021-06-07,12.1892,12.1864,-2.2722,0.0003,0,0,-0.0126,-0.02166262,0.00909216,-0.0128,train,index-fallback,index-fallback,112189.23,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
107,2021-06-08,12.2059,12.2035,-2.2577,-0.0003,0,0,0.0149,0.26832082,-0.25339127,0.0152,train,index-fallback,index-fallback,112205.95,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
108,2021-06-09,12.0871,12.0818,-2.3612,0.0025,0,0,-0.1059,0.26379011,-0.36968947,-0.1084,train,index-fallback,index-fallback,112087.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
109,2021-06-10,12.7163,12.7234,-1.8131,-0.0111,0,0,0.5613,0.2829752,0.27829094,0.5724,train,index-fallback,index-fallback,112716.26,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
110,2021-06-11,12.9251,12.9364,-1.6312,-0.0037,0,0,0.1853,0.13606556,0.04920897,0.189,train,index-fallback,index-fallback,112925.13,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
111,2021-06-14,13.3502,13.3701,-1.2609,-0.0076,0,0,0.3764,0.05653804,0.31986947,0.384,train,index-fallback,index-fallback,113350.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
112,2021-06-15,13.0428,13.0561,-1.5287,0.0058,0,0,-0.2712,0.03093293,-0.30209525,-0.277,train,index-fallback,index-fallback,113042.77,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
113,2021-06-16,12.4691,12.4701,-2.0285,0.0108,0,0,-0.5075,0.06606576,-0.57357892,-0.5183,train,index-fallback,index-fallback,112469.08,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
114,2021-06-17,12.715,12.7217,-1.8142,-0.005,0,0,0.2187,-0.14633751,0.36506784,0.2237,train,index-fallback,index-fallback,112715.05,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
115,2021-06-18,11.3646,11.342,-2.9906,0.0259,0,0,-1.1981,-0.71148854,-0.48664737,-1.224,train,index-fallback,index-fallback,111364.61,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
116,2021-06-21,12.7268,12.732,-1.8039,-0.0252,0,0,1.2232,0.37076099,0.85248882,1.2484,train,index-fallback,index-fallback,112726.82,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
