chartIndex,date,equityPct,benchmarkPct,drawdownPct,activeReturnPct,position,signal,netReturnPct,priorCloseReturnContributionPct,currentSessionReturnContributionPct,indexReturnPct,split,thesisKind,priorCloseThesisKind,equityUsd,component,researchInstrument,signalInstrument,direction,sourceId,confidence
736,2023-12-06,57.1451,26.7285,-0.9882,0.0105,0,0,-0.4424,0.52398364,-0.96633635,-0.4529,train,index-fallback,index-fallback,157145.06,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
737,2023-12-07,58.5482,27.8883,-0.1042,-0.0223,0.1125,1,0.8929,0.52093954,0.37197067,0.9152,train,reversion-long,index-fallback,158548.2,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
738,2023-12-08,59.2777,28.4314,0,0.0354,0,0,0.4601,-0.18733088,0.6474341,0.4247,train,index-fallback,reversion-long,159277.68,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
739,2023-12-11,60.0285,29.0496,0,-0.0098,0,0,0.4714,-0.11154129,0.58296324,0.4813,train,index-fallback,index-fallback,160028.52,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
740,2023-12-12,60.9085,29.7735,0,-0.0111,0,0,0.5499,-0.0602935,0.6101846,0.561,train,index-fallback,index-fallback,160908.52,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
741,2023-12-13,63.0179,31.5099,0,-0.0271,0,0,1.3109,0.07938253,1.23150447,1.338,train,index-fallback,index-fallback,163017.87,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
742,2023-12-14,63.3643,31.7951,0,-0.0043,0,0,0.2125,0.3790879,-0.16655829,0.2169,train,index-fallback,index-fallback,163364.28,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
743,2023-12-15,63.2965,31.7395,-0.0415,0.0007,0,0,-0.0415,-0.05640387,0.0149163,-0.0422,train,index-fallback,index-fallback,163296.48,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
744,2023-12-18,66.6628,32.5309,0,1.4609,-0.5253,-1,2.0615,0.31924967,1.74229582,0.6007,train,warm-short,index-fallback,166662.84,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
745,2023-12-19,66.3172,33.3042,-0.2074,-0.7909,-0.5625,-1,-0.2074,1.85664685,-2.06406438,0.5835,train,warm-short,warm-short,166317.18,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
746,2023-12-20,69.1612,31.3719,0,3.1595,-0.5625,-1,1.71,0.8696673,0.84031441,-1.4495,train,warm-short,warm-short,169161.2,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
747,2023-12-21,68.5428,32.7033,-0.3656,-1.379,0.25,1,-0.3656,-1.2679574,0.90234391,1.0134,train,reversion-long,warm-short,168542.75,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
748,2023-12-22,68.0078,32.9928,-0.6818,-0.5356,0,0,-0.3174,-0.24747444,-0.06989476,0.2182,train,index-fallback,reversion-long,168007.8,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
749,2023-12-26,68.1341,33.5952,-0.6072,-0.3777,-0.3125,-1,0.0752,0.10809094,-0.03287049,0.4529,train,reversion-short,index-fallback,168134.14,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
750,2023-12-27,68.0469,33.8414,-0.6587,-0.2362,-0.3125,-1,-0.0519,-1.07776175,1.02583665,0.1843,train,reversion-short,reversion-short,168046.88,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
751,2023-12-28,66.1545,33.8474,-1.7774,-1.1306,-0.3125,-1,-1.1261,-0.8101278,-0.31596543,0.0045,train,reversion-short,reversion-short,166154.5,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
752,2023-12-29,66.0492,33.4444,-1.8397,0.2377,0,0,-0.0634,0.22968883,-0.29309473,-0.3011,train,index-fallback,reversion-short,166049.16,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
753,2024-01-02,64.6696,32.3128,-2.6552,0.0172,0,0,-0.8308,-0.69429227,-0.13646853,-0.848,validation,index-fallback,index-fallback,164669.62,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
754,2024-01-03,63.3663,31.2432,-3.4257,0.0169,0,0,-0.7915,-0.43246427,-0.35900694,-0.8084,validation,index-fallback,index-fallback,163366.26,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
755,2024-01-04,62.8053,30.782,-3.7573,0.008,0,0,-0.3434,-0.17130143,-0.17213651,-0.3514,validation,index-fallback,index-fallback,162805.26,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
756,2024-01-05,63.0097,30.9496,-3.6364,-0.0026,0,0,0.1256,0.03762077,0.08802445,0.1282,validation,index-fallback,index-fallback,163009.75,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
757,2024-01-08,56.9122,32.9901,-7.241,-5.2988,-0.5625,-1,-3.7406,0.14695685,-3.88759327,1.5582,validation,warm-short,index-fallback,156912.2,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
758,2024-01-09,50.9641,32.7826,-10.7572,-3.6346,0,0,-3.7907,-4.19747672,0.40679894,-0.156,validation,index-fallback,warm-short,150964.13,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
759,2024-01-10,51.9463,33.6646,-10.1766,-0.0136,0,0,0.6506,0.14135665,0.50927875,0.6642,validation,index-fallback,index-fallback,151946.31,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
760,2024-01-11,51.9729,33.6884,-10.1609,-0.0003,0,0,0.0175,0.24187248,-0.22437241,0.0178,validation,index-fallback,index-fallback,151972.9,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
761,2024-01-12,52.5852,33.7468,-9.7989,0.3592,0.3906,0.9288,0.4029,0.28040476,0.12249287,0.0437,validation,cold-long,index-fallback,152585.19,winter-alpha,UNG,UNG,long,ncep-complex,0.9288
762,2024-01-16,47.9417,33.378,-12.5439,-2.7675,-0.5625,-1,-3.0432,-4.85508128,1.81190427,-0.2757,validation,warm-short,cold-long,147941.72,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
763,2024-01-17,47.0128,32.6337,-13.0931,-0.0698,-0.5625,-1,-0.6279,-0.11145126,-0.51647161,-0.5581,validation,warm-short,warm-short,147012.8,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
764,2024-01-18,49.0541,33.9681,-11.8864,0.3824,0,0,1.3885,0.86703514,0.52146948,1.0061,validation,index-fallback,warm-short,149054.07,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
765,2024-01-19,49.3529,35.7997,-11.7097,-1.1667,0.25,1,0.2005,0.2884709,-0.08801576,1.3672,validation,reversion-long,index-fallback,149352.92,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
766,2024-01-22,47.6449,36.0801,-12.7194,-1.3501,0.1125,1,-1.1436,-0.99883177,-0.14480324,0.2065,validation,reversion-long,reversion-long,147644.92,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
767,2024-01-23,49.082,36.5243,-11.8699,0.6469,0.25,1,0.9733,-0.0236278,0.99690415,0.3264,validation,reversion-long,reversion-long,149081.95,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
768,2024-01-24,50.0699,36.7591,-11.2859,0.4907,0,0,0.6627,1.1577993,-0.49512902,0.172,validation,index-fallback,reversion-long,150069.92,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
769,2024-01-25,50.7658,37.4061,-10.8745,-0.0094,0,0,0.4637,0.49538765,-0.03168599,0.4731,validation,index-fallback,index-fallback,150765.79,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
770,2024-01-26,49.6999,37.1802,-11.5046,-0.5426,-0.5625,-1,-0.707,-0.15892622,-0.54812029,-0.1644,validation,warm-short,index-fallback,149699.88,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
771,2024-01-29,54.4657,38.2583,-8.6873,2.3977,-0.5625,-1,3.1836,1.59258245,1.59099089,0.7859,validation,warm-short,warm-short,154465.72,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
772,2024-01-30,53.3112,37.9916,-9.3697,-0.5545,0.25,1,-0.7474,-0.73420567,-0.01319761,-0.1929,validation,reversion-long,warm-short,153311.24,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
773,2024-01-31,51.1565,35.6509,-10.6435,0.2908,0,0,-1.4055,-0.30266233,-1.10284139,-1.6963,validation,index-fallback,reversion-long,151156.46,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
774,2024-02-01,53.0798,37.4124,-9.5066,-0.0262,0,0,1.2724,0.35820757,0.91421996,1.2986,validation,index-fallback,index-fallback,153079.77,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
775,2024-02-02,54.8212,39.0086,-8.4771,-0.024,0,0,1.1376,0.14573211,0.99188491,1.1616,validation,index-fallback,index-fallback,154821.21,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
776,2024-02-05,54.3283,38.5566,-8.7685,0.0068,0,0,-0.3184,-0.10147445,-0.21691616,-0.3252,validation,index-fallback,index-fallback,154328.25,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
777,2024-02-06,54.646,38.8485,-8.5807,-0.0048,0,0,0.2059,0.21510907,-0.00922902,0.2107,validation,index-fallback,index-fallback,154646.02,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
778,2024-02-07,55.948,40.0419,-7.811,-0.0176,0,0,0.8419,0.49056423,0.35133145,0.8595,validation,index-fallback,index-fallback,155947.98,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
779,2024-02-08,56.091,40.1728,-7.7265,-0.0018,0,0,0.0917,0.02179868,0.0698932,0.0935,validation,index-fallback,index-fallback,156090.99,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
780,2024-02-09,56.4871,41.0816,-7.4923,-0.3944,0.1896,1,0.2538,0.13000682,0.12383244,0.6483,validation,reversion-long,index-fallback,156487.14,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
781,2024-02-12,56.1538,40.9203,-7.6893,-0.0987,0,0,-0.213,-0.10690043,-0.10606986,-0.1143,validation,index-fallback,reversion-long,156153.83,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
782,2024-02-13,53.8406,38.8909,-9.0568,-0.0414,0.1125,1,-1.4814,-1.37999871,-0.1014356,-1.4401,validation,reversion-long,index-fallback,153840.56,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
783,2024-02-14,54.9636,40.2554,-8.3929,-0.2524,0,0,0.73,0.35231209,0.37764093,0.9824,validation,index-fallback,reversion-long,154963.6,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
784,2024-02-15,55.4947,41.0978,-8.079,-0.2579,0.1125,1,0.3427,0.13734216,0.20537941,0.6006,validation,reversion-long,index-fallback,155494.66,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
785,2024-02-16,54.6376,40.2633,-8.5857,0.0402,0,0,-0.5512,-0.00215874,-0.54906727,-0.5914,validation,index-fallback,reversion-long,154637.57,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
786,2024-02-20,53.7433,39.4352,-9.1143,0.012,0,0,-0.5783,-0.35990362,-0.21844585,-0.5904,validation,index-fallback,index-fallback,153743.3,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
787,2024-02-21,53.7407,39.4319,-9.1159,0.0007,0,0,-0.0017,-0.33086331,0.32914061,-0.0024,validation,index-fallback,index-fallback,153740.69,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
788,2024-02-22,55.8449,42.5997,-7.8719,-0.9033,-0.5625,-1,1.3687,1.48338018,-0.1146888,2.272,validation,warm-short,index-fallback,155844.94,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
789,2024-02-23,61.6417,42.5641,-4.4451,3.7446,-0.5625,-1,3.7196,2.53393891,1.18565715,-0.025,validation,warm-short,warm-short,161641.75,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
790,2024-02-26,58.9483,42.1351,-6.0374,-1.3654,-0.5625,-1,-1.6663,-3.27696394,1.61070833,-0.3009,validation,warm-short,warm-short,158948.31,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
791,2024-02-27,56.1449,42.4119,-7.6946,-1.9584,-0.5625,-1,-1.7637,-1.7786063,0.01491619,0.1947,validation,warm-short,warm-short,156144.94,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
792,2024-02-28,54.1355,42.0825,-8.8825,-1.0556,0,0,-1.2869,-1.37577545,0.08887994,-0.2313,validation,index-fallback,warm-short,154135.51,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
793,2024-02-29,55.0861,42.7406,-8.3205,0.1535,-0.5625,-1,0.6167,0.42898585,0.18773757,0.4632,validation,warm-short,index-fallback,155086.07,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
794,2024-03-01,56.9221,44.2819,-7.2352,0.1041,-0.3125,-1,1.1839,0.74787929,0.43602299,1.0798,validation,reversion-short,warm-short,156922.13,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
795,2024-03-04,54.1477,44.0316,-8.8752,-1.5944,-0.3125,-1,-1.768,-1.84899773,0.08104533,-0.1735,validation,reversion-short,reversion-short,154147.75,winter-alpha,UNG,UNG,short,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
796,2024-03-05,51.9542,42.3643,-10.1719,-0.2654,-0.5625,-1,-1.423,-0.1572173,-1.26575337,-1.1576,validation,warm-short,reversion-short,151954.22,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
797,2024-03-06,53.3461,43.1517,-9.3491,0.3629,-0.5625,-1,0.916,-0.00717565,0.92320365,0.5531,validation,warm-short,warm-short,153346.12,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
798,2024-03-07,60.3182,44.7166,-5.2276,3.4533,-0.5625,-1,4.5466,1.18684371,3.359716,1.0932,validation,warm-short,warm-short,160318.16,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
799,2024-03-08,59.2806,43.5964,-5.841,0.127,-0.5625,-1,-0.6472,-0.27256572,-0.37462992,-0.7741,validation,warm-short,warm-short,159280.58,winter-alpha,UNG,UNG,short,winter-alpha-weather-follow+winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
800,2024-03-11,60.2571,43.3962,-5.2637,0.7525,0,0,0.6131,0.49863115,0.11451718,-0.1394,validation,index-fallback,warm-short,160257.13,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
801,2024-03-12,62.0466,45.03,-4.2058,-0.0228,0,0,1.1166,0.42592821,0.69063403,1.1394,validation,index-fallback,index-fallback,162046.56,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
802,2024-03-13,61.612,44.6334,-4.4628,0.0053,0,0,-0.2682,0.00427287,-0.27247204,-0.2735,validation,index-fallback,index-fallback,161611.95,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
803,2024-03-14,61.259,44.311,-4.6714,0.0045,0,0,-0.2184,0.19879708,-0.41717315,-0.2229,validation,index-fallback,index-fallback,161258.99,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
804,2024-03-15,60.0096,43.1694,-5.41,0.0163,0,0,-0.7748,-0.61559815,-0.1592191,-0.7911,validation,index-fallback,index-fallback,160009.56,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
805,2024-03-18,61.0914,44.1579,-4.7705,-0.0145,0,0,0.6761,0.89765242,-0.22160064,0.6905,validation,index-fallback,index-fallback,161091.38,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
806,2024-03-19,61.8765,44.8745,-4.3063,-0.0097,0,0,0.4874,-0.21222774,0.69961751,0.4971,validation,index-fallback,index-fallback,161876.54,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
807,2024-03-20,63.3629,46.2327,-3.4277,-0.0193,0,0,0.9182,0.04562917,0.8725706,0.9375,validation,index-fallback,index-fallback,163362.89,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
808,2024-03-21,63.9356,46.7558,-3.0891,-0.0072,0,0,0.3506,0.69293582,-0.34237802,0.3577,validation,index-fallback,index-fallback,163935.64,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
809,2024-03-22,63.7973,46.6296,-3.1709,0.0016,0,0,-0.0844,-0.00780706,-0.07662827,-0.086,validation,index-fallback,index-fallback,163797.28,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
810,2024-03-25,63.3619,46.2318,-3.4283,0.0055,0,0,-0.2658,-0.36200289,0.09618143,-0.2713,validation,index-fallback,index-fallback,163361.91,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
811,2024-03-26,62.898,45.8079,-3.7025,0.0059,0,0,-0.284,0.24897441,-0.53298313,-0.2899,validation,index-fallback,index-fallback,162897.96,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
812,2024-03-27,64.1301,46.9332,-2.9741,-0.0153,0,0,0.7564,0.61713601,0.13926794,0.7718,validation,index-fallback,index-fallback,164130.12,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
813,2024-03-28,64.0554,46.8576,-3.0183,0.006,0.2063,1,-0.0455,0.01476446,-0.06024161,-0.0515,validation,reversion-long,index-fallback,164055.44,winter-alpha,UNG,UNG,long,winter-alpha-weather-reversion+winter-alpha-volatility-confirmation,1
814,2024-04-01,65.4822,46.7711,-2.1748,0.9285,0,0,0.8697,1.10090041,-0.23120741,-0.0589,validation,index-fallback,reversion-long,165482.23,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
815,2024-04-02,64.3482,45.745,-2.8452,0.0138,0,0,-0.6853,-0.82826004,0.14299866,-0.6991,validation,index-fallback,index-fallback,164348.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
816,2024-04-03,64.5372,45.9159,-2.7335,-0.0023,0,0,0.115,-0.26989496,0.38485494,0.1173,validation,index-fallback,index-fallback,164537.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
817,2024-04-04,62.4561,44.0304,-3.9637,0.0273,0,0,-1.2648,0.82028623,-2.08512568,-1.2922,validation,index-fallback,index-fallback,162456.11,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
818,2024-04-05,64.1846,45.5957,-2.9419,-0.0228,0,0,1.064,0.29643809,0.76753911,1.0868,validation,index-fallback,index-fallback,164184.65,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
819,2024-04-08,64.2484,45.6534,-2.9042,-0.0008,0,0,0.0388,0.15277386,-0.11397726,0.0396,validation,index-fallback,index-fallback,164248.35,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
820,2024-04-09,64.521,45.9004,-2.7431,-0.0036,0,0,0.166,0.38302038,-0.21702544,0.1696,validation,index-fallback,index-fallback,164521,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
821,2024-04-10,62.9952,44.5187,-3.645,0.0196,0,0,-0.9274,-1.11452396,0.18712105,-0.947,validation,index-fallback,index-fallback,162995.23,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
822,2024-04-11,64.4314,45.8191,-2.796,-0.0187,0,0,0.8811,0.30295055,0.57817466,0.8998,validation,index-fallback,index-fallback,164431.39,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
823,2024-04-12,62.1545,43.7578,-4.142,0.0289,0,0,-1.3847,-0.73529288,-0.64943864,-1.4136,validation,index-fallback,index-fallback,162154.5,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
824,2024-04-15,60.0189,41.8246,-5.4045,0.0278,0,0,-1.317,0.81992128,-2.13689809,-1.3448,validation,index-fallback,index-fallback,160018.93,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
825,2024-04-16,59.7965,41.623,-5.536,0.0031,0,0,-0.139,0.06541877,-0.20440633,-0.1421,validation,index-fallback,index-fallback,159796.5,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
826,2024-04-17,58.664,40.5982,-6.2054,0.015,0,0,-0.7087,0.48908754,-1.19775118,-0.7236,validation,index-fallback,index-fallback,158664.03,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
827,2024-04-18,58.2087,40.1859,-6.4746,0.0064,0,0,-0.287,0.26223449,-0.54919202,-0.2933,validation,index-fallback,index-fallback,158208.66,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
828,2024-04-19,56.529,38.6635,-7.4676,0.0242,0,0,-1.0617,-0.05077029,-1.01096981,-1.086,validation,index-fallback,index-fallback,156528.96,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
829,2024-04-22,57.9012,39.9059,-6.6563,-0.0192,0,0,0.8767,0.5460237,0.33068438,0.896,validation,index-fallback,index-fallback,157901.25,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
830,2024-04-23,59.9205,41.7316,-5.4627,-0.0261,0,0,1.2788,0.45593503,0.82287876,1.305,validation,index-fallback,index-fallback,159920.49,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
831,2024-04-24,59.9355,41.7443,-5.4538,0.0005,0,0,0.0094,0.27127915,-0.26184877,0.0089,validation,index-fallback,index-fallback,159935.52,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
832,2024-04-25,59.1326,41.1399,-5.9284,-0.0756,0.35,0.93,-0.502,-1.2995204,0.79747257,-0.4264,validation,summer-heat-long,index-fallback,159132.65,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.93
833,2024-04-26,59.0736,42.7064,-5.9633,-1.147,0.35,0.93,-0.0371,-0.17105385,0.1339523,1.1099,validation,summer-heat-long,summer-heat-long,159073.61,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.93
834,2024-04-29,62.71,43.219,-3.8136,1.9268,0.35,0.93,2.286,0.84865676,1.43734763,0.3592,validation,summer-heat-long,summer-heat-long,162710.03,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.93
835,2024-04-30,63.5618,40.8645,-3.3101,2.1676,-0.4,-0.93,0.5235,-0.0572491,0.58078883,-1.644,validation,reversion-short,summer-heat-long,163561.82,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.93
836,2024-05-01,64.4683,40.2997,-2.7742,0.9551,-0.4,-0.9299,0.5542,0.54527077,0.00891645,-0.4009,validation,reversion-short,reversion-short,164468.28,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.9299
837,2024-05-02,62.1993,41.7026,-4.1156,-2.3795,-0.4,-0.9218,-1.3796,-0.3724821,-1.00708447,0.9999,validation,reversion-short,reversion-short,162199.27,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.9218
838,2024-05-03,62.6382,43.682,-3.8561,-1.1262,0,0,0.2706,0.20472169,0.06591765,1.3969,validation,index-fallback,reversion-short,162638.18,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
839,2024-05-06,64.329,45.1604,-2.8566,0.0106,-0.4,-0.8957,1.0396,0.4579441,0.58160921,1.0289,validation,reversion-short,index-fallback,164328.97,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.8957
840,2024-05-07,63.9921,45.3267,-3.0557,-0.3196,-0.4,-0.9298,-0.205,0.22797611,-0.43298139,0.1146,validation,reversion-short,reversion-short,163992.1,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.9298
841,2024-05-08,65.1282,45.3139,-2.3841,0.7015,-0.5,-0.93,0.6928,-0.66864017,1.36141187,-0.0088,validation,reversion-short,reversion-short,165128.23,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.93
842,2024-05-09,64.3577,46.0457,-2.8396,-0.9702,0,0,-0.4666,-0.89887783,0.43227767,0.5036,validation,index-fallback,reversion-short,164357.74,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
843,2024-05-10,64.5915,46.2575,-2.7014,-0.0028,0,0,0.1422,0.3206279,-0.17839718,0.145,validation,index-fallback,index-fallback,164591.46,summer-alpha,US-INDEX-BASKET,NG=F,long,US-INDEX-BASKET,0
844,2024-05-13,66.964,46.3356,-1.2989,1.3881,0.35,0.6582,1.4415,0.34858824,1.0928656,0.0534,validation,summer-heat-long,index-fallback,166964.05,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6582
845,2024-05-14,67.0186,47.0768,-1.2666,-0.4738,0.35,0.6582,0.0327,-0.41824541,0.45095389,0.5065,validation,summer-heat-long,summer-heat-long,167018.64,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6582
846,2024-05-15,69.8175,48.967,0,0.3906,0.35,0.6582,1.6758,0.15557305,1.52024338,1.2852,validation,summer-heat-long,summer-heat-long,169817.54,summer-alpha,UNG,NG=F,long,gfs-gefs-core,0.6582
847,2024-05-16,70.7481,48.6819,0,0.7395,-0.2,-0.6582,0.548,0.87634888,-0.32832837,-0.1914,validation,reversion-short,summer-heat-long,170748.14,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.6582
848,2024-05-17,68.2248,48.8453,-1.4778,-1.5877,-0.4,-0.9247,-1.4778,-0.42634147,-1.05141819,0.1099,validation,reversion-short,reversion-short,168224.83,summer-alpha,UNG,NG=F,short,gfs-gefs-core,0.9247
