candidateId,eligible,trainValidationRank,architectureId,sourceSetId,sourceWeightMode,sizingMode,anomalyThreshold,coverageThreshold,minConfidence,weatherFraction,reversionFraction,followHoldDays,reversionHoldDays,minRealizedMovePct,volTargetPct,signals,scheduledEvents,executedRows,weatherFollowRows,reversionRows,coldLongRows,warmShortRows,reversionLongRows,reversionShortRows,trainValidationColdLongReturnPct,trainValidationWarmShortReturnPct,trainValidationFollowReturnPct,trainValidationReversionLongReturnPct,trainValidationReversionShortReturnPct,trainValidationReversionReturnPct,holdoutFollowReturnPct,holdoutReversionReturnPct,overlayDays,fallbackDays,trainReturnPct,trainIndexReturnPct,trainEdgePct,trainSharpe,trainMaxDrawdownPct,profitableTrainYears,trainYearCount,validationReturnPct,validationIndexReturnPct,validationEdgePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutIndexReturnPct,holdoutEdgePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allIndexReturnPct,allEdgePct,allSharpe,allMaxDrawdownPct
dual-gfs-gefs-core-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.1-fh3-rh2-mv4-vol18-vol-target,false,48.5768,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,5,0.5,0.5,0.15,0.1,3,2,4,18,418,655,471,368,103,58,310,53,50,11.12,17.86,30.97,8.79,-11.46,-3.68,2.96,-5.41,471,891,36.85,33.7,3.15,0.63,-26.9,3,4,27.76,29.08,-1.32,0.95,-20.24,11.01,10.94,0.07,1.24,-9.56,94.08,91.47,2.61,0.78,-26.9
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.1-fh3-rh1-mv2-vol0-fixed,false,48.5719,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,fixed,5,0.35,0.5,0.15,0.1,3,1,2,0,525,949,502,423,79,68,355,37,42,-0.68,15.86,15.07,9,1.74,10.89,-1.03,-5.64,502,860,48.04,33.7,14.34,0.76,-30.89,3,4,22.09,29.08,-6.99,0.78,-22.4,11.38,10.94,0.44,1.16,-10.35,101.32,91.47,9.85,0.81,-30.89
dual-ncep-complex-equal-a8-c0.35-q0.35-wf0.15-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.5559,dual-weather-follow-and-fade,ncep-complex,equal,vol-target,8,0.35,0.35,0.15,0.1,5,1,2,18,480,882,530,459,71,63,396,29,42,2.8,16.91,20.19,8.66,-1.77,6.74,-4.92,3.25,530,832,33.49,33.7,-0.21,0.59,-28.88,3,4,28.6,29.08,-0.48,0.98,-19.57,12.71,10.94,1.77,1.4,-8.7,93.49,91.47,2.02,0.78,-28.88
dual-gfs-gefs-core-bg-shrink-a8-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-vol0-fixed,false,48.542,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,fixed,8,0.5,0.5,0.25,0.2,5,1,2,0,388,712,499,436,63,65,371,28,35,11.28,18.55,31.92,0.5,-0.96,-0.47,3.87,5.51,499,863,40.25,33.7,6.55,0.63,-33.59,3,4,27.08,29.08,-2,0.88,-18.78,26.24,10.94,15.3,1.99,-10.07,125,91.47,33.53,0.86,-33.59
dual-gfs-gefs-core-bg-shrink-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh1-mv2-vol24-vol-target,false,48.5353,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.35,0.35,0.25,0.2,3,1,2,24,444,797,475,394,81,57,337,37,44,10.85,16.03,28.62,8.1,-8.18,-0.75,-2.31,-3.39,475,887,42.27,33.7,8.57,0.7,-28.61,3,4,25.11,29.08,-3.97,0.88,-20.68,11.78,10.94,0.84,1.29,-9.48,98.97,91.47,7.5,0.81,-28.61
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.15-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.5345,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.5,0.15,0.1,5,1,2,18,440,809,524,457,67,63,394,28,39,3.87,20.2,24.85,8.07,-4.31,3.42,-2.78,1.65,524,838,33.48,33.7,-0.22,0.59,-28.88,3,4,28.99,29.08,-0.09,0.99,-19.34,14.7,10.94,3.76,1.6,-8.74,97.48,91.47,6.01,0.8,-28.88
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.1-fh5-rh1-mv4-vol18-vol-target,false,48.5228,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,5,0.35,0.35,0.15,0.1,5,1,4,18,590,974,548,488,60,74,414,27,33,-3.39,28.76,24.4,5.66,-1.06,4.54,-0.44,-1.69,548,814,34.31,33.7,0.61,0.6,-28.64,3,4,28.76,29.08,-0.32,0.98,-19.58,12.39,10.94,1.45,1.36,-8.65,94.36,91.47,2.89,0.78,-28.64
dual-gfs-gefs-core-bg-shrink-a8-c0.5-q0.35-wf0.25-rf0.1-fh3-rh1-mv4-vol18-vol-target,false,48.5193,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.5,0.35,0.25,0.1,3,1,4,18,400,625,444,390,54,62,328,28,26,13.57,10.12,25.06,8.86,-9.31,-1.27,1.61,-4.35,444,918,45.28,33.7,11.58,0.73,-26.83,3,4,24.03,29.08,-5.05,0.84,-21.51,12.38,10.94,1.44,1.36,-9.82,102.5,91.47,11.03,0.83,-26.83
dual-ncep-complex-bg-shrink-a8-c0.5-q0.35-wf0.25-rf0.1-fh5-rh2-mv2-vol24-vol-target,false,48.5138,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,8,0.5,0.35,0.25,0.1,5,2,2,24,442,813,521,402,119,60,342,54,65,4.99,10.2,15.7,12.35,1.4,13.92,0.58,-3.29,521,841,35.57,33.7,1.87,0.61,-28.71,3,4,26.65,29.08,-2.43,0.92,-19.51,11.69,10.94,0.75,1.25,-8.52,91.77,91.47,0.3,0.77,-28.71
dual-gfs-gefs-core-bg-shrink-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh1-mv2-vol18-vol-target,false,48.5093,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.35,0.35,0.25,0.2,3,1,2,18,444,797,475,394,81,57,337,37,44,10.43,16.81,29,8.16,-8.58,-1.12,-2.14,-3.42,475,887,41.84,33.7,8.14,0.69,-28.28,3,4,25.39,29.08,-3.69,0.88,-20.65,11.94,10.94,1,1.31,-9.71,99.09,91.47,7.62,0.81,-28.28
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.25-rf0.1-fh3-rh2-mv4-vol24-vol-target,false,48.5077,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.5,0.25,0.1,3,2,4,24,440,690,486,366,120,55,311,52,68,9.65,15.5,26.65,12.92,-7.35,4.62,0.76,-2.43,486,876,39.83,33.7,6.13,0.67,-28.82,3,4,25.03,29.08,-4.05,0.87,-21.1,12.6,10.94,1.66,1.37,-9.54,96.85,91.47,5.38,0.8,-28.82
dual-gfs-gefs-core-equal-a5-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-vol0-confidence-scaled,false,48.5062,dual-weather-follow-and-fade,gfs-gefs-core,equal,confidence-scaled,5,0.35,0.35,0.25,0.2,5,1,4,0,555,912,546,491,55,75,416,21,34,-0.56,40.18,39.4,-2.24,-2.13,-4.33,9.92,3.2,546,816,37.1,33.7,3.4,0.6,-40.74,3,4,30.06,29.08,0.98,0.96,-17.19,31.64,10.94,20.7,2.45,-8.4,134.74,91.47,43.27,0.91,-40.74
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv4-vol0-fixed,false,48.4986,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,fixed,5,0.35,0.5,0.15,0.2,3,1,4,0,525,834,494,437,57,71,366,29,28,0.41,13.85,14.31,6.1,4.25,10.61,1.71,-5.6,494,868,45.27,33.7,11.57,0.73,-29.72,3,4,23.4,29.08,-5.68,0.81,-21.56,12.14,10.94,1.2,1.23,-10.76,101.04,91.47,9.57,0.8,-29.72
dual-gfs-gefs-core-equal-a8-c0.35-q0.35-wf0.15-rf0.1-fh5-rh1-mv4-vol0-fixed,false,48.4984,dual-weather-follow-and-fade,gfs-gefs-core,equal,fixed,8,0.35,0.35,0.15,0.1,5,1,4,0,444,730,519,468,51,63,405,19,32,6.6,33.26,42.06,-2.03,-7.37,-9.25,4.39,1.49,519,843,36.58,33.7,2.88,0.62,-34.97,3,4,29.74,29.08,0.66,0.99,-18.22,23.34,10.94,12.4,2.2,-8.35,118.56,91.47,27.09,0.89,-34.97
dual-ncep-complex-bg-shrink-a8-c0.5-q0.5-wf0.25-rf0.1-fh5-rh2-mv2-vol24-vol-target,false,48.4961,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,8,0.5,0.5,0.25,0.1,5,2,2,24,433,795,517,402,115,60,342,52,63,4.99,10.2,15.7,11.33,-0.54,10.72,0.58,-3.29,517,845,35.74,33.7,2.04,0.62,-28.71,3,4,26.65,29.08,-2.43,0.92,-19.51,11.69,10.94,0.75,1.25,-8.52,92.01,91.47,0.54,0.77,-28.71
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.4915,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,5,0.35,0.35,0.25,0.1,5,1,2,18,550,1015,549,477,72,71,406,32,40,-2.26,20,17.29,10.87,0.32,11.22,-0.24,-0.05,549,813,33.66,33.7,-0.04,0.59,-30.55,3,4,28.69,29.08,-0.39,0.98,-19.67,14.82,10.94,3.88,1.58,-8.57,97.48,91.47,6.01,0.8,-30.55
dual-gfs-gefs-core-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.4877,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.35,0.35,0.15,0.1,5,1,2,18,444,817,526,456,70,63,393,30,40,5.5,16.74,23.16,9.22,-3.92,4.94,-1.63,-0.29,526,836,33.85,33.7,0.15,0.59,-29.03,3,4,28.75,29.08,-0.33,0.98,-19.63,13.84,10.94,2.9,1.51,-8.7,96.18,91.47,4.71,0.79,-29.03
dual-ncep-complex-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.1-fh3-rh1-mv4-vol0-confidence-scaled,false,48.485,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,8,0.35,0.35,0.15,0.1,3,1,4,0,479,756,480,415,65,58,357,34,31,13.22,12.31,27.16,7.96,-1.97,5.83,1.27,-6.38,480,882,46.98,33.7,13.28,0.75,-30.47,3,4,22.7,29.08,-6.38,0.8,-22.13,10.87,10.94,-0.07,1.11,-11.52,99.95,91.47,8.48,0.8,-30.47
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-vol18-vol-target,false,48.4849,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.5,0.25,0.2,5,1,4,18,440,723,517,467,50,63,404,18,32,4.73,33.75,40.08,-0.77,-7.99,-8.7,0.18,0.83,517,845,35.49,33.7,1.79,0.61,-30.78,3,4,29.8,29.08,0.72,1,-18.87,17.61,10.94,6.67,1.84,-8.44,106.83,91.47,15.36,0.85,-30.78
dual-gfs-gefs-core-bg-shrink-a8-c0.5-q0.35-wf0.25-rf0.1-fh3-rh1-mv2-vol18-vol-target,false,48.4836,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.5,0.35,0.25,0.1,3,1,2,18,400,714,450,377,73,59,318,37,36,12.71,11.3,25.44,7.74,-9.34,-2.33,-1.17,-2.54,450,912,44.56,33.7,10.86,0.73,-26.83,3,4,24.17,29.08,-4.91,0.85,-21.41,12.21,10.94,1.27,1.34,-9.71,101.42,91.47,9.95,0.82,-26.83
dual-gfs-gefs-core-equal-a5-c0.35-q0.5-wf0.25-rf0.1-fh5-rh1-mv4-vol24-vol-target,false,48.4798,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,5,0.35,0.5,0.25,0.1,5,1,4,24,536,882,540,486,54,72,414,21,33,-3.81,34.68,29.55,2.81,-4.01,-1.31,0.19,0.2,540,822,36.41,33.7,2.71,0.63,-31.01,3,4,28.6,29.08,-0.48,0.97,-18.98,16.5,10.94,5.56,1.75,-8.41,104.37,91.47,12.9,0.84,-31.01
dual-gfs-gefs-core-equal-a8-c0.35-q0.35-wf0.25-rf0.1-fh3-rh2-mv4-vol24-vol-target,false,48.4703,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.35,0.25,0.1,3,2,4,24,444,698,487,366,121,55,311,53,68,9.65,15.5,26.65,12.79,-7.35,4.5,0.76,-2.43,487,875,39.74,33.7,6.04,0.67,-28.82,3,4,25.03,29.08,-4.05,0.87,-21.1,12.6,10.94,1.66,1.37,-9.54,96.72,91.47,5.25,0.8,-28.82
dual-ncep-complex-bg-shrink-a8-c0.5-q0.35-wf0.15-rf0.2-fh5-rh1-mv2-vol0-fixed,false,48.4676,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.5,0.35,0.15,0.2,5,1,2,0,442,813,508,438,70,65,373,30,40,8.76,15.08,25.16,2.55,0.05,2.61,0.75,2.52,508,854,31.61,33.7,-2.09,0.55,-30.59,3,4,30.57,29.08,1.49,1,-19.17,18.59,10.94,7.65,1.64,-8.34,103.79,91.47,12.32,0.8,-30.59
dual-gfs-gefs-core-equal-a5-c0.5-q0.35-wf0.15-rf0.1-fh5-rh1-mv4-vol0-confidence-scaled,false,48.4658,dual-weather-follow-and-fade,gfs-gefs-core,equal,confidence-scaled,5,0.5,0.35,0.15,0.1,5,1,4,0,432,709,505,452,53,62,390,20,33,3.22,33.25,37.54,1.36,-3.65,-2.34,4.62,0.64,505,857,35.76,33.7,2.06,0.61,-33.86,3,4,29.86,29.08,0.78,0.99,-18.36,22.58,10.94,11.64,2.17,-8.34,116.12,91.47,24.65,0.88,-33.86
dual-ncep-complex-equal-a5-c0.5-q0.5-wf0.25-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.4623,dual-weather-follow-and-fade,ncep-complex,equal,vol-target,5,0.5,0.5,0.25,0.1,5,1,2,18,468,863,512,441,71,62,379,30,41,0.63,14.64,15.36,11.88,1.71,13.8,-2.84,1.83,512,850,34.95,33.7,1.25,0.61,-30.19,3,4,28.12,29.08,-0.96,0.96,-19.44,13.6,10.94,2.66,1.46,-8.55,96.42,91.47,4.95,0.79,-30.19
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.1-fh3-rh1-mv2-vol18-vol-target,false,48.4614,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,5,0.35,0.5,0.15,0.1,3,1,2,18,525,949,502,423,79,68,355,37,42,-2.94,16.98,13.54,10.08,-1.34,8.61,-2.45,-4.52,502,860,37.77,33.7,4.07,0.64,-27.4,3,4,26.85,29.08,-2.23,0.93,-20.58,11.1,10.94,0.16,1.25,-9.56,94.17,91.47,2.7,0.78,-27.4
dual-gfs-gefs-core-equal-a8-c0.35-q0.35-wf0.25-rf0.1-fh3-rh1-mv4-vol0-confidence-scaled,false,48.4554,dual-weather-follow-and-fade,gfs-gefs-core,equal,confidence-scaled,8,0.35,0.35,0.25,0.1,3,1,4,0,444,698,467,398,69,59,339,31,38,15.81,13.21,31.11,9.93,-3.18,6.43,6.6,-4.1,467,895,63.14,33.7,29.44,0.89,-34.52,3,4,15.58,29.08,-13.5,0.57,-26.15,20.16,10.94,9.22,1.69,-9.9,126.57,91.47,35.1,0.89,-34.52
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv4-vol0-confidence-scaled,false,48.4531,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,confidence-scaled,5,0.35,0.5,0.15,0.2,3,1,4,0,525,834,494,437,57,71,366,29,28,-0.23,14.81,14.55,6.49,3.19,9.89,1.61,-5.53,494,868,43.94,33.7,10.24,0.72,-29.61,3,4,24.01,29.08,-5.07,0.83,-21.23,12.12,10.94,1.18,1.25,-10.56,100.13,91.47,8.66,0.8,-29.61
dual-ncep-complex-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.1-fh5-rh1-mv2-vol24-vol-target,false,48.4407,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,8,0.35,0.35,0.15,0.1,5,1,2,24,479,881,530,456,74,65,391,31,43,5.41,12.4,18.47,10.82,-2.38,8.19,-2.07,-0.28,530,832,33.75,33.7,0.05,0.59,-29.2,3,4,28.23,29.08,-0.85,0.97,-19.56,12.13,10.94,1.19,1.33,-8.52,92.31,91.47,0.84,0.77,-29.2
dual-gfs-gefs-core-equal-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh1-mv4-vol0-fixed,false,48.4325,dual-weather-follow-and-fade,gfs-gefs-core,equal,fixed,5,0.5,0.35,0.25,0.2,3,1,4,0,432,679,456,390,66,58,332,30,36,15.67,12.96,30.66,3.79,-1.5,2.23,7.6,-2.97,456,906,63.17,33.7,29.47,0.89,-32.96,3,4,15.86,29.08,-13.22,0.58,-25.88,21.96,10.94,11.02,1.75,-10.68,130.56,91.47,39.09,0.9,-32.96
dual-ncep-complex-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.1-fh3-rh1-mv4-vol24-vol-target,false,48.428,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,8,0.35,0.35,0.15,0.1,3,1,4,24,479,756,480,415,65,58,357,34,31,11.7,14.03,27.38,8.02,-4.79,2.85,0.37,-6.08,480,882,38.7,33.7,5,0.65,-27.56,3,4,26.63,29.08,-2.45,0.92,-20.81,10.24,10.94,-0.7,1.16,-9.93,93.63,91.47,2.16,0.78,-27.56
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.1-fh3-rh1-mv2-vol24-vol-target,false,48.4216,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,5,0.35,0.35,0.15,0.1,3,1,2,24,550,995,514,430,84,72,358,40,44,-1.05,16.88,15.66,10.86,-0.66,10.14,-2.62,-4.57,514,848,37.25,33.7,3.55,0.64,-27.82,3,4,26.42,29.08,-2.66,0.91,-20.57,10.85,10.94,-0.09,1.22,-9.43,92.35,91.47,0.88,0.78,-27.82
dual-gfs-gefs-core-bg-shrink-a8-c0.35-q0.5-wf0.25-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.4215,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.35,0.5,0.25,0.1,5,1,2,18,436,803,522,454,68,63,391,29,39,5.97,16.68,23.65,9.24,-5.16,3.6,-0.71,-0.3,522,840,35.55,33.7,1.85,0.61,-30.93,3,4,28.29,29.08,-0.79,0.97,-19.69,14.89,10.94,3.95,1.59,-8.57,99.8,91.47,8.33,0.81,-30.93
dual-gfs-gefs-core-equal-a5-c0.5-q0.5-wf0.25-rf0.1-fh5-rh1-mv4-vol24-vol-target,false,48.4207,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,5,0.5,0.5,0.25,0.1,5,1,4,24,424,695,502,450,52,62,388,20,32,2.4,30.45,33.58,2.81,-4.51,-1.83,0.33,-0.29,502,860,36.98,33.7,3.28,0.63,-30.3,3,4,28.58,29.08,-0.5,0.97,-19,16.47,10.94,5.53,1.75,-8.41,105.14,91.47,13.67,0.84,-30.3
dual-ncep-complex-equal-a8-c0.35-q0.5-wf0.15-rf0.1-fh5-rh1-mv2-vol18-vol-target,false,48.4205,dual-weather-follow-and-fade,ncep-complex,equal,vol-target,8,0.35,0.5,0.15,0.1,5,1,2,18,476,875,528,458,70,63,395,28,42,2.8,16.85,20.13,8.7,-1.77,6.77,-4.92,3.25,528,834,33.48,33.7,-0.22,0.59,-28.88,3,4,28.6,29.08,-0.48,0.98,-19.57,12.71,10.94,1.77,1.4,-8.7,93.47,91.47,2,0.78,-28.88
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.1-fh3-rh1-mv4-vol24-vol-target,false,48.4188,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,5,0.5,0.5,0.15,0.1,3,1,4,24,462,730,467,409,58,61,348,31,27,11.88,7.96,20.79,6.23,-5.04,0.88,-0.04,-5.58,467,895,39.36,33.7,5.66,0.66,-27.23,3,4,26.79,29.08,-2.29,0.93,-20.69,10.38,10.94,-0.56,1.17,-9.93,95.03,91.47,3.56,0.79,-27.23
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.15-rf0.1-fh5-rh1-mv4-vol0-fixed,false,48.4149,dual-weather-follow-and-fade,gfs-gefs-core,equal,fixed,8,0.35,0.5,0.15,0.1,5,1,4,0,440,723,517,467,50,63,404,18,32,6.6,32.38,41.12,-1.44,-7.37,-8.7,4.39,1.49,517,845,36.52,33.7,2.82,0.62,-34.97,3,4,29.74,29.08,0.66,0.99,-18.22,23.34,10.94,12.4,2.2,-8.35,118.47,91.47,27,0.89,-34.97
dual-gfs-gefs-core-bg-shrink-a8-c0.5-q0.5-wf0.15-rf0.1-fh3-rh1-mv2-vol18-vol-target,false,48.4044,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.5,0.5,0.15,0.1,3,1,2,18,388,693,447,374,73,58,316,36,37,12.24,12.61,26.4,6.31,-9.76,-4.07,-1.76,-2.53,447,915,39.92,33.7,6.22,0.67,-26.22,3,4,26.67,29.08,-2.41,0.92,-20.55,11.56,10.94,0.62,1.29,-9.48,97.73,91.47,6.26,0.8,-26.22
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.25-rf0.1-fh3-rh2-mv2-vol18-vol-target,false,48.3983,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.5,0.25,0.1,3,2,2,18,440,789,501,342,159,50,292,63,96,7.59,21.37,30.59,12.68,-9.53,1.94,-5.11,0.57,501,861,38.54,33.7,4.84,0.65,-28.43,3,4,25.67,29.08,-3.41,0.89,-20.62,11.61,10.94,0.67,1.29,-10.07,94.32,91.47,2.85,0.78,-28.43
dual-gfs-gefs-core-equal-a8-c0.35-q0.35-wf0.25-rf0.1-fh3-rh2-mv2-vol18-vol-target,false,48.391,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.35,0.25,0.1,3,2,2,18,444,797,502,342,160,50,292,64,96,7.59,21.37,30.59,12.55,-9.53,1.83,-5.11,0.57,502,860,38.45,33.7,4.75,0.65,-28.43,3,4,25.67,29.08,-3.41,0.89,-20.62,11.61,10.94,0.67,1.29,-10.07,94.19,91.47,2.72,0.78,-28.43
dual-gfs-gefs-core-bg-shrink-a8-c0.5-q0.5-wf0.25-rf0.1-fh3-rh2-mv4-vol24-vol-target,false,48.3772,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,8,0.5,0.5,0.25,0.1,3,2,4,24,388,606,463,359,104,59,300,53,51,15.5,19.46,37.97,8.72,-15.45,-8.08,4.16,-5.35,463,899,41.9,33.7,8.2,0.69,-26.82,3,4,25.42,29.08,-3.66,0.89,-20.84,11.2,10.94,0.26,1.24,-9.24,97.92,91.47,6.45,0.8,-26.82
dual-gfs-gefs-core-equal-a8-c0.35-q0.5-wf0.25-rf0.1-fh3-rh1-mv2-vol24-vol-target,false,48.3633,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,8,0.35,0.5,0.25,0.1,3,1,2,24,440,789,474,384,90,56,328,36,54,9.86,15.3,26.66,8.48,-8.03,-0.23,-2.16,-2.05,474,888,43.99,33.7,10.29,0.72,-29.16,3,4,23.97,29.08,-5.11,0.84,-21.41,13.51,10.94,2.57,1.45,-9.55,102.61,91.47,11.14,0.83,-29.16
dual-gfs-gefs-core-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol18-vol-target,false,48.3558,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,vol-target,5,0.35,0.35,0.25,0.2,3,2,4,18,550,875,523,412,111,71,341,56,55,0.46,23.16,23.74,9.76,-5.52,3.7,2.31,-7.69,523,839,35.21,33.7,1.51,0.61,-28.14,3,4,27.52,29.08,-1.56,0.94,-19.89,9.68,10.94,-1.26,1.09,-9.89,89.1,91.47,-2.37,0.76,-28.14
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.1-fh3-rh1-mv4-vol18-vol-target,false,48.3533,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,5,0.5,0.5,0.15,0.1,3,1,4,18,462,730,467,409,58,61,348,31,27,11.69,8.08,20.72,6.2,-5.1,0.78,0.51,-5.64,467,895,38.9,33.7,5.2,0.66,-27.1,3,4,27.01,29.08,-2.07,0.93,-20.69,10.92,10.94,-0.02,1.23,-10.03,95.69,91.47,4.22,0.79,-27.1
dual-gfs-gefs-core-equal-a5-c0.35-q0.35-wf0.15-rf0.2-fh3-rh1-mv4-vol0-fixed,false,48.3508,dual-weather-follow-and-fade,gfs-gefs-core,equal,fixed,5,0.35,0.35,0.15,0.2,3,1,4,0,555,883,509,437,72,73,364,34,38,0.32,16.9,17.27,7.7,3.57,11.55,1.76,-3.7,509,853,46.9,33.7,13.2,0.75,-29.95,3,4,21.73,29.08,-7.35,0.76,-22.83,16.05,10.94,5.11,1.56,-10.09,107.53,91.47,16.06,0.84,-29.95
dual-gfs-gefs-core-equal-a5-c0.35-q0.35-wf0.25-rf0.1-fh5-rh1-mv4-vol24-vol-target,false,48.3507,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,5,0.35,0.35,0.25,0.1,5,1,4,24,555,912,546,491,55,75,416,21,34,-3.2,35.64,31.29,1.98,-2.37,-0.44,0.19,0.2,546,816,36.3,33.7,2.6,0.62,-31.08,3,4,28.28,29.08,-0.8,0.96,-18.98,16.5,10.94,5.56,1.75,-8.41,103.7,91.47,12.23,0.83,-31.08
dual-gfs-gefs-core-equal-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-vol18-vol-target,false,48.3498,dual-weather-follow-and-fade,gfs-gefs-core,equal,vol-target,5,0.5,0.35,0.25,0.2,5,1,4,18,432,709,505,452,53,62,390,20,33,2.19,32.63,35.53,2.02,-3.73,-1.79,0.86,0.22,505,857,34.55,33.7,0.85,0.6,-30.62,3,4,29.87,29.08,0.79,1.01,-18.87,17.68,10.94,6.74,1.85,-8.44,105.64,91.47,14.17,0.84,-30.62
dual-gfs-gefs-core-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.1-fh3-rh2-mv4-vol0-fixed,false,48.3418,dual-weather-follow-and-fade,gfs-gefs-core,bg-shrink,fixed,5,0.5,0.5,0.15,0.1,3,2,4,0,418,655,471,368,103,58,310,53,50,14.27,16.19,32.78,6.89,-9.24,-2.99,4.85,-7.44,471,891,42.67,33.7,8.97,0.7,-29.21,3,4,25.06,29.08,-4.02,0.86,-20.99,10.61,10.94,-0.33,1.09,-10.46,97.36,91.47,5.89,0.79,-29.21
dual-long-history-core-equal-a5-c0.35-q0.35-wf0.15-rf0.2-fh3-rh2-mv2-vol0-fixed,false,48.3358,dual-weather-follow-and-fade,long-history-core,equal,fixed,5,0.35,0.35,0.15,0.2,3,2,2,0,289,524,250,166,84,34,132,37,47,8.5,3.55,12.35,2.76,-6.33,-3.74,-3.9,-4.66,250,1112,30.94,33.7,-2.76,0.55,-26.63,3,4,38.08,29.08,9,1.19,-18.65,5.2,10.94,-5.74,0.57,-14.1,90.21,91.47,-1.26,0.74,-26.63
