candidateId,eligible,trainValidationRank,architectureId,sourceSetId,sourceWeightMode,sizingMode,anomalyThreshold,coverageThreshold,minConfidence,weatherFraction,reversionFraction,followHoldDays,reversionHoldDays,minRealizedMovePct,volTargetPct,signals,scheduledEvents,executedRows,weatherFollowRows,reversionRows,coldLongRows,warmShortRows,reversionLongRows,reversionShortRows,trainValidationColdLongReturnPct,trainValidationWarmShortReturnPct,trainValidationFollowReturnPct,trainValidationReversionLongReturnPct,trainValidationReversionShortReturnPct,trainValidationReversionReturnPct,holdoutFollowReturnPct,holdoutReversionReturnPct,overlayDays,fallbackDays,trainReturnPct,trainIndexReturnPct,trainEdgePct,trainSharpe,trainMaxDrawdownPct,profitableTrainYears,trainYearCount,validationReturnPct,validationIndexReturnPct,validationEdgePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutIndexReturnPct,holdoutEdgePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allIndexReturnPct,allEdgePct,allSharpe,allMaxDrawdownPct
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-vol0-fixed,true,106.7047,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.5,0.25,0.2,3,2,2,0,462,837,494,353,141,55,298,71,70,17.89,29.2,52.31,10.41,-1.95,8.25,-0.06,-11.11,494,868,53.06,33.7,19.36,0.78,-31.42,3,4,47.32,29.08,18.24,1.4,-12.22,2.01,10.94,-8.93,0.27,-13.97,130.02,91.47,38.55,0.9,-31.42
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol0-fixed,true,104.2666,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.35,0.25,0.2,3,2,2,0,475,858,497,354,143,55,299,71,72,17.89,27.89,50.77,10.41,-2.18,8,-0.06,-11.11,497,865,50.83,33.7,17.13,0.76,-32.42,3,4,47.32,29.08,18.24,1.4,-12.22,2.01,10.94,-8.93,0.27,-13.97,126.66,91.47,35.19,0.88,-32.42
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.2-fh3-rh2-mv2-vol0-fixed,true,103.8197,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.5,0.15,0.2,3,2,2,0,462,837,494,353,141,55,298,71,70,15.13,26.05,45.12,10.48,-1.94,8.33,0.36,-11.09,494,868,42.81,33.7,9.11,0.69,-28.11,3,4,50.55,29.08,21.47,1.51,-12.46,2.45,10.94,-8.49,0.32,-13.55,120.28,91.47,28.81,0.89,-28.11
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-vol0-fixed,true,102.6572,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.5,0.25,0.2,3,2,2,0,570,1034,532,385,147,64,321,72,75,5.81,30.72,38.32,7.11,1.61,8.83,-0.96,-11.11,532,830,43.17,33.7,9.47,0.67,-33.02,3,4,50.4,29.08,21.32,1.47,-12.22,1.08,10.94,-9.86,0.19,-14.75,117.67,91.47,26.2,0.84,-33.02
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,101.5082,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.5,0.25,0.2,3,2,2,0,462,837,494,353,141,55,298,71,70,16.16,27.64,48.26,11.04,-2.99,7.72,0.11,-11.13,494,868,48.84,33.7,15.14,0.75,-31.25,3,4,46.76,29.08,17.68,1.39,-12.22,2.16,10.94,-8.78,0.28,-13.84,123.15,91.47,31.68,0.88,-31.25
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.15-rf0.2-fh3-rh2-mv2-vol0-fixed,true,101.1931,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.35,0.15,0.2,3,2,2,0,475,858,497,354,143,55,299,71,72,15.13,24.54,43.38,10.48,-2.17,8.08,0.36,-11.09,497,865,40.47,33.7,6.77,0.67,-29.28,3,4,50.55,29.08,21.47,1.51,-12.46,2.45,10.94,-8.49,0.32,-13.55,116.67,91.47,25.2,0.88,-29.28
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,101.0757,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,2,0,570,1034,532,385,147,64,321,72,75,4.48,32.01,37.92,7.95,0.22,8.18,-0.71,-11.11,532,830,42.31,33.7,8.61,0.67,-32.51,3,4,50,29.08,20.92,1.47,-12.22,1.34,10.94,-9.6,0.21,-14.53,116.32,91.47,24.85,0.84,-32.51
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,100.8966,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,2,0,475,858,497,354,143,55,299,71,72,16.16,25.99,46.35,11.04,-2.07,8.73,0.11,-11.13,497,865,48,33.7,14.3,0.74,-31.64,3,4,46.76,29.08,17.68,1.39,-12.22,2.16,10.94,-8.78,0.28,-13.84,121.88,91.47,30.41,0.87,-31.64
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,100.2297,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.5,0.15,0.2,3,2,2,0,462,837,494,353,141,55,298,71,70,14.1,25.07,42.7,11.1,-2.97,7.8,0.46,-11.11,494,868,40.21,33.7,6.51,0.67,-28.12,3,4,50.06,29.08,20.98,1.5,-12.46,2.53,10.94,-8.41,0.33,-13.53,115.72,91.47,24.25,0.88,-28.12
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,99.8118,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,2,0,590,1072,540,388,152,65,323,73,79,5.2,33.29,40.22,8.54,2.48,11.23,-0.71,-11.11,540,822,40.44,33.7,6.74,0.65,-33.07,3,4,50,29.08,20.92,1.47,-12.22,1.34,10.94,-9.6,0.21,-14.53,113.48,91.47,22.01,0.83,-33.07
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.15-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,99.4596,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.35,0.15,0.2,3,2,2,0,475,858,497,354,143,55,299,71,72,14.1,23.37,40.76,11.1,-2.06,8.81,0.46,-11.11,497,865,39.31,33.7,5.61,0.65,-28.58,3,4,50.06,29.08,20.98,1.5,-12.46,2.53,10.94,-8.41,0.33,-13.53,114.34,91.47,22.87,0.87,-28.58
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh2-mv2-vol0-fixed,true,99.1687,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.5,0.15,0.2,3,2,2,0,570,1034,532,385,147,64,321,72,75,2.18,29.6,32.42,7.18,1.63,8.92,-0.18,-11.09,532,830,35.86,33.7,2.16,0.61,-28.92,3,4,51.87,29.08,22.79,1.54,-12.46,1.89,10.94,-9.05,0.27,-14.02,110.25,91.47,18.78,0.85,-28.92
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol0-fixed,true,97.8988,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.35,0.25,0.2,3,2,2,0,590,1072,540,388,152,65,323,73,79,6.07,30.24,38.14,7.89,3.43,11.6,-0.96,-11.11,540,822,38.42,33.7,4.72,0.62,-34.41,3,4,50.4,29.08,21.32,1.47,-12.22,1.08,10.94,-9.86,0.19,-14.75,110.44,91.47,18.97,0.81,-34.41
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,97.4952,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.5,0.15,0.2,3,2,2,0,570,1034,532,385,147,64,321,72,75,1.39,30.29,32.1,8.02,0.23,8.27,-0.03,-11.09,532,830,35.06,33.7,1.36,0.6,-28.86,3,4,51.5,29.08,22.42,1.54,-12.46,2.05,10.94,-8.89,0.28,-13.94,108.8,91.47,17.33,0.84,-28.86
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.2-fh3-rh2-mv2-vol0-confidence-scaled,true,96.9773,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.15,0.2,3,2,2,0,590,1072,540,388,152,65,323,73,79,2.21,31.94,34.86,8.6,2.49,11.31,-0.03,-11.09,540,822,33.84,33.7,0.14,0.59,-29.28,3,4,51.5,29.08,22.42,1.54,-12.46,2.05,10.94,-8.89,0.28,-13.94,106.92,91.47,15.45,0.84,-29.28
dual-ncep-complex-bg-shrink-a8-c0.5-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,82.1167,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.5,0.35,0.15,0.2,3,1,2,0,442,796,465,389,76,59,330,41,35,16.16,15.1,33.69,5.9,2.1,8.12,0.35,-7.51,465,897,61.81,33.7,28.11,0.91,-25.51,3,4,30.41,29.08,1.33,1.01,-17.99,9.29,10.94,-1.65,0.95,-11.77,130.62,91.47,39.15,0.94,-25.51
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.1-fh3-rh2-mv2-vol0-confidence-scaled,true,80.8448,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.25,0.1,3,2,2,0,590,1072,540,388,152,65,323,73,79,5.22,33.34,40.31,8.84,-2.6,6.01,-0.71,-7.64,540,822,46.06,33.7,12.36,0.72,-33.99,3,4,37.59,29.08,8.51,1.19,-14.83,5.29,10.94,-5.65,0.53,-12.19,111.59,91.47,20.12,0.83,-33.99
dual-ncep-complex-equal-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-vol0-fixed,true,78.6081,dual-weather-follow-and-fade,ncep-complex,equal,fixed,5,0.35,0.5,0.25,0.2,3,2,4,0,577,920,524,402,122,65,337,57,65,2.19,28.95,31.77,12.5,-1.7,10.59,-0.35,-12.78,524,838,50.12,33.7,16.42,0.75,-31.89,3,4,35.31,29.08,6.23,1.09,-18.29,-0.2,10.94,-11.14,0.09,-15.83,102.72,91.47,11.25,0.77,-31.89
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.1-fh3-rh2-mv2-vol0-confidence-scaled,true,77.4263,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.15,0.1,3,2,2,0,590,1072,540,388,152,65,323,73,79,2.24,32.04,35,8.92,-2.52,6.18,-0.02,-7.61,540,822,39.31,33.7,5.61,0.66,-30.23,3,4,39.01,29.08,9.93,1.25,-15.6,6.07,10.94,-4.87,0.67,-11.2,105.41,91.47,13.94,0.84,-30.23
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.1-fh3-rh2-mv2-vol0-fixed,true,76.4253,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.35,0.15,0.1,3,2,2,0,590,1072,540,388,152,65,323,73,79,2.76,30.3,33.89,8.6,-2.06,6.37,-0.17,-7.61,540,822,38.2,33.7,4.5,0.64,-31.07,3,4,39.21,29.08,10.13,1.26,-15.6,5.91,10.94,-5.03,0.66,-11.2,103.76,91.47,12.29,0.83,-31.07
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-vol0-fixed,true,76.2544,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.5,0.25,0.2,3,2,4,0,570,906,521,410,111,67,343,58,53,6.65,27.09,35.55,5.02,-1.66,3.28,0.56,-11.48,521,841,40.75,33.7,7.05,0.64,-32.77,3,4,39.06,29.08,9.98,1.19,-13.88,1.81,10.94,-9.13,0.25,-14.14,99.25,91.47,7.78,0.75,-32.77
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,76.2327,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.5,0.15,0.2,3,1,2,0,462,837,472,393,79,59,334,42,37,14.52,9.78,25.73,7.8,4.3,12.43,0.35,-7.51,472,890,54.73,33.7,21.03,0.83,-28.87,3,4,31.37,29.08,2.29,1.03,-17.57,9.29,10.94,-1.65,0.95,-11.77,122.15,91.47,30.68,0.9,-28.87
dual-ncep-complex-bg-shrink-a8-c0.5-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,75.4757,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,8,0.5,0.35,0.15,0.2,3,1,2,0,442,796,465,389,76,59,330,41,35,14.75,13.23,29.93,5.69,1.26,7.01,0.38,-7.47,465,897,55.51,33.7,21.81,0.84,-25.91,3,4,30.54,29.08,1.46,1.01,-17.94,9.37,10.94,-1.57,0.97,-11.71,122.03,91.47,30.56,0.91,-25.91
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,75.1883,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.5,0.35,0.15,0.2,3,1,2,0,475,858,476,397,79,59,338,41,38,14.52,10.61,26.67,6.95,4.42,11.69,0.35,-7.51,476,886,53.94,33.7,20.24,0.82,-30.12,3,4,31.37,29.08,2.29,1.03,-17.57,9.29,10.94,-1.65,0.95,-11.77,121.02,91.47,29.55,0.9,-30.12
dual-ncep-complex-bg-shrink-a8-c0.5-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,74.3305,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.5,0.5,0.15,0.2,3,1,2,0,433,780,462,386,76,58,328,40,36,15.13,16.61,34.25,3.33,0.23,3.56,0.35,-7.51,462,900,55.27,33.7,21.57,0.84,-25.51,3,4,30.41,29.08,1.33,1.01,-17.99,9.29,10.94,-1.65,0.95,-11.77,121.3,91.47,29.83,0.9,-25.51
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,73.6419,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,4,0,570,906,521,410,111,67,343,58,53,5.24,27.16,33.82,6.12,-2.51,3.46,0.91,-11.48,521,841,40.57,33.7,6.87,0.65,-32.36,3,4,37.71,29.08,8.63,1.16,-13.97,2.16,10.94,-8.78,0.28,-13.84,97.76,91.47,6.29,0.75,-32.36
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,73.4473,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.35,0.15,0.2,3,1,2,0,475,858,476,397,79,59,338,41,38,13.57,9.75,24.65,7.26,4.43,12.01,0.39,-7.47,476,886,51.97,33.7,18.27,0.81,-29.3,3,4,31.35,29.08,2.27,1.03,-17.65,9.38,10.94,-1.56,0.96,-11.77,118.34,91.47,26.87,0.89,-29.3
dual-ncep-complex-equal-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,73.1846,dual-weather-follow-and-fade,ncep-complex,equal,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,4,0,577,920,524,402,122,65,337,57,65,1.18,26.23,27.72,13.17,-1.73,11.21,-0.15,-12.78,524,838,48.11,33.7,14.41,0.73,-31.92,3,4,33.71,29.08,4.63,1.05,-18.85,-0.01,10.94,-10.95,0.1,-15.67,98.03,91.47,6.56,0.75,-31.92
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,73.1582,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,4,0,590,942,530,417,113,71,346,58,55,5.37,28.91,35.84,7.32,-1.91,5.27,0.75,-11.48,530,832,39.46,33.7,5.76,0.64,-32.91,3,4,37.71,29.08,8.63,1.16,-13.97,2.4,10.94,-8.54,0.3,-13.64,96.67,91.47,5.2,0.75,-32.91
dual-ncep-complex-bg-shrink-a5-c0.5-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,73.0942,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.5,0.15,0.2,3,1,2,0,462,837,472,393,79,59,334,42,37,13.57,8.96,23.74,8.34,3.47,12.1,0.39,-7.47,472,890,51.87,33.7,18.17,0.8,-28.8,3,4,31.35,29.08,2.27,1.03,-17.65,9.38,10.94,-1.56,0.96,-11.77,118.2,91.47,26.73,0.89,-28.8
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol0-fixed,true,72.7392,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.35,0.25,0.2,3,2,4,0,590,942,530,417,113,71,346,58,55,5.22,28.06,34.74,6.84,-1.26,5.49,0.65,-11.48,530,832,37.26,33.7,3.56,0.6,-34.17,3,4,39.06,29.08,9.98,1.19,-13.88,2.3,10.94,-8.64,0.29,-13.72,95.26,91.47,3.79,0.73,-34.17
dual-ncep-complex-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,72.3502,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.35,0.35,0.15,0.2,3,1,2,0,479,865,486,399,87,56,343,44,43,14.05,16.15,32.47,6.28,1.58,7.96,0.5,-8.22,486,876,51.88,33.7,18.18,0.8,-29.49,3,4,30.85,29.08,1.77,1.02,-17.71,8.62,10.94,-2.32,0.89,-11.77,115.86,91.47,24.39,0.87,-29.49
dual-ncep-complex-equal-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol0-fixed,true,71.8127,dual-weather-follow-and-fade,ncep-complex,equal,fixed,5,0.35,0.35,0.25,0.2,3,2,4,0,594,949,530,405,125,67,338,58,67,0.82,28.66,29.71,13.32,-1.3,11.84,-0.35,-12.78,530,832,43.97,33.7,10.27,0.68,-33.3,3,4,35.31,29.08,6.23,1.09,-18.29,-0.2,10.94,-11.14,0.09,-15.83,94.41,91.47,2.94,0.73,-33.3
dual-ncep-complex-bg-shrink-a8-c0.5-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,71.5335,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,8,0.5,0.5,0.15,0.2,3,1,2,0,433,780,462,386,76,58,328,40,36,14.45,14.87,31.47,3.87,0,3.87,0.38,-7.47,462,900,52.37,33.7,18.67,0.81,-25.91,3,4,30.54,29.08,1.46,1.01,-17.94,9.37,10.94,-1.57,0.97,-11.71,117.55,91.47,26.08,0.89,-25.91
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.15-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,71.2869,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.35,0.15,0.2,3,2,4,0,475,750,488,378,110,58,320,56,54,14.67,18.42,35.8,5.64,-3.85,1.57,2.32,-11.47,488,874,35.16,33.7,1.46,0.61,-28.52,3,4,39.07,29.08,9.99,1.23,-14.98,3.61,10.94,-7.33,0.43,-12.43,94.75,91.47,3.28,0.77,-28.52
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,70.9933,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.5,0.15,0.2,3,1,2,0,570,1034,513,431,82,69,362,43,39,1.79,18.66,20.78,3.96,8.63,12.94,-0.19,-7.51,513,849,46.96,33.7,13.26,0.75,-29.72,3,4,32.52,29.08,3.44,1.06,-16.66,8.7,10.94,-2.24,0.9,-11.77,111.68,91.47,20.21,0.86,-29.72
dual-ncep-complex-equal-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,70.8302,dual-weather-follow-and-fade,ncep-complex,equal,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,4,0,594,949,530,405,125,67,338,58,67,1.36,27.12,28.85,13.78,-1.12,12.51,-0.15,-12.78,530,832,45.61,33.7,11.91,0.71,-32.57,3,4,33.71,29.08,4.63,1.05,-18.85,-0.01,10.94,-10.95,0.1,-15.67,94.68,91.47,3.21,0.74,-32.57
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,69.6153,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.5,0.15,0.2,3,1,2,0,570,1034,513,431,82,69,362,43,39,1.03,18.94,20.17,4.57,7.49,12.4,-0.15,-7.51,513,849,45.36,33.7,11.66,0.73,-29.62,3,4,32.67,29.08,3.59,1.07,-16.59,8.75,10.94,-2.19,0.91,-11.77,109.72,91.47,18.25,0.85,-29.62
dual-ncep-complex-bg-shrink-a8-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,69.1166,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.35,0.5,0.15,0.2,3,1,2,0,470,850,484,398,86,56,342,43,43,14.05,16.22,32.56,3.69,1.58,5.34,0.5,-8.22,484,878,49.34,33.7,15.64,0.77,-29.49,3,4,30.85,29.08,1.77,1.02,-17.71,8.62,10.94,-2.32,0.89,-11.77,112.26,91.47,20.79,0.86,-29.49
dual-ncep-complex-bg-shrink-a8-c0.35-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,68.9697,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,8,0.35,0.35,0.15,0.2,3,1,2,0,479,865,486,399,87,56,343,44,43,13.29,17.08,32.64,6.08,-0.56,5.48,0.62,-8.18,486,876,48.23,33.7,14.53,0.76,-29.11,3,4,31.19,29.08,2.11,1.03,-17.5,8.79,10.94,-2.15,0.91,-11.77,111.56,91.47,20.09,0.86,-29.11
dual-ncep-complex-bg-shrink-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-vol0-confidence-scaled,true,68.9149,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,4,0,475,750,488,378,110,58,320,56,54,16.95,19,39.16,5.59,-3.86,1.52,1.92,-11.48,488,874,43.22,33.7,9.52,0.68,-31.58,3,4,34.39,29.08,5.31,1.08,-15.4,3.19,10.94,-7.75,0.36,-13.49,98.61,91.47,7.14,0.76,-31.58
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,68.2352,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,5,0.35,0.35,0.15,0.2,3,1,2,0,590,1072,524,439,85,73,366,44,41,2.13,18.86,21.39,5.14,7.87,13.41,-1.47,-7.51,524,838,43.31,33.7,9.61,0.71,-29.92,3,4,32.67,29.08,3.59,1.07,-16.59,7.82,10.94,-3.12,0.82,-12.39,105,91.47,13.53,0.83,-29.92
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol24-vol-target,true,67.9748,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,5,0.35,0.35,0.25,0.2,3,2,2,24,590,1072,540,388,152,65,323,73,79,0.72,29.38,30.32,8.98,-3.84,4.8,-0.37,-6.27,540,822,35.16,33.7,1.46,0.61,-28.81,3,4,36.52,29.08,7.44,1.2,-16.74,7.23,10.94,-3.71,0.83,-10.03,97.85,91.47,6.38,0.81,-28.81
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-vol18-vol-target,true,67.7983,dual-weather-follow-and-fade,ncep-complex,bg-shrink,vol-target,5,0.35,0.35,0.25,0.2,3,2,2,18,590,1072,540,388,152,65,323,73,79,0.36,30.01,30.47,8.91,-3.87,4.7,0.17,-6.44,540,822,35.5,33.7,1.8,0.62,-28.18,3,4,36.21,29.08,7.13,1.19,-17.01,7.61,10.94,-3.33,0.88,-10.42,98.62,91.47,7.15,0.81,-28.18
dual-ncep-complex-bg-shrink-a8-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv2-vol0-confidence-scaled,true,67.3821,dual-weather-follow-and-fade,ncep-complex,bg-shrink,confidence-scaled,8,0.35,0.5,0.15,0.2,3,1,2,0,470,850,484,398,86,56,342,43,43,13.29,17.48,33.09,4.19,-0.56,3.6,0.62,-8.18,484,878,47.11,33.7,13.41,0.75,-29.11,3,4,31.19,29.08,2.11,1.03,-17.5,8.79,10.94,-2.15,0.91,-11.77,109.97,91.47,18.5,0.85,-29.11
dual-ncep-complex-bg-shrink-a5-c0.35-q0.35-wf0.15-rf0.2-fh3-rh1-mv2-vol0-fixed,true,65.3972,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.35,0.15,0.2,3,1,2,0,590,1072,524,439,85,73,366,44,41,1.59,17.81,19.68,4.73,8.28,13.39,-2.68,-7.51,524,838,41.4,33.7,7.7,0.68,-30.64,3,4,32.52,29.08,3.44,1.06,-16.66,6.5,10.94,-4.44,0.69,-13.29,99.56,91.47,8.09,0.8,-30.64
dual-ncep-complex-bg-shrink-a5-c0.35-q0.5-wf0.15-rf0.2-fh3-rh1-mv4-vol0-fixed,true,64.1491,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,5,0.35,0.5,0.15,0.2,3,1,4,0,570,906,508,447,61,71,376,34,27,1.75,15.7,17.72,5.15,7.38,12.9,0.27,-6.04,508,854,45.27,33.7,11.57,0.73,-29.72,3,4,30.44,29.08,1.36,1.01,-18.05,10.17,10.94,-0.77,1.04,-11.67,108.77,91.47,17.3,0.84,-29.72
dual-ncep-complex-bg-shrink-a8-c0.5-q0.35-wf0.25-rf0.1-fh5-rh1-mv2-vol0-fixed,true,63.7571,dual-weather-follow-and-fade,ncep-complex,bg-shrink,fixed,8,0.5,0.35,0.25,0.1,5,1,2,0,442,813,508,438,70,65,373,30,40,9.94,20.67,32.67,7.62,0.16,7.79,2.73,0.75,508,854,47.11,33.7,13.41,0.71,-33.37,3,4,30.12,29.08,1.04,0.97,-18.83,18.83,10.94,7.89,1.56,-12.28,127.47,91.47,36,0.88,-33.37
