leg,issueDate,targetDate,entryTradeDate,exitTradeDate,direction,sourceId,thesisKind,leadDays,weightedAnomalyF,coveragePct,extremeCount,confidence,realizedMovePct
weather-follow,2024-03-07,2024-03-14,2024-03-12,2024-03-12,short,ncep-complex,warm-short,7,13.884,0.9394,15,0.93,
weather-reversion,2024-03-07,2024-03-14,2024-03-13,2024-03-13,long,ncep-complex,reversion-long,7,13.884,0.9394,15,0.93,-4.4916
weather-reversion,2024-03-07,2024-03-14,2024-03-14,2024-03-14,long,ncep-complex,reversion-long,7,13.884,0.9394,15,0.93,-4.4916
weather-reversion,2024-03-08,2024-03-15,2024-03-15,2024-03-15,long,ncep-complex,reversion-long,7,10.319,0.7102,11,0.93,-7.5635
weather-follow,2024-03-23,2024-03-31,2024-03-25,2024-03-25,short,ncep-complex,warm-short,8,8.37,0.6604,5,0.7348,
weather-follow,2024-03-23,2024-03-31,2024-03-26,2024-03-26,short,ncep-complex,warm-short,8,8.37,0.6604,5,0.7348,
weather-follow,2024-03-23,2024-03-31,2024-03-27,2024-03-27,short,ncep-complex,warm-short,8,8.37,0.6604,5,0.7348,
weather-reversion,2024-03-23,2024-03-31,2024-03-28,2024-03-28,long,ncep-complex,reversion-long,8,8.37,0.6604,5,0.7348,-5.0298
weather-reversion,2024-03-23,2024-03-31,2024-04-01,2024-04-01,long,ncep-complex,reversion-long,8,8.37,0.6604,5,0.7348,-5.0298
weather-follow,2024-11-03,2024-11-13,2024-11-04,2024-11-04,short,ncep-complex,warm-short,10,13.932,0.8475,17,1,
weather-follow,2024-11-03,2024-11-13,2024-11-05,2024-11-05,short,ncep-complex,warm-short,10,13.932,0.8475,17,1,
weather-follow,2024-11-03,2024-11-13,2024-11-06,2024-11-06,short,ncep-complex,warm-short,10,13.932,0.8475,17,1,
weather-follow,2024-11-06,2024-11-13,2024-11-07,2024-11-07,short,ncep-complex,warm-short,7,14.428,0.8892,16,1,
weather-follow,2024-11-06,2024-11-13,2024-11-08,2024-11-08,short,ncep-complex,warm-short,7,14.428,0.8892,16,1,
weather-follow,2024-11-06,2024-11-13,2024-11-11,2024-11-11,short,ncep-complex,warm-short,7,14.428,0.8892,16,1,
weather-reversion,2024-11-06,2024-11-13,2024-11-12,2024-11-12,short,ncep-complex,reversion-short,7,14.428,0.8892,16,1,7.2261
weather-reversion,2024-11-06,2024-11-13,2024-11-13,2024-11-13,short,ncep-complex,reversion-short,7,14.428,0.8892,16,1,7.2261
weather-reversion,2024-11-09,2024-11-18,2024-11-14,2024-11-14,short,ncep-complex,reversion-short,9,12.466,0.817,15,1,12.6097
weather-reversion,2024-11-09,2024-11-18,2024-11-15,2024-11-15,short,ncep-complex,reversion-short,9,12.466,0.817,15,1,12.6097
weather-reversion,2024-11-11,2024-11-18,2024-11-18,2024-11-18,long,ncep-complex,reversion-long,7,10.439,0.7623,10,1,-4.7101
weather-reversion,2024-11-12,2024-11-19,2024-11-19,2024-11-19,long,ncep-complex,reversion-long,7,8.754,0.794,9,1,-2.123
weather-reversion,2024-11-13,2024-11-20,2024-11-20,2024-11-20,long,ncep-complex,reversion-long,7,6.138,0.7759,10,1,-2.5514
weather-follow,2024-11-18,2024-11-27,2024-11-21,2024-11-21,short,ncep-complex,warm-short,9,6.762,0.6478,9,0.9276,
weather-reversion,2024-11-18,2024-11-27,2024-11-22,2024-11-22,short,ncep-complex,reversion-short,9,6.762,0.6478,9,0.9276,10.1818
weather-follow,2024-11-23,2024-12-03,2024-11-25,2024-11-25,long,ncep-complex,cold-long,10,-6.564,0.7244,6,1,
weather-follow,2024-11-25,2024-12-03,2024-11-26,2024-11-26,long,ncep-complex,cold-long,8,-6.81,0.776,13,0.93,
weather-follow,2024-11-25,2024-12-03,2024-11-27,2024-11-27,long,ncep-complex,cold-long,8,-6.81,0.776,13,0.93,
weather-follow,2024-11-25,2024-12-03,2024-11-29,2024-11-29,long,ncep-complex,cold-long,8,-6.81,0.776,13,0.93,
weather-reversion,2024-11-25,2024-12-03,2024-12-02,2024-12-02,long,ncep-complex,reversion-long,8,-6.81,0.776,13,0.93,-2.4341
weather-reversion,2024-11-25,2024-12-03,2024-12-03,2024-12-03,long,ncep-complex,reversion-long,8,-6.81,0.776,13,0.93,-2.4341
weather-follow,2024-12-03,2024-12-10,2024-12-04,2024-12-04,short,ncep-complex,warm-short,7,8.193,0.7531,12,1,
weather-follow,2024-12-03,2024-12-10,2024-12-05,2024-12-05,short,ncep-complex,warm-short,7,8.193,0.7531,12,1,
weather-follow,2024-12-03,2024-12-10,2024-12-06,2024-12-06,short,ncep-complex,warm-short,7,8.193,0.7531,12,1,
weather-follow,2024-12-07,2024-12-17,2024-12-09,2024-12-09,short,ncep-complex,warm-short,10,9.028,0.6651,11,1,
weather-follow,2024-12-07,2024-12-17,2024-12-10,2024-12-10,short,ncep-complex,warm-short,10,9.028,0.6651,11,1,
weather-follow,2024-12-07,2024-12-17,2024-12-11,2024-12-11,short,ncep-complex,warm-short,10,9.028,0.6651,11,1,
weather-follow,2024-12-10,2024-12-17,2024-12-12,2024-12-12,short,ncep-complex,warm-short,7,10.717,0.7432,11,1,
weather-follow,2024-12-10,2024-12-17,2024-12-13,2024-12-13,short,ncep-complex,warm-short,7,10.717,0.7432,11,1,
weather-follow,2024-12-13,2024-12-23,2024-12-16,2024-12-16,long,ncep-complex,cold-long,10,-2.88,0.5895,11,0.929,
weather-follow,2024-12-16,2024-12-26,2024-12-17,2024-12-17,short,ncep-complex,warm-short,10,4.977,0.6887,9,1,
weather-follow,2024-12-17,2024-12-27,2024-12-18,2024-12-18,short,ncep-complex,warm-short,10,8.754,0.7008,14,1,
weather-follow,2024-12-18,2024-12-28,2024-12-19,2024-12-19,short,ncep-complex,warm-short,10,11.257,0.7799,10,1,
weather-follow,2024-12-19,2024-12-29,2024-12-20,2024-12-20,short,ncep-complex,warm-short,10,13.572,0.8113,15,1,
weather-follow,2024-12-19,2024-12-29,2024-12-23,2024-12-23,short,ncep-complex,warm-short,10,13.572,0.8113,15,1,
weather-follow,2024-12-19,2024-12-29,2024-12-24,2024-12-24,short,ncep-complex,warm-short,10,13.572,0.8113,15,1,
weather-reversion,2024-12-19,2024-12-29,2024-12-26,2024-12-26,short,ncep-complex,reversion-short,10,13.572,0.8113,15,1,4.8052
weather-reversion,2024-12-19,2024-12-29,2024-12-27,2024-12-27,short,ncep-complex,reversion-short,10,13.572,0.8113,15,1,4.8052
weather-reversion,2024-12-22,2024-12-30,2024-12-30,2024-12-30,long,ncep-complex,reversion-long,8,14.471,0.8836,16,1,-3.1506
weather-reversion,2024-12-24,2024-12-31,2024-12-31,2024-12-31,short,ncep-complex,reversion-short,7,10.981,0.8255,16,1,11.71
weather-reversion,2024-12-24,2024-12-31,2025-01-02,2025-01-02,short,ncep-complex,reversion-short,7,10.981,0.8255,16,1,11.71
weather-follow,2024-12-30,2025-01-09,2025-01-03,2025-01-03,long,ncep-complex,cold-long,10,-4.265,0.729,8,1,
weather-reversion,2024-12-30,2025-01-09,2025-01-06,2025-01-06,long,ncep-complex,reversion-long,10,-4.265,0.729,8,1,-13.533
weather-reversion,2024-12-30,2025-01-09,2025-01-07,2025-01-07,long,ncep-complex,reversion-long,10,-4.265,0.729,8,1,-13.533
weather-follow,2025-01-03,2025-01-10,2025-01-08,2025-01-08,long,ncep-complex,cold-long,7,-5.825,0.6432,4,0.7987,
weather-follow,2025-01-08,2025-01-18,2025-01-10,2025-01-10,short,ncep-complex,warm-short,10,1.717,0.6274,8,0.7873,
weather-follow,2025-01-12,2025-01-22,2025-01-13,2025-01-13,long,ncep-complex,cold-long,10,-4.791,0.6736,9,1,
weather-follow,2025-01-12,2025-01-22,2025-01-14,2025-01-14,long,ncep-complex,cold-long,10,-4.791,0.6736,9,1,
weather-follow,2025-01-14,2025-01-22,2025-01-15,2025-01-15,long,ncep-complex,cold-long,8,-9.485,0.7534,10,1,
weather-follow,2025-01-15,2025-01-22,2025-01-16,2025-01-16,long,ncep-complex,cold-long,7,-7.874,0.7373,12,1,
weather-follow,2025-01-15,2025-01-22,2025-01-17,2025-01-17,long,ncep-complex,cold-long,7,-7.874,0.7373,12,1,
weather-follow,2025-01-15,2025-01-22,2025-01-21,2025-01-21,long,ncep-complex,cold-long,7,-7.874,0.7373,12,1,
weather-reversion,2025-01-15,2025-01-22,2025-01-22,2025-01-22,long,ncep-complex,reversion-long,7,-7.874,0.7373,12,1,-7.2699
weather-follow,2025-01-22,2025-01-31,2025-01-23,2025-01-23,short,ncep-complex,warm-short,9,8.635,0.908,18,0.93,
weather-follow,2025-01-22,2025-01-31,2025-01-24,2025-01-24,short,ncep-complex,warm-short,9,8.635,0.908,18,0.93,
weather-follow,2025-01-22,2025-01-31,2025-01-27,2025-01-27,short,ncep-complex,warm-short,9,8.635,0.908,18,0.93,
weather-reversion,2025-01-22,2025-01-31,2025-01-28,2025-01-28,long,ncep-complex,reversion-long,9,8.635,0.908,18,0.93,-7.4973
weather-reversion,2025-01-22,2025-01-31,2025-01-29,2025-01-29,long,ncep-complex,reversion-long,9,8.635,0.908,18,0.93,-7.4973
weather-reversion,2025-01-26,2025-02-02,2025-01-30,2025-01-30,long,ncep-complex,reversion-long,7,10.536,0.76,15,1,-7.5055
weather-reversion,2025-01-26,2025-02-02,2025-01-31,2025-01-31,long,ncep-complex,reversion-long,7,10.536,0.76,15,1,-7.5055
weather-reversion,2025-01-27,2025-02-04,2025-02-03,2025-02-03,long,ncep-complex,reversion-long,8,10.358,0.6469,14,1,-5.8892
weather-follow,2025-01-31,2025-02-07,2025-02-04,2025-02-04,short,ncep-complex,warm-short,7,8.107,0.6528,12,1,
weather-follow,2025-01-31,2025-02-07,2025-02-05,2025-02-05,short,ncep-complex,warm-short,7,8.107,0.6528,12,1,
weather-reversion,2025-01-31,2025-02-07,2025-02-06,2025-02-06,short,ncep-complex,reversion-short,7,8.107,0.6528,12,1,9.9444
weather-reversion,2025-01-31,2025-02-07,2025-02-07,2025-02-07,short,ncep-complex,reversion-short,7,8.107,0.6528,12,1,9.9444
weather-follow,2025-02-09,2025-02-18,2025-02-10,2025-02-10,long,ncep-complex,cold-long,9,-3.577,0.667,7,0.9127,
weather-follow,2025-02-09,2025-02-18,2025-02-11,2025-02-11,long,ncep-complex,cold-long,9,-3.577,0.667,7,0.9127,
weather-follow,2025-02-09,2025-02-18,2025-02-12,2025-02-12,long,ncep-complex,cold-long,9,-3.577,0.667,7,0.9127,
weather-follow,2025-02-12,2025-02-20,2025-02-13,2025-02-13,long,ncep-complex,cold-long,8,-10.886,0.7745,14,1,
weather-follow,2025-02-13,2025-02-21,2025-02-14,2025-02-14,long,ncep-complex,cold-long,8,-11.451,0.8323,12,1,
weather-follow,2025-02-14,2025-02-21,2025-02-18,2025-02-18,long,ncep-complex,cold-long,7,-7.767,0.866,15,1,
weather-follow,2025-02-14,2025-02-21,2025-02-19,2025-02-19,long,ncep-complex,cold-long,7,-7.767,0.866,15,1,
weather-follow,2025-02-14,2025-02-21,2025-02-20,2025-02-20,long,ncep-complex,cold-long,7,-7.767,0.866,15,1,
weather-reversion,2025-02-14,2025-02-21,2025-02-21,2025-02-21,short,ncep-complex,reversion-short,7,-7.767,0.866,15,1,10.5852
weather-reversion,2025-02-14,2025-02-21,2025-02-24,2025-02-24,short,ncep-complex,reversion-short,7,-7.767,0.866,15,1,10.5852
weather-follow,2025-02-24,2025-03-05,2025-02-25,2025-02-25,short,ncep-complex,warm-short,9,10.07,0.6943,12,1,
weather-follow,2025-02-25,2025-03-05,2025-02-26,2025-02-26,short,ncep-complex,warm-short,8,9.634,0.7695,13,1,
weather-follow,2025-02-25,2025-03-05,2025-02-27,2025-02-27,short,ncep-complex,warm-short,8,9.634,0.7695,13,1,
weather-follow,2025-02-25,2025-03-05,2025-02-28,2025-02-28,short,ncep-complex,warm-short,8,9.634,0.7695,13,1,
weather-reversion,2025-02-25,2025-03-05,2025-03-03,2025-03-03,long,ncep-complex,reversion-long,8,9.634,0.7695,13,1,-6.4828
weather-reversion,2025-02-25,2025-03-05,2025-03-04,2025-03-04,long,ncep-complex,reversion-long,8,9.634,0.7695,13,1,-6.4828
weather-follow,2025-03-04,2025-03-12,2025-03-05,2025-03-05,short,ncep-complex,warm-short,8,12.557,0.8962,16,1,
weather-follow,2025-03-05,2025-03-13,2025-03-06,2025-03-06,short,ncep-complex,warm-short,8,15.438,0.8695,14,1,
weather-follow,2025-03-05,2025-03-13,2025-03-07,2025-03-07,short,ncep-complex,warm-short,8,15.438,0.8695,14,1,
weather-follow,2025-03-08,2025-03-15,2025-03-10,2025-03-10,short,ncep-complex,warm-short,7,10.625,0.8208,17,1,
weather-follow,2025-03-08,2025-03-15,2025-03-11,2025-03-11,short,ncep-complex,warm-short,7,10.625,0.8208,17,1,
weather-follow,2025-03-08,2025-03-15,2025-03-12,2025-03-12,short,ncep-complex,warm-short,7,10.625,0.8208,17,1,
weather-reversion,2025-03-08,2025-03-15,2025-03-13,2025-03-13,long,ncep-complex,reversion-long,7,10.625,0.8208,17,1,-6.6408
weather-reversion,2025-03-08,2025-03-15,2025-03-14,2025-03-14,long,ncep-complex,reversion-long,7,10.625,0.8208,17,1,-6.6408
weather-follow,2025-03-15,2025-03-25,2025-03-17,2025-03-17,short,ncep-complex,warm-short,10,8.173,0.7484,14,1,
weather-follow,2025-03-15,2025-03-25,2025-03-18,2025-03-18,short,ncep-complex,warm-short,10,8.173,0.7484,14,1,
weather-follow,2025-03-15,2025-03-25,2025-03-19,2025-03-19,short,ncep-complex,warm-short,10,8.173,0.7484,14,1,
weather-reversion,2025-03-15,2025-03-25,2025-03-20,2025-03-20,short,ncep-complex,reversion-short,10,8.173,0.7484,14,1,2.57
weather-reversion,2025-03-15,2025-03-25,2025-03-21,2025-03-21,short,ncep-complex,reversion-short,10,8.173,0.7484,14,1,2.57
weather-follow,2025-03-22,2025-03-29,2025-03-24,2025-03-24,short,ncep-complex,warm-short,7,9.437,0.6934,9,1,
weather-follow,2025-03-22,2025-03-29,2025-03-25,2025-03-25,short,ncep-complex,warm-short,7,9.437,0.6934,9,1,
weather-follow,2025-03-22,2025-03-29,2025-03-26,2025-03-26,short,ncep-complex,warm-short,7,9.437,0.6934,9,1,
weather-reversion,2025-03-22,2025-03-29,2025-03-27,2025-03-27,long,ncep-complex,reversion-long,7,9.437,0.6934,9,1,-3.3589
weather-reversion,2025-03-22,2025-03-29,2025-03-28,2025-03-28,long,ncep-complex,reversion-long,7,9.437,0.6934,9,1,-3.3589
weather-follow,2025-11-01,2025-11-09,2025-11-03,2025-11-03,short,ncep-complex,warm-short,8,11.221,0.7745,14,1,
weather-follow,2025-11-01,2025-11-09,2025-11-04,2025-11-04,short,ncep-complex,warm-short,8,11.221,0.7745,14,1,
weather-follow,2025-11-01,2025-11-09,2025-11-05,2025-11-05,short,ncep-complex,warm-short,8,11.221,0.7745,14,1,
weather-reversion,2025-11-01,2025-11-09,2025-11-06,2025-11-06,short,ncep-complex,reversion-short,8,11.221,0.7745,14,1,2.8679
weather-reversion,2025-11-01,2025-11-09,2025-11-07,2025-11-07,short,ncep-complex,reversion-short,8,11.221,0.7745,14,1,2.8679
weather-follow,2025-11-09,2025-11-16,2025-11-10,2025-11-10,short,ncep-complex,warm-short,7,8.597,0.6855,11,1,
weather-follow,2025-11-09,2025-11-16,2025-11-11,2025-11-11,short,ncep-complex,warm-short,7,8.597,0.6855,11,1,
weather-follow,2025-11-09,2025-11-16,2025-11-12,2025-11-12,short,ncep-complex,warm-short,7,8.597,0.6855,11,1,
weather-reversion,2025-11-09,2025-11-16,2025-11-13,2025-11-13,short,ncep-complex,reversion-short,7,8.597,0.6855,11,1,5.0179
weather-reversion,2025-11-09,2025-11-16,2025-11-14,2025-11-14,short,ncep-complex,reversion-short,7,8.597,0.6855,11,1,5.0179
weather-follow,2025-11-15,2025-11-25,2025-11-17,2025-11-17,short,ncep-complex,warm-short,10,10.594,0.7868,13,1,
weather-follow,2025-11-15,2025-11-25,2025-11-18,2025-11-18,short,ncep-complex,warm-short,10,10.594,0.7868,13,1,
weather-follow,2025-11-15,2025-11-25,2025-11-19,2025-11-19,short,ncep-complex,warm-short,10,10.594,0.7868,13,1,
weather-follow,2025-11-17,2025-11-27,2025-11-20,2025-11-20,short,ncep-complex,warm-short,10,9.611,0.7028,15,1,
weather-reversion,2025-11-17,2025-11-27,2025-11-21,2025-11-21,short,ncep-complex,reversion-short,10,9.611,0.7028,15,1,2.1246
weather-follow,2025-11-22,2025-12-02,2025-11-24,2025-11-24,short,ncep-complex,warm-short,10,2.412,0.6667,12,1,
weather-follow,2025-11-22,2025-12-02,2025-11-25,2025-11-25,short,ncep-complex,warm-short,10,2.412,0.6667,12,1,
weather-follow,2025-11-22,2025-12-02,2025-11-26,2025-11-26,short,ncep-complex,warm-short,10,2.412,0.6667,12,1,
weather-reversion,2025-11-22,2025-12-02,2025-11-28,2025-11-28,long,ncep-complex,reversion-long,10,2.412,0.6667,12,1,-2.7304
weather-reversion,2025-11-22,2025-12-02,2025-12-01,2025-12-01,long,ncep-complex,reversion-long,10,2.412,0.6667,12,1,-2.7304
weather-reversion,2025-11-24,2025-12-02,2025-12-02,2025-12-02,short,ncep-complex,reversion-short,8,6.676,0.6557,12,0.9155,2.2207
weather-follow,2025-12-02,2025-12-11,2025-12-03,2025-12-03,short,ncep-complex,warm-short,9,1.819,0.6415,6,0.8728,
weather-follow,2025-12-02,2025-12-11,2025-12-04,2025-12-04,short,ncep-complex,warm-short,9,1.819,0.6415,6,0.8728,
weather-follow,2025-12-02,2025-12-11,2025-12-05,2025-12-05,short,ncep-complex,warm-short,9,1.819,0.6415,6,0.8728,
weather-follow,2025-12-07,2025-12-15,2025-12-08,2025-12-08,long,ncep-complex,cold-long,8,-9.924,0.7379,11,1,
weather-follow,2025-12-07,2025-12-15,2025-12-09,2025-12-09,long,ncep-complex,cold-long,8,-9.924,0.7379,11,1,
weather-follow,2025-12-07,2025-12-15,2025-12-10,2025-12-10,long,ncep-complex,cold-long,8,-9.924,0.7379,11,1,
weather-reversion,2025-12-07,2025-12-15,2025-12-11,2025-12-11,long,ncep-complex,reversion-long,8,-9.924,0.7379,11,1,-12.8894
weather-reversion,2025-12-07,2025-12-15,2025-12-12,2025-12-12,long,ncep-complex,reversion-long,8,-9.924,0.7379,11,1,-12.8894
weather-reversion,2025-12-08,2025-12-16,2025-12-15,2025-12-15,long,ncep-complex,reversion-long,8,-6.344,0.7208,10,1,-13.205
weather-follow,2025-12-15,2025-12-24,2025-12-16,2025-12-16,short,ncep-complex,warm-short,9,9.483,0.6585,11,1,
weather-follow,2025-12-16,2025-12-25,2025-12-17,2025-12-17,short,ncep-complex,warm-short,9,13.033,0.7883,15,1,
weather-follow,2025-12-17,2025-12-26,2025-12-18,2025-12-18,short,ncep-complex,warm-short,9,13.94,0.761,14,1,
weather-follow,2025-12-18,2025-12-27,2025-12-19,2025-12-19,short,ncep-complex,warm-short,9,12.001,0.7474,15,1,
weather-follow,2025-12-20,2025-12-27,2025-12-22,2025-12-22,short,ncep-complex,warm-short,7,12.185,0.8261,18,1,
weather-follow,2025-12-20,2025-12-27,2025-12-23,2025-12-23,short,ncep-complex,warm-short,7,12.185,0.8261,18,1,
weather-follow,2025-12-20,2025-12-27,2025-12-24,2025-12-24,short,ncep-complex,warm-short,7,12.185,0.8261,18,1,
weather-reversion,2025-12-18,2025-12-27,2025-12-26,2025-12-26,short,ncep-complex,reversion-short,9,12.001,0.7474,15,1,7.2319
weather-follow,2025-12-27,2026-01-03,2025-12-29,2025-12-29,long,ncep-complex,cold-long,7,-0.148,0.673,5,0.7327,
weather-follow,2025-12-29,2026-01-05,2025-12-30,2025-12-30,short,ncep-complex,warm-short,7,7.071,0.5849,9,0.9865,
weather-follow,2025-12-29,2026-01-05,2025-12-31,2025-12-31,short,ncep-complex,warm-short,7,7.071,0.5849,9,0.9865,
weather-follow,2025-12-31,2026-01-07,2026-01-02,2026-01-02,short,ncep-complex,warm-short,7,13.102,0.7453,14,1,
weather-follow,2026-01-02,2026-01-10,2026-01-05,2026-01-05,short,ncep-complex,warm-short,8,15.203,0.9403,16,1,
weather-follow,2026-01-02,2026-01-10,2026-01-06,2026-01-06,short,ncep-complex,warm-short,8,15.203,0.9403,16,1,
weather-follow,2026-01-02,2026-01-10,2026-01-07,2026-01-07,short,ncep-complex,warm-short,8,15.203,0.9403,16,1,
weather-reversion,2026-01-02,2026-01-10,2026-01-08,2026-01-08,long,ncep-complex,reversion-long,8,15.203,0.9403,16,1,-2.3217
weather-reversion,2026-01-02,2026-01-10,2026-01-09,2026-01-09,long,ncep-complex,reversion-long,8,15.203,0.9403,16,1,-2.3217
weather-follow,2026-01-07,2026-01-16,2026-01-12,2026-01-12,short,ncep-complex,warm-short,9,9.456,0.6764,11,1,
weather-reversion,2026-01-07,2026-01-16,2026-01-13,2026-01-13,long,ncep-complex,reversion-long,9,9.456,0.6764,11,1,-5.0934
weather-reversion,2026-01-07,2026-01-16,2026-01-14,2026-01-14,long,ncep-complex,reversion-long,9,9.456,0.6764,11,1,-5.0934
weather-follow,2026-01-14,2026-01-24,2026-01-15,2026-01-15,short,ncep-complex,warm-short,10,1.875,0.75,12,0.9299,
weather-follow,2026-01-15,2026-01-24,2026-01-16,2026-01-16,short,ncep-complex,warm-short,9,5.898,0.6887,13,1,
weather-follow,2026-01-18,2026-01-28,2026-01-20,2026-01-20,long,ncep-complex,cold-long,10,-7.412,0.801,14,1,
weather-follow,2026-01-18,2026-01-28,2026-01-21,2026-01-21,long,ncep-complex,cold-long,10,-7.412,0.801,14,1,
weather-follow,2026-01-18,2026-01-28,2026-01-22,2026-01-22,long,ncep-complex,cold-long,10,-7.412,0.801,14,1,
weather-follow,2026-01-21,2026-01-31,2026-01-23,2026-01-23,long,ncep-complex,cold-long,10,-9.29,0.6929,12,1,
weather-follow,2026-01-21,2026-01-31,2026-01-26,2026-01-26,long,ncep-complex,cold-long,10,-9.29,0.6929,12,1,
weather-reversion,2026-01-21,2026-01-31,2026-01-27,2026-01-27,short,ncep-complex,reversion-short,10,-9.29,0.6929,12,1,8.7243
weather-reversion,2026-01-21,2026-01-31,2026-01-28,2026-01-28,short,ncep-complex,reversion-short,10,-9.29,0.6929,12,1,8.7243
weather-reversion,2026-01-22,2026-01-31,2026-01-29,2026-01-29,short,ncep-complex,reversion-short,9,-11.528,0.8208,14,1,9.4564
weather-reversion,2026-01-23,2026-01-30,2026-01-30,2026-01-30,short,ncep-complex,reversion-short,7,-10.346,0.7034,10,1,4.0086
weather-follow,2026-01-30,2026-02-09,2026-02-02,2026-02-02,long,ncep-complex,cold-long,10,-4.434,0.644,9,1,
weather-follow,2026-02-02,2026-02-12,2026-02-03,2026-02-03,short,ncep-complex,warm-short,10,5.012,0.7291,13,1,
weather-follow,2026-02-02,2026-02-12,2026-02-04,2026-02-04,short,ncep-complex,warm-short,10,5.012,0.7291,13,1,
weather-follow,2026-02-04,2026-02-11,2026-02-05,2026-02-05,short,ncep-complex,warm-short,7,10.951,0.6713,15,1,
weather-follow,2026-02-04,2026-02-11,2026-02-06,2026-02-06,short,ncep-complex,warm-short,7,10.951,0.6713,15,1,
weather-follow,2026-02-08,2026-02-18,2026-02-09,2026-02-09,short,ncep-complex,warm-short,10,11.824,0.7796,14,1,
weather-follow,2026-02-09,2026-02-19,2026-02-10,2026-02-10,short,ncep-complex,warm-short,10,12.847,0.7871,16,1,
weather-follow,2026-02-09,2026-02-19,2026-02-11,2026-02-11,short,ncep-complex,warm-short,10,12.847,0.7871,16,1,
weather-follow,2026-02-11,2026-02-19,2026-02-12,2026-02-12,short,ncep-complex,warm-short,8,14.23,0.7975,17,1,
weather-follow,2026-02-11,2026-02-19,2026-02-13,2026-02-13,short,ncep-complex,warm-short,8,14.23,0.7975,17,1,
weather-follow,2026-02-11,2026-02-19,2026-02-17,2026-02-17,short,ncep-complex,warm-short,8,14.23,0.7975,17,1,
weather-reversion,2026-02-11,2026-02-19,2026-02-18,2026-02-18,long,ncep-complex,reversion-long,8,14.23,0.7975,17,1,-3.4091
weather-reversion,2026-02-11,2026-02-19,2026-02-19,2026-02-19,long,ncep-complex,reversion-long,8,14.23,0.7975,17,1,-3.4091
weather-reversion,2026-02-12,2026-02-19,2026-02-20,2026-02-20,long,ncep-complex,reversion-long,7,12.773,0.7909,16,1,-4.5052
weather-follow,2026-02-20,2026-02-27,2026-02-23,2026-02-23,short,ncep-complex,warm-short,7,7.63,0.6658,13,1,
weather-follow,2026-02-20,2026-02-27,2026-02-24,2026-02-24,short,ncep-complex,warm-short,7,7.63,0.6658,13,1,
weather-follow,2026-02-24,2026-03-06,2026-02-25,2026-02-25,short,ncep-complex,warm-short,10,6.931,0.7814,17,1,
weather-follow,2026-02-24,2026-03-06,2026-02-26,2026-02-26,short,ncep-complex,warm-short,10,6.931,0.7814,17,1,
weather-follow,2026-02-26,2026-03-08,2026-02-27,2026-02-27,short,ncep-complex,warm-short,10,13.726,0.8703,18,1,
weather-follow,2026-02-27,2026-03-09,2026-03-02,2026-03-02,short,ncep-complex,warm-short,10,17.036,0.8779,18,1,
weather-follow,2026-03-02,2026-03-10,2026-03-03,2026-03-03,short,ncep-complex,warm-short,8,17.51,0.8541,18,1,
weather-follow,2026-03-03,2026-03-11,2026-03-04,2026-03-04,short,ncep-complex,warm-short,8,17.265,0.923,18,1,
weather-follow,2026-03-04,2026-03-11,2026-03-05,2026-03-05,short,ncep-complex,warm-short,7,11.849,0.8127,17,1,
weather-follow,2026-03-04,2026-03-11,2026-03-06,2026-03-06,short,ncep-complex,warm-short,7,11.849,0.8127,17,1,
weather-follow,2026-03-04,2026-03-11,2026-03-09,2026-03-09,short,ncep-complex,warm-short,7,11.849,0.8127,17,1,
weather-reversion,2026-03-04,2026-03-11,2026-03-10,2026-03-10,short,ncep-complex,reversion-short,7,11.849,0.8127,17,1,4.4992
weather-reversion,2026-03-04,2026-03-11,2026-03-11,2026-03-11,short,ncep-complex,reversion-short,7,11.849,0.8127,17,1,4.4992
weather-follow,2026-03-11,2026-03-21,2026-03-12,2026-03-12,short,ncep-complex,warm-short,10,1.756,0.5849,9,0.977,
weather-follow,2026-03-12,2026-03-22,2026-03-13,2026-03-13,short,ncep-complex,warm-short,10,6.49,0.6981,10,1,
weather-follow,2026-03-13,2026-03-21,2026-03-16,2026-03-16,short,ncep-complex,warm-short,8,8.377,0.7035,11,1,
weather-follow,2026-03-13,2026-03-21,2026-03-17,2026-03-17,short,ncep-complex,warm-short,8,8.377,0.7035,11,1,
weather-follow,2026-03-13,2026-03-21,2026-03-18,2026-03-18,short,ncep-complex,warm-short,8,8.377,0.7035,11,1,
weather-follow,2026-03-17,2026-03-27,2026-03-19,2026-03-19,short,ncep-complex,warm-short,10,7.044,0.6981,11,1,
weather-follow,2026-03-17,2026-03-27,2026-03-20,2026-03-20,short,ncep-complex,warm-short,10,7.044,0.6981,11,1,
weather-follow,2026-03-20,2026-03-27,2026-03-23,2026-03-23,short,ncep-complex,warm-short,7,6.782,0.8003,15,1,
weather-follow,2026-03-20,2026-03-27,2026-03-24,2026-03-24,short,ncep-complex,warm-short,7,6.782,0.8003,15,1,
weather-follow,2026-03-20,2026-03-27,2026-03-25,2026-03-25,short,ncep-complex,warm-short,7,6.782,0.8003,15,1,
weather-reversion,2026-03-20,2026-03-27,2026-03-26,2026-03-26,long,ncep-complex,reversion-long,7,6.782,0.8003,15,1,-4.2776
weather-reversion,2026-03-20,2026-03-27,2026-03-27,2026-03-27,long,ncep-complex,reversion-long,7,6.782,0.8003,15,1,-4.2776
weather-reversion,2026-03-24,2026-03-31,2026-03-30,2026-03-30,short,ncep-complex,reversion-short,7,15.156,0.7642,11,1,4.6888
