date,weightedAnomalyF,coveragePct,extremeCount,sampledWeight,locationCount,heatingSeason,qualifies,source
2021-12-05,8.15,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-06,6.58,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-07,-2.21,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-08,0.55,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-09,3.28,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-10,10.91,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-11,11.47,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-12,2.83,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-13,3.79,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-14,7.56,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-15,14.17,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-16,13.89,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-17,10.97,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-18,8.75,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-19,1.92,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-20,-1.51,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-21,-0.22,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-22,-0.88,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-23,1.3,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-24,11.31,0.057,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-25,15.7,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-26,12.88,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-27,11.17,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-28,10.96,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-29,9.38,0.066,1,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-30,11.17,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2021-12-31,13.96,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-01,13.27,0.066,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-02,2.78,0.245,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-03,-5.08,0.179,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-04,-2.42,0.16,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-05,1.82,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-06,-3.86,0.415,2,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-07,-7.65,0.491,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-08,-1.63,0.085,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-09,2.2,0.066,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-10,-6.19,0.34,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-11,-7.98,0.632,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-12,-0.62,0.085,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-13,4.66,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-14,3.91,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-15,-5.82,0.387,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-16,-4.5,0.151,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-17,1.56,0.047,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-18,3.57,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-19,4.19,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-20,-5.44,0.33,5,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-21,-8.93,0.434,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-22,-7,0.264,2,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-23,-4.84,0.132,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-24,-1.5,0.066,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-25,-3.27,0.283,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-26,-8.98,0.519,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-27,-4.65,0.057,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-28,-4.74,0.123,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-29,-8.31,0.755,1,1.06,18,true,true,NASA POWER actual anomaly basket
2022-01-30,-4.41,0.368,2,1.06,18,true,false,NASA POWER actual anomaly basket
2022-01-31,-0.13,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-01,2.89,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-02,1.61,0.104,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-03,-1.37,0.283,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-04,-3.87,0.481,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-05,-9.39,0.528,6,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-06,-6.29,0.274,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-07,-3.51,0.208,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-08,0.75,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-09,4.66,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-10,5.15,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-11,8.19,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-12,1.61,0.113,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-13,-4.9,0.387,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-14,-7,0.462,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-15,-1.21,0.16,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-16,9.7,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-17,8.1,0.104,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-18,-2.07,0.377,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-19,-7.29,0.547,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-20,-3.22,0.038,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-21,5.16,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-22,8.05,0.104,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-23,0.29,0.368,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-24,-4.65,0.283,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-25,-4.42,0.33,4,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-26,-5.1,0.283,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-27,-1.32,0.132,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-02-28,-1.16,0.057,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-01,2.5,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-02,6.52,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-03,4.95,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-04,3.02,0.057,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-05,9.8,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-06,13.12,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-07,6.03,0.151,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-08,-2.77,0.217,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-09,-2.4,0.16,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-10,-2.88,0.189,1,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-11,-3.86,0.33,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-12,-12.34,0.679,10,1.06,18,true,true,NASA POWER actual anomaly basket
2022-03-13,-7.79,0.406,2,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-14,1.03,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-15,4.54,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-16,9.08,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-17,9.48,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-18,7.9,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-19,6.26,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-20,5.85,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-21,7.94,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-22,5.48,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-23,3.67,0.132,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-24,1.7,0.132,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-25,1.44,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-26,-2.91,0.113,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-27,-8.09,0.575,3,1.06,18,true,true,NASA POWER actual anomaly basket
2022-03-28,-10.5,0.764,7,1.06,18,true,true,NASA POWER actual anomaly basket
2022-03-29,-5.46,0.519,3,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-30,1.59,0.057,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-03-31,1.96,0.151,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-04-01,-2.74,0.236,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-02,-3.48,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-03,-2.83,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-04,0.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-05,4.42,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-06,3.74,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-07,-2.11,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-08,-4.69,0.33,3,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-09,-4.82,0.33,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-10,-1.33,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-11,2.05,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-12,7.24,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-13,7.81,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-14,0.8,0.151,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-15,-0.93,0.066,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-16,-1.01,0.208,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-17,-5.63,0.434,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-18,-9.48,0.679,5,1.06,18,false,true,NASA POWER actual anomaly basket
2022-04-19,-9.69,0.66,4,1.06,18,false,true,NASA POWER actual anomaly basket
2022-04-20,-4.68,0.245,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-21,2.18,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-22,5.05,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-23,7.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-24,6.02,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-25,0.34,0.104,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-26,-2.86,0.217,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-27,-5.12,0.255,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-28,-4.13,0.226,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-29,-0.65,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-04-30,1.33,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-01,0.07,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-02,0.38,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-03,0.73,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-04,0.3,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-05,1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-06,-0.7,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-07,-3.85,0.226,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-08,-4.67,0.264,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-09,-0.5,0.208,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-10,2.17,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-11,5.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-12,7.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-13,8.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-14,7.73,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-15,6.85,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-16,4.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-17,2.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-18,2.99,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-19,6.16,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-20,7.8,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-21,5.85,0.104,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-22,1.84,0.151,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-23,-2.78,0.17,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-24,-2.83,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-25,-1.91,0.113,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-26,-1.09,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-27,-0.53,0.085,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-28,0.78,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-29,3.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-30,5.86,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-05-31,7.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-01,3.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-02,2.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-03,1.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-04,0.51,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-05,0.68,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-06,1.97,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-07,1.54,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-08,1.4,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-09,0.59,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-10,-0.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-11,0.76,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-12,2.83,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-13,6.72,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-14,7.23,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-15,6.48,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-16,5.74,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-17,5.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-18,-1.31,0.104,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-19,-2.41,0.113,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-20,1.01,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-21,3.61,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-22,3.26,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-23,1.46,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-24,2.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-25,4.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-26,2.59,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-27,-1.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-28,-1.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-29,0.3,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-06-30,2.83,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-01,3.18,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-02,2.57,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-03,2.8,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-04,3.54,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-05,4.58,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-06,3.82,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-07,2.74,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-08,2.96,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-09,0.93,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-10,-0.21,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-11,1.5,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-12,2.77,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-13,2.03,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-14,1.58,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-15,1.35,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-16,1.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-17,1.22,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-18,2.15,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-19,3.67,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-20,5.18,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-21,4.33,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-22,5.35,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-23,6.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-24,5.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-25,2.6,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-26,1.38,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-27,2.7,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-28,2.83,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-29,1.92,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-30,1.68,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-07-31,1.72,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-01,1.78,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-02,3.59,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-03,4.04,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-04,3.94,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-05,4.39,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-06,5.52,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-07,5.21,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-08,4.26,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-09,2.27,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-10,0.86,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-11,0.13,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-12,-0.94,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-13,-1.32,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-14,-0.17,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-15,0.06,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-16,-1.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-17,-1.97,0.038,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-18,-0.62,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-19,0.41,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-20,2.07,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-21,0.29,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-22,0.06,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-23,0.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-24,1.86,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-25,1.99,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-26,2.22,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-27,2.03,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-28,3.47,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-29,3.98,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-30,3.1,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-08-31,1.36,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-01,2.28,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-02,1.49,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-03,1.75,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-04,1.64,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-05,1.59,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-06,1.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-07,0.79,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-08,0.88,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-09,0.49,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-10,1.45,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-11,1.19,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-12,0.33,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-13,0.23,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-14,0.31,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-15,0.61,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-16,1.55,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-17,3.48,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-18,5.56,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-19,7.26,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-20,8.31,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-21,7.42,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-22,1.47,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-23,-4.24,0.113,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-24,-0.4,0.057,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-25,1.85,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-26,-1.28,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-27,-4.38,0.113,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-28,-5.32,0.245,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-29,-3.66,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-09-30,-2.99,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-01,-1.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-02,-2.65,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-03,-4.67,0.264,1,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-04,-2.97,0.208,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-05,0.54,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-06,2.46,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-07,-0.72,0.123,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-08,-5.97,0.245,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-09,-4.63,0.274,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-10,-0.36,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-11,2.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-12,3.97,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-13,0.79,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-14,-0.98,0.066,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-15,0.34,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-16,1.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-17,-3.4,0.34,2,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-18,-10.34,0.783,6,1.06,18,false,true,NASA POWER actual anomaly basket
2022-10-19,-10.71,0.755,3,1.06,18,false,true,NASA POWER actual anomaly basket
2022-10-20,-6.55,0.406,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-21,-0.16,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-22,4.95,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-23,7.3,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-24,7.38,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-25,5.5,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-26,1.54,0.047,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-27,-0.37,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-28,-0.25,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-29,1.63,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-30,2.9,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-10-31,6.48,0,0,1.06,18,false,false,NASA POWER actual anomaly basket
2022-11-01,8.01,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-02,9.11,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-03,10.51,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-04,11.93,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-05,10.4,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-06,11.42,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-07,11.09,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-08,7.07,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
2022-11-09,7.38,0,0,1.06,18,true,false,NASA POWER actual anomaly basket
