issueDate,targetDate,leadDays,windowId,modelId,locationId,region,weight,forecastMeanF,normalMeanF,forecastAnomalyF,sampledValidHoursUtc,nearestGridLatitude,nearestGridLongitude,source
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,31.46,13.8,17.66,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,40.82,28.213,12.607,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,38.48,24.119,14.361,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,39.56,27.924,11.636,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,44.06,25.65,18.41,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,52.7,29.395,23.305,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,54.68,28.308,26.372,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,53.78,35.734,18.046,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,57.92,38.086,19.834,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,60.98,39.965,21.015,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,58.28,38.723,19.557,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,57.56,37.06,20.5,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,49.46,32.025,17.435,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,45.86,30.417,15.443,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,42.44,34.455,7.985,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,35.24,25.899,9.341,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,68.72,41.999,26.721,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-08,1,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,70.88,49.602,21.278,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,35.78,12.853,22.927,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,48.38,28.41,19.97,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,45.14,24.193,20.947,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,49.28,28.674,20.606,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,55.22,26.052,29.168,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,60.98,29.396,31.584,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,56.12,27.867,28.253,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,64.04,36.811,27.229,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,67.1,38.512,28.588,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,61.88,41.559,20.321,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,55.94,39.432,16.508,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,55.04,37.713,17.327,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,46.04,32.448,13.592,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,42.26,30.928,11.332,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,39.38,34.881,4.499,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,35.24,25.825,9.415,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,71.6,43.134,28.466,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-09,2,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,73.22,51.751,21.469,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,28.04,14.489,13.551,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,39.38,28.637,10.743,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,56.12,24.316,31.804,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,59.72,28.147,31.573,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,51.98,26.752,25.228,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,45.68,30.45,15.23,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,41.9,28.428,13.472,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,63.14,38.243,24.897,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,65.3,40.74,24.56,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,63.5,41.8,21.7,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,60.8,39.906,20.894,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,62.24,38.184,24.056,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,57.2,31.63,25.57,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,55.04,29.895,25.145,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,50.9,34.414,16.486,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,44.78,25.393,19.387,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,63.86,43.608,20.252,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-10,3,selloff,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,73.4,51.504,21.896,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,35.24,10.102,25.138,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,35.78,25.968,9.812,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,36.68,21.907,14.773,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,39.38,26.372,13.008,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,41.18,24.694,16.486,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,46.22,27.52,18.7,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,50.18,27.265,22.915,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,51.26,35.322,15.938,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,53.42,37.797,15.623,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,44.6,42.959,1.641,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,43.52,41.817,1.703,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,44.42,39.711,4.709,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,40.46,33.54,6.92,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,37.76,31.735,6.025,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,36.68,34.243,2.437,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,34.34,25.375,8.965,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,59,42.055,16.945,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-14,7,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,56.3,49.015,7.285,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,32.72,8.988,23.732,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,31.28,25.516,5.764,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,30.56,21.93,8.63,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,31.82,26.296,5.524,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,34.52,24.046,10.474,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,37.94,27.018,10.922,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,44.24,25.996,18.244,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,42.44,34.711,7.729,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,48.38,37,11.38,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,50,41.836,8.164,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,46.22,40.444,5.776,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,46.4,38.047,8.353,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,43.16,31.892,11.268,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,40.1,29.919,10.181,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,39.56,33.326,6.234,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,41.72,23.571,18.149,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,63.68,42.895,20.785,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-15,8,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,63.14,49.312,13.828,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,35.42,11.133,24.287,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,45.68,25.985,19.695,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,41.36,21.157,20.203,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,40.46,25.623,14.837,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,51.62,24.541,27.079,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,57.56,28,29.56,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,51.08,26.782,24.298,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,55.4,34.11,21.29,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,61.7,37.075,24.625,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,49.28,40.614,8.666,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,charlotte,Southeast,0.05,45.86,39.763,6.097,0,35.25,-80.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,raleigh,Southeast,0.04,45.68,37.461,8.219,0,35.75,-78.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,washington-dc,Mid-Atlantic,0.07,40.82,31.464,9.356,0,39,-77,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,philadelphia,Mid-Atlantic,0.06,35.78,29.639,6.141,0,40,-75.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,new-york,Northeast,0.11,33.98,33.653,0.327,0,40.75,-74,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,boston,Northeast,0.06,28.94,23.932,5.008,0,42.25,-71,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,dallas,Texas/Oklahoma fringe,0.05,70.88,43.549,27.331,0,32.75,-96.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-16,9,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,houston,Texas/Oklahoma fringe,0.05,65.12,51.007,14.113,0,29.75,-95.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,minneapolis,Upper Midwest,0.07,3.2,9.808,-6.608,0,45,-93.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,chicago,Great Lakes,0.09,23.36,25.095,-1.735,0,42,-87.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,detroit,Great Lakes,0.06,27.86,22.042,5.818,0,42.25,-83,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,cleveland,Great Lakes,0.05,31.82,26.649,5.171,0,41.5,-81.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,indianapolis,Ohio Valley,0.05,34.7,25.339,9.361,0,39.75,-86.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,st-louis,Midwest,0.05,29.84,28.249,1.591,0,38.75,-90.25,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,kansas-city,Central Plains,0.04,25.88,26.466,-0.586,0,39,-94.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,nashville,Mid-South,0.05,52.52,34.996,17.524,0,36.25,-86.75,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,memphis,Mid-South,0.04,54.86,38.237,16.623,0,35.25,-90,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
2026-01-07,2026-01-17,10,rumor,ncep-aigfs-025-00z-openmeteo-single-runs,atlanta,Southeast,0.07,59.72,40.476,19.244,0,33.75,-84.5,"Open-Meteo Single Runs API, model ncep_aigfs025, temperature_2m"
