issueDate,targetDate,leadDays,windowId,modelId,locationId,region,weight,forecastMeanF,normalMeanF,forecastAnomalyF,sampledValidHoursUtc,nearestGridLatitude,nearestGridLongitude,source
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,minneapolis,Upper Midwest,0.07,48.364,32.522,15.842,0,45,-93.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,chicago,Great Lakes,0.09,41.389,35.424,5.966,0,42,-87.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,detroit,Great Lakes,0.06,45.271,33.512,11.759,0,42.25,-83,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,cleveland,Great Lakes,0.05,41.277,33.866,7.411,0,41.5,-81.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,indianapolis,Ohio Valley,0.05,50.896,38.651,12.245,0,39.75,-86.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,st-louis,Midwest,0.05,54.439,44.133,10.306,0,38.75,-90.25,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,kansas-city,Central Plains,0.04,58.208,44.406,13.803,0,39,-94.5,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,nashville,Mid-South,0.05,61.021,48.627,12.393,0,36.25,-86.75,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,memphis,Mid-South,0.04,60.346,51.303,9.042,0,35.25,-90,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
2024-03-14,2024-03-16,2,selloff,ecmwf-aifs-00z-aws-open,atlanta,Southeast,0.07,62.483,52.52,9.963,0,33.75,-84.5,"ECMWF AIFS open data on AWS, 2 metre temperature, aifs/0p25/oper; https://ecmwf-forecasts.s3.eu-central-1.amazonaws.com/20240314/00z/aifs/0p25/oper/20240314000000-48h-oper-fc.grib2"
