candidateId,eligible,trainValidationRank,architectureId,sourceSetId,sizingMode,anomalyThreshold,coverageThreshold,minConfidence,weatherFraction,reversionFraction,followHoldDays,reversionHoldDays,minRealizedMovePct,signals,events,overlayDays,fallbackDays,trainReturnPct,trainIndexReturnPct,trainEdgePct,trainSharpe,trainMaxDrawdownPct,profitableTrainYears,trainYearCount,validationReturnPct,validationIndexReturnPct,validationEdgePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutIndexReturnPct,holdoutEdgePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allIndexReturnPct,allEdgePct,allSharpe,allMaxDrawdownPct
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.4-rf0.2-fh3-rh1-mv4-confidence-scaled,false,40.7832,follow-and-fade,ncep-complex,confidence-scaled,8,0.35,0.5,0.4,0.2,3,1,4,480,756,479,883,83.31,33.7,49.61,0.95,-40.47,3,4,8.22,29.08,-20.86,0.34,-30.09,11.64,10.94,0.7,0.81,-16.29,121.48,91.47,30.01,0.76,-40.47
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh1-mv4-confidence-scaled,false,40.7717,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,3,1,4,443,696,466,896,63.03,33.7,29.33,0.88,-33.66,3,4,15.65,29.08,-13.43,0.57,-26.02,21.36,10.94,10.42,1.71,-10.14,128.82,91.47,37.35,0.88,-33.66
follow-and-fade-gfs-gefs-core-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh1-mv4-confidence-scaled,false,40.6985,follow-and-fade,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.4,0.2,3,1,4,427,670,453,909,89.04,33.7,55.34,1.01,-36.41,3,4,5.62,29.08,-23.46,0.27,-31.77,27.42,10.94,16.48,1.64,-11.79,154.41,91.47,62.94,0.88,-36.41
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,40.6114,follow-only,gfs-gefs-core,fixed,8,0.35,0.35,0.25,0.2,5,1,2,444,444,508,854,57.55,33.7,23.85,0.82,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,139.76,91.47,48.29,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-fixed,false,40.6114,follow-only,gfs-gefs-core,fixed,8,0.35,0.35,0.25,0.2,5,1,4,444,444,508,854,57.55,33.7,23.85,0.82,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,139.76,91.47,48.29,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh2-mv2-fixed,false,40.6114,follow-only,gfs-gefs-core,fixed,8,0.35,0.35,0.25,0.2,5,2,2,444,444,508,854,57.55,33.7,23.85,0.82,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,139.76,91.47,48.29,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh2-mv4-fixed,false,40.6114,follow-only,gfs-gefs-core,fixed,8,0.35,0.35,0.25,0.2,5,2,4,444,444,508,854,57.55,33.7,23.85,0.82,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,139.76,91.47,48.29,0.92,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,40.5399,follow-only,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,5,1,2,480,480,515,847,56.07,33.7,22.37,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,115.49,91.47,24.02,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,40.5399,follow-only,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,5,1,4,480,480,515,847,56.07,33.7,22.37,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,115.49,91.47,24.02,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-confidence-scaled,false,40.5399,follow-only,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,5,2,2,480,480,515,847,56.07,33.7,22.37,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,115.49,91.47,24.02,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-confidence-scaled,false,40.5399,follow-only,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,5,2,4,480,480,515,847,56.07,33.7,22.37,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,115.49,91.47,24.02,0.82,-38.07
fade-only-ncep-complex-a8-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,false,40.5281,fade-only,ncep-complex,fixed,8,0.5,0.35,0.25,0.2,3,2,4,443,255,287,1075,18.33,33.7,-15.37,0.37,-26.44,3,4,44.1,29.08,15.02,1.37,-19.22,16.55,10.94,5.61,1.65,-8.07,98.74,91.47,7.27,0.79,-26.44
fade-only-ncep-complex-a8-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv4-fixed,false,40.5281,fade-only,ncep-complex,fixed,8,0.5,0.35,0.4,0.2,3,2,4,443,255,287,1075,18.33,33.7,-15.37,0.37,-26.44,3,4,44.1,29.08,15.02,1.37,-19.22,16.55,10.94,5.61,1.65,-8.07,98.74,91.47,7.27,0.79,-26.44
follow-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,40.4433,follow-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,5,1,2,472,472,500,862,55.61,33.7,21.91,0.81,-36.51,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.86,91.47,23.39,0.82,-36.51
follow-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-fixed,false,40.4433,follow-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,5,1,4,472,472,500,862,55.61,33.7,21.91,0.81,-36.51,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.86,91.47,23.39,0.82,-36.51
follow-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-fixed,false,40.4433,follow-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,5,2,2,472,472,500,862,55.61,33.7,21.91,0.81,-36.51,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.86,91.47,23.39,0.82,-36.51
follow-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-fixed,false,40.4433,follow-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,5,2,4,472,472,500,862,55.61,33.7,21.91,0.81,-36.51,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.86,91.47,23.39,0.82,-36.51
follow-and-fade-gfs-gefs-core-a5-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,40.4104,follow-and-fade,gfs-gefs-core,confidence-scaled,5,0.35,0.5,0.25,0.2,5,1,2,535,986,543,819,30.17,33.7,-3.53,0.51,-42.88,3,4,28.87,29.08,-0.21,0.92,-17.21,31.91,10.94,20.97,2.39,-8.42,121.29,91.47,29.82,0.84,-42.88
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.4-rf0.2-fh3-rh1-mv4-fixed,false,40.3992,follow-and-fade,ncep-complex,fixed,8,0.35,0.5,0.4,0.2,3,1,4,480,756,479,883,82.83,33.7,49.13,0.95,-40.47,3,4,8.22,29.08,-20.86,0.34,-30.09,11.64,10.94,0.7,0.81,-16.29,120.9,91.47,29.43,0.76,-40.47
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh1-mv4-fixed,false,40.3847,follow-and-fade,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,3,1,4,443,696,466,896,62.77,33.7,29.07,0.87,-33.66,3,4,15.59,29.08,-13.49,0.57,-26.06,21.36,10.94,10.42,1.71,-10.14,128.32,91.47,36.85,0.88,-33.66
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,40.2589,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.25,0.2,5,1,2,444,444,508,854,56.91,33.7,23.21,0.81,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,139.07,91.47,47.6,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,40.2589,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.25,0.2,5,1,4,444,444,508,854,56.91,33.7,23.21,0.81,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,139.07,91.47,47.6,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh2-mv2-confidence-scaled,false,40.2589,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.25,0.2,5,2,2,444,444,508,854,56.91,33.7,23.21,0.81,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,139.07,91.47,47.6,0.92,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh5-rh2-mv4-confidence-scaled,false,40.2589,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.25,0.2,5,2,4,444,444,508,854,56.91,33.7,23.21,0.81,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,139.07,91.47,47.6,0.92,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,40.2139,follow-only,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,5,1,2,480,480,515,847,55.7,33.7,22,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.98,91.47,23.51,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-fixed,false,40.2139,follow-only,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,5,1,4,480,480,515,847,55.7,33.7,22,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.98,91.47,23.51,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-fixed,false,40.2139,follow-only,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,5,2,2,480,480,515,847,55.7,33.7,22,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.98,91.47,23.51,0.82,-38.07
follow-only-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-fixed,false,40.2139,follow-only,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,5,2,4,480,480,515,847,55.7,33.7,22,0.8,-38.07,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,114.98,91.47,23.51,0.82,-38.07
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,false,40.0421,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,3,2,2,443,795,501,861,41.24,33.7,7.54,0.65,-32.55,3,4,24.05,29.08,-5.03,0.8,-21.59,8.07,10.94,-2.87,0.74,-13.67,89.34,91.47,-2.13,0.7,-32.55
follow-and-fade-gfs-gefs-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh1-mv4-fixed,false,39.994,follow-and-fade,gfs-gefs-core,fixed,5,0.5,0.35,0.25,0.2,3,1,4,433,681,457,905,63.17,33.7,29.47,0.89,-32.96,3,4,15.23,29.08,-13.85,0.56,-26.29,21.96,10.94,11.02,1.75,-10.68,129.31,91.47,37.84,0.89,-32.96
follow-and-fade-gfs-gefs-core-a5-c0.35-q0.35-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,39.9295,follow-and-fade,gfs-gefs-core,fixed,5,0.35,0.35,0.25,0.2,5,1,2,548,1010,549,813,29.21,33.7,-4.49,0.5,-43.09,3,4,28.77,29.08,-0.31,0.92,-17.21,31.91,10.94,20.97,2.39,-8.42,119.47,91.47,28,0.83,-43.09
follow-and-fade-gfs-gefs-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,false,39.8525,follow-and-fade,gfs-gefs-core,fixed,5,0.5,0.35,0.25,0.2,3,2,4,433,681,477,885,46.76,33.7,13.06,0.71,-31.43,3,4,22.57,29.08,-6.51,0.76,-22.53,11.29,10.94,0.35,0.97,-14.01,100.18,91.47,8.71,0.76,-31.43
follow-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,39.6647,follow-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,5,1,2,478,478,503,859,54.71,33.7,21.01,0.8,-37.04,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,113.61,91.47,22.14,0.82,-37.04
follow-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,39.6647,follow-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,5,1,4,478,478,503,859,54.71,33.7,21.01,0.8,-37.04,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,113.61,91.47,22.14,0.82,-37.04
follow-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh2-mv2-confidence-scaled,false,39.6647,follow-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,5,2,2,478,478,503,859,54.71,33.7,21.01,0.8,-37.04,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,113.61,91.47,22.14,0.82,-37.04
follow-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh2-mv4-confidence-scaled,false,39.6647,follow-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,5,2,4,478,478,503,859,54.71,33.7,21.01,0.8,-37.04,3,4,22.55,29.08,-6.53,0.76,-20.56,12.67,10.94,1.73,1.07,-11.7,113.61,91.47,22.14,0.82,-37.04
follow-and-fade-gfs-gefs-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,39.596,follow-and-fade,gfs-gefs-core,confidence-scaled,5,0.5,0.35,0.25,0.2,5,1,4,433,711,506,856,31.93,33.7,-1.77,0.54,-40.57,3,4,30.65,29.08,1.57,0.96,-16.98,33.13,10.94,22.19,2.47,-8.42,129.47,91.47,38,0.88,-40.57
follow-only-ncep-complex-a8-c0.35-q0.35-wf0.4-rf0.2-fh5-rh1-mv2-fixed,false,39.5855,follow-only,ncep-complex,fixed,8,0.35,0.35,0.4,0.2,5,1,2,481,481,516,846,70.5,33.7,36.8,0.83,-44.81,3,4,18.04,29.08,-11.04,0.58,-24.16,12.83,10.94,1.89,0.85,-18.23,127.08,91.47,35.61,0.76,-44.81
follow-only-ncep-complex-a8-c0.35-q0.35-wf0.4-rf0.2-fh5-rh1-mv4-fixed,false,39.5855,follow-only,ncep-complex,fixed,8,0.35,0.35,0.4,0.2,5,1,4,481,481,516,846,70.5,33.7,36.8,0.83,-44.81,3,4,18.04,29.08,-11.04,0.58,-24.16,12.83,10.94,1.89,0.85,-18.23,127.08,91.47,35.61,0.76,-44.81
follow-only-ncep-complex-a8-c0.35-q0.35-wf0.4-rf0.2-fh5-rh2-mv2-fixed,false,39.5855,follow-only,ncep-complex,fixed,8,0.35,0.35,0.4,0.2,5,2,2,481,481,516,846,70.5,33.7,36.8,0.83,-44.81,3,4,18.04,29.08,-11.04,0.58,-24.16,12.83,10.94,1.89,0.85,-18.23,127.08,91.47,35.61,0.76,-44.81
follow-only-ncep-complex-a8-c0.35-q0.35-wf0.4-rf0.2-fh5-rh2-mv4-fixed,false,39.5855,follow-only,ncep-complex,fixed,8,0.35,0.35,0.4,0.2,5,2,4,481,481,516,846,70.5,33.7,36.8,0.83,-44.81,3,4,18.04,29.08,-11.04,0.58,-24.16,12.83,10.94,1.89,0.85,-18.23,127.08,91.47,35.61,0.76,-44.81
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,false,39.5115,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.25,0.2,3,2,2,444,797,502,860,40.64,33.7,6.94,0.64,-32.55,3,4,24.05,29.08,-5.03,0.8,-21.59,8.07,10.94,-2.87,0.74,-13.67,88.54,91.47,-2.93,0.7,-32.55
follow-and-fade-gfs-gefs-core-a5-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,39.4564,follow-and-fade,gfs-gefs-core,fixed,5,0.35,0.5,0.25,0.2,5,1,2,535,986,543,819,29.2,33.7,-4.5,0.5,-42.95,3,4,28.86,29.08,-0.22,0.92,-17.21,31.91,10.94,20.97,2.39,-8.42,119.61,91.47,28.14,0.83,-42.95
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,39.437,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,5,1,2,443,443,507,855,56.07,33.7,22.37,0.8,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,137.78,91.47,46.31,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,39.437,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,5,1,4,443,443,507,855,56.07,33.7,22.37,0.8,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,137.78,91.47,46.31,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-confidence-scaled,false,39.437,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,5,2,2,443,443,507,855,56.07,33.7,22.37,0.8,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,137.78,91.47,46.31,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-confidence-scaled,false,39.437,follow-only,gfs-gefs-core,confidence-scaled,8,0.35,0.5,0.25,0.2,5,2,4,443,443,507,855,56.07,33.7,22.37,0.8,-38.07,3,4,22.3,29.08,-6.78,0.75,-20.72,24.58,10.94,13.64,1.91,-9.48,137.78,91.47,46.31,0.91,-38.07
follow-and-fade-gfs-gefs-core-a5-c0.35-q0.35-wf0.4-rf0.2-fh3-rh1-mv2-fixed,false,39.2624,follow-and-fade,gfs-gefs-core,fixed,5,0.35,0.35,0.4,0.2,3,1,2,548,992,509,853,81.63,33.7,47.93,0.93,-40.66,3,4,5.27,29.08,-23.81,0.26,-32,18.71,10.94,7.77,1.2,-12.59,126.98,91.47,35.51,0.78,-40.66
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-confidence-scaled,false,39.259,follow-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.25,0.2,5,1,2,427,427,492,870,56.01,33.7,22.31,0.81,-36.51,3,4,22.24,29.08,-6.84,0.75,-20.76,24.58,10.94,13.64,1.91,-9.48,137.59,91.47,46.12,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,false,39.259,follow-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.25,0.2,5,1,4,427,427,492,870,56.01,33.7,22.31,0.81,-36.51,3,4,22.24,29.08,-6.84,0.75,-20.76,24.58,10.94,13.64,1.91,-9.48,137.59,91.47,46.12,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-confidence-scaled,false,39.259,follow-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.25,0.2,5,2,2,427,427,492,870,56.01,33.7,22.31,0.81,-36.51,3,4,22.24,29.08,-6.84,0.75,-20.76,24.58,10.94,13.64,1.91,-9.48,137.59,91.47,46.12,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-confidence-scaled,false,39.259,follow-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.25,0.2,5,2,4,427,427,492,870,56.01,33.7,22.31,0.81,-36.51,3,4,22.24,29.08,-6.84,0.75,-20.76,24.58,10.94,13.64,1.91,-9.48,137.59,91.47,46.12,0.92,-36.51
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,false,39.2446,follow-and-fade,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,3,2,2,443,795,501,861,40.74,33.7,7.04,0.64,-32.55,3,4,23.9,29.08,-5.18,0.8,-21.69,8.07,10.94,-2.87,0.74,-13.67,88.45,91.47,-3.02,0.7,-32.55
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.35-wf0.4-rf0.2-fh3-rh1-mv2-fixed,false,39.1685,follow-and-fade,gfs-gefs-core,fixed,8,0.35,0.35,0.4,0.2,3,1,2,444,797,475,887,85.43,33.7,51.73,0.97,-40.47,3,4,5.71,29.08,-23.37,0.27,-31.71,23.07,10.94,12.13,1.43,-11.75,141.25,91.47,49.78,0.83,-40.47
follow-and-fade-gfs-gefs-core-a5-c0.35-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,false,39.1059,follow-and-fade,gfs-gefs-core,confidence-scaled,5,0.35,0.35,0.4,0.2,3,2,2,548,992,532,830,61.68,33.7,27.98,0.78,-39.29,3,4,13.88,29.08,-15.2,0.49,-27.31,6.33,10.94,-4.61,0.52,-15.28,95.79,91.47,4.32,0.67,-39.29
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,38.8415,follow-only,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,5,1,2,443,443,507,855,55.7,33.7,22,0.8,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.93,91.47,45.46,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-fixed,false,38.8415,follow-only,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,5,1,4,443,443,507,855,55.7,33.7,22,0.8,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.93,91.47,45.46,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-fixed,false,38.8415,follow-only,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,5,2,2,443,443,507,855,55.7,33.7,22,0.8,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.93,91.47,45.46,0.91,-38.07
follow-only-gfs-gefs-core-a8-c0.35-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-fixed,false,38.8415,follow-only,gfs-gefs-core,fixed,8,0.35,0.5,0.25,0.2,5,2,4,443,443,507,855,55.7,33.7,22,0.8,-38.07,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.93,91.47,45.46,0.91,-38.07
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv2-fixed,false,38.7785,follow-only,gfs-gefs-core,fixed,5,0.5,0.5,0.25,0.2,5,1,2,427,427,492,870,55.61,33.7,21.91,0.81,-36.51,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.8,91.47,45.33,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-fixed,false,38.7785,follow-only,gfs-gefs-core,fixed,5,0.5,0.5,0.25,0.2,5,1,4,427,427,492,870,55.61,33.7,21.91,0.81,-36.51,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.8,91.47,45.33,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv2-fixed,false,38.7785,follow-only,gfs-gefs-core,fixed,5,0.5,0.5,0.25,0.2,5,2,2,427,427,492,870,55.61,33.7,21.91,0.81,-36.51,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.8,91.47,45.33,0.92,-36.51
follow-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh5-rh2-mv4-fixed,false,38.7785,follow-only,gfs-gefs-core,fixed,5,0.5,0.5,0.25,0.2,5,2,4,427,427,492,870,55.61,33.7,21.91,0.81,-36.51,3,4,22.16,29.08,-6.92,0.75,-20.81,24.58,10.94,13.64,1.91,-9.48,136.8,91.47,45.33,0.92,-36.51
follow-and-fade-gfs-gefs-core-a8-c0.35-q0.35-wf0.4-rf0.2-fh3-rh1-mv2-confidence-scaled,false,38.724,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.35,0.35,0.4,0.2,3,1,2,444,797,475,887,84.72,33.7,51.02,0.96,-40.47,3,4,5.83,29.08,-23.25,0.27,-31.64,23.07,10.94,12.13,1.43,-11.75,140.58,91.47,49.11,0.83,-40.47
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-fixed,false,38.5981,fade-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,3,2,4,472,273,298,1064,18.07,33.7,-15.63,0.37,-27.26,3,4,42.82,29.08,13.74,1.34,-19.22,16.55,10.94,5.61,1.65,-8.07,96.54,91.47,5.07,0.78,-27.26
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv4-fixed,false,38.5981,fade-only,ncep-complex,fixed,5,0.5,0.5,0.4,0.2,3,2,4,472,273,298,1064,18.07,33.7,-15.63,0.37,-27.26,3,4,42.82,29.08,13.74,1.34,-19.22,16.55,10.94,5.61,1.65,-8.07,96.54,91.47,5.07,0.78,-27.26
