candidateId,eligible,trainValidationRank,architectureId,sourceSetId,sizingMode,anomalyThreshold,coverageThreshold,minConfidence,weatherFraction,reversionFraction,followHoldDays,reversionHoldDays,minRealizedMovePct,signals,events,overlayDays,fallbackDays,trainReturnPct,trainIndexReturnPct,trainEdgePct,trainSharpe,trainMaxDrawdownPct,profitableTrainYears,trainYearCount,validationReturnPct,validationIndexReturnPct,validationEdgePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutIndexReturnPct,holdoutEdgePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allIndexReturnPct,allEdgePct,allSharpe,allMaxDrawdownPct
fade-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,88.3231,fade-only,gfs-gefs-core,fixed,5,0.5,0.5,0.25,0.2,3,2,2,427,339,358,1004,27.95,33.7,-5.75,0.5,-28.12,3,4,63.98,29.08,34.9,1.8,-14.94,11.21,10.94,0.27,1.16,-10.93,133.32,91.47,41.85,0.95,-28.12
fade-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,88.3231,fade-only,gfs-gefs-core,fixed,5,0.5,0.5,0.4,0.2,3,2,2,427,339,358,1004,27.95,33.7,-5.75,0.5,-28.12,3,4,63.98,29.08,34.9,1.8,-14.94,11.21,10.94,0.27,1.16,-10.93,133.32,91.47,41.85,0.95,-28.12
fade-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,87.4271,fade-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.25,0.2,3,2,2,427,339,358,1004,27.18,33.7,-6.52,0.49,-28.52,3,4,63.98,29.08,34.9,1.8,-14.94,11.19,10.94,0.25,1.16,-10.93,131.88,91.47,40.41,0.94,-28.52
fade-only-gfs-gefs-core-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,87.4271,fade-only,gfs-gefs-core,confidence-scaled,5,0.5,0.5,0.4,0.2,3,2,2,427,339,358,1004,27.18,33.7,-6.52,0.49,-28.52,3,4,63.98,29.08,34.9,1.8,-14.94,11.19,10.94,0.25,1.16,-10.93,131.88,91.47,40.41,0.94,-28.52
fade-only-gfs-gefs-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,86.3884,fade-only,gfs-gefs-core,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,2,433,344,361,1001,26.12,33.7,-7.58,0.48,-29.12,3,4,63.93,29.08,34.85,1.8,-14.94,11.19,10.94,0.25,1.16,-10.93,129.88,91.47,38.41,0.93,-29.12
fade-only-gfs-gefs-core-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,86.3884,fade-only,gfs-gefs-core,confidence-scaled,5,0.5,0.35,0.4,0.2,3,2,2,433,344,361,1001,26.12,33.7,-7.58,0.48,-29.12,3,4,63.93,29.08,34.85,1.8,-14.94,11.19,10.94,0.25,1.16,-10.93,129.88,91.47,38.41,0.93,-29.12
fade-only-gfs-gefs-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,85.5549,fade-only,gfs-gefs-core,fixed,5,0.5,0.35,0.25,0.2,3,2,2,433,344,361,1001,25.5,33.7,-8.2,0.47,-29.5,3,4,63.86,29.08,34.78,1.8,-14.94,11.21,10.94,0.27,1.16,-10.93,128.69,91.47,37.22,0.93,-29.5
fade-only-gfs-gefs-core-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,85.5549,fade-only,gfs-gefs-core,fixed,5,0.5,0.35,0.4,0.2,3,2,2,433,344,361,1001,25.5,33.7,-8.2,0.47,-29.5,3,4,63.86,29.08,34.78,1.8,-14.94,11.21,10.94,0.27,1.16,-10.93,128.69,91.47,37.22,0.93,-29.5
follow-and-fade-ncep-complex-a8-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,75.312,follow-and-fade,ncep-complex,confidence-scaled,8,0.5,0.5,0.25,0.2,3,2,2,442,795,488,874,60.54,33.7,26.84,0.86,-25.47,3,4,31.72,29.08,2.64,1.01,-16.74,-0.6,10.94,-11.54,0.05,-16.17,110.19,91.47,18.72,0.81,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,75.304,follow-and-fade,ncep-complex,fixed,8,0.5,0.5,0.25,0.2,3,2,2,442,795,488,874,60.53,33.7,26.83,0.86,-25.47,3,4,31.72,29.08,2.64,1.01,-16.74,-0.6,10.94,-11.54,0.05,-16.17,110.18,91.47,18.71,0.81,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,74.7191,follow-and-fade,ncep-complex,confidence-scaled,8,0.5,0.35,0.25,0.2,3,2,2,443,797,489,873,59.86,33.7,26.16,0.85,-25.47,3,4,31.72,29.08,2.64,1.01,-16.74,-0.6,10.94,-11.54,0.05,-16.17,109.3,91.47,17.83,0.8,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,73.9451,follow-and-fade,ncep-complex,fixed,8,0.5,0.35,0.25,0.2,3,2,2,443,797,489,873,59.03,33.7,25.33,0.84,-25.47,3,4,31.72,29.08,2.64,1.01,-16.74,-0.6,10.94,-11.54,0.05,-16.17,108.21,91.47,16.74,0.8,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,73.8102,follow-and-fade,ncep-complex,fixed,8,0.5,0.5,0.25,0.2,3,2,4,442,696,477,885,64.69,33.7,30.99,0.9,-25.47,3,4,30.67,29.08,1.59,0.98,-19.42,0.22,10.94,-10.72,0.12,-15.65,115.67,91.47,24.2,0.83,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,73.7862,follow-and-fade,ncep-complex,confidence-scaled,8,0.5,0.5,0.25,0.2,3,2,4,442,696,477,885,64.66,33.7,30.96,0.9,-25.47,3,4,30.67,29.08,1.59,0.98,-19.42,0.22,10.94,-10.72,0.12,-15.65,115.64,91.47,24.17,0.83,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,73.1812,follow-and-fade,ncep-complex,confidence-scaled,8,0.5,0.35,0.25,0.2,3,2,4,443,698,478,884,63.96,33.7,30.26,0.89,-25.47,3,4,30.67,29.08,1.59,0.98,-19.42,0.22,10.94,-10.72,0.12,-15.65,114.72,91.47,23.25,0.83,-25.47
follow-and-fade-ncep-complex-a8-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,72.4152,follow-and-fade,ncep-complex,fixed,8,0.5,0.35,0.25,0.2,3,2,4,443,698,478,884,63.14,33.7,29.44,0.88,-25.47,3,4,30.67,29.08,1.59,0.98,-19.42,0.22,10.94,-10.72,0.12,-15.65,113.65,91.47,22.18,0.82,-25.47
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,71.1955,fade-only,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,3,2,2,472,381,385,977,27.95,33.7,-5.75,0.5,-28.12,3,4,53.45,29.08,24.37,1.57,-15.72,17.29,10.94,6.35,1.66,-8.67,130.28,91.47,38.81,0.93,-28.12
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,71.1955,fade-only,ncep-complex,fixed,5,0.5,0.5,0.4,0.2,3,2,2,472,381,385,977,27.95,33.7,-5.75,0.5,-28.12,3,4,53.45,29.08,24.37,1.57,-15.72,17.29,10.94,6.35,1.66,-8.67,130.28,91.47,38.81,0.93,-28.12
follow-and-fade-ncep-complex-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,70.6437,follow-and-fade,ncep-complex,fixed,5,0.35,0.5,0.25,0.2,3,2,2,577,1050,532,830,49.63,33.7,15.93,0.74,-32.04,3,4,32.64,29.08,3.56,1.03,-16.57,-1.51,10.94,-12.45,-0.02,-16.93,95.47,91.47,4,0.74,-32.04
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,70.4535,fade-only,ncep-complex,confidence-scaled,5,0.5,0.5,0.25,0.2,3,2,2,472,381,385,977,27.18,33.7,-6.52,0.49,-28.52,3,4,53.49,29.08,24.41,1.58,-15.72,17.29,10.94,6.35,1.66,-8.67,128.95,91.47,37.48,0.92,-28.52
fade-only-ncep-complex-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,70.4535,fade-only,ncep-complex,confidence-scaled,5,0.5,0.5,0.4,0.2,3,2,2,472,381,385,977,27.18,33.7,-6.52,0.49,-28.52,3,4,53.49,29.08,24.41,1.58,-15.72,17.29,10.94,6.35,1.66,-8.67,128.95,91.47,37.48,0.92,-28.52
follow-and-fade-ncep-complex-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,70.2487,follow-and-fade,ncep-complex,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,2,577,1050,532,830,49.39,33.7,15.69,0.74,-32.62,3,4,32.64,29.08,3.56,1.03,-16.57,-1.51,10.94,-12.45,-0.02,-16.93,95.16,91.47,3.69,0.74,-32.62
follow-and-fade-ncep-complex-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,69.692,follow-and-fade,ncep-complex,fixed,5,0.35,0.35,0.25,0.2,3,2,4,590,941,527,835,46.96,33.7,13.26,0.71,-33.32,3,4,35.5,29.08,6.42,1.1,-18.29,-0.2,10.94,-11.14,0.09,-15.83,98.72,91.47,7.25,0.75,-33.32
fade-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,69.4305,fade-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,2,478,385,387,975,26.12,33.7,-7.58,0.48,-29.12,3,4,53.49,29.08,24.41,1.58,-15.72,17.29,10.94,6.35,1.66,-8.67,127.05,91.47,35.58,0.92,-29.12
fade-only-ncep-complex-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,69.4305,fade-only,ncep-complex,confidence-scaled,5,0.5,0.35,0.4,0.2,3,2,2,478,385,387,975,26.12,33.7,-7.58,0.48,-29.12,3,4,53.49,29.08,24.41,1.58,-15.72,17.29,10.94,6.35,1.66,-8.67,127.05,91.47,35.58,0.92,-29.12
follow-and-fade-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,69.3051,follow-and-fade,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,3,2,2,472,853,494,868,56.7,33.7,23,0.82,-30.42,3,4,30.71,29.08,1.63,0.98,-17.38,-0.6,10.94,-11.54,0.05,-16.17,103.6,91.47,12.13,0.78,-30.42
follow-and-fade-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,69.2251,follow-and-fade,ncep-complex,confidence-scaled,5,0.5,0.5,0.25,0.2,3,2,2,472,853,494,868,56.6,33.7,22.9,0.82,-30.42,3,4,30.71,29.08,1.63,0.98,-17.38,-0.6,10.94,-11.54,0.05,-16.17,103.46,91.47,11.99,0.78,-30.42
follow-and-fade-ncep-complex-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,68.7547,follow-and-fade,ncep-complex,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,2,590,1072,538,824,47.5,33.7,13.8,0.72,-33.19,3,4,32.64,29.08,3.56,1.03,-16.57,-1.51,10.94,-12.45,-0.02,-16.93,92.69,91.47,1.22,0.72,-33.19
fade-only-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,68.5375,fade-only,ncep-complex,fixed,5,0.5,0.35,0.25,0.2,3,2,2,478,385,387,975,25.5,33.7,-8.2,0.47,-29.5,3,4,53.45,29.08,24.37,1.57,-15.72,17.29,10.94,6.35,1.66,-8.67,125.87,91.47,34.4,0.91,-29.5
fade-only-ncep-complex-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,68.5375,fade-only,ncep-complex,fixed,5,0.5,0.35,0.4,0.2,3,2,2,478,385,387,975,25.5,33.7,-8.2,0.47,-29.5,3,4,53.45,29.08,24.37,1.57,-15.72,17.29,10.94,6.35,1.66,-8.67,125.87,91.47,34.4,0.91,-29.5
follow-and-fade-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,68.4322,follow-and-fade,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,2,478,863,497,865,55.61,33.7,21.91,0.81,-30.86,3,4,30.71,29.08,1.63,0.98,-17.38,-0.6,10.94,-11.54,0.05,-16.17,102.18,91.47,10.71,0.77,-30.86
follow-and-fade-ncep-complex-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,68.407,follow-and-fade,ncep-complex,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,4,590,941,527,835,47.89,33.7,14.19,0.72,-33.06,3,4,34.39,29.08,5.31,1.07,-18.96,-0.37,10.94,-11.31,0.07,-15.97,98.03,91.47,6.56,0.75,-33.06
follow-and-fade-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,67.0607,follow-and-fade,ncep-complex,fixed,5,0.5,0.35,0.25,0.2,3,2,2,478,863,497,865,54.42,33.7,20.72,0.79,-31.43,3,4,30.71,29.08,1.63,0.98,-17.38,-0.6,10.94,-11.54,0.05,-16.17,100.63,91.47,9.16,0.76,-31.43
follow-and-fade-ncep-complex-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,66.6418,follow-and-fade,ncep-complex,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,4,577,921,522,840,47.89,33.7,14.19,0.72,-32.48,3,4,33.62,29.08,4.54,1.05,-19.42,-0.37,10.94,-11.31,0.07,-15.97,96.9,91.47,5.43,0.74,-32.48
follow-and-fade-ncep-complex-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,66.6122,follow-and-fade,ncep-complex,fixed,5,0.35,0.35,0.25,0.2,3,2,2,590,1072,538,824,45.29,33.7,11.59,0.7,-33.46,3,4,32.64,29.08,3.56,1.03,-16.57,-1.51,10.94,-12.45,-0.02,-16.93,89.81,91.47,-1.66,0.71,-33.46
follow-and-fade-ncep-complex-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,66.5633,follow-and-fade,ncep-complex,fixed,5,0.35,0.5,0.25,0.2,3,2,4,577,921,522,840,47.58,33.7,13.88,0.72,-31.91,3,4,33.62,29.08,4.54,1.05,-19.42,-0.2,10.94,-11.14,0.09,-15.83,96.8,91.47,5.33,0.74,-31.91
follow-and-fade-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,62.0015,follow-and-fade,ncep-complex,fixed,5,0.5,0.35,0.25,0.2,3,2,4,478,755,488,874,46.76,33.7,13.06,0.71,-31.43,3,4,33.53,29.08,4.45,1.05,-18.29,0.22,10.94,-10.72,0.12,-15.65,96.41,91.47,4.94,0.74,-31.43
follow-and-fade-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,61.6708,follow-and-fade,ncep-complex,fixed,5,0.5,0.5,0.25,0.2,3,2,4,472,745,483,879,50.34,33.7,16.64,0.75,-30.42,3,4,31.68,29.08,2.6,1,-19.42,0.22,10.94,-10.72,0.12,-15.65,98.41,91.47,6.94,0.75,-30.42
follow-and-fade-ncep-complex-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,61.4795,follow-and-fade,ncep-complex,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,4,478,755,488,874,48.51,33.7,14.81,0.73,-30.86,3,4,32.35,29.08,3.27,1.02,-19.02,0.22,10.94,-10.72,0.12,-15.65,96.99,91.47,5.52,0.75,-30.86
follow-and-fade-ncep-complex-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,61.4708,follow-and-fade,ncep-complex,confidence-scaled,5,0.5,0.5,0.25,0.2,3,2,4,472,745,483,879,50.09,33.7,16.39,0.75,-30.42,3,4,31.68,29.08,2.6,1,-19.42,0.22,10.94,-10.72,0.12,-15.65,98.09,91.47,6.62,0.75,-30.42
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,59.5007,follow-and-fade,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,3,2,4,480,756,496,866,44.79,33.7,11.09,0.69,-32.55,3,4,33.62,29.08,4.54,1.05,-19.42,0.22,10.94,-10.72,0.12,-15.65,93.91,91.47,2.44,0.73,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-confidence-scaled,true,58.9646,follow-and-fade,ncep-complex,confidence-scaled,8,0.35,0.35,0.25,0.2,3,2,4,481,758,497,865,44.18,33.7,10.48,0.68,-32.55,3,4,33.62,29.08,4.54,1.05,-19.42,0.22,10.94,-10.72,0.12,-15.65,93.09,91.47,1.62,0.72,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,58.9507,follow-and-fade,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,3,2,4,480,756,496,866,44.24,33.7,10.54,0.68,-32.55,3,4,33.62,29.08,4.54,1.05,-19.42,0.22,10.94,-10.72,0.12,-15.65,93.16,91.47,1.69,0.72,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,58.2395,follow-and-fade,ncep-complex,confidence-scaled,8,0.35,0.5,0.25,0.2,3,2,2,480,866,509,853,41.24,33.7,7.54,0.65,-32.55,3,4,32.64,29.08,3.56,1.03,-16.57,-0.6,10.94,-11.54,0.05,-16.17,86.21,91.47,-5.26,0.69,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv4-fixed,true,57.7926,follow-and-fade,ncep-complex,fixed,8,0.35,0.35,0.25,0.2,3,2,4,481,758,497,865,42.89,33.7,9.19,0.67,-32.55,3,4,33.62,29.08,4.54,1.05,-19.42,0.22,10.94,-10.72,0.12,-15.65,91.35,91.47,-0.12,0.71,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,57.7295,follow-and-fade,ncep-complex,fixed,8,0.35,0.5,0.25,0.2,3,2,2,480,866,509,853,40.74,33.7,7.04,0.64,-32.55,3,4,32.64,29.08,3.56,1.03,-16.57,-0.6,10.94,-11.54,0.05,-16.17,85.55,91.47,-5.92,0.69,-32.55
follow-and-fade-ncep-complex-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,57.7075,follow-and-fade,ncep-complex,confidence-scaled,8,0.35,0.35,0.25,0.2,3,2,2,481,868,510,852,40.64,33.7,6.94,0.64,-32.55,3,4,32.64,29.08,3.56,1.03,-16.57,-0.6,10.94,-11.54,0.05,-16.17,85.42,91.47,-6.05,0.69,-32.55
fade-only-long-history-core-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,56.9179,fade-only,long-history-core,fixed,5,0.35,0.5,0.25,0.2,3,2,2,286,232,209,1153,30.6,33.7,-3.1,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.65,10.94,3.71,1.36,-10.66,121.8,91.47,30.33,0.9,-26.63
fade-only-long-history-core-a5-c0.35-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,56.9179,fade-only,long-history-core,fixed,5,0.35,0.5,0.4,0.2,3,2,2,286,232,209,1153,30.6,33.7,-3.1,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.65,10.94,3.71,1.36,-10.66,121.8,91.47,30.33,0.9,-26.63
fade-only-long-history-core-a5-c0.35-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,56.9179,fade-only,long-history-core,confidence-scaled,5,0.35,0.5,0.25,0.2,3,2,2,286,232,209,1153,30.6,33.7,-3.1,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.97,10.94,4.03,1.39,-10.66,122.41,91.47,30.94,0.9,-26.63
fade-only-long-history-core-a5-c0.35-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,56.9179,fade-only,long-history-core,confidence-scaled,5,0.35,0.5,0.4,0.2,3,2,2,286,232,209,1153,30.6,33.7,-3.1,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.97,10.94,4.03,1.39,-10.66,122.41,91.47,30.94,0.9,-26.63
follow-and-fade-ncep-complex-a8-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,56.5915,follow-and-fade,ncep-complex,fixed,8,0.35,0.35,0.25,0.2,3,2,2,481,868,510,852,39.42,33.7,5.72,0.63,-32.55,3,4,32.64,29.08,3.56,1.03,-16.57,-0.6,10.94,-11.54,0.05,-16.17,83.81,91.47,-7.66,0.68,-32.55
fade-only-long-history-core-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,56.5284,fade-only,long-history-core,confidence-scaled,5,0.35,0.35,0.25,0.2,3,2,2,288,234,211,1151,30.07,33.7,-3.63,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,15.34,10.94,4.4,1.42,-10.66,122.21,91.47,30.74,0.9,-26.63
fade-only-long-history-core-a5-c0.35-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,56.5284,fade-only,long-history-core,confidence-scaled,5,0.35,0.35,0.4,0.2,3,2,2,288,234,211,1151,30.07,33.7,-3.63,0.54,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,15.34,10.94,4.4,1.42,-10.66,122.21,91.47,30.74,0.9,-26.63
follow-and-fade-gfs-gefs-core-a8-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,true,56.3253,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.5,0.5,0.25,0.2,5,1,4,399,652,494,868,47.46,33.7,13.76,0.71,-32.13,3,4,30.99,29.08,1.91,0.97,-16.98,30.72,10.94,19.78,2.32,-8.42,152.49,91.47,61.02,0.97,-32.13
follow-and-fade-gfs-gefs-core-a8-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-confidence-scaled,true,56.311,follow-and-fade,gfs-gefs-core,confidence-scaled,8,0.5,0.35,0.25,0.2,5,1,4,400,654,496,866,47.36,33.7,13.66,0.71,-32.13,3,4,30.99,29.08,1.91,0.97,-16.98,30.72,10.94,19.78,2.32,-8.42,152.32,91.47,60.85,0.97,-32.13
follow-and-fade-gfs-gefs-core-a8-c0.5-q0.5-wf0.25-rf0.2-fh5-rh1-mv4-fixed,true,56.1253,follow-and-fade,gfs-gefs-core,fixed,8,0.5,0.5,0.25,0.2,5,1,4,399,652,494,868,47.21,33.7,13.51,0.71,-32.13,3,4,30.99,29.08,1.91,0.97,-16.98,30.72,10.94,19.78,2.32,-8.42,152.06,91.47,60.59,0.97,-32.13
follow-and-fade-gfs-gefs-core-a8-c0.5-q0.35-wf0.25-rf0.2-fh5-rh1-mv4-fixed,true,55.999,follow-and-fade,gfs-gefs-core,fixed,8,0.5,0.35,0.25,0.2,5,1,4,400,654,496,866,46.97,33.7,13.27,0.71,-32.13,3,4,30.99,29.08,1.91,0.97,-16.98,30.72,10.94,19.78,2.32,-8.42,151.66,91.47,60.19,0.97,-32.13
fade-only-long-history-core-a5-c0.35-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,55.7624,fade-only,long-history-core,fixed,5,0.35,0.35,0.25,0.2,3,2,2,288,234,211,1151,29.25,33.7,-4.45,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,15.66,10.94,4.72,1.44,-10.66,121.43,91.47,29.96,0.9,-26.63
fade-only-long-history-core-a5-c0.35-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,55.7624,fade-only,long-history-core,fixed,5,0.35,0.35,0.4,0.2,3,2,2,288,234,211,1151,29.25,33.7,-4.45,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,15.66,10.94,4.72,1.44,-10.66,121.43,91.47,29.96,0.9,-26.63
fade-only-long-history-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,54.242,fade-only,long-history-core,fixed,5,0.5,0.35,0.25,0.2,3,2,2,239,194,195,1167,29.64,33.7,-4.06,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,120.2,91.47,28.73,0.89,-26.63
fade-only-long-history-core-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,54.242,fade-only,long-history-core,fixed,5,0.5,0.35,0.4,0.2,3,2,2,239,194,195,1167,29.64,33.7,-4.06,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,120.2,91.47,28.73,0.89,-26.63
fade-only-long-history-core-a5-c0.5-q0.5-wf0.25-rf0.2-fh3-rh2-mv2-fixed,true,54.242,fade-only,long-history-core,fixed,5,0.5,0.5,0.25,0.2,3,2,2,239,194,195,1167,29.64,33.7,-4.06,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,120.2,91.47,28.73,0.89,-26.63
fade-only-long-history-core-a5-c0.5-q0.5-wf0.4-rf0.2-fh3-rh2-mv2-fixed,true,54.242,fade-only,long-history-core,fixed,5,0.5,0.5,0.4,0.2,3,2,2,239,194,195,1167,29.64,33.7,-4.06,0.53,-26.63,3,4,48.12,29.08,19.04,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,120.2,91.47,28.73,0.89,-26.63
fade-only-long-history-core-a5-c0.5-q0.35-wf0.25-rf0.2-fh3-rh2-mv2-confidence-scaled,true,53.8625,fade-only,long-history-core,confidence-scaled,5,0.5,0.35,0.25,0.2,3,2,2,239,194,195,1167,29.57,33.7,-4.13,0.53,-26.63,3,4,47.91,29.08,18.83,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,119.78,91.47,28.31,0.89,-26.63
fade-only-long-history-core-a5-c0.5-q0.35-wf0.4-rf0.2-fh3-rh2-mv2-confidence-scaled,true,53.8625,fade-only,long-history-core,confidence-scaled,5,0.5,0.35,0.4,0.2,3,2,2,239,194,195,1167,29.57,33.7,-4.13,0.53,-26.63,3,4,47.91,29.08,18.83,1.44,-15.72,14.68,10.94,3.74,1.36,-10.38,119.78,91.47,28.31,0.89,-26.63
