windowSet,eventId,windowId,windowStartDate,windowEndDate,eventStartDate,eventEndDate,eventPeakDate,minWeightedAnomalyF,maxCoveragePct,qualifyingDays,symbol,priorTradeDate,firstTradeDate,lastTradeDate,tradingDays,priorClose,firstClose,lastClose,returnPctPrevCloseToEnd,returnPctFirstCloseToEnd,tradeQuestion
heating-season-events,actual-heating-cold-13,selloff,2024-01-17,2024-01-19,2024-01-20,2024-01-20,2024-01-20,-13.87,0.887,1,UNG,2024-01-16,2024-01-17,2024-01-19,3,23.120001,23.280001,20.799999,-10.035,-10.653,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-13,selloff,2024-01-17,2024-01-19,2024-01-20,2024-01-20,2024-01-20,-13.87,0.887,1,NG=F,2024-01-16,2024-01-17,2024-01-19,3,2.9,2.87,2.519,-13.138,-12.23,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-13,event,2024-01-20,2024-01-20,2024-01-20,2024-01-20,2024-01-20,-13.87,0.887,1,UNG,2024-01-19,2024-01-22,2024-01-19,0,20.799999,19.68,20.799999,0,5.691,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-13,event,2024-01-20,2024-01-20,2024-01-20,2024-01-20,2024-01-20,-13.87,0.887,1,NG=F,2024-01-19,2024-01-22,2024-01-19,0,2.519,2.419,2.519,0,4.134,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-14,rumor,2024-11-20,2024-11-23,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,UNG,2024-11-19,2024-11-20,2024-11-22,3,13.87,14.75,14.31,3.172,-2.983,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-14,rumor,2024-11-20,2024-11-23,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,NG=F,2024-11-19,2024-11-20,2024-11-22,3,2.998,3.193,3.129,4.37,-2.004,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-14,selloff,2024-11-27,2024-11-29,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,UNG,2024-11-26,2024-11-27,2024-11-29,2,15.08,13.81,14.43,-4.31,4.489,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-14,selloff,2024-11-27,2024-11-29,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,NG=F,2024-11-26,2024-11-27,2024-11-29,2,3.431,3.204,3.363,-1.982,4.963,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-14,event,2024-11-30,2024-12-02,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,UNG,2024-11-29,2024-12-02,2024-12-02,1,14.43,13.88,13.88,-3.812,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-14,event,2024-11-30,2024-12-02,2024-11-30,2024-12-02,2024-11-30,-10.57,0.774,3,NG=F,2024-11-29,2024-12-02,2024-12-02,1,3.363,3.213,3.213,-4.46,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-15,rumor,2024-12-30,2025-01-02,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,UNG,2024-12-27,2024-12-30,2025-01-02,3,15.76,18.030001,17.01,7.931,-5.657,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-15,rumor,2024-12-30,2025-01-02,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,NG=F,2024-12-27,2024-12-30,2025-01-02,3,3.514,3.936,3.66,4.155,-7.012,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-15,selloff,2025-01-06,2025-01-08,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,UNG,2025-01-03,2025-01-06,2025-01-08,3,15.59,17.16,17.110001,9.75,-0.291,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-15,selloff,2025-01-06,2025-01-08,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,NG=F,2025-01-03,2025-01-06,2025-01-08,3,3.354,3.672,3.651,8.855,-0.572,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-15,event,2025-01-09,2025-01-09,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,UNG,2025-01-08,2025-01-10,2025-01-08,0,17.110001,18.42,17.110001,0,-7.112,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-15,event,2025-01-09,2025-01-09,2025-01-09,2025-01-09,2025-01-09,-8.21,0.594,1,NG=F,2025-01-08,2025-01-09,2025-01-09,1,3.651,3.701,3.701,1.369,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-16,rumor,2025-01-10,2025-01-13,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,UNG,2025-01-08,2025-01-10,2025-01-13,2,17.110001,18.42,18.219999,6.487,-1.086,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-16,rumor,2025-01-10,2025-01-13,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,NG=F,2025-01-09,2025-01-10,2025-01-13,2,3.701,3.989,3.934,6.296,-1.379,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-16,selloff,2025-01-17,2025-01-19,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,UNG,2025-01-16,2025-01-17,2025-01-17,1,19.940001,18.34,18.34,-8.024,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-16,selloff,2025-01-17,2025-01-19,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,NG=F,2025-01-16,2025-01-17,2025-01-17,1,4.258,3.948,3.948,-7.28,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-16,event,2025-01-20,2025-01-22,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,UNG,2025-01-17,2025-01-21,2025-01-22,2,18.34,17.73,18.540001,1.091,4.569,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-16,event,2025-01-20,2025-01-22,2025-01-20,2025-01-22,2025-01-21,-16.05,0.943,3,NG=F,2025-01-17,2025-01-21,2025-01-22,2,3.948,3.756,3.96,0.304,5.431,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-17,rumor,2025-02-08,2025-02-11,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,UNG,2025-02-07,2025-02-10,2025-02-11,2,17.48,18.209999,18.58,6.293,2.032,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-17,rumor,2025-02-08,2025-02-11,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,NG=F,2025-02-07,2025-02-10,2025-02-11,2,3.309,3.444,3.519,6.346,2.178,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-17,selloff,2025-02-15,2025-02-17,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,UNG,2025-02-14,2025-02-18,2025-02-14,0,19.65,20.950001,19.65,0,-6.205,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-17,selloff,2025-02-15,2025-02-17,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,NG=F,2025-02-14,2025-02-18,2025-02-14,0,3.725,4.007,3.725,0,-7.038,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
