windowSet,eventId,windowId,windowStartDate,windowEndDate,eventStartDate,eventEndDate,eventPeakDate,minWeightedAnomalyF,maxCoveragePct,qualifyingDays,symbol,priorTradeDate,firstTradeDate,lastTradeDate,tradingDays,priorClose,firstClose,lastClose,returnPctPrevCloseToEnd,returnPctFirstCloseToEnd,tradeQuestion
heating-season-events,actual-heating-cold-17,event,2025-02-18,2025-02-22,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,UNG,2025-02-14,2025-02-18,2025-02-21,4,19.65,20.950001,22.09,12.417,5.442,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-17,event,2025-02-18,2025-02-22,2025-02-18,2025-02-22,2025-02-20,-18.96,1,5,NG=F,2025-02-14,2025-02-18,2025-02-21,4,3.725,4.007,4.234,13.664,5.665,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-18,rumor,2025-10-31,2025-11-03,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,UNG,2025-10-30,2025-10-31,2025-11-03,2,12.82,13.25,13.76,7.332,3.849,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-18,rumor,2025-10-31,2025-11-03,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,NG=F,2025-10-30,2025-10-31,2025-11-03,2,3.956,4.124,4.266,7.836,3.443,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-18,selloff,2025-11-07,2025-11-09,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,UNG,2025-11-06,2025-11-07,2025-11-07,1,14.17,13.95,13.95,-1.553,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-18,selloff,2025-11-07,2025-11-09,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,NG=F,2025-11-06,2025-11-07,2025-11-07,1,4.357,4.315,4.315,-0.964,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-18,event,2025-11-10,2025-11-11,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,UNG,2025-11-07,2025-11-10,2025-11-11,2,13.95,14.1,14.56,4.373,3.262,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-18,event,2025-11-10,2025-11-11,2025-11-10,2025-11-11,2025-11-10,-9.13,0.613,2,NG=F,2025-11-07,2025-11-10,2025-11-11,2,4.315,4.338,4.565,5.794,5.233,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-19,rumor,2025-11-24,2025-11-27,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,UNG,2025-11-21,2025-11-24,2025-11-26,3,14.65,14.41,14.25,-2.73,-1.11,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-19,rumor,2025-11-24,2025-11-27,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,NG=F,2025-11-21,2025-11-24,2025-11-26,3,4.58,4.549,4.558,-0.48,0.198,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-19,selloff,2025-12-01,2025-12-03,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,UNG,2025-11-28,2025-12-01,2025-12-03,3,14.73,15.21,15.47,5.024,1.709,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-19,selloff,2025-12-01,2025-12-03,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,NG=F,2025-11-28,2025-12-01,2025-12-03,3,4.85,4.921,4.995,2.99,1.504,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-19,event,2025-12-04,2025-12-05,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,UNG,2025-12-03,2025-12-04,2025-12-05,2,15.47,15.66,16.370001,5.818,4.534,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-19,event,2025-12-04,2025-12-05,2025-12-04,2025-12-05,2025-12-04,-10.57,0.651,2,NG=F,2025-12-03,2025-12-04,2025-12-05,2,4.995,5.063,5.289,5.886,4.464,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-20,rumor,2025-12-04,2025-12-07,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,UNG,2025-12-03,2025-12-04,2025-12-05,2,15.47,15.66,16.370001,5.818,4.534,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-20,rumor,2025-12-04,2025-12-07,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,NG=F,2025-12-03,2025-12-04,2025-12-05,2,4.995,5.063,5.289,5.886,4.464,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-20,selloff,2025-12-11,2025-12-13,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,UNG,2025-12-10,2025-12-11,2025-12-12,2,14.26,13.08,12.73,-10.729,-2.676,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-20,selloff,2025-12-11,2025-12-13,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,NG=F,2025-12-10,2025-12-11,2025-12-12,2,4.595,4.231,4.113,-10.49,-2.789,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-20,event,2025-12-14,2025-12-15,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,UNG,2025-12-12,2025-12-15,2025-12-15,1,12.73,12.46,12.46,-2.121,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-20,event,2025-12-14,2025-12-15,2025-12-14,2025-12-15,2025-12-14,-14.58,0.849,2,NG=F,2025-12-12,2025-12-15,2025-12-15,1,4.113,4.012,4.012,-2.456,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-21,rumor,2026-01-14,2026-01-17,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,UNG,2026-01-13,2026-01-14,2026-01-16,3,11.32,10.24,10.33,-8.746,0.879,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-21,rumor,2026-01-14,2026-01-17,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,NG=F,2026-01-13,2026-01-14,2026-01-16,3,3.419,3.12,3.103,-9.242,-0.545,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-21,selloff,2026-01-21,2026-01-23,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,UNG,2026-01-20,2026-01-21,2026-01-23,3,12.37,13.64,13.97,12.935,2.419,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-21,selloff,2026-01-21,2026-01-23,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,NG=F,2026-01-20,2026-01-21,2026-01-23,3,3.907,4.875,5.275,35.014,8.205,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-21,event,2026-01-24,2026-02-01,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,UNG,2026-01-23,2026-01-26,2026-01-30,5,13.97,14.83,16.9,20.974,13.958,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-21,event,2026-01-24,2026-02-01,2026-01-24,2026-02-01,2026-01-26,-15.24,1,9,NG=F,2026-01-23,2026-01-26,2026-01-30,5,5.275,6.8,4.354,-17.46,-35.971,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-22,rumor,2026-03-07,2026-03-10,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,UNG,2026-03-06,2026-03-09,2026-03-10,2,12.75,12.31,12.27,-3.765,-0.325,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-22,rumor,2026-03-07,2026-03-10,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,NG=F,2026-03-06,2026-03-09,2026-03-10,2,3.186,3.12,3.02,-5.21,-3.205,Did broad 7-10 day forecast cold bid UNG before the event?
heating-season-events,actual-heating-cold-22,selloff,2026-03-14,2026-03-16,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,UNG,2026-03-13,2026-03-16,2026-03-16,1,12.64,12.21,12.21,-3.402,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-22,selloff,2026-03-14,2026-03-16,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,NG=F,2026-03-13,2026-03-16,2026-03-16,1,3.131,3.023,3.023,-3.449,0,Did UNG fade in the 1-3 day buy-the-rumor/sell-the-news window?
heating-season-events,actual-heating-cold-22,event,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,UNG,2026-03-16,2026-03-17,2026-03-17,1,12.21,12.2,12.2,-0.082,0,What happened while the actual cold event was present?
heating-season-events,actual-heating-cold-22,event,2026-03-17,2026-03-17,2026-03-17,2026-03-17,2026-03-17,-12.04,0.717,1,NG=F,2026-03-16,2026-03-17,2026-03-17,1,3.023,3.033,3.033,0.331,0,What happened while the actual cold event was present?
