id,validationRank,sideScope,candidateMode,sourcePolicy,featureSet,estimators,maxDepth,learningRate,minLeafFrac,minLeafAbs,minSignalStrengthF,minCoveragePct,minExtremeCount,minExpectedTheoryReturnPct,validationTradeCount,validationTotalReturnPct,validationSharpe,validationMaxDrawdownPct,validationWorstFoldReturnPct,validationColdTrades,validationColdReturnPct,validationWarmTrades,validationWarmReturnPct,holdoutPredictionMax,holdoutWeatherEligibleCount,holdoutThresholdEligibleCount,holdoutCandidateCount,holdoutTradeCount,holdoutTotalReturnPct,holdoutSharpe,holdoutMaxDrawdownPct,holdoutWinRatePct,holdoutColdTrades,holdoutColdReturnPct,holdoutWarmTrades,holdoutWarmReturnPct
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,77,14,5,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,77,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,63,11,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,63,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,28,10,4,12.56,1.42,-7.46,50,1,18.77,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,18,7,4,14.65,1.62,-7.46,50,1,18.77,3,-3.47
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,10,4,3,-3.47,-0.91,-7.46,33.3,0,0,3,-3.47
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,24,7,3,9.92,1.11,-7.46,33.3,1,18.77,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,16,6,3,9.92,1.11,-7.46,33.3,1,18.77,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,8,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherOnly__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherOnly,20,2,0.06,0.2,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,77,14,5,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,77,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,63,11,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1551,63,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,28,10,4,12.56,1.42,-7.46,50,1,18.77,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,18,7,4,14.65,1.62,-7.46,50,1,18.77,3,-3.47
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,77,10,4,3,-3.47,-0.91,-7.46,33.3,0,0,3,-3.47
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,24,7,3,9.92,1.11,-7.46,33.3,1,18.77,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,16,6,3,9.92,1.11,-7.46,33.3,1,18.77,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.9584,63,8,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,77,23,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__longHistoryCore__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,longHistoryCore,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.6351,63,20,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,95,3,1,1,2.4,0,0,100,0,0,1,2.4
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,95,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,77,2,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,77,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,29,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,27,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,15,5,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr1,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,12,4,3,-3.47,-0.91,-7.46,33.3,0,0,3,-3.47
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,25,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,24,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,12,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr1,-7473.52,all,consensus,noAigfs,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,10,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,95,3,1,1,2.4,0,0,100,0,0,1,2.4
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,95,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,77,2,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,77,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,29,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,27,8,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,15,5,3,-5.23,-1.55,-7.46,33.3,0,0,3,-5.23
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr1,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,95,12,4,3,-3.47,-0.91,-7.46,33.3,0,0,3,-3.47
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,25,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,24,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,12,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__noAigfs__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr1,-7473.52,all,consensus,noAigfs,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,77,10,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,107,4,2,1,2.93,0,0,100,0,0,1,2.93
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherOnly,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,107,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,86,2,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherOnly,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,86,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,107,37,9,4,-0.64,-0.06,-7.46,50,0,0,4,-0.64
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,107,35,9,4,-0.64,-0.06,-7.46,50,0,0,4,-0.64
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,107,20,6,4,-0.64,-0.06,-7.46,50,0,0,4,-0.64
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr1,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.55,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,107,16,4,3,-3.47,-0.91,-7.46,33.3,0,0,3,-3.47
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,86,31,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,86,30,6,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,0.5,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,86,15,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__allConfirmed__weatherOnly__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr1,-7473.52,all,consensus,allConfirmed,weatherOnly,20,2,0.06,0.1,10,8,0.7,0,1,2,17.94,4.17,0,17.94,1,14.98,1,2.57,1.0846,86,13,3,2,-7.46,-3.61,-7.46,0,0,0,2,-7.46
strict-theory-gbt__all__consensus__allConfirmed__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,107,4,2,1,2.93,0,0,100,0,0,1,2.93
strict-theory-gbt__all__consensus__allConfirmed__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherSourceGroup,12,2,0.06,0.1,10,8,0.55,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,107,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__allConfirmed__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7473.52,all,consensus,allConfirmed,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.064,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,86,2,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__all__consensus__allConfirmed__weatherSourceGroup__e12__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7473.52,all,consensus,allConfirmed,weatherSourceGroup,12,2,0.06,0.1,10,8,0.7,0,0.25,2,17.94,4.17,0,17.94,1,14.98,1,2.57,0.1134,86,0,0,0,0,0,0,0,0,0,0,0
