date,open,high,low,close,volume,contract,storageBcf
2020-10-13,100,100,100,100,2242800,US-INDEX-BASKET,0
2020-10-14,99.321634,99.321634,99.321634,99.321634,1939900,US-INDEX-BASKET,0
2020-10-15,99.084264,99.084264,99.084264,99.084264,2512300,US-INDEX-BASKET,0
2020-10-16,98.916241,98.916241,98.916241,98.916241,1720600,US-INDEX-BASKET,0
2020-10-19,97.37831,97.37831,97.37831,97.37831,2280200,US-INDEX-BASKET,0
2020-10-20,97.759348,97.759348,97.759348,97.759348,3116400,US-INDEX-BASKET,0
2020-10-21,97.643112,97.643112,97.643112,97.643112,2635900,US-INDEX-BASKET,0
2020-10-22,98.018954,98.018954,98.018954,98.018954,2387200,US-INDEX-BASKET,0
2020-10-23,98.333502,98.333502,98.333502,98.333502,1469900,US-INDEX-BASKET,0
2020-10-26,96.578812,96.578812,96.578812,96.578812,3410200,US-INDEX-BASKET,0
2020-10-27,96.47618,96.47618,96.47618,96.47618,2243000,US-INDEX-BASKET,0
2020-10-28,93.08748,93.08748,93.08748,93.08748,5789300,US-INDEX-BASKET,0
2020-10-29,94.175101,94.175101,94.175101,94.175101,5444800,US-INDEX-BASKET,0
2020-10-30,92.888125,92.888125,92.888125,92.888125,6022700,US-INDEX-BASKET,0
2020-11-02,93.759814,93.759814,93.759814,93.759814,4154500,US-INDEX-BASKET,0
2020-11-03,95.510828,95.510828,95.510828,95.510828,3440100,US-INDEX-BASKET,0
2020-11-04,97.965356,97.965356,97.965356,97.965356,5859900,US-INDEX-BASKET,0
2020-11-05,100.020652,100.020652,100.020652,100.020652,4096800,US-INDEX-BASKET,0
2020-11-06,100.023915,100.023915,100.023915,100.023915,3687700,US-INDEX-BASKET,0
2020-11-09,100.607894,100.607894,100.607894,100.607894,8251300,US-INDEX-BASKET,0
2020-11-10,100.133435,100.133435,100.133435,100.133435,4205000,US-INDEX-BASKET,0
2020-11-11,101.178164,101.178164,101.178164,101.178164,2839300,US-INDEX-BASKET,0
2020-11-12,100.312357,100.312357,100.312357,100.312357,2577600,US-INDEX-BASKET,0
2020-11-13,101.59409,101.59409,101.59409,101.59409,2036000,US-INDEX-BASKET,0
2020-11-16,102.668113,102.668113,102.668113,102.668113,3065800,US-INDEX-BASKET,0
2020-11-17,102.256949,102.256949,102.256949,102.256949,3081100,US-INDEX-BASKET,0
2020-11-18,101.177237,101.177237,101.177237,101.177237,2683000,US-INDEX-BASKET,0
