date,open,high,low,close,volume,contract,storageBcf
2010-09-09,102.5,102.5,101.13999938964844,76.31311798095703,26500,VOO,0
2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,76.65958404541016,8600,VOO,0
2010-09-13,102.95999908447266,103.13999938964844,102.5,77.6236572265625,33750,VOO,0
2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,77.60862731933594,59400,VOO,0
2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,77.80443572998047,9250,VOO,0
2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,77.7743148803711,59550,VOO,0
2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,77.84964752197266,49350,VOO,0
2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,79.114990234375,19000,VOO,0
2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,78.87396240234375,19250,VOO,0
2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,78.45218658447266,18100,VOO,0
2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,77.80443572998047,33350,VOO,0
2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,79.39318084716797,24100,VOO,0
2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,79.0145492553711,15000,VOO,0
2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,79.5295181274414,49850,VOO,0
2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,79.15088653564453,15900,VOO,0
2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,79.02970886230469,44750,VOO,0
2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,79.30229949951172,17100,VOO,0
2010-10-04,105.26000213623047,105.26000213623047,103.5,78.63592529296875,88700,VOO,0
2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,80.3625259399414,19850,VOO,0
2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,80.2262191772461,276900,VOO,0
2010-10-07,106.5,106.5,105.31999969482422,80.1807632446289,49900,VOO,0
2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,80.78660583496094,61550,VOO,0
2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,80.65029907226562,14200,VOO,0
2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,81.11978149414062,42050,VOO,0
2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,81.60446166992188,74450,VOO,0
2010-10-14,107.69999694824219,107.81999969482422,106.80000305175781,81.30156707763672,19100,VOO,0
2010-10-15,108.04000091552734,108.08000183105469,106.72000122070312,81.4530029296875,54950,VOO,0
2010-10-18,107.62000274658203,108.44000244140625,107.44000244140625,82.0436782836914,22850,VOO,0
2010-10-19,107.13999938964844,107.68000030517578,106.0199966430664,80.74116516113281,38550,VOO,0
2010-10-20,106.94000244140625,108.16000366210938,106.94000244140625,81.60446166992188,22800,VOO,0
2010-10-21,108.26000213623047,108.76000213623047,107.30000305175781,81.72561645507812,29400,VOO,0
2010-10-22,108.16000366210938,108.19999694824219,107.94000244140625,81.92253112792969,24850,VOO,0
2010-10-25,109.0199966430664,109.27999877929688,108.45999908447266,82.16485595703125,29600,VOO,0
2010-10-26,107.91999816894531,108.55999755859375,107.87999725341797,82.14972686767578,15000,VOO,0
2010-10-27,107.73999786376953,108.22000122070312,107.22000122070312,81.89225769042969,17150,VOO,0
2010-10-28,108.76000213623047,108.81999969482422,107.76000213623047,81.95281219482422,19250,VOO,0
2010-10-29,108.0999984741211,108.41999816894531,108,82.01339721679688,13400,VOO,0
2010-11-01,108.91999816894531,109.41999816894531,107.76000213623047,82.05885314941406,51550,VOO,0
2010-11-02,109.22000122070312,109.41999816894531,108.86000061035156,82.6949462890625,26100,VOO,0
2010-11-03,109.41999816894531,109.66000366210938,108.31999969482422,83.04330444335938,31850,VOO,0
2010-11-04,110.9000015258789,111.80000305175781,110.73999786376953,84.60327911376953,49000,VOO,0
2010-11-05,111.9000015258789,112.30000305175781,111.68000030517578,84.9365234375,48300,VOO,0
2010-11-08,111.87999725341797,112.08000183105469,111.5,84.83047485351562,43400,VOO,0
2010-11-09,112.18000030517578,112.30000305175781,110.80000305175781,84.16409301757812,35700,VOO,0
2010-11-10,111.16000366210938,111.5999984741211,110.31999969482422,84.48211669921875,28200,VOO,0
2010-11-11,110.68000030517578,111.27999877929688,110.41999816894531,84.20951843261719,24000,VOO,0
2010-11-12,110.4000015258789,110.86000061035156,109.37999725341797,83.16446685791016,39450,VOO,0
2010-11-15,110.30000305175781,110.5199966430664,109.63999938964844,83.08871459960938,202750,VOO,0
2010-11-16,109.0199966430664,109.0199966430664,107.4800033569336,81.75590515136719,32850,VOO,0
2010-11-17,108.05999755859375,108.45999908447266,107.77999877929688,81.8165512084961,42450,VOO,0
2010-11-18,109.08000183105469,109.91999816894531,109.08000183105469,83.0281982421875,26100,VOO,0
2010-11-19,109.5,109.94000244140625,109.04000091552734,83.22506713867188,20250,VOO,0
2010-11-22,109.41999816894531,109.80000305175781,108.58000183105469,83.14936828613281,25350,VOO,0
2010-11-23,108.55999755859375,108.63999938964844,107.91999816894531,81.98309326171875,142400,VOO,0
2010-11-24,108.94000244140625,109.77999877929688,108.94000244140625,83.04330444335938,30100,VOO,0
2010-11-26,108.95999908447266,109.4000015258789,108.81999969482422,82.57378387451172,32650,VOO,0
2010-11-29,108.36000061035156,109.16000366210938,107.66000366210938,82.498046875,46000,VOO,0
2010-11-30,107.95999908447266,108.86000061035156,107.81999969482422,81.92253112792969,91950,VOO,0
2010-12-01,109.91999816894531,110.73999786376953,109.87999725341797,83.77030181884766,33350,VOO,0
2010-12-02,110.73999786376953,112.0999984741211,110.73999786376953,84.86075592041016,60650,VOO,0
2010-12-03,111.66000366210938,112.45999908447266,111.63999938964844,85.07282257080078,184100,VOO,0
2010-12-06,112.16000366210938,112.41999816894531,112,84.966796875,64150,VOO,0
2010-12-07,113.33999633789062,113.37999725341797,112.19999694824219,84.9970932006836,109000,VOO,0
2010-12-08,112.4000015258789,112.73999786376953,111.95999908447266,85.345458984375,69050,VOO,0
2010-12-09,113.33999633789062,113.33999633789062,112.66000366210938,85.66348266601562,54850,VOO,0
2010-12-10,113.4800033569336,113.87999725341797,113.22000122070312,86.17842864990234,73950,VOO,0
2010-12-13,114.31999969482422,114.44000244140625,113.81999969482422,86.22388458251953,77050,VOO,0
2010-12-14,114.12000274658203,114.36000061035156,113.66000366210938,86.26933288574219,59650,VOO,0
2010-12-15,113.73999786376953,114.19999694824219,113.23999786376953,85.89070129394531,43600,VOO,0
2010-12-16,113.55999755859375,114.16000366210938,113.12000274658203,86.39046478271484,60600,VOO,0
2010-12-17,114,114.33999633789062,113.81999969482422,86.51164245605469,59150,VOO,0
2010-12-20,114.58000183105469,114.73999786376953,113.95999908447266,86.69339752197266,72600,VOO,0
2010-12-21,114.86000061035156,115.30000305175781,114.77999877929688,87.22351837158203,76200,VOO,0
2010-12-22,115.33999633789062,115.5999984741211,115.23999786376953,87.54157257080078,108250,VOO,0
2010-12-23,115.44000244140625,115.5199966430664,115.16000366210938,87.40521240234375,57400,VOO,0
2010-12-27,114.45999908447266,115.0199966430664,114.4000015258789,87.47064971923828,71800,VOO,0
2010-12-28,115.22000122070312,115.22000122070312,114.80000305175781,87.56195831298828,56650,VOO,0
2010-12-29,115.31999969482422,115.44000244140625,115.19999694824219,87.63802337646484,53600,VOO,0
2010-12-30,115.12000274658203,115.26000213623047,114.87999725341797,87.50108337402344,78900,VOO,0
2010-12-31,114.86000061035156,115.13999938964844,114.68000030517578,87.59234619140625,145750,VOO,0
2011-01-03,115.94000244140625,116.66000366210938,115.9000015258789,88.41398620605469,119200,VOO,0
2011-01-04,116.55999755859375,116.55999755859375,115.5,88.3379135131836,108350,VOO,0
2011-01-05,115.86000061035156,116.80000305175781,115.72000122070312,88.80960845947266,717750,VOO,0
2011-01-06,116.83999633789062,116.91999816894531,116.22000122070312,88.65740966796875,72450,VOO,0
2011-01-07,116.69999694824219,116.86000061035156,115.4800033569336,88.4748306274414,82250,VOO,0
2011-01-10,115.87999725341797,116.27999877929688,115.4800033569336,88.39874267578125,124500,VOO,0
2011-01-11,116.66000366210938,116.83999633789062,116.12000274658203,88.68785858154297,131700,VOO,0
2011-01-12,117.31999969482422,117.72000122070312,117.0999984741211,89.47903442382812,107350,VOO,0
2011-01-13,117.68000030517578,117.73999786376953,117.16000366210938,89.35729217529297,96050,VOO,0
2011-01-14,117.30000305175781,118.33999633789062,117.26000213623047,89.99633026123047,193400,VOO,0
2011-01-18,118.26000213623047,118.58000183105469,118.04000091552734,90.14851379394531,194900,VOO,0
2011-01-19,118.44000244140625,118.5,117.0199966430664,89.25079345703125,111950,VOO,0
2011-01-20,117.08000183105469,117.37999725341797,116.31999969482422,89.14427947998047,103450,VOO,0
2011-01-21,117.9000015258789,118.13999938964844,117.31999969482422,89.34210205078125,117950,VOO,0
2011-01-24,117.4000015258789,118.19999694824219,117.37999725341797,89.88980865478516,455900,VOO,0
2011-01-25,117.80000305175781,118.19999694824219,117.19999694824219,89.85939025878906,226550,VOO,0
2011-01-26,118.44000244140625,118.94000244140625,118.23999786376953,90.3310546875,109250,VOO,0
2011-01-27,118.68000030517578,119.0999984741211,118.4800033569336,90.45279693603516,297250,VOO,0
2011-01-28,119.08000183105469,119.22000122070312,116.68000030517578,88.85521697998047,891400,VOO,0
2011-01-31,117.22000122070312,117.80000305175781,116.94000244140625,89.53987121582031,140550,VOO,0
