scenario,date,split,componentVariant,weatherResolutionAction,weatherResolutionScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct
counterfactual no close-in weather refresh,2021-06-17,train,summer-alpha,,1,0,1,0.0615,0.2237,0.2237,0,0.2237
counterfactual no close-in weather refresh,2021-06-18,train,summer-alpha,,1,0,1,-1.1682,-1.224,-1.224,0,-1.224
counterfactual no close-in weather refresh,2021-06-21,train,summer-alpha,,1,0,1,-0.7465,1.2484,1.2484,0,1.2484
counterfactual no close-in weather refresh,2021-06-22,train,summer-alpha,,1,0,1,2.0997,0.6125,0.6125,0,0.6125
counterfactual no close-in weather refresh,2021-06-23,train,summer-alpha,,1,0,1,2.302,-0.0861,-0.0861,0,-0.0861
counterfactual no close-in weather refresh,2021-06-24,train,summer-alpha,,1,0,1,2.5503,0.5809,0.5809,0,0.5809
counterfactual no close-in weather refresh,2021-06-25,train,summer-alpha,,1,0,1,2.282,0.282,0.282,0,0.282
counterfactual no close-in weather refresh,2021-06-28,train,summer-alpha,,1,0,1,3.4611,0.4118,0.4118,0,0.4118
counterfactual no close-in weather refresh,2021-06-29,train,summer-alpha,,1,0,1,0.3594,0.0999,0.0999,0,0.0999
counterfactual no close-in weather refresh,2021-06-30,train,summer-alpha,,1,0,1,0.551,0.0568,0.0568,0,0.0568
counterfactual no close-in weather refresh,2021-07-01,train,summer-alpha,,1,0.4375,0.5625,0.3014,0.4513,0.3857,0.014,0.3717
counterfactual no close-in weather refresh,2021-07-02,train,summer-alpha,,1,0.4375,0.5625,1.0653,0.8335,0.9349,0,0.9349
counterfactual no close-in weather refresh,2021-07-06,train,summer-alpha,,1,0.4375,0.5625,-1.7027,-0.0704,-0.7845,0,-0.7845
counterfactual no close-in weather refresh,2021-07-07,train,summer-alpha,,1,0,1,-1.1273,0.3146,0.3146,0.014,0.3006
counterfactual no close-in weather refresh,2021-07-08,train,summer-alpha,,1,0,1,2.5584,-0.7463,-0.7463,0,-0.7463
counterfactual no close-in weather refresh,2021-07-09,train,summer-alpha,,1,0,1,-0.3796,0.9661,0.9661,0,0.9661
counterfactual no close-in weather refresh,2021-07-12,train,summer-alpha,,1,0,1,2.0414,0.372,0.372,0,0.372
counterfactual no close-in weather refresh,2021-07-13,train,summer-alpha,,1,0,1,-1.4137,-0.2721,-0.2721,0,-0.2721
counterfactual no close-in weather refresh,2021-07-14,train,summer-alpha,,1,0,1,-0.974,0.1421,0.1421,0,0.1421
counterfactual no close-in weather refresh,2021-07-15,train,summer-alpha,,1,0,1,-1.2568,-0.3968,-0.3968,0,-0.3968
counterfactual no close-in weather refresh,2021-07-16,train,summer-alpha,,1,0,1,1.6602,-0.7817,-0.7817,0,-0.7817
counterfactual no close-in weather refresh,2021-07-19,train,summer-alpha,,1,0,1,2.8579,-1.3567,-1.3567,0,-1.3567
counterfactual no close-in weather refresh,2021-07-20,train,summer-alpha,,1,0.4375,0.5625,2.5668,1.3608,1.8884,0.014,1.8744
counterfactual no close-in weather refresh,2021-07-21,train,summer-alpha,,1,0.4375,0.5625,2.1414,0.8162,1.396,0,1.396
counterfactual no close-in weather refresh,2021-07-22,train,summer-alpha,,1,0.4375,0.5625,1.1114,0.3116,0.6615,0,0.6615
counterfactual no close-in weather refresh,2021-07-23,train,summer-alpha,,1,0,1,1.4239,1.0199,1.0199,0.014,1.0059
counterfactual no close-in weather refresh,2021-07-26,train,summer-alpha,,1,0,1,1.0345,0.2315,0.2315,0,0.2315
counterfactual no close-in weather refresh,2021-07-27,train,summer-alpha,,1,0,1,-3.1936,-0.5705,-0.5705,0,-0.5705
counterfactual no close-in weather refresh,2021-07-28,train,summer-alpha,,1,0,1,1.8383,0.0285,0.0285,0,0.0285
counterfactual no close-in weather refresh,2021-07-29,train,summer-alpha,,1,0,1,0.3709,0.3797,0.3797,0,0.3797
counterfactual no close-in weather refresh,2021-07-30,train,summer-alpha,,1,0,1,-3.5723,-0.4919,-0.4919,0,-0.4919
counterfactual no close-in weather refresh,2021-08-02,train,summer-alpha,,1,0,1,0.5365,-0.1641,-0.1641,0,-0.1641
counterfactual no close-in weather refresh,2021-08-03,train,summer-alpha,,1,0.4375,0.5625,2.338,0.7677,1.4547,0.014,1.4407
counterfactual no close-in weather refresh,2021-08-04,train,summer-alpha,,1,0.4375,0.5625,3.253,-0.3521,1.2251,0,1.2251
counterfactual no close-in weather refresh,2021-08-05,train,summer-alpha,,1,0.4375,0.5625,-0.4329,0.6253,0.1623,0,0.1623
counterfactual no close-in weather refresh,2021-08-06,train,summer-alpha,,1,0,1,0,0.051,0.051,0.014,0.037
counterfactual no close-in weather refresh,2021-08-09,train,summer-alpha,,1,0,1,-1.9324,-0.0396,-0.0396,0,-0.0396
counterfactual no close-in weather refresh,2021-08-10,train,summer-alpha,,1,0,1,0.7143,-0.0012,-0.0012,0,-0.0012
counterfactual no close-in weather refresh,2021-08-11,train,summer-alpha,,1,0,1,-0.7337,0.1568,0.1568,0,0.1568
counterfactual no close-in weather refresh,2021-08-12,train,summer-alpha,,1,0,1,-3.1042,0.3064,0.3064,0,0.3064
counterfactual no close-in weather refresh,2021-08-13,train,summer-alpha,,1,0,1,-1.8307,0.2272,0.2272,0,0.2272
counterfactual no close-in weather refresh,2021-08-16,train,summer-alpha,,1,0,1,2.2015,0.2018,0.2018,0,0.2018
counterfactual no close-in weather refresh,2021-08-17,train,summer-alpha,,1,0,1,-2.7623,-0.7043,-0.7043,0,-0.7043
counterfactual no close-in weather refresh,2021-08-18,train,summer-alpha,,1,0.4375,0.5625,0.3909,-1.0519,-0.4207,0.014,-0.4347
counterfactual no close-in weather refresh,2021-08-19,train,summer-alpha,,1,0.4375,0.5625,-0.5711,0.207,-0.1334,0,-0.1334
counterfactual no close-in weather refresh,2021-08-20,train,summer-alpha,,1,0.4375,0.5625,0.5483,0.8403,0.7126,0,0.7126
counterfactual no close-in weather refresh,2021-08-23,train,summer-alpha,,1,0.4375,0.5625,2.4409,1.005,1.6332,0,1.6332
counterfactual no close-in weather refresh,2021-08-24,train,summer-alpha,,1,0.4375,0.5625,-1.2421,0.193,-0.4349,0,-0.4349
counterfactual no close-in weather refresh,2021-08-25,train,summer-alpha,,1,0.4375,0.5625,0.0257,0.1593,0.1009,0,0.1009
counterfactual no close-in weather refresh,2021-08-26,train,summer-alpha,,1,0,1,7.3646,-0.5829,-0.5829,0.014,-0.5969
counterfactual no close-in weather refresh,2021-08-27,train,summer-alpha,,1,0,1,4.4455,0.9006,0.9006,0,0.9006
counterfactual no close-in weather refresh,2021-08-30,train,summer-alpha,,1,0,1,-1.4874,0.5938,0.5938,0,0.5938
counterfactual no close-in weather refresh,2021-08-31,train,summer-alpha,,1,0,1,1.6725,-0.1558,-0.1558,0,-0.1558
counterfactual no close-in weather refresh,2021-09-01,train,summer-alpha,,1,0,1,5.4375,0.1207,0.1207,0,0.1207
counterfactual no close-in weather refresh,2021-09-02,train,summer-alpha,,1,0,1,0.5634,0.2311,0.2311,0,0.2311
counterfactual no close-in weather refresh,2021-09-03,train,summer-alpha,,1,0,1,1.5298,0.0294,0.0294,0,0.0294
counterfactual no close-in weather refresh,2021-09-07,train,summer-alpha,,1,0.4375,0.5625,-3.056,-0.2677,-1.4876,0.014,-1.5016
counterfactual no close-in weather refresh,2021-09-08,train,summer-alpha,,1,0.4375,0.5625,7.5744,-0.1446,3.2325,0,3.2325
counterfactual no close-in weather refresh,2021-09-09,train,summer-alpha,,1,0.4375,0.5625,2.381,-0.4292,0.8003,0,0.8003
counterfactual no close-in weather refresh,2021-09-10,train,summer-alpha,,1,0,1,-1.8485,-0.767,-0.767,0.014,-0.781
counterfactual no close-in weather refresh,2021-09-13,train,summer-alpha,,1,0,1,5.9336,0.172,0.172,0,0.172
counterfactual no close-in weather refresh,2021-09-14,train,summer-alpha,,1,0,1,0.5544,-0.472,-0.472,0,-0.472
counterfactual no close-in weather refresh,2021-09-15,train,summer-alpha,,1,0,1,3.8023,0.8132,0.8132,0,0.8132
counterfactual no close-in weather refresh,2021-09-16,train,summer-alpha,,1,0,1,-2.2894,-0.1238,-0.1238,0,-0.1238
counterfactual no close-in weather refresh,2021-09-17,train,summer-alpha,,1,0,1,-4.3112,-1.0158,-1.0158,0,-1.0158
counterfactual no close-in weather refresh,2021-09-20,train,summer-alpha,,1,0,1,-2.3506,-1.7113,-1.7113,0,-1.7113
counterfactual no close-in weather refresh,2021-09-21,train,summer-alpha,,1,0,1,-3.6108,-0.0713,-0.0713,0,-0.0713
counterfactual no close-in weather refresh,2021-09-22,train,summer-alpha,,1,0.4375,0.5625,0,0.9607,0.5404,0.014,0.5264
counterfactual no close-in weather refresh,2021-09-23,train,summer-alpha,,1,0.4375,0.5625,3.5588,1.1483,2.2029,0,2.2029
counterfactual no close-in weather refresh,2021-09-24,train,summer-alpha,,1,0.4375,0.5625,3.2958,0.1579,1.5307,0,1.5307
counterfactual no close-in weather refresh,2021-09-27,train,summer-alpha,,1,0,1,11.0117,-0.3857,-0.3857,0.014,-0.3997
counterfactual no close-in weather refresh,2021-09-28,train,summer-alpha,,1,0,1,2.3659,-2.1467,-2.1467,0,-2.1467
counterfactual no close-in weather refresh,2021-09-29,train,summer-alpha,,1,0,1,-6.2318,0.0746,0.0746,0,0.0746
counterfactual no close-in weather refresh,2021-09-30,train,summer-alpha,,1,0,1,7.1207,-1.0892,-1.0892,0,-1.0892
counterfactual no close-in weather refresh,2021-10-01,train,summer-alpha,,1,0,1,-4.227,1.0825,1.0825,0,1.0825
counterfactual no close-in weather refresh,2021-10-04,train,summer-alpha,,1,0,1,2.6161,-1.3922,-1.3922,0,-1.3922
counterfactual no close-in weather refresh,2021-10-05,train,summer-alpha,,1,0,1,9.4693,1.0352,1.0352,0,1.0352
counterfactual no close-in weather refresh,2021-10-06,train,summer-alpha,,1,0,1,-10.0919,0.4919,0.4919,0,0.4919
counterfactual no close-in weather refresh,2021-10-07,train,summer-alpha,,1,0,1,0.0352,0.8641,0.8641,0,0.8641
counterfactual no close-in weather refresh,2021-10-08,train,summer-alpha,,1,0,1,-1.9729,-0.2487,-0.2487,0,-0.2487
counterfactual no close-in weather refresh,2021-10-11,train,summer-alpha,,1,0,1,-3.9533,-0.7346,-0.7346,0,-0.7346
counterfactual no close-in weather refresh,2021-10-12,train,summer-alpha,,1,0,1,2.9935,-0.2281,-0.2281,0,-0.2281
counterfactual no close-in weather refresh,2021-10-13,train,summer-alpha,,1,0,1,1.5441,0.4107,0.4107,0,0.4107
counterfactual no close-in weather refresh,2021-10-14,train,summer-alpha,,1,0,1,1.7352,1.7143,1.7143,0,1.7143
counterfactual no close-in weather refresh,2021-10-15,train,summer-alpha,,1,0,1,-4.8708,0.7522,0.7522,0,0.7522
counterfactual no close-in weather refresh,2021-10-18,train,summer-alpha,,1,0,1,-7.7819,0.4431,0.4431,0,0.4431
counterfactual no close-in weather refresh,2021-10-19,train,summer-alpha,,1,0,1,1.9844,0.7649,0.7649,0,0.7649
counterfactual no close-in weather refresh,2021-10-20,train,summer-alpha,,1,0,1,1.6116,0.2913,0.2913,0,0.2913
counterfactual no close-in weather refresh,2021-10-21,train,summer-alpha,,1,0,1,-1.0638,0.3221,0.3221,0,0.3221
counterfactual no close-in weather refresh,2021-10-22,train,summer-alpha,,1,0,1,3.2258,-0.2508,-0.2508,0,-0.2508
counterfactual no close-in weather refresh,2021-10-25,train,summer-alpha,,1,0,1,11.7045,0.6216,0.6216,0,0.6216
counterfactual no close-in weather refresh,2021-10-26,train,summer-alpha,,1,0,1,-0.2713,0.1305,0.1305,0,0.1305
counterfactual no close-in weather refresh,2021-10-27,train,summer-alpha,,1,0,1,5.4403,-0.2909,-0.2909,0,-0.2909
counterfactual no close-in weather refresh,2021-10-28,train,summer-alpha,,1,0,1,-6.772,0.9998,0.9998,0,0.9998
counterfactual no close-in weather refresh,2021-10-29,train,summer-alpha,,1,0,1,-6.157,0.2488,0.2488,0,0.2488
counterfactual no close-in weather refresh,2021-11-01,train,summer-alpha,,1,0,1,-4.4232,0.2279,0.2279,0,0.2279
counterfactual no close-in weather refresh,2021-11-02,train,summer-alpha,,1,0,1,6.8646,0.3943,0.3943,0,0.3943
counterfactual no close-in weather refresh,2021-11-03,train,summer-alpha,,1,0,1,2.3096,0.6999,0.6999,0,0.6999
counterfactual no close-in weather refresh,2021-11-04,train,summer-alpha,,1,0,1,0.8113,0.6281,0.6281,0,0.6281
counterfactual no close-in weather refresh,2021-11-05,train,summer-alpha,,1,0,1,-3.499,0.2904,0.2904,0,0.2904
counterfactual no close-in weather refresh,2021-11-08,train,summer-alpha,,1,0,1,-1.6135,0.071,0.071,0,0.071
counterfactual no close-in weather refresh,2021-11-09,train,summer-alpha,,1,0,1,-8.255,-0.4158,-0.4158,0,-0.4158
counterfactual no close-in weather refresh,2021-11-10,train,winter-alpha,adverse-shrunk,0.4733,0.2499,0.7501,-1.087,-0.9383,-0.9755,0.008,-0.9835
counterfactual no close-in weather refresh,2021-11-11,train,winter-alpha,no-reversion,1,0,1,4.5177,0.08,0.08,0.008,0.072
counterfactual no close-in weather refresh,2021-11-12,train,summer-alpha,,1,0,1,-6.9528,0.804,0.804,0,0.804
counterfactual no close-in weather refresh,2021-11-15,train,summer-alpha,,1,0,1,4.7172,0.0336,0.0336,0,0.0336
counterfactual no close-in weather refresh,2021-11-16,train,summer-alpha,,1,0,1,3.1892,0.4508,0.4508,0,0.4508
counterfactual no close-in weather refresh,2021-11-17,train,summer-alpha,,1,0,1,-6.9732,-0.1867,-0.1867,0,-0.1867
counterfactual no close-in weather refresh,2021-11-18,train,summer-alpha,,1,0,1,1.7857,0.4825,0.4825,0,0.4825
counterfactual no close-in weather refresh,2021-11-19,train,summer-alpha,,1,0,1,3.3252,-0.0338,-0.0338,0,-0.0338
counterfactual no close-in weather refresh,2021-11-22,train,summer-alpha,,1,0,1,-5.4492,-0.4392,-0.4392,0,-0.4392
counterfactual no close-in weather refresh,2021-11-23,train,summer-alpha,,1,0,1,3.7169,0.008,0.008,0,0.008
counterfactual no close-in weather refresh,2021-11-24,train,summer-alpha,,1,0,1,2.0334,0.2594,0.2594,0,0.2594
counterfactual no close-in weather refresh,2021-11-26,train,summer-alpha,,1,0,1,7.4783,-2.1191,-2.1191,0,-2.1191
counterfactual no close-in weather refresh,2021-11-29,train,summer-alpha,,1,0,1,-10.8867,1.3969,1.3969,0,1.3969
counterfactual no close-in weather refresh,2021-11-30,train,summer-alpha,,1,0,1,-5.9127,-1.8203,-1.8203,0,-1.8203
counterfactual no close-in weather refresh,2021-12-01,train,summer-alpha,,1,0,1,-6.7659,-1.25,-1.25,0,-1.25
counterfactual no close-in weather refresh,2021-12-02,train,winter-alpha,adverse-shrunk,0.45,0.25,0.75,-3.2351,1.3575,0.2093,0.008,0.2013
counterfactual no close-in weather refresh,2021-12-03,train,winter-alpha,no-reversion,1,0,1,-0.9658,-1.0532,-1.0532,0.008,-1.0612
counterfactual no close-in weather refresh,2021-12-06,train,summer-alpha,,1,0,1,-11.4956,1.1106,1.1106,0,1.1106
counterfactual no close-in weather refresh,2021-12-07,train,winter-alpha,confirm-scaled,1.1421,0.25,0.75,1.4108,2.2566,2.0452,0.008,2.0372
counterfactual no close-in weather refresh,2021-12-08,train,winter-alpha,no-reversion,1,0,1,2.2913,0.308,0.308,0.008,0.3
counterfactual no close-in weather refresh,2021-12-09,train,summer-alpha,,1,0,1,-0.0262,-0.8297,-0.8297,0,-0.8297
counterfactual no close-in weather refresh,2021-12-10,train,summer-alpha,,1,0,1,2.9103,0.9718,0.9718,0,0.9718
counterfactual no close-in weather refresh,2021-12-13,train,winter-alpha,missing-kept,1,-0.5625,0.4375,-1.2589,-1.0006,0.2704,0.018,0.2524
counterfactual no close-in weather refresh,2021-12-14,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-0.7968,-0.7429,0.1232,0,0.1232
counterfactual no close-in weather refresh,2021-12-15,train,winter-alpha,no-reversion,1,0,1,0,1.6826,1.6826,0.018,1.6646
counterfactual no close-in weather refresh,2021-12-16,train,summer-alpha,,1,0,1,-0.9469,-1.2132,-1.2132,0,-1.2132
counterfactual no close-in weather refresh,2021-12-17,train,summer-alpha,,1,0,1,-2.0181,-0.9395,-0.9395,0,-0.9395
counterfactual no close-in weather refresh,2021-12-20,train,summer-alpha,,1,0,1,3.9024,-1.0564,-1.0564,0,-1.0564
counterfactual no close-in weather refresh,2021-12-21,train,summer-alpha,,1,0,1,0.9129,1.8553,1.8553,0,1.8553
counterfactual no close-in weather refresh,2021-12-22,train,summer-alpha,,1,0,1,2.7656,1.0531,1.0531,0,1.0531
counterfactual no close-in weather refresh,2021-12-23,train,winter-alpha,confirm-scaled,1.25,-0.25,0.75,-4.8742,0.6523,1.7078,0.008,1.6998
counterfactual no close-in weather refresh,2021-12-27,train,winter-alpha,confirm-scaled,1.1109,-0.25,0.75,7.7686,1.4656,-0.8427,0,-0.8427
counterfactual no close-in weather refresh,2021-12-28,train,winter-alpha,no-reversion,1,0,1,-0.7669,-0.1458,-0.1458,0.008,-0.1538
counterfactual no close-in weather refresh,2021-12-29,train,summer-alpha,,1,0,1,-0.7645,0.0919,0.0919,0,0.0919
counterfactual no close-in weather refresh,2021-12-30,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-6.4364,-0.3035,3.4877,0.018,3.4697
counterfactual no close-in weather refresh,2021-12-31,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,4.7819,-0.336,-2.8368,0,-2.8368
counterfactual no close-in weather refresh,2022-01-03,train,winter-alpha,no-reversion,1,0,1,2.2418,0.6978,0.6978,0.018,0.6798
counterfactual no close-in weather refresh,2022-01-04,train,summer-alpha,,1,0,1,-2.5688,-0.2954,-0.2954,0,-0.2954
counterfactual no close-in weather refresh,2022-01-05,train,summer-alpha,,1,0,1,4.4391,-2.1358,-2.1358,0,-2.1358
counterfactual no close-in weather refresh,2022-01-06,train,summer-alpha,,1,0,1,-1.8032,-0.1318,-0.1318,0,-0.1318
counterfactual no close-in weather refresh,2022-01-07,train,summer-alpha,,1,0,1,2.7282,-0.4911,-0.4911,0,-0.4911
counterfactual no close-in weather refresh,2022-01-10,train,summer-alpha,,1,0,1,4.1624,-0.0853,-0.0853,0,-0.0853
counterfactual no close-in weather refresh,2022-01-11,train,summer-alpha,,1,0,1,4.1677,0.9809,0.9809,0,0.9809
counterfactual no close-in weather refresh,2022-01-12,train,summer-alpha,,1,0,1,14.3092,0.3336,0.3336,0,0.3336
counterfactual no close-in weather refresh,2022-01-13,train,summer-alpha,,1,0,1,-12.0856,-1.591,-1.591,0,-1.591
counterfactual no close-in weather refresh,2022-01-14,train,summer-alpha,,1,0,1,-0.1874,0.1286,0.1286,0,0.1286
counterfactual no close-in weather refresh,2022-01-18,train,summer-alpha,,1,0,1,0.4927,-1.8709,-1.8709,0,-1.8709
counterfactual no close-in weather refresh,2022-01-19,train,summer-alpha,,1,0,1,-5.8837,-1.0816,-1.0816,0,-1.0816
counterfactual no close-in weather refresh,2022-01-20,train,summer-alpha,,1,0,1,-5.681,-1.1416,-1.1416,0,-1.1416
counterfactual no close-in weather refresh,2022-01-21,train,summer-alpha,,1,0,1,5.1815,-2.1322,-2.1322,0,-2.1322
counterfactual no close-in weather refresh,2022-01-24,train,summer-alpha,,1,0,1,0.7002,0.4181,0.4181,0,0.4181
counterfactual no close-in weather refresh,2022-01-25,train,summer-alpha,,1,0,1,0.6456,-1.4437,-1.4437,0,-1.4437
counterfactual no close-in weather refresh,2022-01-26,train,summer-alpha,,1,0,1,5.5268,-0.1817,-0.1817,0,-0.1817
counterfactual no close-in weather refresh,2022-01-27,train,summer-alpha,,1,0,1,46.4812,-0.6099,-0.6099,0,-0.6099
counterfactual no close-in weather refresh,2022-01-28,train,summer-alpha,,1,0,1,-25.9537,2.5765,2.5765,0,2.5765
counterfactual no close-in weather refresh,2022-01-31,train,summer-alpha,,1,0,1,5.0657,2.1031,2.1031,0,2.1031
counterfactual no close-in weather refresh,2022-02-01,train,summer-alpha,,1,0,1,-2.5236,0.6601,0.6601,0,0.6601
counterfactual no close-in weather refresh,2022-02-02,train,winter-alpha,no-reversion,1,0.3438,0.6563,10.9941,0.925,4.3868,0.011,4.3758
counterfactual no close-in weather refresh,2022-02-03,train,winter-alpha,confirm-scaled,0.8283,-0.25,0.75,-9.1675,-2.6617,0.296,0.019,0.277
counterfactual no close-in weather refresh,2022-02-04,train,winter-alpha,confirm-scaled,0.9871,-0.25,0.75,-8.1206,0.6056,2.4845,0,2.4845
counterfactual no close-in weather refresh,2022-02-07,train,winter-alpha,no-reversion,1,0,1,-5.3662,-0.4064,-0.4064,0.008,-0.4144
counterfactual no close-in weather refresh,2022-02-08,train,summer-alpha,,1,0,1,0.3781,0.8724,0.8724,0,0.8724
counterfactual no close-in weather refresh,2022-02-09,train,summer-alpha,,1,0,1,-5.6262,1.5877,1.5877,0,1.5877
counterfactual no close-in weather refresh,2022-02-10,train,summer-alpha,,1,0,1,-1.2472,-1.8407,-1.8407,0,-1.8407
counterfactual no close-in weather refresh,2022-02-11,train,summer-alpha,,1,0,1,-0.4547,-2.234,-2.234,0,-2.234
counterfactual no close-in weather refresh,2022-02-14,train,summer-alpha,,1,0,1,6.4451,-0.2356,-0.2356,0,-0.2356
counterfactual no close-in weather refresh,2022-02-15,train,summer-alpha,,1,0,1,2.646,1.7669,1.7669,0,1.7669
counterfactual no close-in weather refresh,2022-02-16,train,winter-alpha,confirm-scaled,0.8809,-0.5625,0.4375,4.6296,0.0956,-2.5623,0.018,-2.5803
counterfactual no close-in weather refresh,2022-02-17,train,winter-alpha,confirm-scaled,0.9456,-0.5625,0.4375,-0.9482,-2.2923,-0.4695,0,-0.4695
counterfactual no close-in weather refresh,2022-02-18,train,winter-alpha,missing-kept,1,-0.25,0.75,-1.6592,-0.7368,-0.1378,0.01,-0.1478
counterfactual no close-in weather refresh,2022-02-22,train,winter-alpha,standalone-adverse-dropped,0,-0.25,0.75,1.6872,-1.0762,-1.2289,0,-1.2289
counterfactual no close-in weather refresh,2022-02-23,train,winter-alpha,no-reversion,1,0.3438,0.6563,2.8717,-1.9622,-0.3005,0.019,-0.3195
counterfactual no close-in weather refresh,2022-02-24,train,winter-alpha,no-reversion,1,0.3438,0.6563,1.0546,1.8938,1.6055,0,1.6055
counterfactual no close-in weather refresh,2022-02-25,train,winter-alpha,no-reversion,1,0.3438,0.6563,-2.8852,2.0716,0.3677,0,0.3677
counterfactual no close-in weather refresh,2022-02-28,train,winter-alpha,confirm-scaled,1.25,-0.5625,0.4375,-2.2756,-0.1235,1.226,0.029,1.197
counterfactual no close-in weather refresh,2022-03-01,train,winter-alpha,no-reversion,1,0,1,4.2044,-1.5319,-1.5319,0.018,-1.5499
counterfactual no close-in weather refresh,2022-03-02,train,summer-alpha,,1,0,1,4.133,1.8138,1.8138,0,1.8138
counterfactual no close-in weather refresh,2022-03-03,train,winter-alpha,missing-kept,1,-0.25,0.75,-2.2327,-0.6842,0.045,0.008,0.037
counterfactual no close-in weather refresh,2022-03-04,train,winter-alpha,confirm-scaled,1.25,-0.25,0.75,4.2067,-0.9368,-1.7543,0,-1.7543
counterfactual no close-in weather refresh,2022-03-07,train,winter-alpha,confirm-scaled,1.25,-0.25,0.75,-2.2491,-3.101,-1.7635,0,-1.7635
counterfactual no close-in weather refresh,2022-03-08,train,winter-alpha,confirm-scaled,0.8639,-0.25,0.75,-5.1917,-0.695,0.7768,0,0.7768
counterfactual no close-in weather refresh,2022-03-09,train,winter-alpha,no-reversion,1,0,1,-0.9956,2.8343,2.8343,0.008,2.8263
counterfactual no close-in weather refresh,2022-03-10,train,summer-alpha,,1,0,1,2.3199,-0.564,-0.564,0,-0.564
counterfactual no close-in weather refresh,2022-03-11,train,summer-alpha,,1,0,1,2.0298,-1.4315,-1.4315,0,-1.4315
counterfactual no close-in weather refresh,2022-03-14,train,winter-alpha,confirm-scaled,1.1965,-0.5625,0.4375,-1.9059,-0.9678,0.6487,0.018,0.6307
counterfactual no close-in weather refresh,2022-03-15,train,winter-alpha,confirm-scaled,1.2453,-0.5625,0.4375,-1.5786,2.3814,1.9298,0,1.9298
counterfactual no close-in weather refresh,2022-03-16,train,winter-alpha,confirm-scaled,1.06,-0.5625,0.4375,2.9611,2.5147,-0.5654,0,-0.5654
counterfactual no close-in weather refresh,2022-03-17,train,winter-alpha,no-reversion,1,0,1,4.0743,1.226,1.226,0.018,1.208
counterfactual no close-in weather refresh,2022-03-18,train,winter-alpha,missing-kept,1,-0.5625,0.4375,-0.8636,1.2977,1.0535,0.018,1.0355
counterfactual no close-in weather refresh,2022-03-21,train,winter-alpha,confirm-scaled,1.1324,-0.25,0.75,1.2776,-0.0454,-0.3535,0.01,-0.3635
counterfactual no close-in weather refresh,2022-03-22,train,winter-alpha,confirm-scaled,1.25,-0.25,0.75,3.7271,1.3164,0.0555,0,0.0555
counterfactual no close-in weather refresh,2022-03-23,train,winter-alpha,no-reversion,1,0,1,-0.3317,-1.3149,-1.3149,0.008,-1.3229
counterfactual no close-in weather refresh,2022-03-24,train,summer-alpha,,1,0,1,3.2301,1.6244,1.6244,0,1.6244
counterfactual no close-in weather refresh,2022-03-25,train,summer-alpha,,1,0,1,3.1476,0.3977,0.3977,0,0.3977
counterfactual no close-in weather refresh,2022-03-28,train,summer-alpha,,1,0,1,-1.1309,0.8508,0.8508,0,0.8508
counterfactual no close-in weather refresh,2022-03-29,train,summer-alpha,,1,0,1,-3.1227,1.3639,1.3639,0,1.3639
counterfactual no close-in weather refresh,2022-03-30,train,summer-alpha,,1,0,1,5.0412,-0.71,-0.71,0,-0.71
counterfactual no close-in weather refresh,2022-03-31,train,summer-alpha,,1,0,1,0.6601,-1.5049,-1.5049,0,-1.5049
counterfactual no close-in weather refresh,2022-04-01,train,summer-alpha,,1,0,1,1.3825,0.2042,0.2042,0,0.2042
counterfactual no close-in weather refresh,2022-04-04,train,summer-alpha,,1,0,1,-0.1399,1.0855,1.0855,0,1.0855
counterfactual no close-in weather refresh,2022-04-05,train,summer-alpha,,1,0,1,5.6022,-1.4301,-1.4301,0,-1.4301
counterfactual no close-in weather refresh,2022-04-06,train,summer-alpha,,1,0,1,-0.0497,-1.252,-1.252,0,-1.252
counterfactual no close-in weather refresh,2022-04-07,train,summer-alpha,,1,0,1,5.4736,0.4558,0.4558,0,0.4558
counterfactual no close-in weather refresh,2022-04-08,train,summer-alpha,,1,0,1,-1.2738,-0.4631,-0.4631,0,-0.4631
counterfactual no close-in weather refresh,2022-04-11,train,summer-alpha,,1,0,1,5.814,-1.8483,-1.8483,0,-1.8483
counterfactual no close-in weather refresh,2022-04-12,train,summer-alpha,,1,0,1,0.557,-0.3939,-0.3939,0,-0.3939
counterfactual no close-in weather refresh,2022-04-13,train,summer-alpha,,1,0,1,4.7455,1.3102,1.3102,0,1.3102
counterfactual no close-in weather refresh,2022-04-14,train,summer-alpha,,1,0,1,4.3304,-1.4295,-1.4295,0,-1.4295
counterfactual no close-in weather refresh,2022-04-18,train,summer-alpha,,1,0,1,7.1233,0.0398,0.0398,0,0.0398
counterfactual no close-in weather refresh,2022-04-19,train,summer-alpha,,1,0,1,-8.2353,1.711,1.711,0,1.711
counterfactual no close-in weather refresh,2022-04-20,train,summer-alpha,,1,0,1,-3.3306,-0.3485,-0.3485,0,-0.3485
counterfactual no close-in weather refresh,2022-04-21,train,summer-alpha,,1,0,1,0.2883,-1.5923,-1.5923,0,-1.5923
counterfactual no close-in weather refresh,2022-04-22,train,summer-alpha,,1,0,1,-6.0802,-2.7158,-2.7158,0,-2.7158
counterfactual no close-in weather refresh,2022-04-25,train,summer-alpha,,1,0,1,2.0661,0.6986,0.6986,0,0.6986
