scenario,date,split,componentVariant,sourceAction,optimizedLiveAction,optimizedLiveScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct,equity,equityPct
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-22,train,winter-alpha,confirm-scaled,confirm-scaled,1.375,-0.3437,0.6563,3.7271,1.3164,-0.4173,0.0001,-0.4174,162136.43,62.1364
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-23,train,winter-alpha,no-reversion,no-reversion,1,0,1,-0.3317,-1.3149,-1.3149,0.011,-1.3259,159986.66,59.9867
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-24,train,summer-alpha,,,1,0,1,3.2301,1.6244,1.6244,0,1.6244,162585.49,62.5855
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-25,train,summer-alpha,,,1,0,1,3.1476,0.3977,0.3977,0,0.3977,163232.09,63.2321
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-28,train,summer-alpha,,,1,0,1,-1.1309,0.8508,0.8508,0,0.8508,164620.87,64.6209
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-29,train,summer-alpha,,,1,0,1,-3.1227,1.3639,1.3639,0,1.3639,166866.13,66.8661
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-30,train,summer-alpha,,,1,0,1,5.0412,-0.71,-0.71,0,-0.71,165681.38,65.6814
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-03-31,train,summer-alpha,,,1,0,1,0.6601,-1.5049,-1.5049,0,-1.5049,163188.04,63.188
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-01,train,summer-alpha,,,1,0,1,1.3825,0.2042,0.2042,0,0.2042,163521.27,63.5213
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-04,train,summer-alpha,,,1,0,1,-0.1399,1.0855,1.0855,0,1.0855,165296.3,65.2963
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-05,train,summer-alpha,,,1,0,1,5.6022,-1.4301,-1.4301,0,-1.4301,162932.4,62.9324
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-06,train,summer-alpha,,,1,0,1,-0.0497,-1.252,-1.252,0,-1.252,160892.48,60.8925
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-07,train,summer-alpha,,,1,0,1,5.4736,0.4558,0.4558,0,0.4558,161625.83,61.6258
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-08,train,summer-alpha,,,1,0,1,-1.2738,-0.4631,-0.4631,0,-0.4631,160877.34,60.8773
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-11,train,summer-alpha,,,1,0,1,5.814,-1.8483,-1.8483,0,-1.8483,157903.84,57.9038
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-12,train,summer-alpha,,,1,0,1,0.557,-0.3939,-0.3939,0,-0.3939,157281.86,57.2819
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-13,train,summer-alpha,,,1,0,1,4.7455,1.3102,1.3102,0,1.3102,159342.57,59.3426
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-14,train,summer-alpha,,,1,0,1,4.3304,-1.4295,-1.4295,0,-1.4295,157064.77,57.0648
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-18,train,summer-alpha,,,1,0,1,7.1233,0.0398,0.0398,0,0.0398,157127.28,57.1273
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-19,train,summer-alpha,,,1,0,1,-8.2353,1.711,1.711,0,1.711,159815.73,59.8157
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-20,train,summer-alpha,,,1,0,1,-3.3306,-0.3485,-0.3485,0,-0.3485,159258.77,59.2588
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-21,train,summer-alpha,,,1,0,1,0.2883,-1.5923,-1.5923,0,-1.5923,156722.89,56.7229
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-22,train,summer-alpha,,,1,0,1,-6.0802,-2.7158,-2.7158,0,-2.7158,152466.61,52.4666
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-25,train,summer-alpha,,,1,0,1,2.0661,0.6986,0.6986,0,0.6986,153531.74,53.5317
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-26,train,summer-alpha,,,1,0,1,2.714,-3.0411,-3.0411,0,-3.0411,148862.69,48.8627
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-27,train,summer-alpha,,,1,0,1,6.0876,0.1871,0.1871,0,0.1871,149141.21,49.1412
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-28,train,summer-alpha,,,1,0,1,-5.2154,2.7087,2.7087,0,2.7087,153181,53.181
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-04-29,train,summer-alpha,,,1,0,1,5.1684,-3.8291,-3.8291,0,-3.8291,147315.54,47.3155
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-02,train,summer-alpha,,,1,0,1,3.1888,0.8316,0.8316,0,0.8316,148540.62,48.5406
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-03,train,summer-alpha,,,1,0,1,6.408,0.3739,0.3739,0,0.3739,149096.01,49.096
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-04,train,summer-alpha,,,1,0.4375,0.5625,5.7958,3.0973,4.2779,0.014,4.2639,155453.32,55.4533
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-05,train,summer-alpha,,,1,0.4375,0.5625,4.3731,-3.7903,-0.2188,0,-0.2188,155113.19,55.1132
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-06,train,summer-alpha,,,1,0.4375,0.5625,-8.4254,-0.7692,-4.1188,0,-4.1188,148724.39,48.7244
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-09,train,summer-alpha,,,1,0,1,-12.6445,-3.3498,-3.3498,0.014,-3.3638,143721.59,43.7216
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-10,train,summer-alpha,,,1,0,1,5.1096,0.4392,0.4392,0,0.4392,144352.82,44.3528
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-11,train,summer-alpha,,,1,0,1,3.4529,-1.8865,-1.8865,0,-1.8865,141629.6,41.6296
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-12,train,summer-alpha,,,1,0,1,1.2958,-0.1087,-0.1087,0,-0.1087,141475.65,41.4757
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-13,train,summer-alpha,,,1,0,1,-0.982,2.5987,2.5987,0,2.5987,145152.18,45.1522
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-16,train,summer-alpha,,,1,0,1,3.8236,-0.4843,-0.4843,0,-0.4843,144449.21,44.4492
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-17,train,summer-alpha,,,1,0,1,4.3741,2.1102,2.1102,0,2.1102,147497.38,47.4974
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-18,train,summer-alpha,,,1,0,1,0.7707,-4.1383,-4.1383,0,-4.1383,141393.49,41.3935
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-19,train,summer-alpha,,,1,0,1,-0.717,-0.6652,-0.6652,0,-0.6652,140452.94,40.4529
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-20,train,summer-alpha,,,1,0,1,-2.7082,-0.0336,-0.0336,0,-0.0336,140405.75,40.4057
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-23,train,summer-alpha,,,1,0.4375,0.5625,8.1777,1.8389,4.6121,0.014,4.5981,146861.75,46.8617
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-24,train,summer-alpha,,,1,0.4375,0.5625,0.5947,-0.9944,-0.2992,0,-0.2992,146422.34,46.4223
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-25,train,summer-alpha,,,1,0.4375,0.5625,1.9895,0.9447,1.4018,0,1.4018,148474.88,48.4749
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-26,train,summer-alpha,,,1,0,1,-0.7023,2.1462,2.1462,0.014,2.1322,151640.67,51.6407
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-27,train,summer-alpha,,,1,0,1,-2.0319,2.6639,2.6639,0,2.6639,155680.22,55.6802
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-05-31,train,summer-alpha,,,1,0,1,-6.669,-0.4835,-0.4835,0,-0.4835,154927.51,54.9275
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-01,train,summer-alpha,,,1,0,1,6.7649,-0.8386,-0.8386,0,-0.8386,153628.29,53.6283
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-02,train,summer-alpha,,,1,0,1,-2.4264,2.0738,2.0738,0,2.0738,156814.23,56.8142
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-03,train,summer-alpha,,,1,0,1,0.4479,-1.8283,-1.8283,0,-1.8283,153947.19,53.9472
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-06,train,summer-alpha,,,1,0,1,9.3746,0.312,0.312,0,0.312,154427.51,54.4275
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-07,train,summer-alpha,,,1,0,1,-0.3111,0.9354,0.9354,0,0.9354,155872.02,55.872
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-08,train,summer-alpha,,,1,0,1,-6.3919,-1.0209,-1.0209,0,-1.0209,154280.73,54.2807
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-09,train,summer-alpha,,,1,0.4375,0.5625,3.0348,-2.4078,-0.0267,0.014,-0.0407,154217.94,54.2179
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-10,train,summer-alpha,,,1,0.4375,0.5625,-1.2607,-3.0616,-2.2737,0,-2.2737,150711.48,50.7115
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-13,train,summer-alpha,,,1,0.4375,0.5625,-2.7232,-3.991,-3.4363,0,-3.4363,145532.58,45.5326
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-14,train,summer-alpha,,,1,0,1,-16.4944,-0.1698,-0.1698,0.014,-0.1838,145265.09,45.2651
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-15,train,summer-alpha,,,1,0,1,3.2132,1.6403,1.6403,0,1.6403,147647.88,47.6479
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-16,train,summer-alpha,,,1,0,1,0.593,-3.4324,-3.4324,0,-3.4324,142580.01,42.58
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-17,train,summer-alpha,,,1,0,1,-6.9668,0.438,0.438,0,0.438,143204.51,43.2045
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-21,train,summer-alpha,,,1,0,1,-1.9585,2.461,2.461,0,2.461,146728.78,46.7288
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-22,train,summer-alpha,,,1,0,1,0.7344,-0.1929,-0.1929,0,-0.1929,146445.74,46.4457
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-23,train,summer-alpha,,,1,0,1,-9.026,1.1332,1.1332,0,1.1332,148105.26,48.1053
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-24,train,summer-alpha,,,1,0,1,-0.3045,3.2145,3.2145,0,3.2145,152866.1,52.8661
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-27,train,summer-alpha,,,1,0.4375,0.5625,4.5177,-0.4829,1.7049,0.014,1.6909,155450.92,55.4509
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-28,train,summer-alpha,,,1,0.4375,0.5625,0.7691,-2.3322,-0.9754,0,-0.9754,153934.65,53.9346
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-29,train,summer-alpha,,,1,0.4375,0.5625,-0.809,0.0582,-0.3212,0,-0.3212,153440.21,53.4402
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-06-30,train,summer-alpha,,,1,0.4375,0.5625,-16.5282,-0.9021,-7.7385,0,-7.7385,141566.24,41.5662
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-01,train,summer-alpha,,,1,0.4375,0.5625,5.6416,0.9703,3.014,0,3.014,145833.04,45.833
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-05,train,summer-alpha,,,1,0.4375,0.5625,-3.6126,0.4776,-1.3119,0,-1.3119,143919.86,43.9199
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-06,train,summer-alpha,,,1,0.4375,0.5625,-0.2354,0.4165,0.1313,0,0.1313,144108.83,44.1088
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-07,train,summer-alpha,,,1,0.4375,0.5625,14.2831,1.6067,7.1526,0,7.1526,154416.36,54.4164
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-08,train,summer-alpha,,,1,0,1,-4.1766,-0.0256,-0.0256,0.014,-0.0396,154355.21,54.3552
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-11,train,summer-alpha,,,1,0,1,6.4965,-1.3311,-1.3311,0,-1.3311,152300.58,52.3006
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-12,train,summer-alpha,,,1,0,1,-4.0927,-0.9267,-0.9267,0,-0.9267,150889.22,50.8892
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-13,train,summer-alpha,,,1,0,1,8.5348,-0.4049,-0.4049,0,-0.4049,150278.26,50.2783
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-14,train,summer-alpha,,,1,0.4375,0.5625,-1.3305,-0.1432,-0.6626,0.014,-0.6766,149261.48,49.2615
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-15,train,summer-alpha,,,1,0.4375,0.5625,6.303,1.8604,3.804,0,3.804,154939.39,54.9394
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-18,train,summer-alpha,,,1,0.4375,0.5625,6.5992,-0.8238,2.4238,0,2.4238,158694.81,58.6948
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-19,train,summer-alpha,,,1,0,1,-2.8747,2.7764,2.7764,0.014,2.7624,163078.6,63.0786
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-20,train,summer-alpha,,,1,0,1,10.2285,0.8419,0.8419,0,0.8419,164451.55,64.4516
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-21,train,summer-alpha,,,1,0,1,-0.9367,1.0962,1.0962,0,1.0962,166254.27,66.2543
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-22,train,summer-alpha,,,1,0,1,4.6268,-1.0737,-1.0737,0,-1.0737,164469.2,64.4692
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-25,train,summer-alpha,,,1,0,1,5.1573,-0.0318,-0.0318,0,-0.0318,164416.9,64.4169
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-26,train,summer-alpha,,,1,0,1,3.048,-1.3541,-1.3541,0,-1.3541,162190.53,62.1905
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-27,train,summer-alpha,,,1,0,1,-3.4026,2.9391,2.9391,0,2.9391,166957.47,66.9575
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-28,train,summer-alpha,,,1,0.4375,0.5625,-6.3658,1.2045,-2.1075,0.014,-2.1215,163415.47,63.4155
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-07-29,train,summer-alpha,,,1,0.4375,0.5625,1.1679,1.5362,1.3751,0,1.3751,165662.59,65.6626
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-01,train,summer-alpha,,,1,0.4375,0.5625,0.6562,-0.25,0.1465,0,0.1465,165905.29,65.9053
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-02,train,summer-alpha,,,1,0,1,-6.9661,-0.5847,-0.5847,0.014,-0.5987,164912.02,64.912
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-03,train,summer-alpha,,,1,0,1,7.2671,1.7816,1.7816,0,1.7816,167850.09,67.8501
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-04,train,summer-alpha,,,1,0,1,-1.7421,0.053,0.053,0,0.053,167939.05,67.939
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-05,train,summer-alpha,,,1,0,1,-0.7141,-0.3308,-0.3308,0,-0.3308,167383.51,67.3835
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-08,train,summer-alpha,,,1,0,1,-5.8904,-0.1396,-0.1396,0,-0.1396,167149.84,67.1498
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-09,train,summer-alpha,,,1,0,1,3.2152,-0.5435,-0.5435,0,-0.5435,166241.38,66.2414
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-10,train,summer-alpha,,,1,0,1,4.7108,2.2244,2.2244,0,2.2244,169939.25,69.9393
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-11,train,summer-alpha,,,1,0,1,8.1931,-0.097,-0.097,0,-0.097,169774.41,69.7744
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-12,train,summer-alpha,,,1,0,1,-1.1945,1.7566,1.7566,0,1.7566,172756.67,72.7567
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-15,train,summer-alpha,,,1,0,1,-0.4562,0.4982,0.4982,0,0.4982,173617.34,73.6173
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-16,train,summer-alpha,,,1,0,1,6.8859,0.1049,0.1049,0,0.1049,173799.47,73.7995
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-17,train,summer-alpha,,,1,0,1,-0.9111,-0.7836,-0.7836,0,-0.7836,172437.57,72.4376
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-18,train,summer-alpha,,,1,0,1,-0.6058,0.2926,0.2926,0,0.2926,172942.13,72.9421
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-19,train,summer-alpha,,,1,0,1,1.6108,-1.495,-1.495,0,-1.495,170356.64,70.3566
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-22,train,summer-alpha,,,1,0,1,3.6847,-2.2041,-2.2041,0,-2.2041,166601.81,66.6018
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-23,train,summer-alpha,,,1,0.4375,0.5625,-5.031,-0.2096,-2.319,0.014,-2.333,162714.99,62.715
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-24,train,summer-alpha,,,1,0.4375,0.5625,1.4903,0.2891,0.8146,0,0.8146,164040.47,64.0405
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-25,train,summer-alpha,,,1,0.4375,0.5625,0.4823,1.5285,1.0708,0,1.0708,165797.01,65.797
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-26,train,summer-alpha,,,1,0,1,-0.8427,-3.5561,-3.5561,0.014,-3.5701,159877.89,59.8779
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-29,train,summer-alpha,,,1,0,1,0.6132,-0.7338,-0.7338,0,-0.7338,158704.71,58.7047
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-30,train,summer-alpha,,,1,0.4375,0.5625,-3.3251,-1.0895,-2.0676,0.014,-2.0816,155401.11,55.4011
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-08-31,train,summer-alpha,,,1,0.4375,0.5625,0.9401,-0.7312,0,0,0,155401.11,55.4011
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-01,train,summer-alpha,,,1,0.4375,0.5625,1.4791,0.2386,0.7813,0,0.7813,156615.26,56.6153
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-02,train,summer-alpha,,,1,0,1,-5.1393,-1.1085,-1.1085,0.014,-1.1225,154857.25,54.8573
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-06,train,summer-alpha,,,1,0,1,-7.2957,-0.4167,-0.4167,0,-0.4167,154211.96,54.212
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-07,train,summer-alpha,,,1,0,1,-3.7201,1.8321,1.8321,0,1.8321,157037.28,57.0373
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-08,train,summer-alpha,,,1,0,1,0.9309,0.622,0.622,0,0.622,158014.05,58.0141
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-09,train,summer-alpha,,,1,0,1,1.0234,1.66,1.66,0,1.66,160637.09,60.6371
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2022-09-12,train,summer-alpha,,,1,0.4375,0.5625,3.1641,1.1269,2.0182,0.014,2.0042,163856.58,63.8566
