scenario,date,split,componentVariant,sourceAction,optimizedLiveAction,optimizedLiveScale,position,indexFraction,ungReturnPct,indexReturnPct,grossReturnPct,tradingCostPct,returnPct,equity,equityPct
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-18,holdout,summer-alpha,,,1,0,1,0.8462,-1.1739,-1.1739,0,-1.1739,476989.22,376.9892
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-19,holdout,summer-alpha,,,1,0,1,4.8124,1.0973,1.0973,0,1.0973,482223.23,382.2232
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-20,validation,winter-alpha,missing-kept,missing-kept,1,-0.25,0.75,-5.2796,-0.2539,1.1295,0.008,1.1215,487631.36,387.6314
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-21,validation,winter-alpha,missing-kept,missing-kept,1,-0.25,0.75,-1.5588,0.092,0.4587,0,0.4587,489868.13,389.8681
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-24,validation,winter-alpha,no-reversion,no-reversion,1,0,1,-0.8637,1.8276,1.8276,0.008,1.8196,498781.77,398.7818
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-25,holdout,summer-alpha,,,1,0,1,-1.8907,0.3143,0.3143,0,0.3143,500349.44,400.3494
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-26,holdout,summer-alpha,,,1,0,1,0.5469,-1.2985,-1.2985,0,-1.2985,493852.4,393.8524
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-27,holdout,summer-alpha,,,1,0,1,2.3051,-0.3384,-0.3384,0,-0.3384,492181.2,392.1812
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-28,holdout,summer-alpha,,,1,0,1,2.9114,-2.1184,-2.1184,0,-2.1184,481754.84,381.7548
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-03-31,holdout,summer-alpha,,,1,0,1,1.3284,0.4809,0.4809,0,0.4809,484071.6,384.0716
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-01,holdout,summer-alpha,,,1,0,1,-4.0787,0.4579,0.4579,0,0.4579,486288.16,386.2882
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-02,holdout,summer-alpha,,,1,0,1,2.6322,0.6262,0.6262,0,0.6262,489333.3,389.3333
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-03,holdout,summer-alpha,,,1,0,1,2.0469,-4.8738,-4.8738,0,-4.8738,465484.17,365.4842
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-04,holdout,summer-alpha,,,1,0,1,-7.274,-5.8594,-5.8594,0,-5.8594,438209.59,338.2096
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-07,holdout,summer-alpha,,,1,0,1,-4.7433,-0.3104,-0.3104,0,-0.3104,436849.39,336.8494
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-08,holdout,summer-alpha,,,1,0,1,-5.1984,-1.5334,-1.5334,0,-1.5334,430150.74,330.1507
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-09,holdout,summer-alpha,,,1,0,1,10.1299,9.7673,9.7673,0,9.7673,472164.85,372.1649
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-10,holdout,summer-alpha,,,1,0,1,-6.7872,-3.5427,-3.5427,0,-3.5427,455437.47,355.4375
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-11,holdout,summer-alpha,,,1,0,1,-0.8434,1.7649,1.7649,0,1.7649,463475.48,363.4755
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-14,holdout,summer-alpha,,,1,0,1,-5.7272,0.9537,0.9537,0,0.9537,467895.65,367.8956
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-15,holdout,summer-alpha,,,1,0,1,0.1203,-0.2074,-0.2074,0,-0.2074,466925.23,366.9252
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-16,holdout,summer-alpha,,,1,0,1,-2.4632,-2.3608,-2.3608,0,-2.3608,455902.06,355.9021
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-17,holdout,summer-alpha,,,1,0,1,-0.0616,0.1065,0.1065,0,0.1065,456387.6,356.3876
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-21,holdout,summer-alpha,,,1,0,1,-7.057,-2.394,-2.394,0,-2.394,445461.68,345.4617
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-22,holdout,summer-alpha,,,1,0,1,-0.2984,2.5345,2.5345,0,2.5345,456751.91,356.7519
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-23,holdout,summer-alpha,,,1,0,1,0.4988,1.73,1.73,0,1.73,464653.71,364.6537
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-24,holdout,summer-alpha,,,1,0,1,-3.0443,2.2488,2.2488,0,2.2488,475102.85,375.1028
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-25,holdout,summer-alpha,,,1,0.4375,0.5625,0.2389,0.8158,0.5634,0.014,0.5494,477713.06,377.7131
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-28,holdout,summer-alpha,,,1,0.4375,0.5625,7.9333,0.0439,3.4955,0,3.4955,494411.52,394.4115
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-29,holdout,summer-alpha,,,1,0.4375,0.5625,6.8139,0.6186,3.329,0,3.329,510870.48,410.8705
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-04-30,holdout,summer-alpha,,,1,0,1,-1.772,0.0433,0.0433,0.014,0.0293,511020.17,411.0202
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-01,holdout,summer-alpha,,,1,0.4375,0.5625,4.6001,0.8014,2.4633,0.014,2.4493,523536.58,423.5366
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-02,holdout,summer-alpha,,,1,0.4375,0.5625,4.3403,1.4589,2.7195,0,2.7195,537774.16,437.7742
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-05,holdout,summer-alpha,,,1,0.4375,0.5625,-2.2039,-0.5292,-1.2619,0,-1.2619,530987.99,430.988
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-06,holdout,summer-alpha,,,1,0.4375,0.5625,-2.4507,-0.872,-1.5627,0,-1.5627,522690.24,422.6902
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-07,holdout,summer-alpha,,,1,0.4375,0.5625,4.5625,0.4431,2.2453,0,2.2453,534426.2,434.4262
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-08,holdout,summer-alpha,,,1,0.4375,0.5625,-0.8009,0.7354,0.0633,0,0.0633,534764.5,434.7645
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-09,holdout,summer-alpha,,,1,0,1,5.6514,-0.1133,-0.1133,0.014,-0.1273,534083.74,434.0837
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-12,holdout,summer-alpha,none,none,1,-0.2,0.8,-3.9262,3.471,3.562,0.0064,3.5556,553073.62,453.0736
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-13,holdout,summer-alpha,,,1,0,1,0.0274,0.8316,0.8316,0.0064,0.8252,557637.58,457.6376
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-14,holdout,summer-alpha,,,1,0,1,-4.2501,0.219,0.219,0,0.219,558858.81,458.8588
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-15,holdout,summer-alpha,,,1,0,1,-3.7228,0.4187,0.4187,0,0.4187,561198.75,461.1988
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-16,holdout,summer-alpha,,,1,0,1,-0.8328,0.5982,0.5982,0,0.5982,564555.84,464.5558
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-19,holdout,summer-alpha,,,1,0,1,-6.6287,0.1044,0.1044,0,0.1044,565145.24,465.1452
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-20,holdout,summer-alpha,,,1,0,1,10.0867,-0.3527,-0.3527,0,-0.3527,563151.97,463.152
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-21,holdout,summer-alpha,,,1,0,1,-1.7216,-1.6167,-1.6167,0,-1.6167,554047.5,454.0475
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-22,holdout,summer-alpha,,,1,0,1,-3.4145,0.0809,0.0809,0,0.0809,554495.72,454.4957
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-23,holdout,summer-alpha,,,1,0,1,2.49,-0.7302,-0.7302,0,-0.7302,550446.79,450.4468
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-27,holdout,summer-alpha,,,1,0,1,1.9196,2.1161,2.1161,0,2.1161,562094.8,462.0948
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-28,holdout,summer-alpha,,,1,0,1,-5.7092,-0.545,-0.545,0,-0.545,559031.38,459.0314
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-29,holdout,summer-alpha,,,1,0.35,0.65,9.9251,0.3483,3.7002,0.0112,3.689,579654.05,479.654
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-05-30,holdout,summer-alpha,,,1,0.35,0.65,-2.1295,-0.1144,-0.8197,0,-0.8197,574902.62,474.9026
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-02,holdout,summer-alpha,,,1,0.35,0.65,7.1657,0.6223,2.9125,0,2.9125,591646.66,491.6467
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-03,holdout,summer-alpha,none,none,1,-0.4,0.6,0.758,0.6096,0.0626,0.024,0.0386,591875.04,491.875
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-04,holdout,summer-alpha,none,none,1,-0.4,0.6,-0.1612,0.0014,0.0653,0,0.0653,592261.53,492.2615
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-05,holdout,summer-alpha,none,none,1,-0.4,0.6,-1.0495,-0.5265,0.1039,0,0.1039,592876.89,492.8769
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-06,holdout,summer-alpha,,,1,0,1,2.91,1.0156,1.0156,0.0128,1.0028,598822.26,498.8223
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-09,holdout,summer-alpha,,,1,0.35,0.65,-3.9376,0.1187,-1.301,0.0112,-1.3122,590964.52,490.9645
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-10,holdout,summer-alpha,,,1,0.35,0.65,-2.8061,0.5866,-0.6008,0,-0.6008,587414,487.414
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-11,holdout,summer-alpha,,,1,0.35,0.65,-0.7359,-0.2872,-0.4442,0,-0.4442,584804.71,484.8047
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-12,holdout,summer-alpha,,,1,0,1,-0.4277,0.348,0.348,0.0112,0.3368,586774.33,486.7743
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-13,holdout,summer-alpha,,,1,0.35,0.65,2.5487,-1.1439,0.1485,0.0112,0.1373,587579.97,487.58
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-16,holdout,summer-alpha,,,1,0.35,0.65,4.6635,1.0538,2.3172,0,2.3172,601195.37,501.1954
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-17,holdout,summer-alpha,,,1,0.35,0.65,2.7481,-0.8788,0.3906,0,0.3906,603543.64,503.5436
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-18,holdout,summer-alpha,none,none,1,-0.5,0.5,3.5835,-0.0179,-1.8007,0.0272,-1.8279,592511.47,492.5115
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-20,holdout,summer-alpha,none,none,1,-0.5,0.5,-3.5598,-0.3095,1.6252,0,1.6252,602140.97,502.141
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-23,holdout,summer-alpha,none,none,1,-0.5,0.5,-3.8731,1.034,2.4536,0,2.4536,616915.1,516.9151
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-24,holdout,summer-alpha,,,1,0,1,-4.3537,1.1852,1.1852,0.016,1.1692,624128.07,524.1281
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-25,holdout,summer-alpha,,,1,0,1,-3.7037,0.0923,0.0923,0,0.0923,624704.14,524.7041
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-26,holdout,summer-alpha,,,1,0,1,-4.2572,0.82,0.82,0,0.82,629826.71,529.8267
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-27,holdout,summer-alpha,,,1,0,1,14.6581,0.4665,0.4665,0,0.4665,632764.85,532.7649
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-06-30,holdout,summer-alpha,none,none,1,-0.5,0.5,-7.5689,0.5337,4.0513,0.016,4.0353,658298.81,558.2988
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-01,holdout,summer-alpha,,,1,0,1,-1.1863,-0.2119,-0.2119,0.016,-0.2279,656798.55,556.7986
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-02,holdout,summer-alpha,,,1,0,1,2.1376,0.4972,0.4972,0,0.4972,660064.15,560.0642
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-03,holdout,summer-alpha,,,1,0,1,-2.2649,0.8865,0.8865,0,0.8865,665915.62,565.9156
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-07,holdout,summer-alpha,,,1,0,1,0.7381,-0.7932,-0.7932,0,-0.7932,660633.58,560.6336
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-08,holdout,summer-alpha,,,1,0,1,-2.1102,-0.0383,-0.0383,0,-0.0383,660380.56,560.3806
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-09,holdout,summer-alpha,,,1,0.35,0.65,-3.7725,0.6167,-0.9195,0.0112,-0.9307,654234.39,554.2344
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-10,holdout,summer-alpha,,,1,0.35,0.65,3.827,0.2046,1.4724,0,1.4724,663867.34,563.8673
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-11,holdout,summer-alpha,,,1,0.35,0.65,-0.6892,-0.3316,-0.4568,0,-0.4568,660834.8,560.8348
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-14,holdout,summer-alpha,,,1,0,1,4.5866,0.2287,0.2287,0.0112,0.2175,662272.11,562.2721
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-15,holdout,summer-alpha,,,1,0,1,1.6445,-0.3267,-0.3267,0,-0.3267,660108.47,560.1085
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-16,holdout,summer-alpha,,,1,0,1,0.7948,0.2848,0.2848,0,0.2848,661988.46,561.9885
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-17,holdout,summer-alpha,,,1,0.35,0.65,-0.2535,0.6392,0.3268,0.0112,0.3156,664077.69,564.0777
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-18,holdout,summer-alpha,,,1,0.35,0.65,0.6494,-0.0533,0.1926,0,0.1926,665356.71,565.3567
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-21,holdout,summer-alpha,,,1,0.35,0.65,-6.7321,0.2441,-2.1976,0,-2.1976,650734.83,550.7348
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-22,holdout,summer-alpha,,,1,0,1,-2.1955,-0.1008,-0.1008,0.0112,-0.112,650006,550.006
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-23,holdout,summer-alpha,,,1,0,1,-5.3813,0.7705,0.7705,0,0.7705,655014.3,555.0143
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-24,holdout,summer-alpha,,,1,0,1,0.5525,0.0971,0.0971,0,0.0971,655650.32,555.6503
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-25,holdout,summer-alpha,,,1,0,1,0.5171,0.3655,0.3655,0,0.3655,658046.72,558.0467
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-28,holdout,summer-alpha,,,1,0,1,-3.9228,0.0452,0.0452,0,0.0452,658344.16,558.3442
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-29,holdout,summer-alpha,,,1,0,1,3.1125,-0.2376,-0.2376,0,-0.2376,656779.93,556.7799
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-30,holdout,summer-alpha,,,1,0,1,-1.1685,-0.075,-0.075,0,-0.075,656287.35,556.2873
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-07-31,holdout,summer-alpha,,,1,0,1,2.0033,-0.4056,-0.4056,0,-0.4056,653625.45,553.6254
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-01,holdout,summer-alpha,,,1,0,1,-0.7405,-1.709,-1.709,0,-1.709,642454.99,542.455
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-04,holdout,summer-alpha,,,1,0,1,-4.8978,1.5849,1.5849,0,1.5849,652637.26,552.6373
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-05,holdout,summer-alpha,,,1,0,1,2.6603,-0.5243,-0.5243,0,-0.5243,649215.48,549.2155
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-06,holdout,summer-alpha,,,1,0.35,0.65,2.2259,0.8477,1.3301,0.0112,1.3189,657777.98,557.778
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-07,holdout,summer-alpha,,,1,0.35,0.65,-0.325,0.0229,-0.0989,0,-0.0989,657127.44,557.1274
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-08,holdout,summer-alpha,,,1,0.35,0.65,-2.5106,0.7976,-0.3603,0,-0.3603,654759.81,554.7598
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-11,holdout,summer-alpha,,,1,0,1,-1.204,-0.2222,-0.2222,0.0112,-0.2334,653231.6,553.2316
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-12,holdout,summer-alpha,,,1,0,1,-4.9424,1.1042,1.1042,0,1.1042,660444.58,560.4446
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-13,holdout,summer-alpha,,,1,0,1,0.7123,0.2898,0.2898,0,0.2898,662358.55,562.3586
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-14,holdout,summer-alpha,,,1,0,1,0.4597,-0.0166,-0.0166,0,-0.0166,662248.6,562.2486
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-15,holdout,summer-alpha,,,1,0,1,2.6399,-0.2603,-0.2603,0,-0.2603,660524.77,560.5248
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-18,holdout,summer-alpha,none,none,1,-0.4,0.6,-0.8916,-0.0351,0.3356,0.0128,0.3228,662656.94,562.6569
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-19,holdout,summer-alpha,,,1,0,1,-4.2907,-0.7072,-0.7072,0.0128,-0.72,657885.81,557.8858
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-20,holdout,summer-alpha,,,1,0,1,-0.5061,-0.3295,-0.3295,0,-0.3295,655718.08,555.7181
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-21,holdout,summer-alpha,,,1,0,1,2.6889,-0.4052,-0.4052,0,-0.4052,653061.11,553.0611
optimized live sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,2025-08-22,holdout,summer-alpha,,,1,0,1,-4.5294,1.5302,1.5302,0,1.5302,663054.25,563.0542
