candidateId,rank,eligible,trainValidationScore,trainReturnPct,trainVsNonLivePct,trainVsCurrentLivePct,trainSharpe,trainMaxDrawdownPct,validationReturnPct,validationVsNonLivePct,validationVsCurrentLivePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutVsNonLivePct,holdoutVsCurrentLivePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allVsNonLivePct,allVsCurrentLivePct,allSharpe,allMaxDrawdownPct,sameBase,sameDivisor,sameMax,adverseBase,adverseDivisor,adverseMin,adverseMax,adverseDropThresholdF,standaloneMode,neutralScale,missingScale,actionCounts
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,1,true,33.1785,198.59,19.85,12.3,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,917.47,72.5,40.27,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.9-drop4-stadverse-scale-n0.85,2,true,33.1785,198.59,19.85,12.3,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,917.47,72.5,40.27,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.9-drop4-stadverse-scale-n0.85,3,true,33.1785,198.59,19.85,12.3,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,917.47,72.5,40.27,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.9-drop4-stadverse-scale-n0.85,4,true,33.1341,198.78,20.04,12.49,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,98.05,-4.52,-1.85,2.35,-16.72,918.47,73.5,41.27,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.9-drop4-stadverse-scale-n0.85,5,true,33.1341,198.78,20.04,12.49,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,98.05,-4.52,-1.85,2.35,-16.72,918.47,73.5,41.27,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop4-stadverse-scale-n0.85,6,true,33.1341,198.78,20.04,12.49,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,98.05,-4.52,-1.85,2.35,-16.72,918.47,73.5,41.27,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-drop6-stadverse-scale-n0.85,7,true,33.096,198.36,19.62,12.07,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.64,-4.93,-2.26,2.35,-16.72,915.32,70.35,38.12,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-drop4-stadverse-scale-n0.85,8,true,33.0498,198.3,19.56,12.01,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.69,-4.88,-2.21,2.35,-16.72,915.38,70.41,38.18,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.9-drop4-stadverse-scale-n0.85,9,true,33.0498,198.3,19.56,12.01,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.69,-4.88,-2.21,2.35,-16.72,915.38,70.41,38.18,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.9-drop4-stadverse-scale-n0.85,10,true,32.8644,198.12,19.38,11.83,1.7,-15.86,72.17,4.82,1.42,2.67,-9.57,97.7,-4.87,-2.2,2.35,-16.72,914.76,69.79,37.56,2.03,-15.86,0.85,6,1.375,0.9,8,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.9-drop4-stdrop-n0.85,11,true,32.8336,197.55,18.81,11.26,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.38,-4.19,-1.52,2.36,-16.72,917.37,72.4,40.17,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.9-drop4-stdrop-n0.85,12,true,32.8336,197.55,18.81,11.26,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.38,-4.19,-1.52,2.36,-16.72,917.37,72.4,40.17,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop4-stdrop-n0.85,13,true,32.8336,197.55,18.81,11.26,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.38,-4.19,-1.52,2.36,-16.72,917.37,72.4,40.17,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.9-drop6-stadverse-scale-n0.85,14,true,32.8265,198.01,19.27,11.72,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.64,-4.93,-2.26,2.35,-16.72,914.15,69.18,36.95,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop6-stadverse-scale-n0.85,15,true,32.8012,198.1,19.36,11.81,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.88,-4.69,-2.02,2.35,-16.72,915.43,70.46,38.23,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.9-drop6-stadverse-scale-n0.85,16,true,32.8012,198.1,19.36,11.81,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.88,-4.69,-2.02,2.35,-16.72,915.43,70.46,38.23,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop4-stdrop-n0.85,17,true,32.7335,197.42,18.68,11.13,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.27,-4.3,-1.63,2.35,-16.72,916.34,71.37,39.14,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.9-drop4-stdrop-n0.85,18,true,32.7335,197.42,18.68,11.13,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.27,-4.3,-1.63,2.35,-16.72,916.34,71.37,39.14,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.9-drop4-stdrop-n0.85,19,true,32.7335,197.42,18.68,11.13,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.27,-4.3,-1.63,2.35,-16.72,916.34,71.37,39.14,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.75-drop4-stadverse-scale-n0.85,20,true,32.6472,197.9,19.16,11.61,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.83,-4.74,-2.07,2.35,-16.72,914.5,69.53,37.3,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.75-drop4-stadverse-scale-n0.85,21,true,32.6472,197.9,19.16,11.61,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.83,-4.74,-2.07,2.35,-16.72,914.5,69.53,37.3,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.45-ax0.75-drop4-stadverse-scale-n0.85,22,true,32.6472,197.9,19.16,11.61,1.7,-15.86,72.15,4.8,1.4,2.67,-9.57,97.83,-4.74,-2.07,2.35,-16.72,914.5,69.53,37.3,2.03,-15.86,0.85,6,1.375,0.9,10,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.75-drop6-stadverse-scale-n0.85,23,true,32.6186,197.74,19,11.45,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.56,-5.01,-2.34,2.34,-16.72,912.81,67.84,35.61,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-drop6-stdrop-n0.85,24,true,32.6103,197.26,18.52,10.97,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,914.16,69.19,36.96,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.75-drop4-stadverse-scale-n0.85,25,true,32.5874,198.07,19.33,11.78,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.87,-4.7,-2.03,2.35,-16.72,915.11,70.14,37.91,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.75-drop4-stadverse-scale-n0.85,26,true,32.5874,198.07,19.33,11.78,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.87,-4.7,-2.03,2.35,-16.72,915.11,70.14,37.91,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.75-drop4-stadverse-scale-n0.85,27,true,32.5874,198.07,19.33,11.78,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.87,-4.7,-2.03,2.35,-16.72,915.11,70.14,37.91,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.75-drop4-stadverse-scale-n0.85,28,true,32.5724,197.68,18.94,11.39,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.61,-4.96,-2.29,2.35,-16.72,912.87,67.9,35.67,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.75-drop4-stadverse-scale-n0.85,29,true,32.5724,197.68,18.94,11.39,1.7,-15.86,72.19,4.84,1.44,2.67,-9.57,97.61,-4.96,-2.29,2.35,-16.72,912.87,67.9,35.67,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0-ax0.9-drop4-stdrop-n0.85,30,true,32.5718,197.21,18.47,10.92,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.99,-4.58,-1.91,2.35,-16.72,914.22,69.25,37.02,2.03,-15.86,0.85,6,1.375,0.9,8,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.9-drop4-stdrop-n0.85,31,true,32.5718,197.21,18.47,10.92,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.99,-4.58,-1.91,2.35,-16.72,914.22,69.25,37.02,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.9-drop6-stadverse-scale-n0.85,32,true,32.4642,197.91,19.17,11.62,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.97,-4.6,-1.93,2.35,-16.72,915.11,70.14,37.91,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.9-drop6-stadverse-scale-n0.85,33,true,32.4642,197.91,19.17,11.62,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.97,-4.6,-1.93,2.35,-16.72,915.11,70.14,37.91,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.9-drop4-stadverse-scale-n0.85,34,true,32.4555,197.62,18.88,11.33,1.7,-15.86,72.16,4.81,1.41,2.67,-9.57,97.53,-5.04,-2.37,2.34,-16.72,912.11,67.14,34.91,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop4-stadverse-scale-n0.85,35,true,32.4555,197.62,18.88,11.33,1.7,-15.86,72.16,4.81,1.41,2.67,-9.57,97.53,-5.04,-2.37,2.34,-16.72,912.11,67.14,34.91,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.45-ax0.9-drop4-stadverse-scale-n0.85,36,true,32.4555,197.62,18.88,11.33,1.7,-15.86,72.16,4.81,1.41,2.67,-9.57,97.53,-5.04,-2.37,2.34,-16.72,912.11,67.14,34.91,2.03,-15.86,0.85,6,1.375,0.8,12,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.9-drop4-stdrop-n0.85,37,true,32.4255,197.02,18.28,10.73,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.01,-4.56,-1.89,2.35,-16.72,913.69,68.72,36.49,2.03,-15.86,0.85,6,1.375,0.9,8,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.75-drop4-stadverse-scale-n0.85,38,true,32.387,197.5,18.76,11.21,1.7,-15.86,72.17,4.82,1.42,2.67,-9.57,97.62,-4.95,-2.28,2.35,-16.72,912.25,67.28,35.05,2.03,-15.86,0.85,6,1.375,0.9,8,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop6-stadverse-scale-n0.85,39,true,32.3718,197.79,19.05,11.5,1.7,-15.86,72.12,4.77,1.37,2.66,-9.57,97.97,-4.6,-1.93,2.35,-16.72,914.69,69.72,37.49,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.9-dropinf-stadverse-scale-n0.85,40,true,32.3667,197.29,18.55,11,1.7,-15.86,72.23,4.88,1.48,2.67,-9.57,97.06,-5.51,-2.84,2.34,-16.72,908.98,64.01,31.78,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.9,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.9-drop6-stdrop-n0.85,41,true,32.3485,196.92,18.18,10.63,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,97.94,-4.63,-1.96,2.35,-16.72,912.98,68.01,35.78,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.9-drop6-stdrop-n0.85,42,true,32.3485,196.92,18.18,10.63,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.2,-4.37,-1.7,2.35,-16.72,914.31,69.34,37.11,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad10-an0.25-ax0.9-drop6-stdrop-n0.85,43,true,32.3485,196.92,18.18,10.63,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.2,-4.37,-1.7,2.35,-16.72,914.31,69.34,37.11,2.03,-15.86,0.85,6,1.375,0.9,10,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.25-ax0.75-drop6-stadverse-scale-n0.85,44,true,32.3091,197.39,18.65,11.1,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.56,-5.01,-2.34,2.34,-16.72,911.64,66.67,34.44,2.03,-15.86,0.85,6,1.375,0.9,8,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0-ax0.75-drop4-stadverse-scale-n0.85,45,true,32.2923,197.46,18.72,11.17,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.5,-5.07,-2.4,2.34,-16.72,911.44,66.47,34.24,2.03,-15.86,0.85,6,1.375,0.8,12,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.25-ax0.75-drop4-stadverse-scale-n0.85,46,true,32.2923,197.46,18.72,11.17,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.5,-5.07,-2.4,2.34,-16.72,911.44,66.47,34.24,2.03,-15.86,0.85,6,1.375,0.8,12,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad12-an0.45-ax0.75-drop4-stadverse-scale-n0.85,47,true,32.2923,197.46,18.72,11.17,1.69,-15.86,72.16,4.81,1.41,2.67,-9.57,97.5,-5.07,-2.4,2.34,-16.72,911.44,66.47,34.24,2.03,-15.86,0.85,6,1.375,0.8,12,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad8-an0-ax0.9-drop6-stadverse-scale-n0.85,48,true,32.2728,197.22,18.48,10.93,1.69,-15.86,72.23,4.88,1.48,2.67,-9.57,97.06,-5.51,-2.84,2.34,-16.72,908.73,63.76,31.53,2.03,-15.86,0.85,6,1.375,0.8,8,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.75-drop4-stdrop-n0.85,49,true,32.2715,196.82,18.08,10.53,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.28,-4.29,-1.62,2.35,-16.72,914.36,69.39,37.16,2.03,-15.86,0.85,6,1.375,0.9,12,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.25-ax0.75-drop4-stdrop-n0.85,50,true,32.2715,196.82,18.08,10.53,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.28,-4.29,-1.62,2.35,-16.72,914.36,69.39,37.16,2.03,-15.86,0.85,6,1.375,0.9,12,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad12-an0.45-ax0.75-drop4-stdrop-n0.85,51,true,32.2715,196.82,18.08,10.53,1.69,-15.86,72.36,5.01,1.61,2.67,-9.57,98.28,-4.29,-1.62,2.35,-16.72,914.36,69.39,37.16,2.03,-15.86,0.85,6,1.375,0.9,12,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.8-ad10-an0-ax0.9-drop4-stadverse-scale-n0.85,52,true,32.2552,197.32,18.58,11.03,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.36,-5.21,-2.54,2.34,-16.72,910.35,65.38,33.15,2.03,-15.86,0.85,6,1.375,0.8,10,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.8-ad10-an0.25-ax0.9-drop4-stadverse-scale-n0.85,53,true,32.2552,197.32,18.58,11.03,1.69,-15.86,72.19,4.84,1.44,2.67,-9.57,97.36,-5.21,-2.54,2.34,-16.72,910.35,65.38,33.15,2.03,-15.86,0.85,6,1.375,0.8,10,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad10-an0-ax0.75-drop6-stadverse-scale-n0.85,54,true,32.2222,197.4,18.66,11.11,1.69,-15.86,72.15,4.8,1.4,2.67,-9.57,97.76,-4.81,-2.14,2.35,-16.72,912.47,67.5,35.27,2.03,-15.86,0.85,6,1.375,0.9,10,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
