candidateId,rank,eligible,trainValidationScore,trainReturnPct,trainVsNonLivePct,trainVsCurrentLivePct,trainSharpe,trainMaxDrawdownPct,validationReturnPct,validationVsNonLivePct,validationVsCurrentLivePct,validationSharpe,validationMaxDrawdownPct,holdoutReturnPct,holdoutVsNonLivePct,holdoutVsCurrentLivePct,holdoutSharpe,holdoutMaxDrawdownPct,allReturnPct,allVsNonLivePct,allVsCurrentLivePct,allSharpe,allMaxDrawdownPct,sameBase,sameDivisor,sameMax,adverseBase,adverseDivisor,adverseMin,adverseMax,adverseDropThresholdF,standaloneMode,neutralScale,missingScale,actionCounts
sb0.85-sd6-sx1.375-ab0.8-ad8-an0.25-ax0.75-drop4-stkeep-base-n0.85,1025,true,27.6104,196.98,18.24,10.69,1.69,-15.86,70.59,3.24,-0.16,2.62,-9.57,96.92,-5.65,-2.98,2.34,-16.73,897.63,52.66,20.43,2.02,-15.86,0.85,6,1.375,0.8,8,0.25,0.75,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.9-ad8-an0-ax0.75-drop4-stdrop-n0.85,1026,true,27.6092,195.53,16.79,9.24,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.86,-4.71,-2.04,2.35,-16.72,899.66,54.69,22.46,2.02,-15.86,0.85,10,1.375,0.9,8,0,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.9-ad8-an0.25-ax0.75-drop4-stdrop-n0.85,1027,true,27.6092,195.53,16.79,9.24,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.86,-4.71,-2.04,2.35,-16.72,899.66,54.69,22.46,2.02,-15.86,0.85,10,1.375,0.9,8,0.25,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.9-ad8-an0-ax0.75-drop4-stadverse-scale-n0.85,1028,true,27.6041,196.6,17.86,10.31,1.69,-15.86,70.66,3.31,-0.09,2.63,-9.57,97.79,-4.78,-2.11,2.35,-16.72,901.12,56.15,23.92,2.03,-15.86,0.85,10,1.25,0.9,8,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.25-ab0.9-ad8-an0.25-ax0.75-drop4-stadverse-scale-n0.85,1029,true,27.6041,196.6,17.86,10.31,1.69,-15.86,70.66,3.31,-0.09,2.63,-9.57,97.79,-4.78,-2.11,2.35,-16.72,901.12,56.15,23.92,2.03,-15.86,0.85,10,1.25,0.9,8,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.25-ab0.9-ad10-an0.45-ax0.9-drop6-stadverse-scale-n0.85,1030,true,27.6015,195.52,16.78,9.23,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.94,-4.63,-1.96,2.35,-16.72,900.04,55.07,22.84,2.02,-15.86,0.75,6,1.25,0.9,10,0.45,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.9-ad8-an0-ax0.9-dropinf-stdrop-n0.85,1031,true,27.6015,195.52,16.78,9.23,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.94,-4.63,-1.96,2.35,-16.72,900,55.03,22.8,2.02,-15.86,0.85,10,1.375,0.9,8,0,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.9-ad8-an0-ax0.9-dropinf-stdrop-n0.85,1032,true,27.5999,194.77,16.03,8.48,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,98.13,-4.44,-1.77,2.36,-16.72,899.7,54.73,22.5,2.02,-15.86,0.75,6,1.25,0.9,8,0,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad8-an0-ax0.75-drop6-stadverse-scale-n0.85,1033,true,27.5982,195.27,16.53,8.98,1.69,-15.86,71.04,3.69,0.29,2.64,-9.57,97.1,-5.47,-2.8,2.34,-16.72,895.42,50.45,18.22,2.02,-15.86,0.75,6,1.25,0.8,8,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.9-ad12-an0.45-ax0.9-drop6-stdrop-n0.85,1034,true,27.5938,195.51,16.77,9.22,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,98.17,-4.4,-1.73,2.35,-16.72,901.12,56.15,23.92,2.02,-15.86,0.85,10,1.375,0.9,12,0.45,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad12-an0-ax0.9-drop4-stdrop-n0.85,1035,true,27.5932,194.76,16.02,8.47,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,97.88,-4.69,-2.02,2.35,-16.72,898.37,53.4,21.17,2.02,-15.86,0.75,6,1.25,0.8,12,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad12-an0.25-ax0.9-drop4-stdrop-n0.85,1036,true,27.5932,194.76,16.02,8.47,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,97.88,-4.69,-2.02,2.35,-16.72,898.37,53.4,21.17,2.02,-15.86,0.75,6,1.25,0.8,12,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad12-an0.45-ax0.9-drop4-stdrop-n0.85,1037,true,27.5932,194.76,16.02,8.47,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,97.88,-4.69,-2.02,2.35,-16.72,898.37,53.4,21.17,2.02,-15.86,0.75,6,1.25,0.8,12,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.9-ad12-an0.45-ax0.9-drop6-stdrop-n0.85,1038,true,27.5922,194.76,16.02,8.47,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,98.36,-4.21,-1.54,2.36,-16.72,900.82,55.85,23.62,2.02,-15.86,0.75,6,1.25,0.9,12,0.45,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.8-ad10-an0.45-ax0.9-drop4-stadverse-scale-n0.85,1039,true,27.5911,196.06,17.32,9.77,1.69,-15.86,70.78,3.43,0.03,2.64,-9.57,97.25,-5.32,-2.65,2.34,-16.72,897.32,52.35,20.12,2.02,-15.86,0.85,10,1.375,0.8,10,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad12-an0-ax0.9-drop4-stdrop-n0.85,1040,true,27.5861,195.5,16.76,9.21,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.68,-4.89,-2.22,2.35,-16.72,898.67,53.7,21.47,2.02,-15.86,0.85,10,1.375,0.8,12,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop4-stdrop-n0.85,1041,true,27.5861,195.5,16.76,9.21,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.68,-4.89,-2.22,2.35,-16.72,898.67,53.7,21.47,2.02,-15.86,0.85,10,1.375,0.8,12,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.8-ad12-an0.45-ax0.9-drop4-stdrop-n0.85,1042,true,27.5861,195.5,16.76,9.21,1.69,-15.86,70.96,3.61,0.21,2.64,-9.57,97.68,-4.89,-2.22,2.35,-16.72,898.67,53.7,21.47,2.02,-15.86,0.85,10,1.375,0.8,12,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad10-an0-ax0.75-drop4-stadverse-scale-n0.85,1043,true,27.5729,195.36,16.62,9.07,1.69,-15.86,71,3.65,0.25,2.64,-9.57,97.39,-5.18,-2.51,2.34,-16.72,896.98,52.01,19.78,2.02,-15.86,0.75,6,1.25,0.8,10,0,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.25-ab0.8-ad10-an0.25-ax0.75-drop4-stadverse-scale-n0.85,1044,true,27.5729,195.36,16.62,9.07,1.69,-15.86,71,3.65,0.25,2.64,-9.57,97.39,-5.18,-2.51,2.34,-16.72,896.98,52.01,19.78,2.02,-15.86,0.75,6,1.25,0.8,10,0.25,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad10-an0.25-ax0.9-drop6-stadverse-scale-n0.85,1045,true,27.5544,195.98,17.24,9.69,1.69,-15.86,70.79,3.44,0.04,2.64,-9.57,97.17,-5.4,-2.73,2.34,-16.72,896.71,51.74,19.51,2.02,-15.86,0.85,10,1.375,0.8,10,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.25-ab0.8-ad10-an0-ax0.75-dropinf-stadverse-scale-n0.85,1046,true,27.5496,195.3,16.56,9.01,1.69,-15.86,71.01,3.66,0.26,2.64,-9.57,97.9,-4.67,-2,2.35,-16.72,899.37,54.4,22.17,2.02,-15.86,0.85,6,1.25,0.8,10,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd6-sx1.375-ab0.8-ad8-an0.45-ax0.9-drop4-stkeep-base-n0.85,1047,true,27.5488,196.9,18.16,10.61,1.69,-15.86,70.59,3.24,-0.16,2.62,-9.57,96.89,-5.68,-3.01,2.33,-16.73,897.2,52.23,20,2.02,-15.86,0.85,6,1.375,0.8,8,0.45,0.9,4,keep-base,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd8-sx1.25-ab0.8-ad8-an0.25-ax0.9-drop6-stdrop-n0.85,1048,true,27.5483,194.62,15.88,8.33,1.69,-15.86,71.18,3.83,0.43,2.65,-9.57,97.54,-5.03,-2.36,2.35,-16.72,896.26,51.29,19.06,2.02,-15.86,0.85,8,1.25,0.8,8,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.8-ad10-an0-ax0.9-drop6-stadverse-scale-n0.85,1049,true,27.5421,195.32,16.58,9.03,1.69,-15.86,71,3.65,0.25,2.64,-9.57,97.37,-5.2,-2.53,2.34,-16.72,896.71,51.74,19.51,2.02,-15.86,0.75,6,1.25,0.8,10,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.375-ab0.9-ad12-an0-ax0.75-dropinf-stdrop-n0.85,1050,true,27.5408,190.77,12.03,4.48,1.66,-15.86,72.38,5.03,1.63,2.67,-9.57,99.37,-3.2,-0.53,2.37,-16.72,899.34,54.37,22.14,2.02,-15.86,0.85,6,1.375,0.9,12,0,0.75,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.9-ad10-an0-ax0.9-drop6-stdrop-n0.85,1051,true,27.5402,195.84,17.1,9.55,1.69,-15.86,70.83,3.48,0.08,2.64,-9.57,98.38,-4.19,-1.52,2.36,-16.72,902.54,57.57,25.34,2.03,-15.86,0.85,10,1.25,0.9,10,0,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.9-ad10-an0.25-ax0.9-drop6-stdrop-n0.85,1052,true,27.5402,195.84,17.1,9.55,1.69,-15.86,70.83,3.48,0.08,2.64,-9.57,98.38,-4.19,-1.52,2.36,-16.72,902.54,57.57,25.34,2.03,-15.86,0.85,10,1.25,0.9,10,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.125-ab0.9-ad8-an0-ax0.9-drop4-stadverse-scale-n0.85,1053,true,27.5351,198.58,19.84,12.29,1.7,-15.86,70.02,2.67,-0.73,2.62,-9.57,98.13,-4.44,-1.77,2.36,-16.72,905.78,60.81,28.58,2.03,-15.86,0.85,6,1.125,0.9,8,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.125-ab0.9-ad8-an0.25-ax0.9-drop4-stadverse-scale-n0.85,1054,true,27.5351,198.58,19.84,12.29,1.7,-15.86,70.02,2.67,-0.73,2.62,-9.57,98.13,-4.44,-1.77,2.36,-16.72,905.78,60.81,28.58,2.03,-15.86,0.85,6,1.125,0.9,8,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.25-ab0.9-ad8-an0.25-ax0.9-drop6-stdrop-n0.85,1055,true,27.5325,195.83,17.09,9.54,1.69,-15.86,70.83,3.48,0.08,2.64,-9.57,98.12,-4.45,-1.78,2.36,-16.72,901.23,56.26,24.03,2.03,-15.86,0.85,10,1.25,0.9,8,0.25,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.375-ab0.9-ad8-an0.45-ax0.9-drop6-stkeep-base-n0.85,1056,true,27.5257,196.87,18.13,10.58,1.69,-15.86,70.59,3.24,-0.16,2.62,-9.57,97.5,-5.07,-2.4,2.34,-16.73,900.2,55.23,23,2.02,-15.86,0.85,6,1.375,0.9,8,0.45,0.9,6,keep-base,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-kept:10
sb0.85-sd10-sx1.375-ab0.8-ad12-an0-ax0.9-drop6-stadverse-scale-n0.85,1057,true,27.522,196,17.26,9.71,1.69,-15.86,70.77,3.42,0.02,2.64,-9.57,97.33,-5.24,-2.57,2.34,-16.72,897.45,52.48,20.25,2.02,-15.86,0.85,10,1.375,0.8,12,0,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad12-an0.25-ax0.9-drop6-stadverse-scale-n0.85,1058,true,27.522,196,17.26,9.71,1.69,-15.86,70.77,3.42,0.02,2.64,-9.57,97.33,-5.24,-2.57,2.34,-16.72,897.45,52.48,20.25,2.02,-15.86,0.85,10,1.375,0.8,12,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.375-ab0.8-ad10-an0-ax0.75-dropinf-stadverse-scale-n0.85,1059,true,27.5188,193.59,14.85,7.3,1.68,-15.86,71.52,4.17,0.77,2.65,-9.57,97.45,-5.12,-2.45,2.34,-16.72,894.3,49.33,17.1,2.02,-15.86,0.75,6,1.375,0.8,10,0,0.75,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.85-sd10-sx1.25-ab0.8-ad8-an0-ax0.9-dropinf-stadverse-scale-n0.85,1060,true,27.5184,196.21,17.47,9.92,1.69,-15.86,70.7,3.35,-0.05,2.64,-9.57,97.24,-5.33,-2.66,2.34,-16.72,897.28,52.31,20.08,2.02,-15.86,0.85,10,1.25,0.8,8,0,0.9,Infinity,adverse-scale,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:10
sb0.75-sd6-sx1.25-ab0.8-ad10-an0.45-ax0.9-drop4-stadverse-scale-n0.85,1061,true,27.5182,195.32,16.58,9.03,1.69,-15.86,70.99,3.64,0.24,2.64,-9.57,97.45,-5.12,-2.45,2.35,-16.72,897.02,52.05,19.82,2.02,-15.86,0.75,6,1.25,0.8,10,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.25-ab0.9-ad12-an0.45-ax0.9-drop6-stadverse-scale-n0.85,1062,true,27.5158,196.7,17.96,10.41,1.69,-15.86,70.59,3.24,-0.16,2.63,-9.57,98.15,-4.42,-1.75,2.35,-16.72,902.93,57.96,25.73,2.03,-15.86,0.85,10,1.25,0.9,12,0.45,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.9-ad12-an0-ax0.75-drop6-stadverse-scale-n0.85,1063,true,27.5123,196.14,17.4,9.85,1.69,-15.86,70.72,3.37,-0.03,2.64,-9.57,97.65,-4.92,-2.25,2.34,-16.72,899.31,54.34,22.11,2.02,-15.86,0.85,10,1.375,0.9,12,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.9-ad12-an0.25-ax0.75-drop6-stadverse-scale-n0.85,1064,true,27.5123,196.14,17.4,9.85,1.69,-15.86,70.72,3.37,-0.03,2.64,-9.57,97.65,-4.92,-2.25,2.34,-16.72,899.31,54.34,22.11,2.02,-15.86,0.85,10,1.375,0.9,12,0.25,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad8-an0-ax0.9-drop4-stadverse-scale-n0.85,1065,true,27.5094,195.8,17.06,9.51,1.69,-15.86,70.83,3.48,0.08,2.64,-9.57,96.96,-5.61,-2.94,2.34,-16.72,895.3,50.33,18.1,2.02,-15.86,0.85,10,1.375,0.8,8,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad8-an0.25-ax0.9-drop4-stadverse-scale-n0.85,1066,true,27.5094,195.8,17.06,9.51,1.69,-15.86,70.83,3.48,0.08,2.64,-9.57,96.96,-5.61,-2.94,2.34,-16.72,895.3,50.33,18.1,2.02,-15.86,0.85,10,1.375,0.8,8,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.375-ab0.8-ad10-an0-ax0.75-drop6-stadverse-scale-n0.85,1067,true,27.5005,195.91,17.17,9.62,1.69,-15.86,70.79,3.44,0.04,2.64,-9.57,97.15,-5.42,-2.75,2.34,-16.72,896.37,51.4,19.17,2.02,-15.86,0.85,10,1.375,0.8,10,0,0.75,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd8-sx1.25-ab0.8-ad12-an0.45-ax0.9-drop6-stdrop-n0.85,1068,true,27.4852,194.59,15.85,8.3,1.68,-15.86,71.18,3.83,0.43,2.65,-9.57,97.97,-4.6,-1.93,2.35,-16.72,898.33,53.36,21.13,2.02,-15.86,0.85,8,1.25,0.8,12,0.45,0.9,6,drop,0.85,1,adverse-dropped:11|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.25-ab0.8-ad12-an0-ax0.9-drop4-stadverse-scale-n0.85,1069,true,27.4795,196.53,17.79,10.24,1.69,-15.86,70.63,3.28,-0.12,2.63,-9.57,97.71,-4.86,-2.19,2.35,-16.72,900.37,55.4,23.17,2.02,-15.86,0.85,10,1.25,0.8,12,0,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.25-ab0.8-ad12-an0.25-ax0.9-drop4-stadverse-scale-n0.85,1070,true,27.4795,196.53,17.79,10.24,1.69,-15.86,70.63,3.28,-0.12,2.63,-9.57,97.71,-4.86,-2.19,2.35,-16.72,900.37,55.4,23.17,2.02,-15.86,0.85,10,1.25,0.8,12,0.25,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd10-sx1.25-ab0.8-ad12-an0.45-ax0.9-drop4-stadverse-scale-n0.85,1071,true,27.4795,196.53,17.79,10.24,1.69,-15.86,70.63,3.28,-0.12,2.63,-9.57,97.71,-4.86,-2.19,2.35,-16.72,900.37,55.4,23.17,2.02,-15.86,0.85,10,1.25,0.8,12,0.45,0.9,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.25-ab0.8-ad8-an0-ax0.9-dropinf-stdrop-n0.85,1072,true,27.4792,194.56,15.82,8.27,1.69,-15.86,71.17,3.82,0.42,2.65,-9.57,97.38,-5.19,-2.52,2.35,-16.72,895.23,50.26,18.03,2.02,-15.86,0.75,6,1.25,0.8,8,0,0.9,Infinity,drop,0.85,1,adverse-shrunk:44|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.75-sd6-sx1.25-ab0.9-ad8-an0.45-ax0.75-drop4-stdrop-n0.85,1073,true,27.4777,194.61,15.87,8.32,1.68,-15.86,71.17,3.82,0.42,2.65,-9.57,98.07,-4.5,-1.83,2.36,-16.72,898.84,53.87,21.64,2.02,-15.86,0.75,6,1.25,0.9,8,0.45,0.75,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd10-sx1.375-ab0.8-ad10-an0.45-ax0.75-drop4-stadverse-scale-n0.85,1074,true,27.4756,195.91,17.17,9.62,1.69,-15.86,70.78,3.43,0.03,2.64,-9.57,97.23,-5.34,-2.67,2.34,-16.72,896.68,51.71,19.48,2.02,-15.86,0.85,10,1.375,0.8,10,0.45,0.75,4,adverse-scale,0.85,1,adverse-dropped:23|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.75-sd6-sx1.25-ab0.8-ad10-an0.25-ax0.9-drop6-stadverse-scale-n0.85,1075,true,27.4728,195.23,16.49,8.94,1.69,-15.86,71,3.65,0.25,2.64,-9.57,97.37,-5.2,-2.53,2.34,-16.72,896.41,51.44,19.21,2.02,-15.86,0.75,6,1.25,0.8,10,0.25,0.9,6,adverse-scale,0.85,1,adverse-dropped:14|adverse-shrunk:33|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-shrunk:7
sb0.85-sd6-sx1.125-ab0.9-ad12-an0-ax0.9-drop4-stdrop-n0.85,1076,true,27.4722,197.82,19.08,11.53,1.7,-15.86,70.19,2.84,-0.56,2.63,-9.57,98.82,-3.75,-1.08,2.36,-16.72,907.75,62.78,30.55,2.03,-15.86,0.85,6,1.125,0.9,12,0,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.125-ab0.9-ad12-an0.25-ax0.9-drop4-stdrop-n0.85,1077,true,27.4722,197.82,19.08,11.53,1.7,-15.86,70.19,2.84,-0.56,2.63,-9.57,98.82,-3.75,-1.08,2.36,-16.72,907.75,62.78,30.55,2.03,-15.86,0.85,6,1.125,0.9,12,0.25,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
sb0.85-sd6-sx1.125-ab0.9-ad12-an0.45-ax0.9-drop4-stdrop-n0.85,1078,true,27.4722,197.82,19.08,11.53,1.7,-15.86,70.19,2.84,-0.56,2.63,-9.57,98.82,-3.75,-1.08,2.36,-16.72,907.75,62.78,30.55,2.03,-15.86,0.85,6,1.125,0.9,12,0.45,0.9,4,drop,0.85,1,adverse-dropped:20|adverse-shrunk:24|confirm-scaled:78|missing-kept:44|no-reversion:107|none:1084|standalone-adverse-dropped:10
